DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/10/18	08:01:08 AM	18.390					
10/10/18	09:01:08 AM	17.915					
10/10/18	10:01:08 AM	18.057					
10/10/18	11:01:08 AM	18.438					
10/10/18	12:01:08 PM	18.913					
10/10/18	01:01:08 PM	7.895					
10/10/18	02:01:08 PM	5.924					
10/10/18	03:01:08 PM	5.745					
10/10/18	04:01:08 PM	5.770					
10/10/18	05:01:08 PM	5.745					
10/10/18	06:01:08 PM	5.745					
10/10/18	07:01:08 PM	5.745					
10/10/18	08:01:08 PM	5.745					
10/10/18	09:01:08 PM	5.770					
10/10/18	10:01:08 PM	5.796					
10/10/18	11:01:08 PM	5.872					
10/11/18	12:01:08 AM	6.051					
10/11/18	01:01:08 AM	5.898					
10/11/18	02:01:08 AM	5.949					
10/11/18	03:01:08 AM	5.821					
10/11/18	04:01:08 AM	5.770					
10/11/18	05:01:08 AM	5.770					
10/11/18	06:01:08 AM	5.745					
10/11/18	07:01:08 AM	5.745					
10/11/18	08:01:08 AM	5.719					
10/11/18	09:01:08 AM	4.973					
10/11/18	10:01:08 AM	5.102					
10/11/18	11:01:08 AM	5.231					
10/11/18	12:01:08 PM	5.128					
10/11/18	01:01:08 PM	5.719					
10/11/18	02:01:08 PM	6.255					
10/11/18	03:01:08 PM	6.661					
10/11/18	04:01:08 PM	6.661					
10/11/18	05:01:08 PM	6.661					
10/11/18	06:01:08 PM	6.661					
10/11/18	07:01:08 PM	6.687					
10/11/18	08:01:08 PM	6.661					
10/11/18	09:01:08 PM	6.661					
10/11/18	10:01:08 PM	6.636					
10/11/18	11:01:08 PM	6.661					
10/12/18	12:01:08 AM	6.636					
10/12/18	01:01:08 AM	6.661					
10/12/18	02:01:08 AM	6.636					
10/12/18	03:01:08 AM	6.611					
10/12/18	04:01:08 AM	6.611					
10/12/18	05:01:08 AM	6.636					
10/12/18	06:01:08 AM	6.611					
10/12/18	07:01:08 AM	6.636					
10/12/18	08:01:08 AM	6.636					
10/12/18	09:01:08 AM	6.636					
10/12/18	10:01:08 AM	6.636					
10/12/18	11:01:08 AM	6.458					
10/12/18	12:01:08 PM	8.295					
10/12/18	01:01:08 PM	9.213					
10/12/18	02:01:08 PM	8.319					
10/12/18	03:01:08 PM	8.469					
10/12/18	04:01:08 PM	7.920					
10/12/18	05:01:08 PM	7.970					
10/12/18	06:01:08 PM	7.343					
10/12/18	07:01:08 PM	7.242					
10/12/18	08:01:08 PM	7.444					
10/12/18	09:01:08 PM	7.293					
10/12/18	10:01:08 PM	7.242					
10/12/18	11:01:08 PM	6.813					
10/13/18	12:01:08 AM	7.167					
10/13/18	01:01:08 AM	7.494					
10/13/18	02:01:08 AM	6.839					
10/13/18	03:01:08 AM	6.560					
10/13/18	04:01:08 AM	7.293					
10/13/18	05:01:08 AM	6.712					
10/13/18	06:01:08 AM	7.066					
10/13/18	07:01:08 AM	7.142					
10/13/18	08:01:08 AM	7.393					
10/13/18	09:01:08 AM	7.419					
10/13/18	10:01:08 AM	7.594					
10/13/18	11:01:08 AM	7.645					
10/13/18	12:01:08 PM	7.745					
10/13/18	01:01:08 PM	7.393					
10/13/18	02:01:08 PM	6.128					
10/13/18	03:01:08 PM	6.153					
10/13/18	04:01:08 PM	6.128					
10/13/18	05:01:08 PM	6.128					
10/13/18	06:01:08 PM	6.204					
10/13/18	07:01:08 PM	6.331					
10/13/18	08:01:08 PM	6.306					
10/13/18	09:01:08 PM	6.153					
10/13/18	10:01:08 PM	6.153					
10/13/18	11:01:08 PM	6.153					
10/14/18	12:01:08 AM	6.153					
10/14/18	01:01:08 AM	6.153					
10/14/18	02:01:08 AM	6.153					
10/14/18	03:01:08 AM	6.128					
10/14/18	04:01:08 AM	6.153					
10/14/18	05:01:08 AM	6.128					
10/14/18	06:01:08 AM	6.128					
10/14/18	07:01:08 AM	6.408					
10/14/18	08:01:08 AM	8.245					
10/14/18	09:01:08 AM	8.717					
10/14/18	10:01:08 AM	9.485					
10/14/18	11:01:08 AM	9.805					
10/14/18	12:01:08 PM	10.761					
10/14/18	01:01:08 PM	10.785					
10/14/18	02:01:08 PM	10.980					
10/14/18	03:01:08 PM	10.614					
10/14/18	04:01:08 PM	6.204					
10/14/18	05:01:08 PM	5.821					
10/14/18	06:01:08 PM	5.821					
10/14/18	07:01:08 PM	5.847					
10/14/18	08:01:08 PM	5.847					
10/14/18	09:01:08 PM	5.821					
10/14/18	10:01:08 PM	5.847					
10/14/18	11:01:08 PM	5.821					
10/15/18	12:01:08 AM	5.821					
10/15/18	01:01:08 AM	5.847					
10/15/18	02:01:08 AM	5.847					
10/15/18	03:01:08 AM	5.847					
10/15/18	04:01:08 AM	5.847					
10/15/18	05:01:08 AM	5.821					
10/15/18	06:01:08 AM	5.821					
10/15/18	07:01:08 AM	5.847					
10/15/18	08:01:08 AM	5.847					
10/15/18	09:01:08 AM	5.821					
10/15/18	10:01:08 AM	5.821					
10/15/18	11:01:08 AM	5.796					
10/15/18	12:01:08 PM	5.821					
10/15/18	01:01:08 PM	11.904					
10/15/18	02:01:08 PM	5.796					
10/15/18	03:01:08 PM	5.796					
10/15/18	04:01:08 PM	5.796					
10/15/18	05:01:08 PM	5.821					
10/15/18	06:01:08 PM	5.796					
10/15/18	07:01:08 PM	5.796					
10/15/18	08:01:08 PM	5.796					
10/15/18	09:01:08 PM	5.796					
10/15/18	10:01:08 PM	5.796					
10/15/18	11:01:08 PM	5.796					
10/16/18	12:01:08 AM	5.796					
10/16/18	01:01:08 AM	5.796					
10/16/18	02:01:08 AM	5.796					
10/16/18	03:01:08 AM	5.796					
10/16/18	04:01:08 AM	5.796					
10/16/18	05:01:08 AM	5.796					
10/16/18	06:01:08 AM	5.821					
10/16/18	07:01:08 AM	5.821					
10/16/18	08:01:08 AM	5.898					
10/16/18	09:01:08 AM	6.788					
10/16/18	10:01:08 AM	7.519					
10/16/18	11:01:08 AM	8.916					
10/16/18	12:01:08 PM	9.460					
10/16/18	01:01:08 PM	9.361					
