Date	Time	Temperature  (*C)
10/18/07	12:35:27	22.12
10/18/07	13:35:27	5.97
10/18/07	14:35:27	6.26
10/18/07	15:35:27	5.97
10/18/07	16:35:27	5.68
10/18/07	17:35:27	5.11
10/18/07	18:35:27	5.11
10/18/07	19:35:27	5.11
10/18/07	20:35:27	5.11
10/18/07	21:35:27	5.11
10/18/07	22:35:27	5.39
10/18/07	23:35:27	5.39
10/19/07	00:35:27	5.39
10/19/07	01:35:27	5.97
10/19/07	02:35:27	5.97
10/19/07	03:35:27	6.26
10/19/07	04:35:27	5.97
10/19/07	05:35:27	5.68
10/19/07	06:35:27	5.11
10/19/07	07:35:27	5.11
10/19/07	08:35:27	1.88
10/19/07	09:35:27	2.47
10/19/07	10:35:27	3.94
10/19/07	11:35:27	5.39
10/19/07	12:35:27	14.04
10/19/07	13:35:27	16.98
10/19/07	14:35:27	22.12
10/19/07	15:35:27	22.12
10/19/07	16:35:27	22.12
10/19/07	17:35:27	20.27
10/19/07	18:35:27	20.27
10/19/07	19:35:27	20.58
10/19/07	20:35:27	20.27
10/19/07	21:35:27	19.97
10/19/07	22:35:27	19.97
10/19/07	23:35:27	19.97
10/20/07	00:35:27	19.67
10/20/07	01:35:27	19.67
10/20/07	02:35:27	19.97
10/20/07	03:35:27	19.97
10/20/07	04:35:27	19.97
10/20/07	05:35:27	19.97
10/20/07	06:35:27	21.81
10/20/07	07:35:27	18.47
10/20/07	08:35:27	17.87
10/20/07	09:35:27	20.88
10/20/07	10:35:27	27.93
10/20/07	11:35:27	38.23
10/20/07	12:35:27	25.94
10/20/07	13:35:27	22.12
10/20/07	14:35:27	22.12
10/20/07	15:35:27	26.60
10/20/07	16:35:27	26.93
10/20/07	17:35:27	31.03
10/20/07	18:35:27	24.01
10/20/07	19:35:27	20.88
