DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/10/17	10:45:00 AM	19.912					
10/10/17	11:45:00 AM	8.916					
10/10/17	12:45:00 PM	7.494					
10/10/17	01:45:00 PM	6.585					
10/10/17	02:45:00 PM	5.975					
10/10/17	03:45:00 PM	6.204					
10/10/17	04:45:00 PM	6.179					
10/10/17	05:45:00 PM	6.077					
10/10/17	06:45:00 PM	6.000					
10/10/17	07:45:00 PM	5.975					
10/10/17	08:45:00 PM	5.975					
10/10/17	09:45:00 PM	6.000					
10/10/17	10:45:00 PM	6.281					
10/10/17	11:45:00 PM	6.611					
10/11/17	12:45:00 AM	6.940					
10/11/17	01:45:00 AM	7.066					
10/11/17	02:45:00 AM	6.864					
10/11/17	03:45:00 AM	6.102					
10/11/17	04:45:00 AM	6.153					
10/11/17	05:45:00 AM	6.102					
10/11/17	06:45:00 AM	6.026					
10/11/17	07:45:00 AM	5.924					
10/11/17	08:45:00 AM	4.089					
10/11/17	09:45:00 AM	3.854					
10/11/17	10:45:00 AM	4.011					
10/11/17	11:45:00 AM	4.506					
10/11/17	12:45:00 PM	5.231					
10/11/17	01:45:00 PM	5.565					
10/11/17	02:45:00 PM	7.015					
10/11/17	03:45:00 PM	7.015					
10/11/17	04:45:00 PM	7.015					
10/11/17	05:45:00 PM	7.041					
10/11/17	06:45:00 PM	7.015					
10/11/17	07:45:00 PM	7.015					
10/11/17	08:45:00 PM	7.015					
10/11/17	09:45:00 PM	6.990					
10/11/17	10:45:00 PM	6.990					
10/11/17	11:45:00 PM	7.015					
10/12/17	12:45:00 AM	7.015					
10/12/17	01:45:00 AM	7.015					
10/12/17	02:45:00 AM	7.015					
10/12/17	03:45:00 AM	7.015					
10/12/17	04:45:00 AM	7.015					
10/12/17	05:45:00 AM	7.015					
10/12/17	06:45:00 AM	7.015					
10/12/17	07:45:00 AM	7.015					
10/12/17	08:45:00 AM	7.015					
10/12/17	09:45:00 AM	7.015					
10/12/17	10:45:00 AM	4.740					
10/12/17	11:45:00 AM	4.766					
10/12/17	12:45:00 PM	5.385					
10/12/17	01:45:00 PM	5.719					
10/12/17	02:45:00 PM	6.179					
10/12/17	03:45:00 PM	6.661					
10/12/17	04:45:00 PM	7.318					
10/12/17	05:45:00 PM	7.368					
10/12/17	06:45:00 PM	6.204					
10/12/17	07:45:00 PM	4.350					
10/12/17	08:45:00 PM	3.749					
10/12/17	09:45:00 PM	3.380					
10/12/17	10:45:00 PM	2.797					
10/12/17	11:45:00 PM	2.557					
10/13/17	12:45:00 AM	2.557					
10/13/17	01:45:00 AM	2.690					
10/13/17	02:45:00 AM	2.956					
10/13/17	03:45:00 AM	3.195					
10/13/17	04:45:00 AM	3.142					
10/13/17	05:45:00 AM	3.036					
10/13/17	06:45:00 AM	3.221					
10/13/17	07:45:00 AM	3.459					
10/13/17	08:45:00 AM	3.670					
10/13/17	09:45:00 AM	3.985					
10/13/17	10:45:00 AM	4.376					
10/13/17	11:45:00 AM	5.128					
10/13/17	12:45:00 PM	5.565					
10/13/17	01:45:00 PM	5.821					
10/13/17	02:45:00 PM	5.796					
10/13/17	03:45:00 PM	5.821					
10/13/17	04:45:00 PM	5.847					
10/13/17	05:45:00 PM	5.872					
10/13/17	06:45:00 PM	5.898					
10/13/17	07:45:00 PM	5.949					
10/13/17	08:45:00 PM	6.000					
10/13/17	09:45:00 PM	5.924					
10/13/17	10:45:00 PM	5.975					
10/13/17	11:45:00 PM	5.949					
10/14/17	12:45:00 AM	5.872					
10/14/17	01:45:00 AM	5.847					
10/14/17	02:45:00 AM	5.847					
10/14/17	03:45:00 AM	5.898					
10/14/17	04:45:00 AM	5.898					
10/14/17	05:45:00 AM	5.924					
10/14/17	06:45:00 AM	5.898					
10/14/17	07:45:00 AM	5.898					
10/14/17	08:45:00 AM	5.668					
10/14/17	09:45:00 AM	5.154					
10/14/17	10:45:00 AM	4.818					
10/14/17	11:45:00 AM	5.257					
10/14/17	12:45:00 PM	5.796					
10/14/17	01:45:00 PM	6.230					
10/14/17	02:45:00 PM	6.509					
10/14/17	03:45:00 PM	6.153					
10/14/17	04:45:00 PM	6.153					
10/14/17	05:45:00 PM	6.153					
10/14/17	06:45:00 PM	6.179					
10/14/17	07:45:00 PM	6.179					
10/14/17	08:45:00 PM	6.153					
10/14/17	09:45:00 PM	6.179					
10/14/17	10:45:00 PM	6.179					
10/14/17	11:45:00 PM	6.153					
10/15/17	12:45:00 AM	6.153					
10/15/17	01:45:00 AM	6.153					
10/15/17	02:45:00 AM	6.153					
10/15/17	03:45:00 AM	6.153					
10/15/17	04:45:00 AM	6.153					
10/15/17	05:45:00 AM	6.179					
10/15/17	06:45:00 AM	6.179					
10/15/17	07:45:00 AM	6.179					
10/15/17	08:45:00 AM	6.179					
10/15/17	09:45:00 AM	6.179					
10/15/17	10:45:00 AM	6.179					
10/15/17	11:45:00 AM	7.494					
10/15/17	12:45:00 PM	7.268					
10/15/17	01:45:00 PM	7.419					
10/15/17	02:45:00 PM	6.026					
10/15/17	03:45:00 PM	6.026					
