"Date"	"Time, GMT-08:00"	"Temp, °C"	"Coupler Detached"	"Coupler Attached"	"Host Connected"	"Stopped"	"End Of File"
10/10/17	10:48:47 AM	19.674					
10/10/17	10:48:52 AM		Logged				
10/10/17	11:48:47 AM	9.410					
10/10/17	12:48:47 PM	7.895					
10/10/17	01:48:47 PM	16.487					
10/10/17	02:48:47 PM	8.568					
10/10/17	03:48:47 PM	6.712					
10/10/17	04:48:47 PM	6.712					
10/10/17	05:48:47 PM	6.737					
10/10/17	06:48:47 PM	6.611					
10/10/17	07:48:47 PM	6.560					
10/10/17	08:48:47 PM	6.611					
10/10/17	09:48:47 PM	6.661					
10/10/17	10:48:47 PM	6.788					
10/10/17	11:48:47 PM	6.839					
10/11/17	12:48:47 AM	6.940					
10/11/17	01:48:47 AM	7.217					
10/11/17	02:48:47 AM	7.066					
10/11/17	03:48:47 AM	6.990					
10/11/17	04:48:47 AM	6.661					
10/11/17	05:48:47 AM	6.763					
10/11/17	06:48:47 AM	6.914					
10/11/17	07:48:47 AM	6.687					
10/11/17	08:48:47 AM	6.737					
10/11/17	09:48:47 AM	6.813					
10/11/17	10:48:47 AM	7.091					
10/11/17	11:48:47 AM	7.041					
10/11/17	12:48:47 PM	7.544					
10/11/17	01:48:47 PM	7.393					
10/11/17	02:48:47 PM	7.444					
10/11/17	03:48:47 PM	7.393					
10/11/17	04:48:47 PM	7.368					
10/11/17	05:48:47 PM	7.217					
10/11/17	06:48:47 PM	7.293					
10/11/17	07:48:47 PM	7.293					
10/11/17	08:48:47 PM	7.167					
10/11/17	09:48:47 PM	7.217					
10/11/17	10:48:47 PM	7.268					
10/11/17	11:48:47 PM	7.293					
10/12/17	12:48:47 AM	7.343					
10/12/17	01:48:47 AM	7.393					
10/12/17	02:48:47 AM	7.419					
10/12/17	03:48:47 AM	7.393					
10/12/17	04:48:47 AM	7.368					
10/12/17	05:48:47 AM	7.343					
10/12/17	06:48:47 AM	7.242					
10/12/17	07:48:47 AM	2.289					
10/12/17	08:48:47 AM	2.717					
10/12/17	09:48:47 AM	3.248					
10/12/17	10:48:47 AM	3.591					
10/12/17	11:48:47 AM	4.376					
10/12/17	12:48:47 PM	4.740					
10/12/17	01:48:47 PM	5.591					
10/12/17	02:48:47 PM	5.847					
10/12/17	03:48:47 PM	5.975					
10/12/17	04:48:47 PM	6.661					
10/12/17	05:48:47 PM	7.091					
10/12/17	06:48:47 PM	6.077					
10/12/17	07:48:47 PM	4.063					
10/12/17	08:48:47 PM	3.591					
10/12/17	09:48:47 PM	3.116					
10/12/17	10:48:47 PM	2.903					
10/12/17	11:48:47 PM	2.717					
10/13/17	12:48:47 AM	2.664					
10/13/17	01:48:47 AM	2.664					
10/13/17	02:48:47 AM	2.850					
10/13/17	03:48:47 AM	3.089					
10/13/17	04:48:47 AM	3.089					
10/13/17	05:48:47 AM	3.036					
10/13/17	06:48:47 AM	3.168					
10/13/17	07:48:47 AM	3.354					
10/13/17	08:48:47 AM	3.538					
10/13/17	09:48:47 AM	3.722					
10/13/17	10:48:47 AM	4.194					
10/13/17	11:48:47 AM	4.636					
10/13/17	12:48:47 PM	5.128					
10/13/17	01:48:47 PM	5.102					
10/13/17	02:48:47 PM	4.895					
10/13/17	03:48:47 PM	4.766					
10/13/17	04:48:47 PM	5.437					
10/13/17	05:48:47 PM	5.462					
10/13/17	06:48:47 PM	5.437					
10/13/17	07:48:47 PM	5.437					
10/13/17	08:48:47 PM	5.437					
10/13/17	09:48:47 PM	5.462					
10/13/17	10:48:47 PM	5.411					
10/13/17	11:48:47 PM	5.437					
10/14/17	12:48:47 AM	5.385					
10/14/17	01:48:47 AM	5.385					
10/14/17	02:48:47 AM	5.385					
10/14/17	03:48:47 AM	5.488					
10/14/17	04:48:47 AM	5.437					
10/14/17	05:48:47 AM	5.488					
10/14/17	06:48:47 AM	5.462					
10/14/17	07:48:47 AM	5.462					
10/14/17	08:48:47 AM	5.385					
