"Plot Title: 13"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10137838, SEN S/N: 10137838)","Coupler Detached (LGR S/N: 10137838, SEN S/N: 10137838)","Coupler Attached (LGR S/N: 10137838, SEN S/N: 10137838)","Host Connected (LGR S/N: 10137838, SEN S/N: 10137838)","Stopped (LGR S/N: 10137838, SEN S/N: 10137838)","End Of File (LGR S/N: 10137838, SEN S/N: 10137838)"
1,07/13/19 10:42:18 AM,68.185,,,,,
2,07/13/19 10:42:28 AM,,Logged,,,,
3,07/13/19 11:42:18 AM,66.472,,,,,
4,07/13/19 12:42:18 PM,63.005,,,,,
5,07/13/19 01:42:18 PM,43.945,,,,,
6,07/13/19 02:42:18 PM,43.900,,,,,
7,07/13/19 03:42:18 PM,43.945,,,,,
8,07/13/19 04:42:18 PM,43.945,,,,,
9,07/13/19 05:42:18 PM,43.853,,,,,
10,07/13/19 06:42:18 PM,43.671,,,,,
11,07/13/19 07:42:18 PM,43.624,,,,,
12,07/13/19 08:42:18 PM,43.624,,,,,
13,07/13/19 09:42:18 PM,43.716,,,,,
14,07/13/19 10:42:18 PM,43.716,,,,,
15,07/13/19 11:42:18 PM,43.763,,,,,
16,07/14/19 12:42:18 AM,43.716,,,,,
17,07/14/19 01:42:18 AM,43.716,,,,,
18,07/14/19 02:42:18 AM,43.853,,,,,
19,07/14/19 03:42:18 AM,43.808,,,,,
20,07/14/19 04:42:18 AM,43.763,,,,,
21,07/14/19 05:42:18 AM,43.716,,,,,
22,07/14/19 06:42:18 AM,43.716,,,,,
23,07/14/19 07:42:18 AM,57.722,,,,,
24,07/14/19 08:42:18 AM,57.506,,,,,
25,07/14/19 09:42:18 AM,58.195,,,,,
26,07/14/19 10:42:18 AM,58.152,,,,,
27,07/14/19 11:42:18 AM,58.411,,,,,
28,07/14/19 12:42:18 PM,58.368,,,,,
29,07/14/19 01:42:18 PM,58.282,,,,,
30,07/14/19 02:42:18 PM,61.119,,,,,
