"Plot Title: 14"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518876, SEN S/N: 10518876)","Coupler Detached (LGR S/N: 10518876, SEN S/N: 10518876)","Coupler Attached (LGR S/N: 10518876, SEN S/N: 10518876)","Host Connected (LGR S/N: 10518876, SEN S/N: 10518876)","Stopped (LGR S/N: 10518876, SEN S/N: 10518876)","End Of File (LGR S/N: 10518876, SEN S/N: 10518876)"
1,07/13/19 10:50:11 AM,69.386,,,,,
2,07/13/19 10:50:19 AM,,Logged,,,,
3,07/13/19 11:50:11 AM,65.017,,,,,
4,07/13/19 12:50:11 PM,64.332,,,,,
5,07/13/19 01:50:11 PM,65.530,,,,,
6,07/13/19 02:50:11 PM,43.259,,,,,
7,07/13/19 03:50:11 PM,43.167,,,,,
8,07/13/19 04:50:11 PM,43.259,,,,,
9,07/13/19 05:50:11 PM,43.306,,,,,
10,07/13/19 06:50:11 PM,43.214,,,,,
11,07/13/19 07:50:11 PM,43.214,,,,,
12,07/13/19 08:50:11 PM,43.214,,,,,
13,07/13/19 09:50:11 PM,43.214,,,,,
14,07/13/19 10:50:11 PM,43.167,,,,,
15,07/13/19 11:50:11 PM,43.167,,,,,
16,07/14/19 12:50:11 AM,43.167,,,,,
17,07/14/19 01:50:11 AM,43.167,,,,,
18,07/14/19 02:50:11 AM,43.167,,,,,
19,07/14/19 03:50:11 AM,43.306,,,,,
20,07/14/19 04:50:11 AM,43.259,,,,,
21,07/14/19 05:50:11 AM,43.396,,,,,
22,07/14/19 06:50:11 AM,43.259,,,,,
23,07/14/19 07:50:11 AM,43.214,,,,,
24,07/14/19 08:50:11 AM,43.259,,,,,
25,07/14/19 09:50:11 AM,43.259,,,,,
26,07/14/19 10:50:11 AM,59.616,,,,,
27,07/14/19 11:50:11 AM,58.928,,,,,
28,07/14/19 12:50:11 PM,60.132,,,,,
29,07/14/19 01:50:11 PM,43.167,,,,,
30,07/14/19 02:50:11 PM,43.167,,,,,
31,07/14/19 03:50:11 PM,43.167,,,,,
32,07/14/19 04:50:11 PM,43.214,,,,,
33,07/14/19 05:50:11 PM,43.214,,,,,
34,07/14/19 06:50:11 PM,43.167,,,,,
35,07/14/19 07:50:11 PM,43.167,,,,,
36,07/14/19 08:50:11 PM,43.167,,,,,
37,07/14/19 09:50:11 PM,43.259,,,,,
38,07/14/19 10:50:11 PM,43.167,,,,,
39,07/14/19 11:50:11 PM,43.167,,,,,
40,07/15/19 12:50:11 AM,43.167,,,,,
41,07/15/19 01:50:11 AM,43.167,,,,,
42,07/15/19 02:50:11 AM,43.167,,,,,
43,07/15/19 03:50:11 AM,43.167,,,,,
44,07/15/19 04:50:11 AM,43.167,,,,,
