"Plot Title: 27"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20416692, SEN S/N: 20416692)","Coupler Detached (LGR S/N: 20416692, SEN S/N: 20416692)","Coupler Attached (LGR S/N: 20416692, SEN S/N: 20416692)","Host Connected (LGR S/N: 20416692, SEN S/N: 20416692)","Stopped (LGR S/N: 20416692, SEN S/N: 20416692)","End Of File (LGR S/N: 20416692, SEN S/N: 20416692)"
1,07/13/19 10:33:21 AM,67.543,,,,,
2,07/13/19 10:33:28 AM,,Logged,,,,
3,07/13/19 11:33:21 AM,66.087,,,,,
4,07/13/19 12:33:21 PM,63.990,,,,,
5,07/13/19 01:33:21 PM,43.443,,,,,
6,07/13/19 02:33:21 PM,43.443,,,,,
7,07/13/19 03:33:21 PM,43.396,,,,,
8,07/13/19 04:33:21 PM,43.396,,,,,
9,07/13/19 05:33:21 PM,43.443,,,,,
10,07/13/19 06:33:21 PM,43.396,,,,,
11,07/13/19 07:33:21 PM,43.306,,,,,
12,07/13/19 08:33:21 PM,43.351,,,,,
13,07/13/19 09:33:21 PM,43.443,,,,,
14,07/13/19 10:33:21 PM,43.443,,,,,
15,07/13/19 11:33:21 PM,43.396,,,,,
16,07/14/19 12:33:21 AM,43.396,,,,,
17,07/14/19 01:33:21 AM,43.396,,,,,
18,07/14/19 02:33:21 AM,43.396,,,,,
19,07/14/19 03:33:21 AM,43.443,,,,,
20,07/14/19 04:33:21 AM,43.443,,,,,
21,07/14/19 05:33:21 AM,43.443,,,,,
22,07/14/19 06:33:21 AM,43.443,,,,,
23,07/14/19 07:33:21 AM,43.443,,,,,
24,07/14/19 08:33:21 AM,57.679,,,,,
25,07/14/19 09:33:21 AM,58.239,,,,,
26,07/14/19 10:33:21 AM,58.498,,,,,
27,07/14/19 11:33:21 AM,58.023,,,,,
28,07/14/19 12:33:21 PM,58.541,,,,,
29,07/14/19 01:33:21 PM,58.498,,,,,
30,07/14/19 02:33:21 PM,43.259,,,,,
31,07/14/19 03:33:21 PM,42.984,,,,,
32,07/14/19 04:33:21 PM,42.939,,,,,
33,07/14/19 05:33:21 PM,42.984,,,,,
34,07/14/19 06:33:21 PM,43.075,,,,,
35,07/14/19 07:33:21 PM,43.075,,,,,
36,07/14/19 08:33:21 PM,43.030,,,,,
37,07/14/19 09:33:21 PM,43.122,,,,,
38,07/14/19 10:33:21 PM,43.214,,,,,
39,07/14/19 11:33:21 PM,43.167,,,,,
40,07/15/19 12:33:21 AM,43.030,,,,,
41,07/15/19 01:33:21 AM,42.984,,,,,
42,07/15/19 02:33:21 AM,43.030,,,,,
43,07/15/19 03:33:21 AM,43.030,,,,,
44,07/15/19 04:33:21 AM,43.075,,,,,
45,07/15/19 05:33:21 AM,43.443,,,,,
46,07/15/19 06:33:21 AM,43.306,,,,,
47,07/15/19 07:33:21 AM,43.763,,,,,
48,07/15/19 08:33:21 AM,43.488,,,,,
49,07/15/19 09:33:21 AM,43.214,,,,,
50,07/15/19 10:33:21 AM,60.003,,,,,
51,07/15/19 11:33:21 AM,60.991,,,,,
52,07/15/19 12:33:21 PM,62.276,,,,,
53,07/15/19 01:33:21 PM,62.276,,,,,
54,07/15/19 02:33:21 PM,66.772,,,,,
55,07/15/19 03:33:21 PM,63.775,,,,,
56,07/15/19 04:33:21 PM,71.447,,,,,
57,07/15/19 05:33:21 PM,62.875,,,,,
58,07/15/19 06:33:21 PM,60.861,,,,,
59,07/15/19 07:33:21 PM,58.195,,,,,
60,07/15/19 08:33:21 PM,57.204,,,,,
61,07/15/19 09:33:21 PM,56.901,,,,,
62,07/15/19 10:33:21 PM,57.074,,,,,
63,07/15/19 11:33:21 PM,56.901,,,,,
64,07/16/19 12:33:21 AM,56.642,,,,,
65,07/16/19 01:33:21 AM,56.772,,,,,
66,07/16/19 02:33:21 AM,56.772,,,,,
67,07/16/19 03:33:21 AM,56.685,,,,,
68,07/16/19 04:33:21 AM,56.122,,,,,
69,07/16/19 05:33:21 AM,55.733,,,,,
70,07/16/19 06:33:21 AM,56.035,,,,,
71,07/16/19 07:33:21 AM,56.469,,,,,
72,07/16/19 08:33:21 AM,56.251,,,,,
73,07/16/19 09:33:21 AM,57.333,,,,,
74,07/16/19 10:33:21 AM,58.582,,,,,
75,07/16/19 11:33:21 AM,59.056,,,,,
76,07/16/19 12:33:21 PM,60.775,,,,,
77,07/16/19 01:33:21 PM,44.263,,,,,
78,07/16/19 02:33:21 PM,44.445,,,,,
79,07/16/19 03:33:21 PM,44.400,,,,,
80,07/16/19 04:33:21 PM,43.808,,,,,
81,07/16/19 05:33:21 PM,43.716,,,,,
82,07/16/19 06:33:21 PM,43.900,,,,,
83,07/16/19 07:33:21 PM,43.763,,,,,
84,07/16/19 08:33:21 PM,43.716,,,,,
85,07/16/19 09:33:21 PM,43.763,,,,,
86,07/16/19 10:33:21 PM,43.990,,,,,
87,07/16/19 11:33:21 PM,44.218,,,,,
88,07/17/19 12:33:21 AM,44.627,,,,,
89,07/17/19 01:33:21 AM,44.674,,,,,
90,07/17/19 02:33:21 AM,44.809,,,,,
