"Plot Title: 02"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20085957, SEN S/N: 20085957)","Coupler Detached (LGR S/N: 20085957, SEN S/N: 20085957)","Coupler Attached (LGR S/N: 20085957, SEN S/N: 20085957)","Host Connected (LGR S/N: 20085957, SEN S/N: 20085957)","Stopped (LGR S/N: 20085957, SEN S/N: 20085957)","End Of File (LGR S/N: 20085957, SEN S/N: 20085957)"
1,07/13/19 10:48:03 AM,68.571,,,,,
2,07/13/19 10:48:07 AM,,Logged,,,,
3,07/13/19 11:48:03 AM,65.658,,,,,
4,07/13/19 12:48:03 PM,64.459,,,,,
5,07/13/19 01:48:03 PM,66.214,,,,,
6,07/13/19 02:48:03 PM,68.185,,,,,
7,07/13/19 03:48:03 PM,43.030,,,,,
8,07/13/19 04:48:03 PM,43.030,,,,,
9,07/13/19 05:48:03 PM,43.075,,,,,
10,07/13/19 06:48:03 PM,43.075,,,,,
11,07/13/19 07:48:03 PM,43.075,,,,,
12,07/13/19 08:48:03 PM,43.030,,,,,
13,07/13/19 09:48:03 PM,43.030,,,,,
14,07/13/19 10:48:03 PM,43.030,,,,,
15,07/13/19 11:48:03 PM,43.030,,,,,
16,07/14/19 12:48:03 AM,42.984,,,,,
17,07/14/19 01:48:03 AM,43.030,,,,,
18,07/14/19 02:48:03 AM,43.030,,,,,
19,07/14/19 03:48:03 AM,43.030,,,,,
20,07/14/19 04:48:03 AM,43.075,,,,,
21,07/14/19 05:48:03 AM,43.122,,,,,
22,07/14/19 06:48:03 AM,43.167,,,,,
23,07/14/19 07:48:03 AM,43.214,,,,,
24,07/14/19 08:48:03 AM,43.122,,,,,
25,07/14/19 09:48:03 AM,43.075,,,,,
26,07/14/19 10:48:03 AM,43.030,,,,,
27,07/14/19 11:48:03 AM,60.303,,,,,
28,07/14/19 12:48:03 PM,62.661,,,,,
29,07/14/19 01:48:03 PM,43.167,,,,,
30,07/14/19 02:48:03 PM,43.167,,,,,
31,07/14/19 03:48:03 PM,43.122,,,,,
32,07/14/19 04:48:03 PM,43.167,,,,,
33,07/14/19 05:48:03 PM,43.306,,,,,
34,07/14/19 06:48:03 PM,43.122,,,,,
35,07/14/19 07:48:03 PM,43.122,,,,,
36,07/14/19 08:48:03 PM,43.122,,,,,
37,07/14/19 09:48:03 PM,43.167,,,,,
38,07/14/19 10:48:03 PM,43.122,,,,,
39,07/14/19 11:48:03 PM,43.075,,,,,
40,07/15/19 12:48:03 AM,43.075,,,,,
41,07/15/19 01:48:03 AM,43.075,,,,,
42,07/15/19 02:48:03 AM,43.075,,,,,
43,07/15/19 03:48:03 AM,43.122,,,,,
44,07/15/19 04:48:03 AM,43.122,,,,,
45,07/15/19 05:48:03 AM,43.259,,,,,
46,07/15/19 06:48:03 AM,43.306,,,,,
47,07/15/19 07:48:03 AM,58.023,,,,,
48,07/15/19 08:48:03 AM,58.282,,,,,
49,07/15/19 09:48:03 AM,58.669,,,,,
50,07/15/19 10:48:03 AM,58.928,,,,,
51,07/15/19 11:48:03 AM,58.798,,,,,
52,07/15/19 12:48:03 PM,59.229,,,,,
53,07/15/19 01:48:03 PM,58.971,,,,,
54,07/15/19 02:48:03 PM,59.916,,,,,
55,07/15/19 03:48:03 PM,59.401,,,,,
56,07/15/19 04:48:03 PM,59.959,,,,,
