"Plot Title: 3"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518880, SEN S/N: 10518880)","Coupler Detached (LGR S/N: 10518880, SEN S/N: 10518880)","Coupler Attached (LGR S/N: 10518880, SEN S/N: 10518880)","Host Connected (LGR S/N: 10518880, SEN S/N: 10518880)","Stopped (LGR S/N: 10518880, SEN S/N: 10518880)","End Of File (LGR S/N: 10518880, SEN S/N: 10518880)"
1,07/13/19 10:32:28 AM,67.627,,,,,
2,07/13/19 10:32:31 AM,,Logged,,,,
3,07/13/19 11:32:28 AM,67.671,,,,,
4,07/13/19 12:32:28 PM,64.459,,,,,
5,07/13/19 01:32:28 PM,66.515,,,,,
6,07/13/19 02:32:28 PM,43.763,,,,,
7,07/13/19 03:32:28 PM,44.263,,,,,
8,07/13/19 04:32:28 PM,44.173,,,,,
9,07/13/19 05:32:28 PM,44.218,,,,,
10,07/13/19 06:32:28 PM,44.674,,,,,
11,07/13/19 07:32:28 PM,44.037,,,,,
12,07/13/19 08:32:28 PM,43.853,,,,,
13,07/13/19 09:32:28 PM,43.990,,,,,
14,07/13/19 10:32:28 PM,43.488,,,,,
15,07/13/19 11:32:28 PM,43.624,,,,,
16,07/14/19 12:32:28 AM,44.263,,,,,
17,07/14/19 01:32:28 AM,43.853,,,,,
18,07/14/19 02:32:28 AM,43.716,,,,,
19,07/14/19 03:32:28 AM,44.173,,,,,
20,07/14/19 04:32:28 AM,44.445,,,,,
21,07/14/19 05:32:28 AM,44.355,,,,,
22,07/14/19 06:32:28 AM,44.310,,,,,
23,07/14/19 07:32:28 AM,44.082,,,,,
24,07/14/19 08:32:28 AM,44.218,,,,,
25,07/14/19 09:32:28 AM,63.090,,,,,
26,07/14/19 10:32:28 AM,62.748,,,,,
27,07/14/19 11:32:28 AM,62.447,,,,,
28,07/14/19 12:32:28 PM,63.604,,,,,
29,07/14/19 01:32:28 PM,64.974,,,,,
30,07/14/19 02:32:28 PM,42.939,,,,,
31,07/14/19 03:32:28 PM,42.939,,,,,
32,07/14/19 04:32:28 PM,42.939,,,,,
33,07/14/19 05:32:28 PM,42.939,,,,,
34,07/14/19 06:32:28 PM,42.939,,,,,
35,07/14/19 07:32:28 PM,42.939,,,,,
36,07/14/19 08:32:28 PM,42.939,,,,,
37,07/14/19 09:32:28 PM,42.939,,,,,
38,07/14/19 10:32:28 PM,42.939,,,,,
39,07/14/19 11:32:28 PM,42.939,,,,,
40,07/15/19 12:32:28 AM,42.939,,,,,
41,07/15/19 01:32:28 AM,42.939,,,,,
42,07/15/19 02:32:28 AM,42.939,,,,,
43,07/15/19 03:32:28 AM,42.939,,,,,
44,07/15/19 04:32:28 AM,42.984,,,,,
45,07/15/19 05:32:28 AM,42.939,,,,,
46,07/15/19 06:32:28 AM,42.939,,,,,
47,07/15/19 07:32:28 AM,42.939,,,,,
48,07/15/19 08:32:28 AM,42.939,,,,,
49,07/15/19 09:32:28 AM,60.217,,,,,
50,07/15/19 10:32:28 AM,59.702,,,,,
51,07/15/19 11:32:28 AM,58.842,,,,,
52,07/15/19 12:32:28 PM,59.572,,,,,
53,07/15/19 01:32:28 PM,58.885,,,,,
54,07/15/19 02:32:28 PM,59.702,,,,,
55,07/15/19 03:32:28 PM,58.971,,,,,
56,07/15/19 04:32:28 PM,60.733,,,,,
57,07/15/19 05:32:28 PM,59.788,,,,,
58,07/15/19 06:32:28 PM,59.529,,,,,
59,07/15/19 07:32:28 PM,58.411,,,,,
60,07/15/19 08:32:28 PM,58.195,,,,,
61,07/15/19 09:32:28 PM,57.722,,,,,
62,07/15/19 10:32:28 PM,57.850,,,,,
63,07/15/19 11:32:28 PM,57.850,,,,,
64,07/16/19 12:32:28 AM,57.636,,,,,
65,07/16/19 01:32:28 AM,57.506,,,,,
66,07/16/19 02:32:28 AM,57.636,,,,,
67,07/16/19 03:32:28 AM,57.376,,,,,
68,07/16/19 04:32:28 AM,57.031,,,,,
69,07/16/19 05:32:28 AM,56.340,,,,,
70,07/16/19 06:32:28 AM,56.340,,,,,
71,07/16/19 07:32:28 AM,56.165,,,,,
72,07/16/19 08:32:28 AM,55.992,,,,,
73,07/16/19 09:32:28 AM,56.858,,,,,
74,07/16/19 10:32:28 AM,57.850,,,,,
75,07/16/19 11:32:28 AM,57.376,,,,,
76,07/16/19 12:32:28 PM,57.592,,,,,
77,07/16/19 01:32:28 PM,60.390,,,,,
78,07/16/19 02:32:28 PM,43.075,,,,,
79,07/16/19 03:32:28 PM,43.122,,,,,
80,07/16/19 04:32:28 PM,42.984,,,,,
81,07/16/19 05:32:28 PM,42.984,,,,,
82,07/16/19 06:32:28 PM,43.075,,,,,
83,07/16/19 07:32:28 PM,42.984,,,,,
84,07/16/19 08:32:28 PM,43.075,,,,,
85,07/16/19 09:32:28 PM,42.939,,,,,
86,07/16/19 10:32:28 PM,42.984,,,,,
87,07/16/19 11:32:28 PM,43.306,,,,,
88,07/17/19 12:32:28 AM,43.306,,,,,
89,07/17/19 01:32:28 AM,43.075,,,,,
90,07/17/19 02:32:28 AM,43.167,,,,,
91,07/17/19 03:32:28 AM,42.984,,,,,
92,07/17/19 04:32:28 AM,43.030,,,,,
93,07/17/19 05:32:28 AM,43.167,,,,,
94,07/17/19 06:32:28 AM,43.075,,,,,
95,07/17/19 07:32:28 AM,42.939,,,,,
96,07/17/19 08:32:28 AM,42.939,,,,,
97,07/17/19 09:32:28 AM,56.035,,,,,
98,07/17/19 10:32:28 AM,56.165,,,,,
99,07/17/19 11:32:28 AM,58.195,,,,,
100,07/17/19 12:32:28 PM,58.368,,,,,
101,07/17/19 01:32:28 PM,59.572,,,,,
102,07/17/19 02:32:28 PM,43.122,,,,,
103,07/17/19 03:32:28 PM,43.075,,,,,
104,07/17/19 04:32:28 PM,43.167,,,,,
105,07/17/19 05:32:28 PM,42.708,,,,,
106,07/17/19 06:32:28 PM,42.708,,,,,
107,07/17/19 07:32:28 PM,42.755,,,,,
108,07/17/19 08:32:28 PM,42.755,,,,,
109,07/17/19 09:32:28 PM,42.800,,,,,
110,07/17/19 10:32:28 PM,43.075,,,,,
111,07/17/19 11:32:28 PM,42.984,,,,,
112,07/18/19 12:32:28 AM,43.030,,,,,
113,07/18/19 01:32:28 AM,43.030,,,,,
114,07/18/19 02:32:28 AM,43.030,,,,,
115,07/18/19 03:32:28 AM,43.122,,,,,
116,07/18/19 04:32:28 AM,43.122,,,,,
117,07/18/19 05:32:28 AM,43.030,,,,,
118,07/18/19 06:32:28 AM,42.708,,,,,
119,07/18/19 07:32:28 AM,42.708,,,,,
120,07/18/19 08:32:28 AM,42.663,,,,,
121,07/18/19 09:32:28 AM,42.708,,,,,
122,07/18/19 10:32:28 AM,53.121,,,,,
123,07/18/19 11:32:28 AM,57.204,,,,,
124,07/18/19 12:32:28 PM,57.420,,,,,
125,07/18/19 01:32:28 PM,59.788,,,,,
126,07/18/19 02:32:28 PM,42.847,,,,,
127,07/18/19 03:32:28 PM,42.800,,,,,
128,07/18/19 04:32:28 PM,42.800,,,,,
129,07/18/19 05:32:28 PM,42.847,,,,,
130,07/18/19 06:32:28 PM,42.847,,,,,
131,07/18/19 07:32:28 PM,42.800,,,,,
132,07/18/19 08:32:28 PM,42.800,,,,,
133,07/18/19 09:32:28 PM,42.800,,,,,
134,07/18/19 10:32:28 PM,42.800,,,,,
135,07/18/19 11:32:28 PM,42.800,,,,,
136,07/19/19 12:32:28 AM,42.755,,,,,
137,07/19/19 01:32:28 AM,42.800,,,,,
138,07/19/19 02:32:28 AM,42.800,,,,,
139,07/19/19 03:32:28 AM,42.800,,,,,
140,07/19/19 04:32:28 AM,42.800,,,,,
141,07/19/19 05:32:28 AM,42.800,,,,,
142,07/19/19 06:32:28 AM,42.800,,,,,
143,07/19/19 07:32:28 AM,42.755,,,,,
144,07/19/19 08:32:28 AM,57.204,,,,,
145,07/19/19 09:32:28 AM,57.636,,,,,
146,07/19/19 10:32:28 AM,57.333,,,,,
147,07/19/19 11:32:28 AM,57.807,,,,,
148,07/19/19 12:32:28 PM,57.247,,,,,
149,07/19/19 01:32:28 PM,56.858,,,,,
150,07/19/19 02:32:28 PM,57.722,,,,,
151,07/19/19 03:32:28 PM,57.549,,,,,
152,07/19/19 04:32:28 PM,57.376,,,,,
