"Plot Title: 32"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518889, SEN S/N: 10518889)","Coupler Detached (LGR S/N: 10518889, SEN S/N: 10518889)","Coupler Attached (LGR S/N: 10518889, SEN S/N: 10518889)","Host Connected (LGR S/N: 10518889, SEN S/N: 10518889)","Stopped (LGR S/N: 10518889, SEN S/N: 10518889)","End Of File (LGR S/N: 10518889, SEN S/N: 10518889)"
1,07/13/19 10:34:23 AM,68.099,,,,,
2,07/13/19 10:34:32 AM,,Logged,,,,
3,07/13/19 11:34:23 AM,66.258,,,,,
4,07/13/19 12:34:23 PM,64.161,,,,,
5,07/13/19 01:34:23 PM,43.534,,,,,
6,07/13/19 02:34:23 PM,43.534,,,,,
7,07/13/19 03:34:23 PM,43.488,,,,,
8,07/13/19 04:34:23 PM,43.443,,,,,
9,07/13/19 05:34:23 PM,43.443,,,,,
10,07/13/19 06:34:23 PM,43.396,,,,,
11,07/13/19 07:34:23 PM,43.351,,,,,
12,07/13/19 08:34:23 PM,43.443,,,,,
13,07/13/19 09:34:23 PM,43.443,,,,,
14,07/13/19 10:34:23 PM,43.534,,,,,
15,07/13/19 11:34:23 PM,43.488,,,,,
16,07/14/19 12:34:23 AM,43.443,,,,,
17,07/14/19 01:34:23 AM,43.488,,,,,
18,07/14/19 02:34:23 AM,43.488,,,,,
19,07/14/19 03:34:23 AM,43.488,,,,,
20,07/14/19 04:34:23 AM,43.534,,,,,
21,07/14/19 05:34:23 AM,43.534,,,,,
22,07/14/19 06:34:23 AM,43.579,,,,,
23,07/14/19 07:34:23 AM,43.534,,,,,
24,07/14/19 08:34:23 AM,57.506,,,,,
25,07/14/19 09:34:23 AM,58.152,,,,,
26,07/14/19 10:34:23 AM,58.282,,,,,
27,07/14/19 11:34:23 AM,57.979,,,,,
28,07/14/19 12:34:23 PM,58.411,,,,,
29,07/14/19 01:34:23 PM,58.325,,,,,
30,07/14/19 02:34:23 PM,44.492,,,,,
31,07/14/19 03:34:23 PM,43.306,,,,,
32,07/14/19 04:34:23 PM,43.306,,,,,
33,07/14/19 05:34:23 PM,43.624,,,,,
34,07/14/19 06:34:23 PM,44.492,,,,,
35,07/14/19 07:34:23 PM,43.716,,,,,
36,07/14/19 08:34:23 PM,43.853,,,,,
37,07/14/19 09:34:23 PM,43.990,,,,,
38,07/14/19 10:34:23 PM,43.443,,,,,
39,07/14/19 11:34:23 PM,43.443,,,,,
40,07/15/19 12:34:23 AM,43.306,,,,,
41,07/15/19 01:34:23 AM,43.306,,,,,
42,07/15/19 02:34:23 AM,43.443,,,,,
43,07/15/19 03:34:23 AM,43.306,,,,,
44,07/15/19 04:34:23 AM,44.445,,,,,
45,07/15/19 05:34:23 AM,44.764,,,,,
46,07/15/19 06:34:23 AM,44.674,,,,,
47,07/15/19 07:34:23 AM,43.853,,,,,
48,07/15/19 08:34:23 AM,43.716,,,,,
49,07/15/19 09:34:23 AM,44.127,,,,,
50,07/15/19 10:34:23 AM,59.229,,,,,
51,07/15/19 11:34:23 AM,62.620,,,,,
52,07/15/19 12:34:23 PM,64.974,,,,,
53,07/15/19 01:34:23 PM,63.689,,,,,
54,07/15/19 02:34:23 PM,68.527,,,,,
55,07/15/19 03:34:23 PM,63.604,,,,,
56,07/15/19 04:34:23 PM,71.490,,,,,
57,07/15/19 05:34:23 PM,63.648,,,,,
58,07/15/19 06:34:23 PM,61.720,,,,,
59,07/15/19 07:34:23 PM,57.807,,,,,
60,07/15/19 08:34:23 PM,57.290,,,,,
61,07/15/19 09:34:23 PM,56.901,,,,,
62,07/15/19 10:34:23 PM,57.074,,,,,
63,07/15/19 11:34:23 PM,57.031,,,,,
64,07/16/19 12:34:23 AM,56.728,,,,,
65,07/16/19 01:34:23 AM,56.988,,,,,
66,07/16/19 02:34:23 AM,56.815,,,,,
67,07/16/19 03:34:23 AM,56.901,,,,,
68,07/16/19 04:34:23 AM,56.295,,,,,
69,07/16/19 05:34:23 AM,56.340,,,,,
70,07/16/19 06:34:23 AM,56.383,,,,,
71,07/16/19 07:34:23 AM,57.204,,,,,
72,07/16/19 08:34:23 AM,57.333,,,,,
73,07/16/19 09:34:23 AM,58.325,,,,,
74,07/16/19 10:34:23 AM,59.401,,,,,
75,07/16/19 11:34:23 AM,59.099,,,,,
76,07/16/19 12:34:23 PM,59.702,,,,,
77,07/16/19 01:34:23 PM,44.627,,,,,
78,07/16/19 02:34:23 PM,45.082,,,,,
79,07/16/19 03:34:23 PM,45.082,,,,,
80,07/16/19 04:34:23 PM,45.036,,,,,
81,07/16/19 05:34:23 PM,44.263,,,,,
82,07/16/19 06:34:23 PM,44.037,,,,,
83,07/16/19 07:34:23 PM,44.173,,,,,
84,07/16/19 08:34:23 PM,43.900,,,,,
85,07/16/19 09:34:23 PM,44.127,,,,,
86,07/16/19 10:34:23 PM,44.263,,,,,
87,07/16/19 11:34:23 PM,44.582,,,,,
88,07/17/19 12:34:23 AM,45.127,,,,,
89,07/17/19 01:34:23 AM,44.991,,,,,
90,07/17/19 02:34:23 AM,45.036,,,,,
91,07/17/19 03:34:23 AM,45.036,,,,,
92,07/17/19 04:34:23 AM,44.719,,,,,
93,07/17/19 05:34:23 AM,44.901,,,,,
94,07/17/19 06:34:23 AM,44.218,,,,,
95,07/17/19 07:34:23 AM,52.554,,,,,
96,07/17/19 08:34:23 AM,54.820,,,,,
97,07/17/19 09:34:23 AM,55.515,,,,,
98,07/17/19 10:34:23 AM,55.299,,,,,
99,07/17/19 11:34:23 AM,56.122,,,,,
100,07/17/19 12:34:23 PM,57.506,,,,,
101,07/17/19 01:34:23 PM,56.772,,,,,
102,07/17/19 02:34:23 PM,57.549,,,,,
103,07/17/19 03:34:23 PM,42.433,,,,,
104,07/17/19 04:34:23 PM,42.433,,,,,
105,07/17/19 05:34:23 PM,42.433,,,,,
106,07/17/19 06:34:23 PM,42.433,,,,,
107,07/17/19 07:34:23 PM,42.433,,,,,
108,07/17/19 08:34:23 PM,42.478,,,,,
109,07/17/19 09:34:23 PM,42.525,,,,,
110,07/17/19 10:34:23 PM,42.570,,,,,
111,07/17/19 11:34:23 PM,42.570,,,,,
112,07/18/19 12:34:23 AM,42.525,,,,,
113,07/18/19 01:34:23 AM,42.525,,,,,
