"Plot Title: 10"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518884, SEN S/N: 10518884)","Coupler Detached (LGR S/N: 10518884, SEN S/N: 10518884)","Coupler Attached (LGR S/N: 10518884, SEN S/N: 10518884)","Host Connected (LGR S/N: 10518884, SEN S/N: 10518884)","Stopped (LGR S/N: 10518884, SEN S/N: 10518884)","End Of File (LGR S/N: 10518884, SEN S/N: 10518884)"
1,07/13/19 10:30:50 AM,67.158,,,,,
2,07/13/19 10:30:58 AM,,Logged,,,,
3,07/13/19 11:30:50 AM,67.199,,,,,
4,07/13/19 12:30:50 PM,65.530,,,,,
5,07/13/19 01:30:50 PM,64.033,,,,,
6,07/13/19 02:30:50 PM,43.351,,,,,
7,07/13/19 03:30:50 PM,43.122,,,,,
8,07/13/19 04:30:50 PM,43.167,,,,,
9,07/13/19 05:30:50 PM,43.167,,,,,
10,07/13/19 06:30:50 PM,43.214,,,,,
11,07/13/19 07:30:50 PM,43.259,,,,,
12,07/13/19 08:30:50 PM,43.396,,,,,
13,07/13/19 09:30:50 PM,43.167,,,,,
14,07/13/19 10:30:50 PM,43.167,,,,,
15,07/13/19 11:30:50 PM,43.167,,,,,
16,07/14/19 12:30:50 AM,43.167,,,,,
17,07/14/19 01:30:50 AM,43.214,,,,,
18,07/14/19 02:30:50 AM,43.306,,,,,
19,07/14/19 03:30:50 AM,43.259,,,,,
20,07/14/19 04:30:50 AM,43.167,,,,,
21,07/14/19 05:30:50 AM,43.214,,,,,
22,07/14/19 06:30:50 AM,43.214,,,,,
23,07/14/19 07:30:50 AM,43.214,,,,,
24,07/14/19 08:30:50 AM,43.396,,,,,
25,07/14/19 09:30:50 AM,59.445,,,,,
26,07/14/19 10:30:50 AM,59.142,,,,,
27,07/14/19 11:30:50 AM,58.842,,,,,
28,07/14/19 12:30:50 PM,58.798,,,,,
29,07/14/19 01:30:50 PM,59.142,,,,,
30,07/14/19 02:30:50 PM,42.984,,,,,
31,07/14/19 03:30:50 PM,43.030,,,,,
32,07/14/19 04:30:50 PM,42.984,,,,,
33,07/14/19 05:30:50 PM,42.984,,,,,
34,07/14/19 06:30:50 PM,42.984,,,,,
35,07/14/19 07:30:50 PM,42.984,,,,,
36,07/14/19 08:30:50 PM,42.984,,,,,
37,07/14/19 09:30:50 PM,43.030,,,,,
38,07/14/19 10:30:50 PM,43.030,,,,,
39,07/14/19 11:30:50 PM,43.030,,,,,
40,07/15/19 12:30:50 AM,42.984,,,,,
41,07/15/19 01:30:50 AM,42.984,,,,,
