Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	12.42716	0.0195604	-0.0242	-0.0241	7.454792	0.12351
2	12.42609	0.0250451	-0.0213	-0.0212	7.453341	0.15862
3	12.42495	0.0257188	-0.0243	-0.0242	7.453330	0.16297
4	12.42381	0.0271449	-0.0214	-0.0213	7.453094	0.17218
5	12.42256	0.0220036	-0.0184	-0.0182	7.454843	0.13911
6	12.42142	0.0191592	-0.0215	-0.0213	7.455879	0.12097
7	12.42023	0.0179218	-0.0216	-0.0215	7.456446	0.11312
8	12.41766	0.0175892	-0.0185	-0.0184	7.456977	0.11102
9	12.41120	0.0174836	-0.0216	-0.0215	7.458097	0.11037
10	12.36127	0.9456131	0.0971	0.0965	7.144429	7.17434
11	12.31612	3.0262105	0.4867	0.4840	6.379608	25.46744
12	12.31630	3.0356475	0.7577	0.7535	6.376101	25.55487
13	12.32733	3.0351414	0.7881	0.7838	6.375075	25.54266
14	12.33538	3.0388116	0.8033	0.7989	6.372833	25.57127
15	12.32882	3.0483977	0.7941	0.7897	6.370011	25.66478
16	12.32595	3.0494418	0.8062	0.8018	6.369940	25.67643
17	12.32434	3.0550921	0.8032	0.7988	6.368028	25.73005
18	12.32351	3.0573105	0.8094	0.8049	6.367299	25.75124
19	12.32321	3.0632048	0.8123	0.8079	6.365153	25.80625
20	12.32434	3.0638471	0.7940	0.7896	6.364792	25.81145
21	12.32929	3.0622139	0.8123	0.8078	6.364853	25.79286
22	12.33907	3.0638102	0.7971	0.7927	6.363192	25.80099
23	12.34069	3.0639998	0.8153	0.8108	6.362946	25.80164
24	12.34003	3.0658842	0.8062	0.8018	6.362322	25.81961
25	12.33979	3.0654559	0.8092	0.8048	6.362507	25.81579
26	12.33943	3.0654314	0.8061	0.8017	6.362555	25.81581
27	12.33955	3.0679097	0.8061	0.8017	6.361627	25.83877
28	12.34015	3.0685095	0.8031	0.7987	6.361340	25.84394
29	12.34098	3.0689869	0.8092	0.8048	6.361072	25.84780
30	12.34086	3.0691461	0.8031	0.7987	6.361026	25.84936
31	12.33872	3.0704928	0.8092	0.8048	6.360764	25.86336
32	12.33061	3.0717542	0.8062	0.8018	6.361185	25.88067
33	12.31361	3.0721401	0.8092	0.8047	6.362901	25.89597
34	12.29728	3.0727894	0.8000	0.7956	6.364447	25.91327
35	12.27191	3.0744188	0.8183	0.8138	6.366621	25.94596
36	12.28144	3.0852060	0.8031	0.7987	6.361583	26.03988
37	12.27215	3.0837281	0.8091	0.8047	6.363146	26.03255
38	12.26643	3.1012910	0.8092	0.8047	6.357263	26.20030
39	12.25286	3.1055018	0.8061	0.8017	6.357180	26.24907
40	12.23805	3.1065903	0.8062	0.8018	6.358390	26.26960
41	12.23044	3.1111113	0.8122	0.8077	6.357542	26.31716
42	12.22550	3.1108776	0.8062	0.8018	6.358166	26.31844
43	12.22187	3.1140283	0.8092	0.8048	6.357391	26.35043
44	12.21866	3.1171679	0.8122	0.8077	6.356575	26.38203
45	12.21634	3.1241532	0.8092	0.8047	6.354233	26.44898
46	12.21831	3.1186458	0.8031	0.7987	6.356065	26.39610
47	12.23287	3.1299170	0.8152	0.8107	6.350299	26.49120
48	12.23293	3.1306262	0.8092	0.8047	6.350029	26.49780
49	12.23168	3.1367094	0.8153	0.8108	6.347908	26.55556
50	12.22782	3.1377340	0.8061	0.8017	6.347947	26.56789
51	12.21093	3.1358826	0.8122	0.8077	6.350465	26.56252
52	12.20743	3.1400122	0.8092	0.8047	6.349311	26.60366
53	12.19293	3.1351978	0.8092	0.8048	6.352672	26.56887
54	12.18604	3.1436067	0.8122	0.8077	6.350293	26.65251
55	12.17897	3.1389321	0.8092	0.8048	6.352798	26.61374
56	12.17036	3.1426804	0.8122	0.8077	6.352338	26.65498
57	12.16264	3.1431622	0.8092	0.8047	6.352995	26.66499
58	12.15765	3.1446077	0.8092	0.8047	6.352998	26.68209
59	12.15297	3.1456643	0.8122	0.8077	6.353113	26.69533
60	12.14780	3.1482968	0.8153	0.8108	6.352692	26.72370
61	12.14418	3.1444781	0.8031	0.7987	6.354507	26.69047
62	12.12971	3.1447995	0.8122	0.8077	6.355957	26.70380
63	12.12603	3.1508685	0.8122	0.8077	6.354093	26.76337
64	12.07453	3.1434040	0.8062	0.8018	6.362470	26.73007
65	12.02932	3.1538809	0.8122	0.8077	6.363460	26.86098
