Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	15.23364	0.0029433	0.0201	0.0200	7.010903	0.02123
2	15.22743	0.0030544	0.0059	0.0059	7.011817	0.02181
3	15.20862	0.0030976	0.0091	0.0090	7.014656	0.02204
4	15.18000	0.0031162	0.0091	0.0091	7.018990	0.02214
5	15.15837	0.0032026	0.0061	0.0061	7.022251	0.02260
6	15.15715	0.0031872	0.0060	0.0060	7.022441	0.02252
7	15.16044	0.0030853	0.0030	0.0030	7.021964	0.02198
8	15.16128	0.1276855	0.0182	0.0181	6.988614	0.79736
9	12.70072	2.9066930	0.5508	0.5478	6.380785	24.11351
10	10.92832	2.9848853	0.9434	0.9382	6.551753	26.03832
11	10.79492	2.9967557	0.9282	0.9231	6.562367	26.24779
12	10.71895	3.0162471	0.9312	0.9261	6.563288	26.49109
13	10.68864	3.0264093	0.9343	0.9292	6.562684	26.61164
14	10.69691	3.0248141	0.9282	0.9231	6.562376	26.59015
15	10.69783	3.0203774	0.9313	0.9261	6.564056	26.54644
16	10.66964	3.0176342	0.9313	0.9261	6.568401	26.54026
17	10.64895	3.0162903	0.9283	0.9232	6.571326	26.54223
18	10.63937	3.0108253	0.9344	0.9293	6.574634	26.49610
19	10.65259	3.0211689	0.9466	0.9414	6.568938	26.58695
20	10.65630	3.0341523	0.9466	0.9414	6.563278	26.71039
21	10.67073	3.0438058	0.9465	0.9413	6.557734	26.79365
22	10.67580	3.0537521	0.9497	0.9444	6.553148	26.88660
23	10.67854	3.0573330	0.9497	0.9445	6.551394	26.91939
24	10.67615	3.0618084	0.9467	0.9415	6.549866	26.96467
25	10.70536	3.0713051	0.9467	0.9415	6.542716	27.03545
26	10.74237	3.0791947	0.9528	0.9475	6.535341	27.08477
27	10.76484	3.0857487	0.9528	0.9476	6.530165	27.13181
28	10.79584	3.0933822	0.9528	0.9475	6.523599	27.18295
29	10.82400	3.0977113	0.9498	0.9446	6.518686	27.20407
30	10.85041	3.1020797	0.9498	0.9446	6.513962	27.22684
31	10.87076	3.1062106	0.9530	0.9477	6.510022	27.25178
32	10.90621	3.1094514	0.9469	0.9417	6.504742	27.25686
33	10.94078	3.1128227	0.9500	0.9448	6.499518	27.26385
34	10.96813	3.1130317	0.9440	0.9388	6.496364	27.24558
35	10.98579	3.1144778	0.9471	0.9419	6.493810	27.24648
36	11.01795	3.1168969	0.9411	0.9359	6.489248	27.24603
37	11.05164	3.1194213	0.9473	0.9421	6.484480	27.24545
38	11.08023	3.1213244	0.9473	0.9421	6.480533	27.24266
39	11.09857	3.1232711	0.9504	0.9452	6.477718	27.24786
40	11.11945	3.1249409	0.9536	0.9484	6.474729	27.24850
41	11.13250	3.1259885	0.9537	0.9484	6.472862	27.24895
42	11.14850	3.1261918	0.9598	0.9546	6.470999	27.23908
43	11.17450	3.1268449	0.9569	0.9517	6.467844	27.22616
44	11.19884	3.1261790	0.9601	0.9548	6.465394	27.20180
45	11.21794	3.1261973	0.9632	0.9579	6.463261	27.18790
46	11.24092	3.1267518	0.9602	0.9550	6.460488	27.17631
47	11.25766	3.1266838	0.9543	0.9491	6.458653	27.16334
48	11.27556	3.1267823	0.9636	0.9583	6.456624	27.15112
49	11.29301	3.1265294	0.9637	0.9584	6.454784	27.13587
50	11.30681	3.1264922	0.9609	0.9556	6.453265	27.12539
51	11.32062	3.1267263	0.9640	0.9587	6.451641	27.11750
52	11.33542	3.1258139	0.9702	0.9649	6.450353	27.09790
53	11.34918	3.1244085	0.9643	0.9590	6.449371	27.07437
54	11.34942	3.1236814	0.9675	0.9621	6.449628	27.06724
55	11.35958	3.1233054	0.9676	0.9623	6.448646	27.05620
56	11.36801	3.1218143	0.9648	0.9595	6.448289	27.03577
57	11.36673	3.1219437	0.9710	0.9657	6.448381	27.03794
58	11.37806	3.1216478	0.9742	0.9688	6.447238	27.02683
59	11.38765	3.1212473	0.9713	0.9660	6.446329	27.01600
60	11.39585	3.1208591	0.9715	0.9662	6.445570	27.00631
61	11.40131	3.1206620	0.9716	0.9663	6.445040	27.00043
62	11.40166	3.1189743	0.9749	0.9695	6.445655	26.98405
63	11.39846	3.1187342	0.9720	0.9667	6.446103	26.98409
64	11.39567	3.1176997	0.9691	0.9638	6.446814	26.97623
65	11.40102	3.1172440	0.9694	0.9640	6.446396	26.96798
66	11.40538	3.1160126	0.9695	0.9642	6.446389	26.95303
67	11.39986	3.1141044	0.9667	0.9614	6.447742	26.93882
68	11.37957	3.1124860	0.9669	0.9616	6.450623	26.93812
69	11.38317	3.1137352	0.9671	0.9618	6.449738	26.94744
70	11.38835	3.1119998	0.9643	0.9590	6.449836	26.92709
71	11.38887	3.1118828	0.9705	0.9652	6.449823	26.92558
72	11.39271	3.1112244	0.9677	0.9624	6.449652	26.91650
73	11.38439	3.1093358	0.9618	0.9565	6.451308	26.90450
74	11.36179	3.1072571	0.9590	0.9537	6.454629	26.90106
75	11.33711	3.1083767	0.9683	0.9630	6.456942	26.92973
76	11.34111	3.1078662	0.9685	0.9632	6.456694	26.92193
77	11.34489	3.1065563	0.9626	0.9573	6.456783	26.90665
78	11.34315	3.1066793	0.9658	0.9605	6.456929	26.90909
79	11.33943	3.1049946	0.9661	0.9608	6.457997	26.89567
80	11.33618	3.1048347	0.9632	0.9579	6.458422	26.89651
81	11.32794	3.1032918	0.9635	0.9582	6.459940	26.88774
82	11.31412	3.1033289	0.9697	0.9644	6.461466	26.89814
83	11.31360	3.1028801	0.9730	0.9676	6.461698	26.89422
84	11.31140	3.1029355	0.9762	0.9708	6.461923	26.89635
85	11.31488	3.1015280	0.9704	0.9651	6.462082	26.88035
86	11.30728	3.1004650	0.9706	0.9653	6.463344	26.87570
87	11.29493	3.0998077	0.9830	0.9776	6.464979	26.87838
88	11.29382	3.0997462	0.9863	0.9809	6.465126	26.87859
89	11.29127	3.0980875	0.9804	0.9750	6.466057	26.86456
90	11.28043	3.0975348	0.9806	0.9752	6.467483	26.86715
91	11.27742	3.0966626	0.9778	0.9724	6.468160	26.86099
92	11.26780	3.0958827	0.9750	0.9697	6.469539	26.86051
93	11.25939	3.0944336	0.9752	0.9699	6.471044	26.85273
94	11.25146	3.0942065	0.9815	0.9761	6.472020	26.85632
95	11.25169	3.0937030	0.9787	0.9733	6.472191	26.85133
96	11.24671	3.0924814	0.9758	0.9705	6.473225	26.84324
97	11.22314	3.0834505	1.0035	0.9980	6.479395	26.77375
98	10.88453	3.0702566	1.5363	1.5279	6.522791	26.89330
99	10.64587	3.0903089	2.5074	2.4936	6.541858	27.26399
100	10.71307	3.1430049	3.4481	3.4291	6.513092	27.72681
101	10.86302	3.1690046	4.3675	4.3435	6.485945	27.86586
102	10.89698	3.1821629	5.3174	5.2881	6.476953	27.96758
103	10.47259	3.1809017	6.3219	6.2871	6.524832	28.28111
104	9.90409	3.1949924	7.3234	7.2831	6.583153	28.86803
105	9.53740	3.2131278	8.3463	8.3003	6.617189	29.34626
106	9.21729	3.2229102	9.3722	9.3205	6.649572	29.70914
107	8.84873	3.2297207	10.4286	10.3710	6.688979	30.08805
108	8.69832	3.2311020	11.4910	11.4275	6.705763	30.22982
109	8.65369	3.2312651	12.5291	12.4598	6.710877	30.26921
110	8.60003	3.2317404	13.5976	13.5224	6.716904	30.31966
111	8.57700	3.2317784	14.6478	14.5668	6.719576	30.33936
112	8.55081	3.2319101	15.6920	15.6052	6.722577	30.36278
113	8.53461	3.2316796	16.7301	16.6375	6.724580	30.37386
114	8.48526	3.2321674	17.8169	17.7182	6.730115	30.42097
115	8.44259	3.2325116	18.8824	18.7778	6.734943	30.46093
116	8.40949	3.2324124	19.9692	19.8585	6.738861	30.48804
117	8.36454	3.2321198	21.0834	20.9665	6.744252	30.52342
118	8.32543	3.2324389	22.2189	22.0956	6.748689	30.56019
119	8.30015	3.2321586	23.3603	23.2307	6.751788	30.57872
120	8.21440	3.2305868	24.5202	24.3841	6.762549	30.63639
121	8.14620	3.2307501	25.6862	25.5435	6.770483	30.69717
122	8.12637	3.2306384	26.8612	26.7119	6.772880	30.71283
123	8.11371	3.2307512	28.0576	27.9016	6.774335	30.72458
124	8.09673	3.2301838	29.2571	29.0943	6.776611	30.73295
125	8.07037	3.2297475	30.4778	30.3081	6.779929	30.75093
126	8.02697	3.2293864	31.7137	31.5371	6.785218	30.78469
127	7.93425	3.2271850	32.9588	32.7751	6.797172	30.84251
128	7.71194	3.2229835	34.2190	34.0282	6.825429	30.99424
129	7.49706	3.2156119	35.4823	35.2843	6.854484	31.10677
130	7.36610	3.2123806	36.7640	36.5587	6.871698	31.18911
131	7.30041	3.2105383	38.0546	37.8421	6.880477	31.22790
132	7.25883	3.2093250	39.3362	39.1164	6.886076	31.25180
133	7.23034	3.2077755	40.6361	40.4089	6.890271	31.26024
134	7.16289	3.2035136	41.9421	41.7075	6.900471	31.27466
135	7.07842	3.1995464	43.2815	43.0392	6.912613	31.30771
136	7.02400	3.1979120	44.6058	44.3560	6.920014	31.33883
137	6.99386	3.1961098	45.9452	45.6877	6.924570	31.34608
138	6.94033	3.1923508	47.2694	47.0044	6.932925	31.35337
139	6.87377	3.1888047	48.6120	48.3392	6.942780	31.37486
140	6.81694	3.1867688	49.9697	49.6892	6.950730	31.40397
141	6.79439	3.1859002	51.3244	51.0361	6.953935	31.41449
142	6.74386	3.1809606	52.7065	52.4102	6.962574	31.40615
143	6.63464	3.1766446	54.0916	53.7874	6.978116	31.45844
144	6.56337	3.1765651	55.4372	55.1252	6.986929	31.52253
145	6.53248	3.1766340	56.7797	56.4600	6.990718	31.55115
146	6.51009	3.1766099	58.1405	57.8130	6.993512	31.57093
147	6.49074	3.1764678	59.5317	59.1961	6.995993	31.58661
148	6.48294	3.1764994	60.8986	60.5551	6.996966	31.59353
149	6.47693	3.1763572	62.1803	61.8294	6.997803	31.59692
150	6.47232	3.1759297	63.4437	63.0855	6.998613	31.59589
151	6.42054	3.1732335	64.6828	64.3174	7.006375	31.61353
152	6.36795	3.1735444	65.8337	65.4616	7.012731	31.66521
153	6.35930	3.1754855	66.9420	66.5635	7.012841	31.69417
154	6.35178	3.1765959	68.0655	67.6804	7.013232	31.71291
155	6.31323	3.1748975	69.1889	68.7972	7.018876	31.72949
156	6.31431	3.1769257	70.3215	69.9233	7.017740	31.75039
157	6.32412	3.1770996	71.4511	71.0463	7.016465	31.74264
158	6.31972	3.1770690	72.6264	72.2147	7.017049	31.74584
159	6.30843	3.1780122	73.8290	73.4102	7.017991	31.76624
160	6.30158	3.1780251	75.0164	74.5908	7.018856	31.77221
161	6.27676	3.1773930	76.1977	75.7652	7.022269	31.78782
162	6.21681	3.1747398	77.3243	76.8851	7.031060	31.81391
163	6.15826	3.1736434	78.4661	78.0202	7.038899	31.85602
164	6.14930	3.1750574	79.6140	79.1613	7.039313	31.87960
165	6.15012	3.1753182	80.7740	80.3146	7.039104	31.88118
166	6.15078	3.1766146	81.9554	81.4890	7.038385	31.89441
167	6.15139	3.1774274	83.1398	82.6664	7.037920	31.90231
168	6.13948	3.1772419	84.3485	83.8680	7.039517	31.91086
169	6.10667	3.1760084	85.5633	85.0756	7.044246	31.92740
170	6.08038	3.1743535	86.7844	86.2895	7.048384	31.93311
171	6.05508	3.1726616	88.0022	87.5001	7.052424	31.93750
172	6.03634	3.1746027	89.2141	88.7049	7.053783	31.97622
173	6.03919	3.1774680	90.4745	89.9578	7.051984	32.00489
174	6.00894	3.1778347	91.7259	91.2017	7.055583	32.03695
