Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	15.91378	0.0045643	-0.0310	-0.0309	6.908934	0.02973
2	15.90402	0.0047558	-0.0341	-0.0339	6.910330	0.03075
3	15.90850	0.0047774	-0.0281	-0.0279	6.909664	0.03087
4	15.92189	0.0046291	-0.0341	-0.0340	6.907723	0.03007
5	15.93555	0.0045179	-0.0342	-0.0340	6.905735	0.02948
6	15.94684	0.0045056	-0.0311	-0.0310	6.904075	0.02941
7	15.95522	0.0044778	-0.0342	-0.0340	6.902846	0.02926
8	15.96315	0.0044253	-0.0281	-0.0280	6.901691	0.02898
9	15.97074	0.0043357	-0.0311	-0.0310	6.900593	0.02850
10	15.97729	0.0042832	-0.0311	-0.0310	6.899643	0.02822
11	15.98383	0.0041411	-0.0281	-0.0279	6.898712	0.02747
12	15.98852	0.0041010	-0.0311	-0.0310	6.898031	0.02726
13	15.97762	0.0585853	-0.0129	-0.0128	6.886208	0.34763
14	13.11312	3.2934400	0.4984	0.4957	6.197861	27.38007
15	11.20353	3.3631954	0.9275	0.9224	6.372313	29.48895
16	10.99303	3.4054879	0.9367	0.9316	6.378139	30.07174
17	10.94676	3.4187609	0.8972	0.8923	6.377819	30.23983
18	11.01507	3.4312541	0.9520	0.9468	6.365669	30.30595
19	11.34030	3.4331226	0.9094	0.9044	6.330713	30.05776
20	11.15335	3.4223894	0.9276	0.9225	6.354544	30.10577
21	11.10543	3.4330613	0.9398	0.9347	6.355426	30.24924
22	11.03021	3.4176755	0.9033	0.8983	6.369403	30.16057
23	11.03609	3.4352222	0.9337	0.9286	6.361891	30.32748
24	11.01559	3.4235909	0.9216	0.9165	6.368626	30.23048
25	11.00155	3.4290568	0.9155	0.9105	6.367961	30.29559
26	10.97728	3.4237063	0.9278	0.9227	6.372636	30.26316
27	11.03096	3.4382268	0.9186	0.9136	6.361252	30.36114
28	10.98130	3.4281437	0.9186	0.9136	6.370462	30.30334
29	11.02877	3.4466643	0.9308	0.9257	6.358169	30.44560
30	11.00581	3.4485528	0.9216	0.9166	6.359845	30.48316
31	11.03240	3.4614412	0.9186	0.9136	6.351985	30.58743
32	11.03206	3.4618772	0.9400	0.9349	6.351851	30.59198
33	11.06691	3.4714855	0.9157	0.9106	6.344428	30.65713
34	11.10168	3.4655442	0.9431	0.9379	6.343113	30.56999
35	11.24318	3.4741088	0.9158	0.9107	6.324990	30.53631
36	11.38561	3.4722906	0.9341	0.9289	6.310864	30.40105
37	11.45899	3.4799824	0.9218	0.9168	6.300288	30.41538
38	11.58577	3.4807583	0.9189	0.9138	6.286870	30.31896
39	11.63642	3.4858346	0.9372	0.9321	6.279708	30.32658
