Date	Time	Temperature  (*C)
10/04/07	12:10	24.20
10/04/07	13:10	11.34
10/04/07	14:10	9.89
10/04/07	15:10	5.29
10/04/07	16:10	5.29
10/04/07	17:10	5.57
10/04/07	18:10	6.15
10/04/07	19:10	6.44
10/04/07	20:10	6.44
10/04/07	21:10	6.44
10/04/07	22:10	5.29
10/04/07	23:10	5.29
10/05/07	00:10	5.57
10/05/07	01:10	5.86
10/05/07	02:10	5.57
10/05/07	03:10	5.57
10/05/07	04:10	5.57
10/05/07	05:10	5.29
10/05/07	06:10	5.29
10/05/07	07:10	5.29
10/05/07	08:10	7.59
10/05/07	09:10	6.44
10/05/07	10:10	6.44
10/05/07	11:10	6.44
10/05/07	12:10	6.44
10/05/07	13:10	6.73
10/05/07	14:10	7.01
10/05/07	15:10	7.30
10/05/07	16:10	7.30
10/05/07	17:10	7.30
10/05/07	18:10	7.59
10/05/07	19:10	7.88
10/05/07	20:10	7.30
10/05/07	21:10	7.30
10/05/07	22:10	7.01
10/05/07	23:10	6.73
10/06/07	00:10	6.73
10/06/07	01:10	6.73
10/06/07	02:10	6.73
10/06/07	03:10	6.73
10/06/07	04:10	6.73
10/06/07	05:10	6.73
10/06/07	06:10	6.44
10/06/07	07:10	6.44
10/06/07	08:10	6.44
10/06/07	09:10	6.73
10/06/07	10:10	7.30
10/06/07	11:10	7.30
10/06/07	12:10	7.88
10/06/07	13:10	7.88
10/06/07	14:10	7.88
10/06/07	15:10	7.88
10/06/07	16:10	7.88
10/06/07	17:10	7.59
10/06/07	18:10	7.59
10/06/07	19:10	7.59
10/06/07	20:10	7.30
10/06/07	21:10	7.01
10/06/07	22:10	5.86
10/06/07	23:10	5.29
10/07/07	00:10	5.00
10/07/07	01:10	4.71
10/07/07	02:10	4.71
10/07/07	03:10	5.00
10/07/07	04:10	4.71
10/07/07	05:10	5.00
10/07/07	06:10	5.00
10/07/07	07:10	5.00
10/07/07	08:10	5.29
10/07/07	09:10	5.29
10/07/07	10:10	5.29
10/07/07	11:10	5.57
10/07/07	12:10	5.86
10/07/07	13:10	6.15
10/07/07	14:10	5.86
10/07/07	15:10	5.57
10/07/07	16:10	5.29
10/07/07	17:10	5.86
10/07/07	18:10	5.86
10/07/07	19:10	5.00
10/07/07	20:10	5.00
10/07/07	21:10	4.71
10/07/07	22:10	4.42
10/07/07	23:10	4.42
10/08/07	00:10	4.71
10/08/07	01:10	4.71
10/08/07	02:10	4.42
10/08/07	03:10	3.84
10/08/07	04:10	3.84
10/08/07	05:10	4.13
10/08/07	06:10	4.42
10/08/07	07:10	4.71
10/08/07	08:10	5.29
10/08/07	09:10	5.86
10/08/07	10:10	6.15
10/08/07	11:10	5.86
10/08/07	12:10	6.15
10/08/07	13:10	6.44
10/08/07	14:10	6.15
10/08/07	15:10	6.15
10/08/07	16:10	6.44
10/08/07	17:10	6.73
10/08/07	18:10	7.01
10/08/07	19:10	6.73
10/08/07	20:10	6.44
10/08/07	21:10	6.15
10/08/07	22:10	5.57
10/08/07	23:10	5.00
10/09/07	00:10	4.42
10/09/07	01:10	3.84
10/09/07	02:10	3.54
10/09/07	03:10	3.54
10/09/07	04:10	3.54
10/09/07	05:10	3.54
10/09/07	06:10	3.54
10/09/07	07:10	4.13
10/09/07	08:10	4.42
10/09/07	09:10	4.42
10/09/07	10:10	4.71
10/09/07	11:10	5.00
10/09/07	12:10	5.57
10/09/07	13:10	5.86
10/09/07	14:10	6.44
10/09/07	15:10	6.73
10/09/07	16:10	6.73
10/09/07	17:10	6.44
10/09/07	18:10	6.44
10/09/07	19:10	6.15
10/09/07	20:10	5.86
10/09/07	21:10	5.86
10/09/07	22:10	5.86
10/09/07	23:10	5.29
10/10/07	00:10	5.29
10/10/07	01:10	5.00
10/10/07	02:10	5.29
10/10/07	03:10	5.57
10/10/07	04:10	5.86
10/10/07	05:10	5.57
10/10/07	06:10	5.86
10/10/07	07:10	5.86
10/10/07	08:10	13.93
10/10/07	09:10	20.15
10/10/07	10:10	21.37
10/10/07	11:10	21.68
10/10/07	12:10	21.68
10/10/07	13:10	21.06
10/10/07	14:10	21.68
10/10/07	15:10	22.30
10/10/07	16:10	22.61
10/10/07	17:10	22.61
10/10/07	18:10	22.93
10/10/07	19:10	21.99
10/10/07	20:10	20.76
10/10/07	21:10	21.06
10/10/07	22:10	21.06
10/10/07	23:10	21.37
10/11/07	00:10	21.68
10/11/07	01:10	21.68
10/11/07	02:10	21.68
10/11/07	03:10	21.68
10/11/07	04:10	21.68
10/11/07	05:10	21.68
10/11/07	06:10	21.68
10/11/07	07:10	21.68
10/11/07	08:10	21.37
10/11/07	09:10	21.99
10/11/07	10:10	22.30
10/11/07	11:10	22.30
