Date Time	Temperature  (*C)
02/27/08 11:41:22.0	22.88
02/27/08 12:41:22.0	15.43
02/27/08 13:41:22.0	9.52
02/27/08 14:41:22.0	16.69
02/27/08 15:41:22.0	13.09
02/27/08 16:41:22.0	16.85
02/27/08 17:41:22.0	7.82
02/27/08 18:41:22.0	5.18
02/27/08 19:41:22.0	5.18
02/27/08 20:41:22.0	5.18
02/27/08 21:41:22.0	5.18
02/27/08 22:41:22.0	5.18
02/27/08 23:41:22.0	5.02
02/28/08 00:41:22.0	5.02
02/28/08 01:41:22.0	5.18
02/28/08 02:41:22.0	5.18
02/28/08 03:41:22.0	5.18
02/28/08 04:41:22.0	5.02
02/28/08 05:41:22.0	5.02
02/28/08 06:41:22.0	5.18
02/28/08 07:41:22.0	5.18
02/28/08 08:41:22.0	5.18
02/28/08 09:41:22.0	5.18
02/28/08 10:41:22.0	5.18
02/28/08 11:41:22.0	5.02
02/28/08 12:41:22.0	5.02
02/28/08 13:41:22.0	5.02
02/28/08 14:41:22.0	5.18
02/28/08 15:41:22.0	5.18
02/28/08 16:41:22.0	5.02
02/28/08 17:41:22.0	5.02
02/28/08 18:41:22.0	5.18
02/28/08 19:41:22.0	5.18
02/28/08 20:41:22.0	5.18
02/28/08 21:41:22.0	5.18
02/28/08 22:41:22.0	5.18
02/28/08 23:41:22.0	5.18
02/29/08 00:41:22.0	5.18
02/29/08 01:41:22.0	5.02
02/29/08 02:41:22.0	5.18
02/29/08 03:41:22.0	5.18
02/29/08 04:41:22.0	5.18
02/29/08 05:41:22.0	5.02
02/29/08 06:41:22.0	5.18
02/29/08 07:41:22.0	5.18
02/29/08 08:41:22.0	5.18
02/29/08 09:41:22.0	5.18
02/29/08 10:41:22.0	5.18
02/29/08 11:41:22.0	5.18
02/29/08 12:41:22.0	5.18
02/29/08 13:41:22.0	5.18
02/29/08 14:41:22.0	5.02
02/29/08 15:41:22.0	5.02
02/29/08 16:41:22.0	5.02
02/29/08 17:41:22.0	5.02
02/29/08 18:41:22.0	5.02
02/29/08 19:41:22.0	5.18
02/29/08 20:41:22.0	4.24
02/29/08 21:41:22.0	1.39
02/29/08 22:41:22.0	20.24
