Date	Time	Temperature  (*C)
07/12/06	12:26:00	22.76
07/12/06	13:26:00	21.76
07/12/06	14:26:00	21.09
07/12/06	15:26:00	6.29
07/12/06	16:26:00	6.29
07/12/06	17:26:00	6.29
07/12/06	18:26:00	6.29
07/12/06	19:26:00	6.29
07/12/06	20:26:00	6.29
07/12/06	21:26:00	6.29
07/12/06	22:26:00	6.29
07/12/06	23:26:00	6.29
07/13/06	00:26:00	6.29
07/13/06	01:26:00	6.29
07/13/06	02:26:00	6.29
07/13/06	03:26:00	6.29
07/13/06	04:26:00	6.29
07/13/06	05:26:00	6.29
07/13/06	06:26:00	6.29
07/13/06	07:26:00	6.29
07/13/06	08:26:00	6.29
07/13/06	09:26:00	6.29
07/13/06	10:26:00	6.29
07/13/06	11:26:00	12.49
07/13/06	12:26:00	11.88
07/13/06	13:26:00	11.26
07/13/06	14:26:00	12.34
07/13/06	15:26:00	6.14
07/13/06	16:26:00	6.14
07/13/06	17:26:00	5.98
07/13/06	18:26:00	6.14
07/13/06	19:26:00	5.98
07/13/06	20:26:00	5.98
07/13/06	21:26:00	6.14
07/13/06	22:26:00	6.14
07/13/06	23:26:00	6.14
07/14/06	00:26:00	5.98
07/14/06	01:26:00	5.98
07/14/06	02:26:00	5.98
07/14/06	03:26:00	6.14
07/14/06	04:26:00	6.14
07/14/06	05:26:00	5.98
07/14/06	06:26:00	5.98
07/14/06	07:26:00	5.98
07/14/06	08:26:00	6.29
07/14/06	09:26:00	5.98
07/14/06	10:26:00	13.89
07/14/06	11:26:00	13.12
07/14/06	12:26:00	12.34
07/14/06	13:26:00	13.73
07/14/06	14:26:00	13.89
07/14/06	15:26:00	16.25
07/14/06	16:26:00	6.45
07/14/06	17:26:00	6.45
07/14/06	18:26:00	6.45
07/14/06	19:26:00	6.45
07/14/06	20:26:00	6.29
07/14/06	21:26:00	5.98
07/14/06	22:26:00	5.98
07/14/06	23:26:00	5.98
07/15/06	00:26:00	5.98
07/15/06	01:26:00	5.98
07/15/06	02:26:00	6.14
07/15/06	03:26:00	6.29
07/15/06	04:26:00	6.29
07/15/06	05:26:00	6.45
07/15/06	06:26:00	6.61
07/15/06	07:26:00	6.61
07/15/06	08:26:00	6.45
07/15/06	09:26:00	6.14
07/15/06	10:26:00	12.96
07/15/06	11:26:00	13.27
07/15/06	12:26:00	12.65
07/15/06	13:26:00	14.04
07/15/06	14:26:00	13.89
07/15/06	15:26:00	13.12
07/15/06	16:26:00	13.43
07/15/06	17:26:00	13.73
07/15/06	18:26:00	13.73
07/15/06	19:26:00	5.67
07/15/06	20:26:00	5.67
07/15/06	21:26:00	5.67
07/15/06	22:26:00	5.67
07/15/06	23:26:00	5.67
07/16/06	00:26:00	5.67
07/16/06	01:26:00	5.67
07/16/06	02:26:00	5.67
07/16/06	03:26:00	5.67
07/16/06	04:26:00	5.67
07/16/06	05:26:00	5.67
07/16/06	06:26:00	5.67
07/16/06	07:26:00	5.67
07/16/06	08:26:00	5.67
07/16/06	09:26:00	5.67
07/16/06	10:26:00	5.67
07/16/06	11:26:00	13.73
07/16/06	12:26:00	14.04
07/16/06	13:26:00	14.99
07/16/06	14:26:00	5.67
07/16/06	15:26:00	5.67
07/16/06	16:26:00	5.67
07/16/06	17:26:00	5.67
07/16/06	18:26:00	5.67
07/16/06	19:26:00	5.67
07/16/06	20:26:00	5.67
07/16/06	21:26:00	5.67
07/16/06	22:26:00	5.67
07/16/06	23:26:00	5.67
07/17/06	00:26:00	5.67
07/17/06	01:26:00	5.67
07/17/06	02:26:00	5.67
07/17/06	03:26:00	5.67
07/17/06	04:26:00	5.67
07/17/06	05:26:00	5.67
07/17/06	06:26:00	5.67
07/17/06	07:26:00	5.67
07/17/06	08:26:00	5.67
07/17/06	09:26:00	13.27
07/17/06	10:26:00	12.96
07/17/06	11:26:00	13.58
07/17/06	12:26:00	14.51
07/17/06	13:26:00	14.83
07/17/06	14:26:00	14.51
07/17/06	15:26:00	6.61
07/17/06	16:26:00	6.14
07/17/06	17:26:00	6.14
07/17/06	18:26:00	6.14
07/17/06	19:26:00	6.14
07/17/06	20:26:00	6.14
07/17/06	21:26:00	6.14
07/17/06	22:26:00	6.14
07/17/06	23:26:00	6.14
07/18/06	00:26:00	6.14
07/18/06	01:26:00	6.29
07/18/06	02:26:00	6.14
07/18/06	03:26:00	6.14
07/18/06	04:26:00	6.14
07/18/06	05:26:00	6.14
07/18/06	06:26:00	6.14
07/18/06	07:26:00	6.14
07/18/06	08:26:00	6.14
07/18/06	09:26:00	6.14
07/18/06	10:26:00	6.14
07/18/06	11:26:00	13.89
07/18/06	12:26:00	13.43
07/18/06	13:26:00	13.58
07/18/06	14:26:00	14.67
07/18/06	15:26:00	5.67
07/18/06	16:26:00	5.67
07/18/06	17:26:00	5.67
07/18/06	18:26:00	5.67
07/18/06	19:26:00	5.67
07/18/06	20:26:00	5.67
07/18/06	21:26:00	5.67
07/18/06	22:26:00	5.67
07/18/06	23:26:00	5.67
07/19/06	00:26:00	5.67
07/19/06	01:26:00	5.67
07/19/06	02:26:00	5.67
07/19/06	03:26:00	5.67
07/19/06	04:26:00	5.67
07/19/06	05:26:00	5.67
07/19/06	06:26:00	5.67
07/19/06	07:26:00	5.67
07/19/06	08:26:00	5.67
07/19/06	09:26:00	15.46
07/19/06	10:26:00	13.89
07/19/06	11:26:00	13.89
07/19/06	12:26:00	14.67
07/19/06	13:26:00	13.27
07/19/06	14:26:00	15.31
07/19/06	15:26:00	5.67
07/19/06	16:26:00	5.52
07/19/06	17:26:00	5.67
07/19/06	18:26:00	5.67
07/19/06	19:26:00	5.67
07/19/06	20:26:00	5.67
07/19/06	21:26:00	5.83
07/19/06	22:26:00	6.14
07/19/06	23:26:00	6.14
07/20/06	00:26:00	5.98
07/20/06	01:26:00	5.83
07/20/06	02:26:00	5.83
07/20/06	03:26:00	5.98
07/20/06	04:26:00	5.83
07/20/06	05:26:00	5.52
07/20/06	06:26:00	5.67
07/20/06	07:26:00	5.67
07/20/06	08:26:00	5.67
07/20/06	09:26:00	9.08
07/20/06	10:26:00	9.08
07/20/06	11:26:00	9.55
07/20/06	12:26:00	11.57
07/20/06	13:26:00	12.03
07/20/06	14:26:00	15.14
07/20/06	15:26:00	5.67
07/20/06	16:26:00	5.67
07/20/06	17:26:00	5.67
07/20/06	18:26:00	5.67
07/20/06	19:26:00	5.67
07/20/06	20:26:00	5.67
07/20/06	21:26:00	5.67
07/20/06	22:26:00	5.67
07/20/06	23:26:00	5.67
07/21/06	00:26:00	5.67
07/21/06	01:26:00	5.67
07/21/06	02:26:00	5.67
07/21/06	03:26:00	5.67
07/21/06	04:26:00	5.67
07/21/06	05:26:00	5.67
07/21/06	06:26:00	5.67
07/21/06	07:26:00	5.67
07/21/06	08:26:00	5.67
07/21/06	09:26:00	5.67
07/21/06	10:26:00	5.67
07/21/06	11:26:00	10.95
07/21/06	12:26:00	11.11
07/21/06	13:26:00	10.95
07/21/06	14:26:00	12.03
07/21/06	15:26:00	5.67
07/21/06	16:26:00	5.67
07/21/06	17:26:00	5.67
07/21/06	18:26:00	5.67
07/21/06	19:26:00	5.67
07/21/06	20:26:00	5.67
07/21/06	21:26:00	5.67
07/21/06	22:26:00	5.67
07/21/06	23:26:00	5.67
07/22/06	00:26:00	5.67
07/22/06	01:26:00	5.67
07/22/06	02:26:00	5.67
07/22/06	03:26:00	5.67
07/22/06	04:26:00	5.67
07/22/06	05:26:00	5.67
07/22/06	06:26:00	5.67
07/22/06	07:26:00	5.67
07/22/06	08:26:00	5.67
07/22/06	09:26:00	10.64
07/22/06	10:26:00	15.46
07/22/06	11:26:00	16.57
