Date Time,Temperature  (*C),Temperature  (*F)
07/10/13 13:52:59.0,22.88,73.20
07/10/13 14:52:59.0,5.54,41.99
07/10/13 15:52:59.0,5.54,41.99
07/10/13 16:52:59.0,5.54,41.99
07/10/13 17:52:59.0,5.54,41.99
07/10/13 18:52:59.0,5.71,42.28
07/10/13 19:52:59.0,5.54,41.99
07/10/13 20:52:59.0,5.54,41.99
07/10/13 21:52:59.0,5.54,41.99
07/10/13 22:52:59.0,5.54,41.99
07/10/13 23:52:59.0,5.71,42.28
07/11/13 00:52:59.0,5.71,42.28
07/11/13 01:52:59.0,5.71,42.28
07/11/13 02:52:59.0,5.71,42.28
07/11/13 03:52:59.0,5.54,41.99
07/11/13 04:52:59.0,5.71,42.28
07/11/13 05:52:59.0,5.71,42.28
07/11/13 06:52:59.0,5.71,42.28
07/11/13 07:52:59.0,5.71,42.28
07/11/13 08:52:59.0,5.54,41.99
07/11/13 09:52:59.0,13.49,56.30
07/11/13 10:52:59.0,14.58,58.26
07/11/13 11:52:59.0,14.90,58.83
07/11/13 12:52:59.0,14.90,58.83
07/11/13 13:52:59.0,15.22,59.41
07/11/13 14:52:59.0,5.23,41.43
07/11/13 15:52:59.0,5.23,41.43
07/11/13 16:52:59.0,5.23,41.43
07/11/13 17:52:59.0,5.23,41.43
07/11/13 18:52:59.0,5.23,41.43
07/11/13 19:52:59.0,5.23,41.43
07/11/13 20:52:59.0,5.23,41.43
07/11/13 21:52:59.0,5.23,41.43
07/11/13 22:52:59.0,5.23,41.43
07/11/13 23:52:59.0,5.23,41.43
07/12/13 00:52:59.0,5.23,41.43
07/12/13 01:52:59.0,5.23,41.43
07/12/13 02:52:59.0,5.23,41.43
07/12/13 03:52:59.0,5.23,41.43
07/12/13 04:52:59.0,5.23,41.43
07/12/13 05:52:59.0,5.23,41.43
07/12/13 06:52:59.0,5.23,41.43
07/12/13 07:52:59.0,5.23,41.43
07/12/13 08:52:59.0,5.23,41.43
07/12/13 09:52:59.0,12.24,54.05
07/12/13 10:52:59.0,12.41,54.34
07/12/13 11:52:59.0,12.72,54.90
07/12/13 12:52:59.0,12.72,54.90
07/12/13 13:52:59.0,12.72,54.90
07/12/13 14:52:59.0,12.72,54.90
07/12/13 15:52:59.0,12.09,53.77
07/12/13 16:52:59.0,12.72,54.90
07/12/13 17:52:59.0,12.87,55.18
07/12/13 18:52:59.0,12.87,55.18
07/12/13 19:52:59.0,12.72,54.90
07/12/13 20:52:59.0,13.03,55.46
07/12/13 21:52:59.0,13.03,55.46
07/12/13 22:52:59.0,12.72,54.90
07/12/13 23:52:59.0,12.72,54.90
07/13/13 00:52:59.0,12.41,54.34
07/13/13 01:52:59.0,12.41,54.34
07/13/13 02:52:59.0,12.41,54.34
07/13/13 03:52:59.0,12.24,54.05
07/13/13 04:52:59.0,12.09,53.77
07/13/13 05:52:59.0,12.09,53.77
07/13/13 06:52:59.0,12.09,53.77
07/13/13 07:52:59.0,12.41,54.34
07/13/13 08:52:59.0,12.41,54.34
07/13/13 09:52:59.0,12.56,54.62
07/13/13 10:52:59.0,13.18,55.74
07/13/13 11:52:59.0,13.80,56.85
07/13/13 12:52:59.0,14.11,57.41
07/13/13 13:52:59.0,16.18,61.13
07/13/13 14:52:59.0,6.33,43.41
07/13/13 15:52:59.0,6.33,43.41
07/13/13 16:52:59.0,6.17,43.12
07/13/13 17:52:59.0,6.17,43.12
07/13/13 18:52:59.0,6.02,42.84
07/13/13 19:52:59.0,6.17,43.12
07/13/13 20:52:59.0,6.17,43.12
07/13/13 21:52:59.0,6.33,43.41
07/13/13 22:52:59.0,6.17,43.12
07/13/13 23:52:59.0,6.33,43.41
07/14/13 00:52:59.0,6.49,43.69
07/14/13 01:52:59.0,6.33,43.41
07/14/13 02:52:59.0,6.33,43.41
07/14/13 03:52:59.0,6.33,43.41
07/14/13 04:52:59.0,6.17,43.12
07/14/13 05:52:59.0,6.02,42.84
07/14/13 06:52:59.0,6.02,42.84
07/14/13 07:52:59.0,6.02,42.84
07/14/13 08:52:59.0,6.17,43.12
07/14/13 09:52:59.0,18.09,64.58
07/14/13 10:52:59.0,20.06,68.11
07/14/13 11:52:59.0,21.71,71.08
07/14/13 12:52:59.0,17.93,64.29
07/14/13 13:52:59.0,22.71,72.89
07/14/13 14:52:59.0,21.04,69.88
07/14/13 15:52:59.0,5.39,41.71
07/14/13 16:52:59.0,5.39,41.71
07/14/13 17:52:59.0,5.39,41.71
07/14/13 18:52:59.0,5.39,41.71
07/14/13 19:52:59.0,5.39,41.71
07/14/13 20:52:59.0,5.39,41.71
07/14/13 21:52:59.0,5.39,41.71
07/14/13 22:52:59.0,5.39,41.71
07/14/13 23:52:59.0,5.39,41.71
07/15/13 00:52:59.0,5.39,41.71
07/15/13 01:52:59.0,5.39,41.71
07/15/13 02:52:59.0,5.39,41.71
07/15/13 03:52:59.0,5.39,41.71
07/15/13 04:52:59.0,5.39,41.71
07/15/13 05:52:59.0,5.39,41.71
07/15/13 06:52:59.0,5.39,41.71
07/15/13 07:52:59.0,5.39,41.71
07/15/13 08:52:59.0,5.39,41.71
07/15/13 09:52:59.0,5.39,41.71
07/15/13 10:52:59.0,11.93,53.49
07/15/13 11:52:59.0,12.41,54.34
07/15/13 12:52:59.0,12.72,54.90
07/15/13 13:52:59.0,12.87,55.18
07/15/13 14:52:59.0,13.49,56.30
07/15/13 15:52:59.0,17.13,62.85
07/15/13 16:52:59.0,5.39,41.71
07/15/13 17:52:59.0,5.23,41.43
07/15/13 18:52:59.0,5.23,41.43
07/15/13 19:52:59.0,5.23,41.43
07/15/13 20:52:59.0,5.23,41.43
07/15/13 21:52:59.0,5.23,41.43
07/15/13 22:52:59.0,5.23,41.43
07/15/13 23:52:59.0,5.23,41.43
07/16/13 00:52:59.0,5.23,41.43
07/16/13 01:52:59.0,5.54,41.99
07/16/13 02:52:59.0,5.54,41.99
07/16/13 03:52:59.0,5.39,41.71
07/16/13 04:52:59.0,5.39,41.71
07/16/13 05:52:59.0,5.54,41.99
07/16/13 06:52:59.0,5.39,41.71
07/16/13 07:52:59.0,5.39,41.71
07/16/13 08:52:59.0,5.23,41.43
07/16/13 09:52:59.0,16.81,62.27
07/16/13 10:52:59.0,16.18,61.13
07/16/13 11:52:59.0,18.26,64.87
07/16/13 12:52:59.0,17.61,63.71
07/16/13 13:52:59.0,21.87,71.38
07/16/13 14:52:59.0,18.09,64.58
07/16/13 15:52:59.0,5.39,41.71
07/16/13 16:52:59.0,5.54,41.99
07/16/13 17:52:59.0,5.54,41.99
07/16/13 18:52:59.0,5.54,41.99
07/16/13 19:52:59.0,5.54,41.99
07/16/13 20:52:59.0,5.71,42.28
07/16/13 21:52:59.0,5.54,41.99
07/16/13 22:52:59.0,5.39,41.71
07/16/13 23:52:59.0,5.39,41.71
07/17/13 00:52:59.0,5.23,41.43
07/17/13 01:52:59.0,5.23,41.43
07/17/13 02:52:59.0,5.39,41.71
07/17/13 03:52:59.0,5.39,41.71
07/17/13 04:52:59.0,5.39,41.71
07/17/13 05:52:59.0,5.39,41.71
07/17/13 06:52:59.0,5.54,41.99
07/17/13 07:52:59.0,5.54,41.99
07/17/13 08:52:59.0,13.65,56.58
07/17/13 09:52:59.0,13.34,56.02
07/17/13 10:52:59.0,13.96,57.13
