"Date"	"Time"	"Temperature....C."
"07/17/07"	"11:30:31.0"	12.63
"07/17/07"	"12:30:31.0"	12.48
"07/17/07"	"13:30:31.0"	12.94
"07/17/07"	"14:30:31.0"	13.26
"07/17/07"	"15:30:31.0"	13.72
"07/17/07"	"16:30:31.0"	5.02
"07/17/07"	"17:30:31.0"	5.02
"07/17/07"	"18:30:31.0"	5.02
"07/17/07"	"19:30:31.0"	5.02
"07/17/07"	"20:30:31.0"	5.02
"07/17/07"	"21:30:31.0"	5.02
"07/17/07"	"22:30:31.0"	5.02
"07/17/07"	"23:30:31.0"	5.02
"07/18/07"	"00:30:31.0"	5.02
"07/18/07"	"01:30:31.0"	5.02
"07/18/07"	"02:30:31.0"	5.02
"07/18/07"	"03:30:31.0"	5.02
"07/18/07"	"04:30:31.0"	5.02
"07/18/07"	"05:30:31.0"	5.02
"07/18/07"	"06:30:31.0"	5.02
"07/18/07"	"07:30:31.0"	5.02
"07/18/07"	"08:30:31.0"	5.02
"07/18/07"	"09:30:31.0"	5.02
"07/18/07"	"10:30:31.0"	5.17
"07/18/07"	"11:30:31.0"	14.03
"07/18/07"	"12:30:31.0"	14.97
"07/18/07"	"13:30:31.0"	16.56
"07/18/07"	"14:30:31.0"	16.56
"07/18/07"	"15:30:31.0"	17.51
"07/18/07"	"16:30:31.0"	5.02
"07/18/07"	"17:30:31.0"	5.02
"07/18/07"	"18:30:31.0"	5.02
"07/18/07"	"19:30:31.0"	5.02
"07/18/07"	"20:30:31.0"	5.02
"07/18/07"	"21:30:31.0"	5.02
"07/18/07"	"22:30:31.0"	5.02
"07/18/07"	"23:30:31.0"	5.02
"07/19/07"	"00:30:31.0"	5.02
"07/19/07"	"01:30:31.0"	5.02
"07/19/07"	"02:30:31.0"	5.02
"07/19/07"	"03:30:31.0"	5.02
"07/19/07"	"04:30:31.0"	5.02
"07/19/07"	"05:30:31.0"	5.02
"07/19/07"	"06:30:31.0"	5.02
"07/19/07"	"07:30:31.0"	5.02
"07/19/07"	"08:30:31.0"	5.02
"07/19/07"	"09:30:31.0"	14.66
"07/19/07"	"10:30:31.0"	15.29
"07/19/07"	"11:30:31.0"	22.24
