"Date"	"Time"	"Temperature....C."
"07/11/07"	"10:30:31.0"	21.08
"07/11/07"	"11:30:31.0"	19.62
"07/11/07"	"12:30:31.0"	19.78
"07/11/07"	"13:30:31.0"	13.26
"07/11/07"	"14:30:31.0"	5.17
"07/11/07"	"15:30:31.0"	5.17
"07/11/07"	"16:30:31.0"	5.33
"07/11/07"	"17:30:31.0"	5.17
"07/11/07"	"18:30:31.0"	5.17
"07/11/07"	"19:30:31.0"	5.17
"07/11/07"	"20:30:31.0"	5.17
"07/11/07"	"21:30:31.0"	5.17
"07/11/07"	"22:30:31.0"	5.17
"07/11/07"	"23:30:31.0"	5.17
"07/12/07"	"00:30:31.0"	5.17
"07/12/07"	"01:30:31.0"	5.17
"07/12/07"	"02:30:31.0"	5.17
"07/12/07"	"03:30:31.0"	5.33
"07/12/07"	"04:30:31.0"	5.33
"07/12/07"	"05:30:31.0"	5.33
"07/12/07"	"06:30:31.0"	5.33
"07/12/07"	"07:30:31.0"	5.33
"07/12/07"	"08:30:31.0"	5.33
"07/12/07"	"09:30:31.0"	13.57
"07/12/07"	"10:30:31.0"	13.26
"07/12/07"	"11:30:31.0"	13.87
"07/12/07"	"12:30:31.0"	14.03
"07/12/07"	"13:30:31.0"	14.34
"07/12/07"	"14:30:31.0"	14.66
"07/12/07"	"15:30:31.0"	5.17
"07/12/07"	"16:30:31.0"	5.17
"07/12/07"	"17:30:31.0"	5.17
"07/12/07"	"18:30:31.0"	5.17
"07/12/07"	"19:30:31.0"	5.17
"07/12/07"	"20:30:31.0"	5.02
"07/12/07"	"21:30:31.0"	5.02
"07/12/07"	"22:30:31.0"	5.02
"07/12/07"	"23:30:31.0"	5.17
"07/13/07"	"00:30:31.0"	5.17
"07/13/07"	"01:30:31.0"	5.17
"07/13/07"	"02:30:31.0"	5.02
"07/13/07"	"03:30:31.0"	5.02
"07/13/07"	"04:30:31.0"	5.02
"07/13/07"	"05:30:31.0"	5.17
"07/13/07"	"06:30:31.0"	5.02
"07/13/07"	"07:30:31.0"	5.02
"07/13/07"	"08:30:31.0"	5.02
"07/13/07"	"09:30:31.0"	5.02
"07/13/07"	"10:30:31.0"	5.02
"07/13/07"	"11:30:31.0"	16.4
"07/13/07"	"12:30:31.0"	16.08
"07/13/07"	"13:30:31.0"	16.87
"07/13/07"	"14:30:31.0"	5.48
"07/13/07"	"15:30:31.0"	5.33
"07/13/07"	"16:30:31.0"	5.33
"07/13/07"	"17:30:31.0"	5.33
"07/13/07"	"18:30:31.0"	5.33
"07/13/07"	"19:30:31.0"	5.33
"07/13/07"	"20:30:31.0"	5.33
"07/13/07"	"21:30:31.0"	5.33
"07/13/07"	"22:30:31.0"	5.33
"07/13/07"	"23:30:31.0"	5.33
"07/14/07"	"00:30:31.0"	5.33
"07/14/07"	"01:30:31.0"	5.33
"07/14/07"	"02:30:31.0"	5.33
"07/14/07"	"03:30:31.0"	5.48
"07/14/07"	"04:30:31.0"	5.48
"07/14/07"	"05:30:31.0"	5.48
"07/14/07"	"06:30:31.0"	5.48
"07/14/07"	"07:30:31.0"	5.64
"07/14/07"	"08:30:31.0"	5.64
"07/14/07"	"09:30:31.0"	13.41
"07/14/07"	"10:30:31.0"	13.87
"07/14/07"	"11:30:31.0"	13.41
"07/14/07"	"12:30:31.0"	12.79
"07/14/07"	"13:30:31.0"	12.32
"07/14/07"	"14:30:31.0"	12.17
"07/14/07"	"15:30:31.0"	12.79
"07/14/07"	"16:30:31.0"	12.94
"07/14/07"	"17:30:31.0"	12.48
"07/14/07"	"18:30:31.0"	12.48
"07/14/07"	"19:30:31.0"	13.26
"07/14/07"	"20:30:31.0"	13.26
"07/14/07"	"21:30:31.0"	13.1
"07/14/07"	"22:30:31.0"	13.1
"07/14/07"	"23:30:31.0"	13.1
"07/15/07"	"00:30:31.0"	13.1
"07/15/07"	"01:30:31.0"	12.94
"07/15/07"	"02:30:31.0"	12.79
"07/15/07"	"03:30:31.0"	12.48
"07/15/07"	"04:30:31.0"	12.32
"07/15/07"	"05:30:31.0"	12.32
"07/15/07"	"06:30:31.0"	12.32
"07/15/07"	"07:30:31.0"	12.63
"07/15/07"	"08:30:31.0"	12.48
"07/15/07"	"09:30:31.0"	13.41
"07/15/07"	"10:30:31.0"	13.87
"07/15/07"	"11:30:31.0"	13.72
"07/15/07"	"12:30:31.0"	16.4
"07/15/07"	"13:30:31.0"	16.56
"07/15/07"	"14:30:31.0"	17.51
"07/15/07"	"15:30:31.0"	6.73
"07/15/07"	"16:30:31.0"	6.89
"07/15/07"	"17:30:31.0"	7.51
"07/15/07"	"18:30:31.0"	7.51
"07/15/07"	"19:30:31.0"	7.51
"07/15/07"	"20:30:31.0"	7.36
"07/15/07"	"21:30:31.0"	7.2
"07/15/07"	"22:30:31.0"	7.2
"07/15/07"	"23:30:31.0"	7.36
"07/16/07"	"00:30:31.0"	7.36
"07/16/07"	"01:30:31.0"	7.04
"07/16/07"	"02:30:31.0"	7.04
"07/16/07"	"03:30:31.0"	6.73
"07/16/07"	"04:30:31.0"	6.73
"07/16/07"	"05:30:31.0"	6.89
"07/16/07"	"06:30:31.0"	7.36
"07/16/07"	"07:30:31.0"	7.51
"07/16/07"	"08:30:31.0"	7.51
"07/16/07"	"09:30:31.0"	7.36
"07/16/07"	"10:30:31.0"	7.2
"07/16/07"	"11:30:31.0"	8.75
"07/16/07"	"12:30:31.0"	14.34
"07/16/07"	"13:30:31.0"	14.03
"07/16/07"	"14:30:31.0"	14.18
"07/16/07"	"15:30:31.0"	4.86
"07/16/07"	"16:30:31.0"	4.86
"07/16/07"	"17:30:31.0"	4.86
"07/16/07"	"18:30:31.0"	4.86
"07/16/07"	"19:30:31.0"	4.86
"07/16/07"	"20:30:31.0"	4.86
"07/16/07"	"21:30:31.0"	4.86
"07/16/07"	"22:30:31.0"	4.86
"07/16/07"	"23:30:31.0"	4.86
"07/17/07"	"00:30:31.0"	4.86
"07/17/07"	"01:30:31.0"	4.86
"07/17/07"	"02:30:31.0"	4.86
"07/17/07"	"03:30:31.0"	4.86
"07/17/07"	"04:30:31.0"	4.86
"07/17/07"	"05:30:31.0"	4.86
"07/17/07"	"06:30:31.0"	4.86
"07/17/07"	"07:30:31.0"	4.86
"07/17/07"	"08:30:31.0"	4.86
"07/17/07"	"09:30:31.0"	12.94
"07/17/07"	"10:30:31.0"	12.79
