Date Time	Temperature  (*C)
09/04/08 	14:10:22.0	21.06
09/04/08 	15:10:22.0	15.09
09/04/08 	16:10:22.0	18.94
09/04/08 	17:10:22.0	15.09
09/04/08 	18:10:22.0	6.15
09/04/08 	19:10:22.0	6.15
09/04/08 	20:10:22.0	6.15
09/04/08 	21:10:22.0	6.15
09/04/08 	22:10:22.0	6.44
09/04/08 	23:10:22.0	6.15
09/05/08 	00:10:22.0	6.15
09/05/08 	01:10:22.0	6.15
09/05/08 	02:10:22.0	6.15
09/05/08 	03:10:22.0	6.15
09/05/08 	04:10:22.0	6.15
09/05/08 	05:10:22.0	6.15
09/05/08 	06:10:22.0	6.15
09/05/08 	07:10:22.0	6.15
09/05/08 	08:10:22.0	6.15
09/05/08 	09:10:22.0	6.15
09/05/08 	10:10:22.0	6.15
09/05/08 	11:10:22.0	13.36
09/05/08 	12:10:22.0	16.26
09/05/08 	13:10:22.0	21.37
09/05/08 	14:10:22.0	21.06
09/05/08 	15:10:22.0	6.15
09/05/08 	16:10:22.0	6.15
09/05/08 	17:10:22.0	6.15
09/05/08 	18:10:22.0	6.15
09/05/08 	19:10:22.0	6.15
09/05/08 	20:10:22.0	6.15
09/05/08 	21:10:22.0	6.15
09/05/08 	22:10:22.0	6.15
09/05/08 	23:10:22.0	6.15
09/06/08 	00:10:22.0	6.15
09/06/08 	01:10:22.0	6.15
09/06/08 	02:10:22.0	6.15
09/06/08 	03:10:22.0	6.15
09/06/08 	04:10:22.0	6.15
09/06/08 	05:10:22.0	6.15
09/06/08 	06:10:22.0	6.15
09/06/08 	07:10:22.0	6.15
09/06/08 	08:10:22.0	6.15
09/06/08 	09:10:22.0	10.47
09/06/08 	10:10:22.0	13.64
09/06/08 	11:10:22.0	15.09
09/06/08 	12:10:22.0	13.07
09/06/08 	13:10:22.0	13.93
09/06/08 	14:10:22.0	17.75
09/06/08 	15:10:22.0	6.44
09/06/08 	16:10:22.0	6.44
09/06/08 	17:10:22.0	6.44
09/06/08 	18:10:22.0	6.44
09/06/08 	19:10:22.0	6.44
09/06/08 	20:10:22.0	6.44
09/06/08 	21:10:22.0	6.44
09/06/08 	22:10:22.0	6.44
09/06/08 	23:10:22.0	6.44
09/07/08 	00:10:22.0	6.44
09/07/08 	01:10:22.0	6.44
09/07/08 	02:10:22.0	6.44
09/07/08 	03:10:22.0	6.44
09/07/08 	04:10:22.0	6.44
09/07/08 	05:10:22.0	6.44
09/07/08 	06:10:22.0	6.44
09/07/08 	07:10:22.0	6.44
09/07/08 	08:10:22.0	6.44
09/07/08 	09:10:22.0	6.44
09/07/08 	10:10:22.0	6.44
09/07/08 	11:10:22.0	17.45
09/07/08 	12:10:22.0	17.15
09/07/08 	13:10:22.0	13.64
09/07/08 	14:10:22.0	13.93
09/07/08 	15:10:22.0	6.44
09/07/08 	16:10:22.0	6.44
09/07/08 	17:10:22.0	6.44
09/07/08 	18:10:22.0	6.44
09/07/08 	19:10:22.0	6.15
09/07/08 	20:10:22.0	6.44
09/07/08 	21:10:22.0	6.15
09/07/08 	22:10:22.0	6.44
09/07/08 	23:10:22.0	6.44
09/08/08 	00:10:22.0	6.44
09/08/08 	01:10:22.0	6.44
09/08/08 	02:10:22.0	6.44
09/08/08 	03:10:22.0	6.44
09/08/08 	04:10:22.0	6.44
09/08/08 	05:10:22.0	6.44
09/08/08 	06:10:22.0	6.44
09/08/08 	07:10:22.0	6.44
09/08/08 	08:10:22.0	6.44
09/08/08 	09:10:22.0	12.20
09/08/08 	10:10:22.0	15.97
