"","Year","Survey","Leg","Site","Sex","CW","Recruit.Status","Shell.Condition","Egg.Development","Leg.Condition","Bitter","Egg.Percent","Blackmat","Latitude","Longitude","Jul.Day","Depth","Temp","temp_avg"
"1695",2009,"Tanner",1,"Stephens_Passage","2",93,"Mature_Female","5","Uneyed","0","0",90,"0",58.15666667,-134.3374167,280,25,7.41588235294118,6.21056979299346
"1696",2009,"Tanner",1,"Stephens_Passage","2",97,"Mature_Female","5","Uneyed","1","0",50,"0",58.15666667,-134.3374167,280,25,7.41588235294118,6.21056979299346
"1697",2009,"Tanner",1,"Stephens_Passage","2",105,"Mature_Female","5","Uneyed","1","0",60,"0",58.15666667,-134.3374167,280,25,7.41588235294118,6.21056979299346
"1698",2009,"Tanner",1,"Stephens_Passage","2",102,"Mature_Female","3","Uneyed","0","0",60,"0",58.16081667,-134.2538167,280,39,6.23,6.21056979299346
"1699",2009,"Tanner",1,"Stephens_Passage","2",100,"Mature_Female","3","Uneyed","1","1",80,"0",58.16081667,-134.2538167,280,39,6.23,6.21056979299346
"1702",2009,"Tanner",1,"Stephens_Passage","2",86,"Mature_Female","3","Uneyed","0","1",70,"0",58.18458333,-134.1887333,280,103,5.17,6.21056979299346
"1703",2009,"Tanner",1,"Stephens_Passage","2",99,"Mature_Female","3","Uneyed","0","1",90,"0",58.18596667,-134.3140167,280,42,6.01166666666667,6.21056979299346
"1704",2009,"Tanner",1,"Stephens_Passage","2",114,"Mature_Female","3","Uneyed","0","0",70,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1705",2009,"Tanner",1,"Stephens_Passage","2",117,"Mature_Female","4","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1706",2009,"Tanner",1,"Stephens_Passage","2",102,"Mature_Female","4","Uneyed","0","0",90,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1707",2009,"Tanner",1,"Stephens_Passage","2",97,"Mature_Female","4","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1708",2009,"Tanner",1,"Stephens_Passage","2",92,"Mature_Female","4","Uneyed","0","0",90,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1709",2009,"Tanner",1,"Stephens_Passage","2",104,"Mature_Female","4","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1710",2009,"Tanner",1,"Stephens_Passage","2",102,"Mature_Female","4","Uneyed","0","0",80,"1",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1711",2009,"Tanner",1,"Stephens_Passage","2",106,"Mature_Female","4","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1712",2009,"Tanner",1,"Stephens_Passage","2",92,"Mature_Female","5","Uneyed","0","0",80,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1713",2009,"Tanner",1,"Stephens_Passage","2",97,"Mature_Female","5","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1714",2009,"Tanner",1,"Stephens_Passage","2",98,"Mature_Female","5","Uneyed","1","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1715",2009,"Tanner",1,"Stephens_Passage","2",107,"Mature_Female","3","Uneyed","0","0",70,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1716",2009,"Tanner",1,"Stephens_Passage","2",92,"Mature_Female","5","Uneyed","0","0",90,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1717",2009,"Tanner",1,"Stephens_Passage","2",107,"Mature_Female","5","Uneyed","0","0",100,"0",58.207,-134.3855,280,32,6.40105263157895,6.21056979299346
"1718",2009,"Tanner",1,"Stephens_Passage","2",100,"Mature_Female","3","Uneyed","0","1",60,"0",58.193,-134.4084833,280,29,6.89157894736842,6.21056979299346
"1719",2009,"Tanner",1,"Stephens_Passage","2",96,"Mature_Female","3","Uneyed","0","1",10,"0",58.193,-134.4084833,280,29,6.89157894736842,6.21056979299346
"1720",2009,"Tanner",1,"Stephens_Passage","2",101,"Mature_Female","3","Uneyed","0","1",70,"0",58.193,-134.4084833,280,29,6.89157894736842,6.21056979299346
"1721",2009,"Tanner",1,"Stephens_Passage","2",91,"Mature_Female","3","Uneyed","0","1",40,"0",58.193,-134.4084833,280,29,6.89157894736842,6.21056979299346
"1722",2009,"Tanner",1,"Stephens_Passage","2",107,"Mature_Female","3","Uneyed","0","1",50,"0",58.21353333,-134.4567167,280,28,6.677,6.21056979299346
"1724",2009,"Tanner",1,"Stephens_Passage","2",94,"Mature_Female","3","Uneyed","1","1",60,"0",58.19511667,-134.6089667,281,35,6.54333333333333,6.21056979299346
"1730",2009,"Tanner",1,"Stephens_Passage","2",95,"Mature_Female","3","Uneyed","0","1",90,"0",58.23198333,-134.63775,281,35,6.54,6.21056979299346
"1732",2009,"Tanner",1,"Stephens_Passage","2",89,"Mature_Female","3","Uneyed","0","1",60,"0",58.23531667,-134.671,281,34,6.55875,6.21056979299346
"1734",2009,"Tanner",1,"Stephens_Passage","2",113,"Mature_Female","3","Uneyed","0","1",80,"0",58.25036667,-134.7141167,281,33,6.59588235294118,6.21056979299346
"1735",2009,"Tanner",1,"Stephens_Passage","2",92,"Mature_Female","3","Uneyed","0","0",70,"0",58.2783,-134.7162,281,42,6.3,6.21056979299346
"1740",2009,"Tanner",2,"Holkham_Bay","2",98,"Mature_Female","5","Uneyed","1","0",80,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1741",2009,"Tanner",2,"Holkham_Bay","2",84,"Mature_Female","4","Uneyed","0","0",90,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1742",2009,"Tanner",2,"Holkham_Bay","2",77,"Mature_Female","4","Uneyed","0","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1743",2009,"Tanner",2,"Holkham_Bay","2",83,"Mature_Female","5","Uneyed","0","0",60,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1744",2009,"Tanner",2,"Holkham_Bay","2",96,"Mature_Female","5","Uneyed","1","0",70,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1745",2009,"Tanner",2,"Holkham_Bay","2",108,"Mature_Female","5","Uneyed","1","0",70,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1746",2009,"Tanner",2,"Holkham_Bay","2",93,"Mature_Female","5","Uneyed","1","0",80,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1747",2009,"Tanner",2,"Holkham_Bay","2",83,"Mature_Female","5","Barren_Clean","1","0",0,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1748",2009,"Tanner",2,"Holkham_Bay","2",86,"Mature_Female","3","Uneyed","1","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1749",2009,"Tanner",2,"Holkham_Bay","2",113,"Mature_Female","3","Uneyed","0","0",90,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1750",2009,"Tanner",2,"Holkham_Bay","2",94,"Mature_Female","5","Uneyed","1","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1751",2009,"Tanner",2,"Holkham_Bay","2",88,"Mature_Female","5","Uneyed","1","0",70,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1752",2009,"Tanner",2,"Holkham_Bay","2",93,"Mature_Female","5","Uneyed","1","0",60,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1753",2009,"Tanner",2,"Holkham_Bay","2",85,"Mature_Female","5","Uneyed","1","0",80,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1754",2009,"Tanner",2,"Holkham_Bay","2",99,"Mature_Female","4","Uneyed","0","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1755",2009,"Tanner",2,"Holkham_Bay","2",80,"Mature_Female","4","Uneyed","0","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1756",2009,"Tanner",2,"Holkham_Bay","2",105,"Mature_Female","5","Uneyed","1","0",100,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1757",2009,"Tanner",2,"Holkham_Bay","2",97,"Mature_Female","5","Uneyed","1","0",80,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1758",2009,"Tanner",2,"Holkham_Bay","2",99,"Mature_Female","3","Uneyed","0","0",50,"0",57.70491667,-133.5262667,301,158,5.61,5.3608900157049
"1763",2009,"Tanner",2,"Holkham_Bay","2",86,"Mature_Female","3","Uneyed","1","0",70,"0",57.72106667,-133.5214667,301,160,5.7,5.3608900157049
"1764",2009,"Tanner",2,"Holkham_Bay","2",105,"Mature_Female","3","Dead_Eggs","1","0",60,"0",57.72106667,-133.5214667,301,160,5.7,5.3608900157049
"1768",2009,"Tanner",2,"Holkham_Bay","2",102,"Mature_Female","3","Uneyed","0","1",70,"0",57.72061667,-133.5078333,301,161,5.64571428571429,5.3608900157049
"1772",2009,"Tanner",2,"Holkham_Bay","2",101,"Mature_Female","3","Uneyed","0","0",60,"0",57.71895,-133.51015,301,161,5.693,5.3608900157049
"1776",2009,"Tanner",2,"Holkham_Bay","2",105,"Mature_Female","3","Uneyed","0","0",60,"0",57.71895,-133.51015,301,161,5.693,5.3608900157049
"1784",2009,"Tanner",2,"Holkham_Bay","2",102,"Mature_Female","3","Uneyed","1","0",70,"0",57.70916667,-133.4907333,301,159,5.59,5.3608900157049
"1785",2009,"Tanner",2,"Holkham_Bay","2",105,"Mature_Female","3","Uneyed","0","0",80,"0",57.70916667,-133.4907333,301,159,5.59,5.3608900157049
"1816",2009,"Tanner",2,"Port_Camden","2",91,"Mature_Female","5","Uneyed","0","0",50,"0",56.92396667,-133.95925,298,39,7.45553333333333,7.81904990598232
"1817",2009,"Tanner",2,"Port_Camden","2",99,"Mature_Female","5","Uneyed","1","0",20,"0",56.92396667,-133.95925,298,39,7.45553333333333,7.81904990598232
"1818",2009,"Tanner",2,"Port_Camden","2",99,"Mature_Female","5","Uneyed","0","0",20,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1819",2009,"Tanner",2,"Port_Camden","2",92,"Mature_Female","5","Uneyed","0","0",90,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1820",2009,"Tanner",2,"Port_Camden","2",100,"Mature_Female","5","Uneyed","1","0",30,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1821",2009,"Tanner",2,"Port_Camden","2",98,"Mature_Female","5","Uneyed","1","0",90,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1822",2009,"Tanner",2,"Port_Camden","2",94,"Mature_Female","5","Barren_Clean","0","0",0,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1823",2009,"Tanner",2,"Port_Camden","2",101,"Mature_Female","5","Uneyed","0","0",80,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1824",2009,"Tanner",2,"Port_Camden","2",94,"Mature_Female","5","Uneyed","1","0",70,"0",56.92578333,-133.9528167,298,39,7.488,7.81904990598232
"1826",2009,"Tanner",2,"Port_Camden","2",112,"Mature_Female","4","Uneyed","1","0",100,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1827",2009,"Tanner",2,"Port_Camden","2",98,"Mature_Female","4","Barren_Clean","1","0",0,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1828",2009,"Tanner",2,"Port_Camden","2",107,"Mature_Female","4","Uneyed","1","0",20,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1829",2009,"Tanner",2,"Port_Camden","2",111,"Mature_Female","4","Dead_Eggs","1","0",30,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1830",2009,"Tanner",2,"Port_Camden","2",95,"Mature_Female","3","Uneyed","0","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1831",2009,"Tanner",2,"Port_Camden","2",95,"Mature_Female","4","Uneyed","0","0",30,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1832",2009,"Tanner",2,"Port_Camden","2",102,"Mature_Female","5","Uneyed","0","0",100,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1833",2009,"Tanner",2,"Port_Camden","2",97,"Mature_Female","4","Uneyed","1","0",60,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1834",2009,"Tanner",2,"Port_Camden","2",99,"Mature_Female","4","Uneyed","0","0",40,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1835",2009,"Tanner",2,"Port_Camden","2",104,"Mature_Female","4","Uneyed","0","0",70,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1836",2009,"Tanner",2,"Port_Camden","2",95,"Mature_Female","4","Dead_Eggs","0","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1837",2009,"Tanner",2,"Port_Camden","2",97,"Mature_Female","4","Uneyed","0","0",40,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1838",2009,"Tanner",2,"Port_Camden","2",104,"Mature_Female","4","Uneyed","0","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1839",2009,"Tanner",2,"Port_Camden","2",110,"Mature_Female","4","Uneyed","0","0",60,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1840",2009,"Tanner",2,"Port_Camden","2",104,"Mature_Female","4","Uneyed","1","0",30,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1841",2009,"Tanner",2,"Port_Camden","2",102,"Mature_Female","4","Uneyed","0","0",20,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1842",2009,"Tanner",2,"Port_Camden","2",107,"Mature_Female","4","Uneyed","1","0",30,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1843",2009,"Tanner",2,"Port_Camden","2",108,"Mature_Female","4","Uneyed","1","0",70,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1844",2009,"Tanner",2,"Port_Camden","2",103,"Mature_Female","4","Uneyed","0","0",20,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1845",2009,"Tanner",2,"Port_Camden","2",109,"Mature_Female","4","Uneyed","0","0",70,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1846",2009,"Tanner",2,"Port_Camden","2",99,"Mature_Female","4","Uneyed","1","0",20,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1847",2009,"Tanner",2,"Port_Camden","2",103,"Mature_Female","4","Uneyed","0","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1848",2009,"Tanner",2,"Port_Camden","2",102,"Mature_Female","4","Uneyed","0","0",70,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1849",2009,"Tanner",2,"Port_Camden","2",105,"Mature_Female","4","Uneyed","1","0",70,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1850",2009,"Tanner",2,"Port_Camden","2",118,"Mature_Female","5","Uneyed","0","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1851",2009,"Tanner",2,"Port_Camden","2",108,"Mature_Female","5","Uneyed","0","0",80,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1852",2009,"Tanner",2,"Port_Camden","2",100,"Mature_Female","4","Uneyed","1","0",50,"0",56.82986667,-133.88735,299,33,7.94941176470588,7.81904990598232
"1853",2009,"Tanner",2,"Port_Camden","2",111,"Mature_Female","5","Uneyed","0","0",70,"0",56.82486667,-133.903,299,40,7.98333333333333,7.81904990598232
"1854",2009,"Tanner",2,"Port_Camden","2",106,"Mature_Female","5","Barren_Clean","1","0",0,"0",56.83381667,-133.9152167,299,56,7.89,7.81904990598232
"1855",2009,"Tanner",2,"Port_Camden","2",99,"Mature_Female","5","Uneyed","0","0",90,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1856",2009,"Tanner",2,"Port_Camden","2",97,"Mature_Female","5","Uneyed","1","0",50,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1857",2009,"Tanner",2,"Port_Camden","2",93,"Mature_Female","5","Uneyed","1","0",30,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1858",2009,"Tanner",2,"Port_Camden","2",96,"Mature_Female","5","Uneyed","1","0",70,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1859",2009,"Tanner",2,"Port_Camden","2",103,"Mature_Female","5","Uneyed","0","0",80,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1860",2009,"Tanner",2,"Port_Camden","2",107,"Mature_Female","5","Uneyed","0","0",90,"0",56.83615,-133.9009333,299,38,7.94526315789474,7.81904990598232
"1861",2009,"Tanner",2,"Thomas_Bay","2",108,"Mature_Female","5","Uneyed","0","0",90,"0",57.00955,-132.8578167,296,43,6.86375,6.59130923381314
"1862",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","0","0",50,"0",57.00955,-132.8578167,296,43,6.86375,6.59130923381314
"1863",2009,"Tanner",2,"Thomas_Bay","2",109,"Mature_Female","5","Uneyed","0","0",80,"0",57.00955,-132.8578167,296,43,6.86375,6.59130923381314
"1865",2009,"Tanner",2,"Thomas_Bay","2",88,"Mature_Female","5","Uneyed","1","0",60,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1866",2009,"Tanner",2,"Thomas_Bay","2",104,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1867",2009,"Tanner",2,"Thomas_Bay","2",97,"Mature_Female","4","Uneyed","0","0",100,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1868",2009,"Tanner",2,"Thomas_Bay","2",94,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1869",2009,"Tanner",2,"Thomas_Bay","2",94,"Mature_Female","5","Uneyed","0","0",100,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1870",2009,"Tanner",2,"Thomas_Bay","2",106,"Mature_Female","5","Uneyed","0","0",80,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1871",2009,"Tanner",2,"Thomas_Bay","2",75,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1872",2009,"Tanner",2,"Thomas_Bay","2",117,"Mature_Female","5","Uneyed","0","0",10,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1873",2009,"Tanner",2,"Thomas_Bay","2",107,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1874",2009,"Tanner",2,"Thomas_Bay","2",88,"Mature_Female","5","Uneyed","0","0",80,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1875",2009,"Tanner",2,"Thomas_Bay","2",97,"Mature_Female","5","Uneyed","1","0",70,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1876",2009,"Tanner",2,"Thomas_Bay","2",98,"Mature_Female","5","Uneyed","0","0",60,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1878",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","0","0",80,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1879",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1880",2009,"Tanner",2,"Thomas_Bay","2",98,"Mature_Female","5","Uneyed","0","0",40,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1881",2009,"Tanner",2,"Thomas_Bay","2",100,"Mature_Female","5","Uneyed","1","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1882",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","0","0",90,"0",57.00841667,-132.8674833,296,52,6.124375,6.59130923381314
"1883",2009,"Tanner",2,"Thomas_Bay","2",107,"Mature_Female","5","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1884",2009,"Tanner",2,"Thomas_Bay","2",103,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1885",2009,"Tanner",2,"Thomas_Bay","2",90,"Mature_Female","4","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1886",2009,"Tanner",2,"Thomas_Bay","2",91,"Mature_Female","5","Uneyed","1","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1887",2009,"Tanner",2,"Thomas_Bay","2",87,"Mature_Female","4","Uneyed","0","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1888",2009,"Tanner",2,"Thomas_Bay","2",95,"Mature_Female","5","Uneyed","1","0",80,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1889",2009,"Tanner",2,"Thomas_Bay","2",89,"Mature_Female","4","Uneyed","0","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1890",2009,"Tanner",2,"Thomas_Bay","2",95,"Mature_Female","4","Uneyed","0","0",60,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1891",2009,"Tanner",2,"Thomas_Bay","2",105,"Mature_Female","5","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1892",2009,"Tanner",2,"Thomas_Bay","2",96,"Mature_Female","4","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1893",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","1","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1894",2009,"Tanner",2,"Thomas_Bay","2",96,"Mature_Female","5","Uneyed","0","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1895",2009,"Tanner",2,"Thomas_Bay","2",92,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1896",2009,"Tanner",2,"Thomas_Bay","2",90,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1897",2009,"Tanner",2,"Thomas_Bay","2",102,"Mature_Female","5","Uneyed","1","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1898",2009,"Tanner",2,"Thomas_Bay","2",99,"Mature_Female","5","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1899",2009,"Tanner",2,"Thomas_Bay","2",87,"Mature_Female","4","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1900",2009,"Tanner",2,"Thomas_Bay","2",96,"Mature_Female","5","Uneyed","1","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1901",2009,"Tanner",2,"Thomas_Bay","2",109,"Mature_Female","5","Uneyed","1","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1902",2009,"Tanner",2,"Thomas_Bay","2",84,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1903",2009,"Tanner",2,"Thomas_Bay","2",83,"Mature_Female","4","Uneyed","1","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1904",2009,"Tanner",2,"Thomas_Bay","2",91,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1905",2009,"Tanner",2,"Thomas_Bay","2",100,"Mature_Female","4","Uneyed","0","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1906",2009,"Tanner",2,"Thomas_Bay","2",91,"Mature_Female","5","Uneyed","1","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1907",2009,"Tanner",2,"Thomas_Bay","2",94,"Mature_Female","5","Uneyed","1","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1908",2009,"Tanner",2,"Thomas_Bay","2",101,"Mature_Female","5","Uneyed","1","0",100,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1909",2009,"Tanner",2,"Thomas_Bay","2",97,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1911",2009,"Tanner",2,"Thomas_Bay","2",110,"Mature_Female","3","Dead_Eggs","0","1",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1912",2009,"Tanner",2,"Thomas_Bay","2",95,"Mature_Female","4","Barren_Clean","0","0",0,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1913",2009,"Tanner",2,"Thomas_Bay","2",97,"Mature_Female","3","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1914",2009,"Tanner",2,"Thomas_Bay","2",99,"Mature_Female","3","Dead_Eggs","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1915",2009,"Tanner",2,"Thomas_Bay","2",87,"Mature_Female","5","Dead_Eggs","1","0",80,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1916",2009,"Tanner",2,"Thomas_Bay","2",104,"Mature_Female","4","Dead_Eggs","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1917",2009,"Tanner",2,"Thomas_Bay","2",104,"Mature_Female","4","Uneyed","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1918",2009,"Tanner",2,"Thomas_Bay","2",100,"Mature_Female","3","Dead_Eggs","0","0",70,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1919",2009,"Tanner",2,"Thomas_Bay","2",86,"Mature_Female","5","Uneyed","0","0",90,"0",57.0089,-132.8747333,296,66,5.61705882352941,6.59130923381314
"1920",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","1","0",50,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1921",2009,"Tanner",2,"Thomas_Bay","2",84,"Mature_Female","5","Uneyed","0","0",90,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1922",2009,"Tanner",2,"Thomas_Bay","2",100,"Mature_Female","5","Uneyed","0","0",50,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1923",2009,"Tanner",2,"Thomas_Bay","2",93,"Mature_Female","5","Uneyed","0","0",60,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1924",2009,"Tanner",2,"Thomas_Bay","2",89,"Mature_Female","5","Uneyed","0","0",100,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1925",2009,"Tanner",2,"Thomas_Bay","2",87,"Mature_Female","5","Uneyed","0","0",90,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
"1926",2009,"Tanner",2,"Thomas_Bay","2",98,"Mature_Female","5","Uneyed","0","0",100,"0",57.0153,-132.8821333,296,38,7.00058823529412,6.59130923381314
