"","Year","Survey","Leg","Site","Sex","CW","Chela.Ht","Recruit.Status","Shell.Condition","Leg.Condition","Bitter","Blackmat","Latitude","Longitude","Jul.Day","Depth","Temp","mat_stat"
"5",2009,"RKC",1,"Barlow_Cove","1",119,23,"Pre_Recruit","5","1","0","0",58.3234,-134.8793667,156,21,4.54535136708642,"2"
"6",2009,"RKC",1,"Barlow_Cove","1",136,30,"Pre_Recruit","5","1","0","0",58.3234,-134.8793667,156,21,4.54535136708642,"2"
"7",2009,"RKC",1,"Barlow_Cove","1",135,29,"Pre_Recruit","5","1","0","0",58.3234,-134.8793667,156,21,4.54535136708642,"2"
"8",2009,"RKC",1,"Barlow_Cove","1",133,30,"Pre_Recruit","5","1","0","0",58.3234,-134.8793667,156,21,4.54535136708642,"2"
"9",2009,"RKC",1,"Barlow_Cove","1",132,28,"Pre_Recruit","5","1","0","1",58.3234,-134.8793667,156,21,4.54535136708642,"2"
"11",2009,"RKC",1,"Barlow_Cove","1",142,22,"Recruit","3","1","0","0",58.32625,-134.8811833,156,34,4.54535136708642,"1"
"12",2009,"RKC",1,"Barlow_Cove","1",131,24,"Pre_Recruit","4","1","0","0",58.32625,-134.8811833,156,34,4.54535136708642,"2"
"13",2009,"RKC",1,"Barlow_Cove","1",123,18,"Pre_Recruit","3","1","0","0",58.32625,-134.8811833,156,34,4.54535136708642,"1"
"14",2009,"RKC",1,"Barlow_Cove","1",107,13,"Juvenile","3","0","0","0",58.32625,-134.8811833,156,34,4.54535136708642,"1"
"15",2009,"RKC",1,"Barlow_Cove","1",117,17,"Pre_Recruit","3","0","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"1"
"16",2009,"RKC",1,"Barlow_Cove","1",138,29,"Recruit","3","0","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"2"
"18",2009,"RKC",1,"Barlow_Cove","1",151,35,"Post_Recruit","5","1","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"2"
"19",2009,"RKC",1,"Barlow_Cove","1",135,30,"Pre_Recruit","3","1","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"2"
"21",2009,"RKC",1,"Barlow_Cove","1",131,21,"Pre_Recruit","3","0","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"1"
"22",2009,"RKC",1,"Barlow_Cove","1",116,23,"Pre_Recruit","4","1","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"2"
"23",2009,"RKC",1,"Barlow_Cove","1",105,19,"Juvenile","3","1","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"2"
"24",2009,"RKC",1,"Barlow_Cove","1",94,13,"Juvenile","3","1","0","0",58.32696667,-134.8789167,156,36,4.54535136708642,"1"
"25",2009,"RKC",1,"Barlow_Cove","1",131,28,"Pre_Recruit","4","0","0","1",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"26",2009,"RKC",1,"Barlow_Cove","1",132,27,"Pre_Recruit","5","1","0","1",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"27",2009,"RKC",1,"Barlow_Cove","1",124,20,"Pre_Recruit","3","1","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"28",2009,"RKC",1,"Barlow_Cove","1",115,18,"Pre_Recruit","3","1","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"29",2009,"RKC",1,"Barlow_Cove","1",157,37,"Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"30",2009,"RKC",1,"Barlow_Cove","1",118,18,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"31",2009,"RKC",1,"Barlow_Cove","1",138,22,"Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"32",2009,"RKC",1,"Barlow_Cove","1",133,19,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"33",2009,"RKC",1,"Barlow_Cove","1",117,19,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"34",2009,"RKC",1,"Barlow_Cove","1",129,24,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"35",2009,"RKC",1,"Barlow_Cove","1",92,13,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"36",2009,"RKC",1,"Barlow_Cove","1",135,28,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"37",2009,"RKC",1,"Barlow_Cove","1",129,24,"Pre_Recruit","3","1","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"38",2009,"RKC",1,"Barlow_Cove","1",86,11,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"39",2009,"RKC",1,"Barlow_Cove","1",165,32,"Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"40",2009,"RKC",1,"Barlow_Cove","1",103,14,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"41",2009,"RKC",1,"Barlow_Cove","1",101,15,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"42",2009,"RKC",1,"Barlow_Cove","1",98,13,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"44",2009,"RKC",1,"Barlow_Cove","1",128,20,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"45",2009,"RKC",1,"Barlow_Cove","1",110,16,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"46",2009,"RKC",1,"Barlow_Cove","1",135,21,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"47",2009,"RKC",1,"Barlow_Cove","1",99,10,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"48",2009,"RKC",1,"Barlow_Cove","1",139,30,"Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"49",2009,"RKC",1,"Barlow_Cove","1",110,16,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"50",2009,"RKC",1,"Barlow_Cove","1",158,25,"Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"51",2009,"RKC",1,"Barlow_Cove","1",110,17,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"52",2009,"RKC",1,"Barlow_Cove","1",121,19,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"53",2009,"RKC",1,"Barlow_Cove","1",115,17,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"54",2009,"RKC",1,"Barlow_Cove","1",130,29,"Pre_Recruit","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"2"
"55",2009,"RKC",1,"Barlow_Cove","1",132,22,"Pre_Recruit","3","1","1","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"56",2009,"RKC",1,"Barlow_Cove","1",85,12,"Juvenile","3","0","0","0",58.33186667,-134.8779667,156,36,4.54535136708642,"1"
"57",2009,"RKC",1,"Barlow_Cove","1",135,18,"Pre_Recruit","3","0","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"1"
"58",2009,"RKC",1,"Barlow_Cove","1",116,22,"Pre_Recruit","4","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"59",2009,"RKC",1,"Barlow_Cove","1",138,30,"Post_Recruit","5","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"60",2009,"RKC",1,"Barlow_Cove","1",144,29,"Recruit","3","0","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"61",2009,"RKC",1,"Barlow_Cove","1",119,18,"Pre_Recruit","3","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"1"
"62",2009,"RKC",1,"Barlow_Cove","1",97,13,"Juvenile","3","0","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"1"
"63",2009,"RKC",1,"Barlow_Cove","1",128,22,"Pre_Recruit","5","1","0","1",58.33086667,-134.8879667,156,24,4.54535136708642,"1"
"64",2009,"RKC",1,"Barlow_Cove","1",104,18,"Juvenile","4","0","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"65",2009,"RKC",1,"Barlow_Cove","1",109,19,"Juvenile","3","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"66",2009,"RKC",1,"Barlow_Cove","1",134,28,"Pre_Recruit","5","1","0","1",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"68",2009,"RKC",1,"Barlow_Cove","1",141,28,"Post_Recruit","5","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"69",2009,"RKC",1,"Barlow_Cove","1",120,22,"Pre_Recruit","3","0","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"70",2009,"RKC",1,"Barlow_Cove","1",121,23,"Pre_Recruit","5","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"71",2009,"RKC",1,"Barlow_Cove","1",114,23,"Pre_Recruit","3","0","1","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"72",2009,"RKC",1,"Barlow_Cove","1",114,21,"Pre_Recruit","3","1","0","0",58.33086667,-134.8879667,156,24,4.54535136708642,"2"
"73",2009,"RKC",1,"Barlow_Cove","1",72,9,"Juvenile","4","1","0","1",58.33086667,-134.8879667,156,24,4.54535136708642,"1"
"74",2009,"RKC",1,"Barlow_Cove","1",150,34,"Post_Recruit","4","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"75",2009,"RKC",1,"Barlow_Cove","1",140,29,"Post_Recruit","5","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"76",2009,"RKC",1,"Barlow_Cove","1",138,26,"Recruit","3","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"77",2009,"RKC",1,"Barlow_Cove","1",122,23,"Pre_Recruit","3","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"78",2009,"RKC",1,"Barlow_Cove","1",138,31,"Post_Recruit","5","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"79",2009,"RKC",1,"Barlow_Cove","1",124,22,"Pre_Recruit","5","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"80",2009,"RKC",1,"Barlow_Cove","1",117,21,"Pre_Recruit","4","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"81",2009,"RKC",1,"Barlow_Cove","1",133,26,"Pre_Recruit","4","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"83",2009,"RKC",1,"Barlow_Cove","1",111,19,"Pre_Recruit","4","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"84",2009,"RKC",1,"Barlow_Cove","1",76,11,"Juvenile","4","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"1"
"85",2009,"RKC",1,"Barlow_Cove","1",119,24,"Pre_Recruit","5","0","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"86",2009,"RKC",1,"Barlow_Cove","1",119,23,"Pre_Recruit","4","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"87",2009,"RKC",1,"Barlow_Cove","1",111,20,"Pre_Recruit","5","1","0","1",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"88",2009,"RKC",1,"Barlow_Cove","1",137,30,"Pre_Recruit","4","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"2"
"89",2009,"RKC",1,"Barlow_Cove","1",101,14,"Juvenile","3","1","0","0",58.33331667,-134.8883333,156,31,4.54535136708642,"1"
"90",2009,"RKC",1,"Barlow_Cove","1",130,27,"Pre_Recruit","4","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"91",2009,"RKC",1,"Barlow_Cove","1",148,30,"Post_Recruit","5","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"92",2009,"RKC",1,"Barlow_Cove","1",125,23,"Pre_Recruit","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"93",2009,"RKC",1,"Barlow_Cove","1",126,24,"Pre_Recruit","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"95",2009,"RKC",1,"Barlow_Cove","1",138,29,"Post_Recruit","5","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"96",2009,"RKC",1,"Barlow_Cove","1",123,25,"Pre_Recruit","4","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"97",2009,"RKC",1,"Barlow_Cove","1",132,26,"Pre_Recruit","4","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"98",2009,"RKC",1,"Barlow_Cove","1",147,31,"Post_Recruit","5","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"99",2009,"RKC",1,"Barlow_Cove","1",138,29,"Post_Recruit","5","0","0","1",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"100",2009,"RKC",1,"Barlow_Cove","1",119,18,"Pre_Recruit","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"101",2009,"RKC",1,"Barlow_Cove","1",143,31,"Post_Recruit","5","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"103",2009,"RKC",1,"Barlow_Cove","1",112,22,"Pre_Recruit","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"104",2009,"RKC",1,"Barlow_Cove","1",103,14,"Juvenile","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"105",2009,"RKC",1,"Barlow_Cove","1",136,27,"Pre_Recruit","4","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"107",2009,"RKC",1,"Barlow_Cove","1",109,21,"Juvenile","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"109",2009,"RKC",1,"Barlow_Cove","1",113,19,"Pre_Recruit","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"110",2009,"RKC",1,"Barlow_Cove","1",99,13,"Juvenile","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"111",2009,"RKC",1,"Barlow_Cove","1",99,18,"Juvenile","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"112",2009,"RKC",1,"Barlow_Cove","1",145,33,"Post_Recruit","5","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"113",2009,"RKC",1,"Barlow_Cove","1",90,12,"Juvenile","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"114",2009,"RKC",1,"Barlow_Cove","1",127,24,"Pre_Recruit","4","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"2"
"115",2009,"RKC",1,"Barlow_Cove","1",92,13,"Juvenile","3","1","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"116",2009,"RKC",1,"Barlow_Cove","1",147,23,"Recruit","3","0","0","0",58.3411,-134.8926333,156,37,4.54535136708642,"1"
"117",2009,"RKC",1,"Barlow_Cove","1",154,30,"Recruit","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"119",2009,"RKC",1,"Barlow_Cove","1",145,33,"Recruit","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"120",2009,"RKC",1,"Barlow_Cove","1",141,31,"Post_Recruit","4","1","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"126",2009,"RKC",1,"Barlow_Cove","1",143,34,"Recruit","3","1","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"127",2009,"RKC",1,"Barlow_Cove","1",152,32,"Post_Recruit","4","1","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"131",2009,"RKC",1,"Barlow_Cove","1",153,33,"Post_Recruit","4","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"133",2009,"RKC",1,"Barlow_Cove","1",156,38,"Recruit","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"134",2009,"RKC",1,"Barlow_Cove","1",102,15,"Juvenile","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"137",2009,"RKC",1,"Barlow_Cove","1",98,14,"Juvenile","3","1","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"138",2009,"RKC",1,"Barlow_Cove","1",113,24,"Pre_Recruit","4","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"2"
"139",2009,"RKC",1,"Barlow_Cove","1",99,13,"Juvenile","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"140",2009,"RKC",1,"Barlow_Cove","1",115,13,"Pre_Recruit","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"141",2009,"RKC",1,"Barlow_Cove","1",99,13,"Juvenile","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"142",2009,"RKC",1,"Barlow_Cove","1",79,11,"Juvenile","3","0","0","0",58.35131667,-134.8712167,156,74,4.54535136708642,"1"
"145",2009,"RKC",1,"Barlow_Cove","1",145,30,"Post_Recruit","4","0","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"149",2009,"RKC",1,"Barlow_Cove","1",141,30,"Recruit","3","0","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"150",2009,"RKC",1,"Barlow_Cove","1",163,35,"Post_Recruit","5","0","0","1",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"153",2009,"RKC",1,"Barlow_Cove","1",157,35,"Post_Recruit","4","0","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"156",2009,"RKC",1,"Barlow_Cove","1",146,30,"Post_Recruit","4","0","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"158",2009,"RKC",1,"Barlow_Cove","1",144,34,"Post_Recruit","4","0","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"159",2009,"RKC",1,"Barlow_Cove","1",142,33,"Post_Recruit","4","1","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"160",2009,"RKC",1,"Barlow_Cove","1",153,36,"Post_Recruit","4","0","0","1",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"162",2009,"RKC",1,"Barlow_Cove","1",142,33,"Post_Recruit","4","1","0","0",58.35036667,-134.89715,156,56,4.54535136708642,"2"
"167",2009,"RKC",1,"Barlow_Cove","1",169,34,"Recruit","3","0","0","0",58.36008333,-134.89705,156,81,4.54535136708642,"2"
"168",2009,"RKC",1,"Barlow_Cove","1",159,34,"Recruit","3","0","0","0",58.36008333,-134.89705,156,81,4.54535136708642,"2"
"169",2009,"RKC",1,"Barlow_Cove","1",160,21,"Recruit","3","0","0","0",58.36008333,-134.89705,156,81,4.54535136708642,"1"
"170",2009,"RKC",1,"Barlow_Cove","1",170,33,"Post_Recruit","3","1","0","0",58.36008333,-134.89705,156,81,4.54535136708642,"2"
"175",2009,"RKC",1,"Barlow_Cove","1",159,37,"Recruit","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"178",2009,"RKC",1,"Barlow_Cove","1",92,12,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"179",2009,"RKC",1,"Barlow_Cove","1",154,28,"Recruit","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"180",2009,"RKC",1,"Barlow_Cove","1",89,12,"Juvenile","3","1","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"181",2009,"RKC",1,"Barlow_Cove","1",104,19,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"183",2009,"RKC",1,"Barlow_Cove","1",148,34,"Recruit","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"184",2009,"RKC",1,"Barlow_Cove","1",167,38,"Recruit","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"187",2009,"RKC",1,"Barlow_Cove","1",155,37,"Recruit","3","1","0","0",58.3648,-134.8998,156,87,4.54535136708642,"2"
"188",2009,"RKC",1,"Barlow_Cove","1",93,12,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"190",2009,"RKC",1,"Barlow_Cove","1",94,13,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"191",2009,"RKC",1,"Barlow_Cove","1",84,12,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"192",2009,"RKC",1,"Barlow_Cove","1",85,11,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"193",2009,"RKC",1,"Barlow_Cove","1",91,13,"Juvenile","3","1","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"194",2009,"RKC",1,"Barlow_Cove","1",87,12,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"195",2009,"RKC",1,"Barlow_Cove","1",84,11,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"196",2009,"RKC",1,"Barlow_Cove","1",96,13,"Juvenile","3","0","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"197",2009,"RKC",1,"Barlow_Cove","1",80,10,"Juvenile","3","1","0","0",58.3648,-134.8998,156,87,4.54535136708642,"1"
"204",2009,"RKC",1,"Barlow_Cove","1",172,39,"Post_Recruit","3","0","0","0",58.36471667,-134.8953333,156,86,4.54535136708642,"2"
"205",2009,"RKC",1,"Barlow_Cove","1",151,26,"Recruit","3","0","0","0",58.36471667,-134.8953333,156,86,4.54535136708642,"1"
"213",2009,"RKC",1,"Juneau","1",133,20,"Pre_Recruit","3","0","1","0",58.40046667,-134.7911167,157,62,4.32466658064358,"1"
"214",2009,"RKC",1,"Juneau","1",160,29,"Post_Recruit","4","0","0","0",58.40046667,-134.7911167,157,62,4.32466658064358,"2"
"215",2009,"RKC",1,"Juneau","1",153,36,"Post_Recruit","4","0","0","0",58.40046667,-134.7911167,157,62,4.32466658064358,"2"
"216",2009,"RKC",1,"Juneau","1",125,18,"Pre_Recruit","3","0","0","0",58.40046667,-134.7911167,157,62,4.32466658064358,"1"
"217",2009,"RKC",1,"Juneau","1",138,29,"Post_Recruit","4","0","0","0",58.40046667,-134.7911167,157,62,4.32466658064358,"2"
"218",2009,"RKC",1,"Juneau","1",88,12,"Juvenile","3","0","0","0",58.40046667,-134.7911167,157,62,4.32466658064358,"1"
"220",2009,"RKC",1,"Juneau","1",165,30,"Post_Recruit","4","0","0","0",58.40133333,-134.7896667,157,64,4.32466658064358,"2"
"222",2009,"RKC",1,"Juneau","1",145,26,"Recruit","3","1","1","1",58.40133333,-134.7896667,157,64,4.32466658064358,"2"
"224",2009,"RKC",1,"Juneau","1",151,35,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"225",2009,"RKC",1,"Juneau","1",169,39,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"226",2009,"RKC",1,"Juneau","1",155,38,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"227",2009,"RKC",1,"Juneau","1",160,25,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"1"
"228",2009,"RKC",1,"Juneau","1",175,33,"Post_Recruit","4","0","1","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"229",2009,"RKC",1,"Juneau","1",168,40,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"230",2009,"RKC",1,"Juneau","1",161,39,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"231",2009,"RKC",1,"Juneau","1",151,37,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"234",2009,"RKC",1,"Juneau","1",156,27,"Recruit","3","1","1","0",58.41036667,-134.7875333,157,54,4.32466658064358,"1"
"235",2009,"RKC",1,"Juneau","1",154,38,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"239",2009,"RKC",1,"Juneau","1",128,27,"Pre_Recruit","3","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"241",2009,"RKC",1,"Juneau","1",156,28,"Recruit","3","0","1","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"242",2009,"RKC",1,"Juneau","1",126,17,"Pre_Recruit","3","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"1"
"243",2009,"RKC",1,"Juneau","1",105,13,"Juvenile","3","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"1"
"246",2009,"RKC",1,"Juneau","1",158,29,"Post_Recruit","4","0","0","0",58.41036667,-134.7875333,157,54,4.32466658064358,"2"
"248",2009,"RKC",1,"Juneau","1",154,31,"Recruit","3","0","0","0",58.41321667,-134.7793333,157,51,4.32466658064358,"2"
"250",2009,"RKC",1,"Juneau","1",161,29,"Recruit","3","0","1","0",58.41321667,-134.7793333,157,51,4.32466658064358,"1"
"252",2009,"RKC",1,"Juneau","1",158,31,"Recruit","3","0","0","0",58.41321667,-134.7793333,157,51,4.32466658064358,"2"
"254",2009,"RKC",1,"Juneau","1",127,20,"Pre_Recruit","3","1","0","0",58.41321667,-134.7793333,157,51,4.32466658064358,"1"
"263",2009,"RKC",1,"Juneau","1",153,24,"Recruit","3","1","1","0",58.41988333,-134.79465,157,56,4.32466658064358,"1"
"264",2009,"RKC",1,"Juneau","1",96,14,"Juvenile","3","1","0","0",58.41988333,-134.79465,157,56,4.32466658064358,"1"
"265",2009,"RKC",1,"Juneau","1",167,34,"Post_Recruit","4","0","1","0",58.43218333,-134.7740667,157,44,4.32466658064358,"2"
"266",2009,"RKC",1,"Juneau","1",121,20,"Pre_Recruit","3","1","1","0",58.43218333,-134.7740667,157,44,4.32466658064358,"1"
"268",2009,"RKC",1,"Juneau","1",125,13,"Pre_Recruit","3","0","0","0",58.43218333,-134.7740667,157,44,4.32466658064358,"1"
"269",2009,"RKC",1,"Juneau","1",127,28,"Pre_Recruit","3","1","0","0",58.43218333,-134.7740667,157,44,4.32466658064358,"2"
"270",2009,"RKC",1,"Juneau","1",90,13,"Juvenile","3","0","0","0",58.43218333,-134.7740667,157,44,4.32466658064358,"1"
"271",2009,"RKC",1,"Juneau","1",136,32,"Pre_Recruit","4","0","0","0",58.43218333,-134.7740667,157,44,4.32466658064358,"2"
"272",2009,"RKC",1,"Juneau","1",137,25,"Pre_Recruit","3","0","1","0",58.43218333,-134.7740667,157,44,4.32466658064358,"2"
"273",2009,"RKC",1,"Juneau","1",98,15,"Juvenile","3","0","0","0",58.43218333,-134.7740667,157,44,4.32466658064358,"1"
"275",2009,"RKC",1,"Juneau","1",169,36,"Post_Recruit","4","0","0","0",58.43233333,-134.7936167,157,50,4.32466658064358,"2"
"278",2009,"RKC",1,"Juneau","1",127,24,"Pre_Recruit","3","1","0","0",58.44325,-134.8108833,157,66,4.32466658064358,"2"
"279",2009,"RKC",1,"Juneau","1",164,37,"Post_Recruit","4","0","0","0",58.44325,-134.8108833,157,66,4.32466658064358,"2"
"280",2009,"RKC",1,"Juneau","1",123,17,"Pre_Recruit","3","0","0","0",58.44325,-134.8108833,157,66,4.32466658064358,"1"
"281",2009,"RKC",1,"Juneau","1",175,31,"Post_Recruit","3","0","0","0",58.44325,-134.8108833,157,66,4.32466658064358,"1"
