"","Year","Survey","Leg","Site","Sex","CW","Chela.Ht","Recruit.Status","Shell.Condition","Leg.Condition","Bitter","Blackmat","Latitude","Longitude","Jul.Day","Depth","Temp","mat_stat"
"59497",2010,"RKC",2,"Deadman_Reach","1",133,30,"Pre_Recruit","5","1","0","0",57.5295,-135.5262,177,44,5.94007088679245,"2"
"59500",2010,"RKC",2,"Deadman_Reach","1",112,21,"Pre_Recruit","3","0","0","0",57.5295,-135.5262,177,44,5.94007088679245,"2"
"59502",2010,"RKC",2,"Deadman_Reach","1",119,25,"Pre_Recruit","5","1","0","0",57.519,-135.5303,177,32,5.94007088679245,"2"
"59506",2010,"RKC",2,"Deadman_Reach","1",133,31,"Pre_Recruit","5","1","0","0",57.5335,-135.5208,177,45,5.94007088679245,"2"
"59509",2010,"RKC",2,"Deadman_Reach","1",119,23,"Pre_Recruit","4","1","0","0",57.5335,-135.5208,177,45,5.94007088679245,"2"
"59511",2010,"RKC",2,"Deadman_Reach","1",89,12,"Juvenile","3","0","0","0",57.5335,-135.5208,177,45,5.94007088679245,"1"
"59518",2010,"RKC",2,"Deadman_Reach","1",124,25,"Pre_Recruit","4","0","0","0",57.5335,-135.5208,177,45,5.94007088679245,"2"
"59519",2010,"RKC",2,"Deadman_Reach","1",113,22,"Pre_Recruit","4","1","0","0",57.52783,-135.5225,177,43,5.94007088679245,"2"
"59524",2010,"RKC",2,"Deadman_Reach","1",128,28,"Pre_Recruit","3","1","0","0",57.52783,-135.5225,177,43,5.94007088679245,"2"
"59528",2010,"RKC",2,"Deadman_Reach","1",113,17,"Pre_Recruit","3","1","0","0",57.52767,-135.5155,177,43,5.94007088679245,"1"
"59529",2010,"RKC",2,"Deadman_Reach","1",117,35,"Pre_Recruit","3","0","0","0",57.52767,-135.5155,177,43,5.94007088679245,"2"
"59531",2010,"RKC",2,"Deadman_Reach","1",156,35,"Post_Recruit","5","0","0","0",57.52767,-135.5155,177,43,5.94007088679245,"2"
"59533",2010,"RKC",2,"Deadman_Reach","1",131,27,"Pre_Recruit","3","0","0","0",57.52767,-135.5155,177,43,5.94007088679245,"2"
"59535",2010,"RKC",2,"Deadman_Reach","1",128,26,"Pre_Recruit","5","0","0","0",57.52767,-135.5155,177,43,5.94007088679245,"2"
"59601",2010,"RKC",2,"Deadman_Reach","1",120,21,"Pre_Recruit","4","0","0","0",57.53833,-135.4955,177,45,5.94007088679245,"2"
"59602",2010,"RKC",2,"Deadman_Reach","1",130,28,"Pre_Recruit","4","0","0","0",57.53833,-135.4955,177,45,5.94007088679245,"2"
"59603",2010,"RKC",2,"Deadman_Reach","1",127,20,"Pre_Recruit","3","0","0","0",57.53833,-135.4955,177,45,5.94007088679245,"1"
"59652",2010,"RKC",2,"Deadman_Reach","1",122,28,"Pre_Recruit","3","0","0","0",57.5425,-135.5042,177,47,5.94007088679245,"2"
"59657",2010,"RKC",2,"Deadman_Reach","1",122,26,"Pre_Recruit","4","0","0","0",57.54417,-135.5035,177,48,5.94007088679245,"2"
"59660",2010,"RKC",2,"Deadman_Reach","1",123,24,"Pre_Recruit","3","0","0","0",57.54417,-135.5035,177,48,5.94007088679245,"2"
"59662",2010,"RKC",2,"Deadman_Reach","1",124,26,"Pre_Recruit","4","0","0","0",57.54417,-135.5035,177,48,5.94007088679245,"2"
"59663",2010,"RKC",2,"Deadman_Reach","1",123,23,"Pre_Recruit","3","0","0","0",57.54417,-135.5035,177,48,5.94007088679245,"2"
"59675",2010,"RKC",2,"Deadman_Reach","1",125,27,"Pre_Recruit","5","0","0","0",57.546,-135.4977,177,47,5.94007088679245,"2"
"59684",2010,"RKC",2,"Deadman_Reach","1",130,26,"Pre_Recruit","4","1","0","0",57.546,-135.4977,177,47,5.94007088679245,"2"
"59688",2010,"RKC",2,"Excursion_Inlet","1",130,17,"Pre_Recruit","3","1","0","0",58.46628,-135.472,182,67,5.85191633425414,"1"
"59689",2010,"RKC",2,"Excursion_Inlet","1",164,41,"Post_Recruit","4","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"2"
"59690",2010,"RKC",2,"Excursion_Inlet","1",77,12,"Juvenile","3","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"1"
"59691",2010,"RKC",2,"Excursion_Inlet","1",157,33,"Post_Recruit","4","1","0","0",58.46628,-135.472,182,67,5.85191633425414,"2"
"59692",2010,"RKC",2,"Excursion_Inlet","1",140,30,"Post_Recruit","4","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"2"
"59693",2010,"RKC",2,"Excursion_Inlet","1",161,37,"Recruit","3","1","0","0",58.46628,-135.472,182,67,5.85191633425414,"2"
"59694",2010,"RKC",2,"Excursion_Inlet","1",132,17,"Pre_Recruit","3","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"1"
"59695",2010,"RKC",2,"Excursion_Inlet","1",123,16,"Pre_Recruit","3","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"1"
"59696",2010,"RKC",2,"Excursion_Inlet","1",148,30,"Recruit","3","1","1","0",58.46628,-135.472,182,67,5.85191633425414,"2"
"59697",2010,"RKC",2,"Excursion_Inlet","1",111,15,"Pre_Recruit","3","0","0","0",58.46628,-135.472,182,67,5.85191633425414,"1"
"59701",2010,"RKC",2,"Excursion_Inlet","1",137,31,"Pre_Recruit","3","0","1","0",58.46063,-135.4707,182,101,5.85191633425414,"2"
"59702",2010,"RKC",2,"Excursion_Inlet","1",163,31,"Recruit","3","1","1","0",58.45373,-135.4662,182,73,5.85191633425414,"2"
"59704",2010,"RKC",2,"Excursion_Inlet","1",128,20,"Pre_Recruit","3","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"1"
"59705",2010,"RKC",2,"Excursion_Inlet","1",140,32,"Recruit","3","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"2"
"59706",2010,"RKC",2,"Excursion_Inlet","1",164,40,"Recruit","3","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"2"
"59707",2010,"RKC",2,"Excursion_Inlet","1",141,21,"Recruit","3","1","1","0",58.45373,-135.4662,182,73,5.85191633425414,"1"
"59708",2010,"RKC",2,"Excursion_Inlet","1",135,21,"Pre_Recruit","3","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"1"
"59709",2010,"RKC",2,"Excursion_Inlet","1",163,33,"Recruit","3","0","1","0",58.45373,-135.4662,182,73,5.85191633425414,"2"
"59710",2010,"RKC",2,"Excursion_Inlet","1",140,33,"Post_Recruit","4","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"2"
"59711",2010,"RKC",2,"Excursion_Inlet","1",129,21,"Pre_Recruit","3","0","0","0",58.45373,-135.4662,182,73,5.85191633425414,"1"
"59719",2010,"RKC",2,"Excursion_Inlet","1",155,36,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59720",2010,"RKC",2,"Excursion_Inlet","1",161,36,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59721",2010,"RKC",2,"Excursion_Inlet","1",141,31,"Post_Recruit","4","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59722",2010,"RKC",2,"Excursion_Inlet","1",164,34,"Recruit","3","0","1","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59723",2010,"RKC",2,"Excursion_Inlet","1",146,23,"Recruit","3","1","1","0",58.44605,-135.4708,182,72,5.85191633425414,"1"
"59724",2010,"RKC",2,"Excursion_Inlet","1",162,36,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59725",2010,"RKC",2,"Excursion_Inlet","1",149,32,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59726",2010,"RKC",2,"Excursion_Inlet","1",137,30,"Pre_Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59728",2010,"RKC",2,"Excursion_Inlet","1",138,22,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"1"
"59729",2010,"RKC",2,"Excursion_Inlet","1",139,31,"Recruit","3","0","0","0",58.44605,-135.4708,182,72,5.85191633425414,"2"
"59730",2010,"RKC",2,"Excursion_Inlet","1",136,28,"Pre_Recruit","3","1","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59731",2010,"RKC",2,"Excursion_Inlet","1",158,34,"Post_Recruit","4","0","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59734",2010,"RKC",2,"Excursion_Inlet","1",139,20,"Recruit","3","0","1","0",58.43865,-135.4618,182,69,5.85191633425414,"1"
"59735",2010,"RKC",2,"Excursion_Inlet","1",136,31,"Pre_Recruit","3","0","1","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59736",2010,"RKC",2,"Excursion_Inlet","1",138,31,"Post_Recruit","4","1","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59737",2010,"RKC",2,"Excursion_Inlet","1",128,28,"Pre_Recruit","4","0","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59738",2010,"RKC",2,"Excursion_Inlet","1",124,27,"Pre_Recruit","3","0","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59739",2010,"RKC",2,"Excursion_Inlet","1",134,30,"Pre_Recruit","4","1","0","0",58.43865,-135.4618,182,69,5.85191633425414,"2"
"59740",2010,"RKC",2,"Excursion_Inlet","1",121,18,"Pre_Recruit","3","1","0","0",58.43865,-135.4618,182,69,5.85191633425414,"1"
"59741",2010,"RKC",2,"Excursion_Inlet","1",136,32,"Pre_Recruit","4","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59742",2010,"RKC",2,"Excursion_Inlet","1",143,34,"Post_Recruit","4","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59743",2010,"RKC",2,"Excursion_Inlet","1",121,17,"Pre_Recruit","3","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"1"
"59744",2010,"RKC",2,"Excursion_Inlet","1",137,31,"Pre_Recruit","4","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59746",2010,"RKC",2,"Excursion_Inlet","1",133,28,"Pre_Recruit","4","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59747",2010,"RKC",2,"Excursion_Inlet","1",142,26,"Recruit","3","1","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59748",2010,"RKC",2,"Excursion_Inlet","1",124,18,"Pre_Recruit","3","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"1"
"59749",2010,"RKC",2,"Excursion_Inlet","1",139,32,"Post_Recruit","4","1","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59750",2010,"RKC",2,"Excursion_Inlet","1",128,26,"Pre_Recruit","3","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59751",2010,"RKC",2,"Excursion_Inlet","1",137,31,"Pre_Recruit","3","0","0","0",58.44097,-135.474,182,57,5.85191633425414,"2"
"59753",2010,"RKC",2,"Excursion_Inlet","1",131,22,"Pre_Recruit","3","0","0","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59754",2010,"RKC",2,"Excursion_Inlet","1",117,16,"Pre_Recruit","4","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59755",2010,"RKC",2,"Excursion_Inlet","1",132,20,"Pre_Recruit","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59756",2010,"RKC",2,"Excursion_Inlet","1",137,21,"Pre_Recruit","3","0","0","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59758",2010,"RKC",2,"Excursion_Inlet","1",149,35,"Post_Recruit","4","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59759",2010,"RKC",2,"Excursion_Inlet","1",136,32,"Pre_Recruit","4","1","0","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59760",2010,"RKC",2,"Excursion_Inlet","1",109,16,"Juvenile","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59761",2010,"RKC",2,"Excursion_Inlet","1",121,23,"Pre_Recruit","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59763",2010,"RKC",2,"Excursion_Inlet","1",139,34,"Post_Recruit","4","0","0","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59764",2010,"RKC",2,"Excursion_Inlet","1",150,30,"Recruit","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59765",2010,"RKC",2,"Excursion_Inlet","1",114,16,"Pre_Recruit","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59766",2010,"RKC",2,"Excursion_Inlet","1",125,26,"Pre_Recruit","4","1","0","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59767",2010,"RKC",2,"Excursion_Inlet","1",115,15,"Pre_Recruit","3","1","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59768",2010,"RKC",2,"Excursion_Inlet","1",157,25,"Recruit","3","0","1","0",58.4679,-135.5013,182,47,5.85191633425414,"1"
"59769",2010,"RKC",2,"Excursion_Inlet","1",131,29,"Pre_Recruit","4","0","0","1",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59770",2010,"RKC",2,"Excursion_Inlet","1",115,22,"Pre_Recruit","5","1","0","0",58.4679,-135.5013,182,47,5.85191633425414,"2"
"59783",2010,"RKC",2,"Excursion_Inlet","1",105,16,"Juvenile","3","0","0","0",58.45803,-135.4971,182,50,5.85191633425414,"1"
"59784",2010,"RKC",2,"Excursion_Inlet","1",119,17,"Pre_Recruit","3","0","0","0",58.45803,-135.4971,182,50,5.85191633425414,"1"
"59785",2010,"RKC",2,"Excursion_Inlet","1",136,23,"Pre_Recruit","3","0","0","0",58.45803,-135.4971,182,50,5.85191633425414,"1"
"59786",2010,"RKC",2,"Excursion_Inlet","1",128,24,"Pre_Recruit","3","0","1","0",58.45803,-135.4971,182,50,5.85191633425414,"2"
"59787",2010,"RKC",2,"Excursion_Inlet","1",101,15,"Juvenile","3","1","0","0",58.45803,-135.4971,182,50,5.85191633425414,"1"
"59815",2010,"RKC",2,"Excursion_Inlet","1",140,22,"Recruit","3","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"1"
"59818",2010,"RKC",2,"Excursion_Inlet","1",152,37,"Recruit","3","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59823",2010,"RKC",2,"Excursion_Inlet","1",140,22,"Recruit","3","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"1"
"59824",2010,"RKC",2,"Excursion_Inlet","1",151,34,"Recruit","3","1","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59825",2010,"RKC",2,"Excursion_Inlet","1",126,27,"Pre_Recruit","3","1","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59826",2010,"RKC",2,"Excursion_Inlet","1",132,28,"Pre_Recruit","4","1","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59827",2010,"RKC",2,"Excursion_Inlet","1",141,33,"Recruit","3","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59829",2010,"RKC",2,"Excursion_Inlet","1",146,31,"Post_Recruit","4","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59830",2010,"RKC",2,"Excursion_Inlet","1",135,28,"Pre_Recruit","4","0","0","0",58.42718,-135.4593,182,70,5.85191633425414,"2"
"59905",2010,"RKC",2,"Excursion_Inlet","1",115,18,"Pre_Recruit","3","1","0","0",58.3965,-135.4382,182,64,5.85191633425414,"1"
"59906",2010,"RKC",2,"Excursion_Inlet","1",125,20,"Pre_Recruit","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"1"
"59907",2010,"RKC",2,"Excursion_Inlet","1",119,16,"Pre_Recruit","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"1"
"59909",2010,"RKC",2,"Excursion_Inlet","1",130,25,"Pre_Recruit","4","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"2"
"59910",2010,"RKC",2,"Excursion_Inlet","1",112,15,"Pre_Recruit","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"1"
"59915",2010,"RKC",2,"Excursion_Inlet","1",121,21,"Pre_Recruit","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"2"
"59917",2010,"RKC",2,"Excursion_Inlet","1",129,21,"Pre_Recruit","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"1"
"59918",2010,"RKC",2,"Excursion_Inlet","1",99,13,"Juvenile","3","0","0","0",58.38967,-135.433,182,65,5.85191633425414,"1"
"59921",2010,"RKC",2,"Excursion_Inlet","1",131,22,"Pre_Recruit","3","0","0","0",58.38978,-135.4506,182,61,5.85191633425414,"1"
"59922",2010,"RKC",2,"Excursion_Inlet","1",105,19,"Juvenile","4","1","0","0",58.38978,-135.4506,182,61,5.85191633425414,"2"
"59924",2010,"RKC",2,"Excursion_Inlet","1",127,19,"Pre_Recruit","3","1","0","0",58.38978,-135.4506,182,61,5.85191633425414,"1"
"59926",2010,"RKC",2,"Excursion_Inlet","1",121,20,"Pre_Recruit","3","1","0","0",58.38978,-135.4506,182,61,5.85191633425414,"1"
"59927",2010,"RKC",2,"Excursion_Inlet","1",129,27,"Pre_Recruit","4","1","0","0",58.38978,-135.4506,182,61,5.85191633425414,"2"
"59928",2010,"RKC",2,"Excursion_Inlet","1",124,24,"Pre_Recruit","4","1","0","0",58.38558,-135.4491,182,57,5.85191633425414,"2"
"59929",2010,"RKC",2,"Excursion_Inlet","1",125,26,"Pre_Recruit","4","1","0","0",58.38558,-135.4491,182,57,5.85191633425414,"2"
"59949",2010,"RKC",2,"Excursion_Inlet","1",123,20,"Pre_Recruit","3","0","0","0",58.37567,-135.4375,182,60,5.85191633425414,"1"
"59950",2010,"RKC",2,"Excursion_Inlet","1",124,19,"Pre_Recruit","3","0","0","0",58.37567,-135.4375,182,60,5.85191633425414,"1"
"59951",2010,"RKC",2,"Excursion_Inlet","1",123,22,"Pre_Recruit","4","1","0","0",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59952",2010,"RKC",2,"Excursion_Inlet","1",115,24,"Pre_Recruit","4","0","0","0",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59953",2010,"RKC",2,"Excursion_Inlet","1",116,22,"Pre_Recruit","3","1","0","0",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59954",2010,"RKC",2,"Excursion_Inlet","1",126,27,"Pre_Recruit","3","0","0","0",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59956",2010,"RKC",2,"Excursion_Inlet","1",118,26,"Pre_Recruit","3","0","0","0",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59960",2010,"RKC",2,"Excursion_Inlet","1",127,27,"Pre_Recruit","5","1","0","1",58.37567,-135.4375,182,60,5.85191633425414,"2"
"59978",2010,"RKC",2,"Excursion_Inlet","1",115,15,"Pre_Recruit","3","0","0","0",58.37203,-135.4311,182,66,5.85191633425414,"1"
"59995",2010,"RKC",2,"Excursion_Inlet","1",113,16,"Pre_Recruit","3","0","0","0",58.37203,-135.4311,182,66,5.85191633425414,"1"
"59998",2010,"RKC",2,"Excursion_Inlet","1",122,19,"Pre_Recruit","3","1","0","0",58.37203,-135.4311,182,66,5.85191633425414,"1"
"60041",2010,"RKC",2,"Excursion_Inlet","1",117,23,"Pre_Recruit","4","0","0","0",58.36317,-135.4825,183,63,5.85191633425414,"2"
"60043",2010,"RKC",2,"Excursion_Inlet","1",111,22,"Pre_Recruit","5","1","0","0",58.36317,-135.4825,183,63,5.85191633425414,"2"
"60052",2010,"RKC",2,"Excursion_Inlet","1",117,21,"Pre_Recruit","5","1","0","0",58.36317,-135.4825,183,63,5.85191633425414,"2"
"60053",2010,"RKC",2,"Excursion_Inlet","1",107,21,"Juvenile","5","1","0","0",58.36317,-135.4825,183,63,5.85191633425414,"2"
"60054",2010,"RKC",2,"Excursion_Inlet","1",113,21,"Pre_Recruit","4","0","0","0",58.36317,-135.4825,183,63,5.85191633425414,"2"
"60057",2010,"RKC",2,"Excursion_Inlet","1",119,16,"Pre_Recruit","3","0","0","0",58.3615,-135.4815,183,65,5.85191633425414,"1"
"60089",2010,"RKC",2,"Excursion_Inlet","1",115,21,"Pre_Recruit","5","1","0","0",58.35717,-135.4882,183,55,5.85191633425414,"2"
"60092",2010,"RKC",2,"Excursion_Inlet","1",118,22,"Pre_Recruit","3","1","1","0",58.35567,-135.4942,183,37,5.85191633425414,"2"
"60093",2010,"RKC",2,"Excursion_Inlet","1",122,18,"Pre_Recruit","4","1","1","0",58.35567,-135.4942,183,37,5.85191633425414,"1"
"60100",2010,"RKC",2,"Excursion_Inlet","1",110,18,"Pre_Recruit","3","1","0","0",58.34033,-135.446,183,71,5.85191633425414,"1"
"60108",2010,"RKC",2,"Excursion_Inlet","1",109,16,"Juvenile","3","0","0","0",58.34033,-135.446,183,71,5.85191633425414,"1"
"60168",2010,"RKC",2,"Port_Frederick","1",137,28,"Pre_Recruit","3","0","1","0",57.99533,-135.744,180,33,5.94998471589487,"2"
"60169",2010,"RKC",2,"Port_Frederick","1",168,37,"Recruit","3","0","0","0",57.99533,-135.744,180,33,5.94998471589487,"2"
"60170",2010,"RKC",2,"Port_Frederick","1",147,26,"Recruit","3","0","1","0",57.99533,-135.744,180,33,5.94998471589487,"1"
"60171",2010,"RKC",2,"Port_Frederick","1",150,37,"Recruit","3","0","0","0",57.99533,-135.744,180,33,5.94998471589487,"2"
"60172",2010,"RKC",2,"Port_Frederick","1",152,23,"Recruit","3","1","1","0",57.99533,-135.744,180,33,5.94998471589487,"1"
"60173",2010,"RKC",2,"Port_Frederick","1",156,30,"Recruit","3","0","1","0",57.99533,-135.744,180,33,5.94998471589487,"2"
"60176",2010,"RKC",2,"Port_Frederick","1",152,27,"Recruit","3","1","1","0",57.99533,-135.744,180,33,5.94998471589487,"1"
"60177",2010,"RKC",2,"Port_Frederick","1",140,21,"Recruit","3","1","1","0",57.99533,-135.744,180,33,5.94998471589487,"1"
"60178",2010,"RKC",2,"Port_Frederick","1",131,21,"Pre_Recruit","3","1","0","0",57.99533,-135.744,180,33,5.94998471589487,"1"
"60184",2010,"RKC",2,"Port_Frederick","1",139,23,"Recruit","3","0","0","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60185",2010,"RKC",2,"Port_Frederick","1",126,21,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60186",2010,"RKC",2,"Port_Frederick","1",143,25,"Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60187",2010,"RKC",2,"Port_Frederick","1",134,28,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60188",2010,"RKC",2,"Port_Frederick","1",143,27,"Recruit","3","1","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60191",2010,"RKC",2,"Port_Frederick","1",149,19,"Recruit","3","1","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60192",2010,"RKC",2,"Port_Frederick","1",147,27,"Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60200",2010,"RKC",2,"Port_Frederick","1",149,28,"Recruit","3","1","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60201",2010,"RKC",2,"Port_Frederick","1",134,26,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60203",2010,"RKC",2,"Port_Frederick","1",146,27,"Recruit","3","1","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60204",2010,"RKC",2,"Port_Frederick","1",136,21,"Pre_Recruit","3","0","0","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60205",2010,"RKC",2,"Port_Frederick","1",136,19,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60206",2010,"RKC",2,"Port_Frederick","1",130,17,"Pre_Recruit","3","1","0","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60207",2010,"RKC",2,"Port_Frederick","1",129,23,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"2"
"60208",2010,"RKC",2,"Port_Frederick","1",134,18,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60210",2010,"RKC",2,"Port_Frederick","1",136,21,"Pre_Recruit","3","0","1","0",57.99667,-135.7268,180,25,5.94998471589487,"1"
"60226",2010,"RKC",2,"Port_Frederick","1",129,23,"Pre_Recruit","3","1","1","0",57.99283,-135.7215,180,25,5.94998471589487,"2"
"60227",2010,"RKC",2,"Port_Frederick","1",122,17,"Pre_Recruit","3","0","0","0",57.99283,-135.7215,180,25,5.94998471589487,"1"
"60229",2010,"RKC",2,"Port_Frederick","1",112,16,"Pre_Recruit","3","0","0","0",57.99283,-135.7215,180,25,5.94998471589487,"1"
"60230",2010,"RKC",2,"Port_Frederick","1",129,22,"Pre_Recruit","3","1","1","0",57.99283,-135.7215,180,25,5.94998471589487,"1"
"60231",2010,"RKC",2,"Port_Frederick","1",128,22,"Pre_Recruit","3","1","1","0",57.986,-135.7275,180,21,5.94998471589487,"1"
"60242",2010,"RKC",2,"Port_Frederick","1",132,22,"Pre_Recruit","3","0","1","0",57.986,-135.7275,180,21,5.94998471589487,"1"
"60245",2010,"RKC",2,"Port_Frederick","1",127,27,"Pre_Recruit","4","1","0","0",57.986,-135.7275,180,21,5.94998471589487,"2"
"60271",2010,"RKC",2,"Port_Frederick","1",124,17,"Pre_Recruit","3","0","0","0",57.9894,-135.701,180,51,5.94998471589487,"1"
"60277",2010,"RKC",2,"Port_Frederick","1",127,21,"Pre_Recruit","4","1","0","0",57.9894,-135.701,180,51,5.94998471589487,"1"
"60302",2010,"RKC",2,"Port_Frederick","1",126,17,"Pre_Recruit","3","0","1","0",57.96773,-135.6486,180,27,5.94998471589487,"1"
"60336",2010,"RKC",2,"Port_Frederick","1",128,18,"Pre_Recruit","3","0","1","0",57.96773,-135.6486,180,27,5.94998471589487,"1"
"60342",2010,"RKC",2,"Port_Frederick","1",122,16,"Pre_Recruit","3","0","0","0",57.99917,-135.6015,180,42,5.94998471589487,"1"
"60343",2010,"RKC",2,"Port_Frederick","1",110,18,"Pre_Recruit","3","1","1","0",57.99917,-135.6015,180,42,5.94998471589487,"1"
"60345",2010,"RKC",2,"Port_Frederick","1",125,21,"Pre_Recruit","3","1","1","0",57.99917,-135.6015,180,42,5.94998471589487,"1"
"60350",2010,"RKC",2,"Port_Frederick","1",131,22,"Pre_Recruit","3","1","1","0",57.9975,-135.596,180,34,5.94998471589487,"1"
"60352",2010,"RKC",2,"Port_Frederick","1",111,16,"Pre_Recruit","3","0","0","0",57.9975,-135.596,180,34,5.94998471589487,"1"
"60353",2010,"RKC",2,"Port_Frederick","1",129,28,"Pre_Recruit","4","0","0","0",57.9975,-135.596,180,34,5.94998471589487,"2"
"60360",2010,"RKC",2,"Port_Frederick","1",126,21,"Pre_Recruit","3","0","1","0",58.00767,-135.6092,180,58,5.94998471589487,"1"
"60379",2010,"RKC",2,"Port_Frederick","1",130,19,"Pre_Recruit","3","0","0","0",58.00767,-135.6092,180,58,5.94998471589487,"1"
"60383",2010,"RKC",2,"Port_Frederick","1",123,19,"Pre_Recruit","3","1","0","0",58.00767,-135.6092,180,58,5.94998471589487,"1"
"60385",2010,"RKC",2,"Port_Frederick","1",126,19,"Pre_Recruit","3","0","1","0",58.00767,-135.6092,180,58,5.94998471589487,"1"
"60387",2010,"RKC",2,"Port_Frederick","1",114,14,"Pre_Recruit","3","0","0","0",58.00767,-135.6092,180,58,5.94998471589487,"1"
