"Plot Title: 16"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10518885, SEN S/N: 10518885)","Coupler Detached (LGR S/N: 10518885)","Coupler Attached (LGR S/N: 10518885)","Host Connected (LGR S/N: 10518885)","Stopped (LGR S/N: 10518885)","End Of File (LGR S/N: 10518885)"
1,06/22/16 09:47:05 AM,20.627,,,,,
2,06/22/16 09:47:12 AM,,Logged,,,,
3,06/22/16 10:47:10 AM,21.604,,,,,
4,06/22/16 11:47:15 AM,22.202,,,,,
5,06/22/16 12:47:20 PM,18.652,,,,,
6,06/22/16 01:47:25 PM,21.246,,,,,
7,06/22/16 02:47:30 PM,6.509,,,,,
8,06/22/16 03:47:35 PM,6.509,,,,,
9,06/22/16 04:47:40 PM,6.509,,,,,
10,06/22/16 05:47:45 PM,6.535,,,,,
11,06/22/16 06:47:50 PM,6.585,,,,,
12,06/22/16 07:47:55 PM,6.611,,,,,
13,06/22/16 08:48:00 PM,6.636,,,,,
14,06/22/16 09:48:05 PM,6.737,,,,,
15,06/22/16 10:48:10 PM,6.788,,,,,
16,06/22/16 11:48:15 PM,6.535,,,,,
17,06/23/16 12:48:20 AM,6.636,,,,,
18,06/23/16 01:48:25 AM,6.560,,,,,
19,06/23/16 02:48:30 AM,6.585,,,,,
20,06/23/16 03:48:35 AM,6.585,,,,,
21,06/23/16 04:48:40 AM,6.611,,,,,
22,06/23/16 05:48:45 AM,6.636,,,,,
23,06/23/16 06:48:50 AM,6.712,,,,,
24,06/23/16 07:48:55 AM,6.687,,,,,
25,06/23/16 08:49:00 AM,6.661,,,,,
26,06/23/16 09:49:05 AM,15.772,,,,,
27,06/23/16 10:49:10 AM,15.748,,,,,
28,06/23/16 11:49:15 AM,15.294,,,,,
29,06/23/16 12:49:20 PM,16.225,,,,,
30,06/23/16 01:49:25 PM,15.963,,,,,
31,06/23/16 02:49:30 PM,16.106,,,,,
32,06/23/16 03:49:35 PM,6.763,,,,,
33,06/23/16 04:49:40 PM,6.509,,,,,
34,06/23/16 05:49:45 PM,6.433,,,,,
35,06/23/16 06:49:50 PM,6.458,,,,,
36,06/23/16 07:49:55 PM,6.458,,,,,
37,06/23/16 08:50:00 PM,6.484,,,,,
38,06/23/16 09:50:05 PM,6.484,,,,,
39,06/23/16 10:50:10 PM,6.484,,,,,
40,06/23/16 11:50:15 PM,6.484,,,,,
41,06/24/16 12:50:20 AM,6.484,,,,,
42,06/24/16 01:50:25 AM,6.484,,,,,
43,06/24/16 02:50:30 AM,6.357,,,,,
44,06/24/16 03:50:35 AM,6.331,,,,,
45,06/24/16 04:50:40 AM,6.484,,,,,
46,06/24/16 05:50:45 AM,6.458,,,,,
47,06/24/16 06:50:50 AM,6.484,,,,,
48,06/24/16 07:50:55 AM,6.484,,,,,
49,06/24/16 08:51:00 AM,6.458,,,,,
50,06/24/16 09:51:05 AM,6.433,,,,,
51,06/24/16 10:51:10 AM,6.484,,,,,
52,06/24/16 11:51:15 AM,11.175,,,,,
53,06/24/16 12:51:20 PM,13.233,,,,,
54,06/24/16 01:51:25 PM,13.088,,,,,
55,06/24/16 02:51:30 PM,6.509,,,,,
56,06/24/16 03:51:35 PM,6.484,,,,,
57,06/24/16 04:51:40 PM,6.484,,,,,
58,06/24/16 05:51:45 PM,6.484,,,,,
59,06/24/16 06:51:50 PM,6.484,,,,,
60,06/24/16 07:51:55 PM,6.509,,,,,
61,06/24/16 08:52:00 PM,6.509,,,,,
62,06/24/16 09:52:05 PM,6.509,,,,,
63,06/24/16 10:52:10 PM,6.560,,,,,
64,06/24/16 11:52:15 PM,6.560,,,,,
65,06/25/16 12:52:20 AM,6.535,,,,,
66,06/25/16 01:52:25 AM,6.509,,,,,
67,06/25/16 02:52:30 AM,6.484,,,,,
68,06/25/16 03:52:35 AM,6.484,,,,,
69,06/25/16 04:52:40 AM,6.484,,,,,
70,06/25/16 05:52:45 AM,6.484,,,,,
71,06/25/16 06:52:50 AM,6.484,,,,,
72,06/25/16 07:52:55 AM,6.509,,,,,
73,06/25/16 08:53:00 AM,6.560,,,,,
74,06/25/16 09:53:05 AM,12.122,,,,,
75,06/25/16 10:53:10 AM,12.606,,,,,
76,06/25/16 11:53:15 AM,12.050,,,,,
77,06/25/16 12:53:20 PM,12.823,,,,,
78,06/25/16 01:53:25 PM,12.727,,,,,
79,06/25/16 02:53:30 PM,13.016,,,,,
80,06/25/16 03:53:35 PM,5.719,,,,,
81,06/25/16 04:53:40 PM,5.719,,,,,
82,06/25/16 05:53:45 PM,5.719,,,,,
83,06/25/16 06:53:50 PM,5.693,,,,,
84,06/25/16 07:53:55 PM,5.668,,,,,
85,06/25/16 08:54:00 PM,5.719,,,,,
86,06/25/16 09:54:05 PM,5.719,,,,,
87,06/25/16 10:54:10 PM,5.719,,,,,
88,06/25/16 11:54:15 PM,5.719,,,,,
89,06/26/16 12:54:20 AM,5.745,,,,,
90,06/26/16 01:54:25 AM,5.796,,,,,
91,06/26/16 02:54:30 AM,5.693,,,,,
92,06/26/16 03:54:35 AM,5.719,,,,,
93,06/26/16 04:54:40 AM,5.693,,,,,
94,06/26/16 05:54:45 AM,5.719,,,,,
95,06/26/16 06:54:50 AM,5.719,,,,,
96,06/26/16 07:54:55 AM,5.719,,,,,
97,06/26/16 08:55:00 AM,5.668,,,,,
98,06/26/16 09:55:05 AM,5.668,,,,,
99,06/26/16 10:55:10 AM,12.558,,,,,
100,06/26/16 11:55:15 AM,12.485,,,,,
101,06/26/16 12:55:20 PM,12.992,,,,,
102,06/26/16 01:55:25 PM,14.002,,,,,
103,06/26/16 02:55:30 PM,6.331,,,,,
104,06/26/16 03:55:35 PM,6.331,,,,,
105,06/26/16 04:55:40 PM,6.357,,,,,
106,06/26/16 05:55:45 PM,6.331,,,,,
107,06/26/16 06:55:50 PM,6.357,,,,,
108,06/26/16 07:55:55 PM,6.433,,,,,
109,06/26/16 08:56:00 PM,6.408,,,,,
110,06/26/16 09:56:05 PM,6.433,,,,,
111,06/26/16 10:56:10 PM,6.408,,,,,
112,06/26/16 11:56:15 PM,6.408,,,,,
113,06/27/16 12:56:20 AM,6.382,,,,,
114,06/27/16 01:56:25 AM,6.357,,,,,
115,06/27/16 02:56:30 AM,6.357,,,,,
116,06/27/16 03:56:35 AM,6.357,,,,,
117,06/27/16 04:56:40 AM,6.357,,,,,
118,06/27/16 05:56:45 AM,6.382,,,,,
119,06/27/16 06:56:50 AM,6.382,,,,,
120,06/27/16 07:56:55 AM,6.382,,,,,
121,06/27/16 08:57:00 AM,15.796,,,,,
122,06/27/16 09:57:05 AM,13.185,,,,,
123,06/27/16 10:57:10 AM,13.016,,,,,
124,06/27/16 11:57:15 AM,13.978,,,,,
125,06/27/16 12:57:20 PM,14.170,,,,,
126,06/27/16 01:57:25 PM,14.122,,,,,
127,06/27/16 02:57:30 PM,18.533,,,,,
128,06/27/16 03:57:35 PM,6.585,,,,,
129,06/27/16 04:57:40 PM,6.661,,,,,
130,06/27/16 05:57:45 PM,6.560,,,,,
131,06/27/16 06:57:50 PM,6.611,,,,,
132,06/27/16 07:57:55 PM,6.611,,,,,
133,06/27/16 08:58:00 PM,6.611,,,,,
134,06/27/16 09:58:05 PM,6.585,,,,,
135,06/27/16 10:58:10 PM,6.560,,,,,
136,06/27/16 11:58:15 PM,6.560,,,,,
137,06/28/16 12:58:20 AM,6.560,,,,,
138,06/28/16 01:58:25 AM,6.560,,,,,
139,06/28/16 02:58:30 AM,6.535,,,,,
140,06/28/16 03:58:35 AM,6.560,,,,,
141,06/28/16 04:58:40 AM,6.661,,,,,
142,06/28/16 05:58:45 AM,6.611,,,,,
143,06/28/16 06:58:50 AM,6.611,,,,,
144,06/28/16 07:58:55 AM,6.661,,,,,
145,06/28/16 08:59:00 AM,6.585,,,,,
146,06/28/16 09:59:05 AM,6.585,,,,,
147,06/28/16 10:59:10 AM,15.772,,,,,
148,06/28/16 11:59:15 AM,14.361,,,,,
149,06/28/16 12:59:20 PM,14.242,,,,,
150,06/28/16 01:59:25 PM,6.940,,,,,
151,06/28/16 02:59:30 PM,6.813,,,,,
152,06/28/16 03:59:35 PM,6.813,,,,,
153,06/28/16 04:59:40 PM,6.813,,,,,
154,06/28/16 05:59:45 PM,6.839,,,,,
155,06/28/16 06:59:50 PM,6.813,,,,,
156,06/28/16 07:59:55 PM,6.813,,,,,
