DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
07/03/18	10:40:39 AM	20.698					
07/03/18	11:40:39 AM	18.129					
07/03/18	12:40:39 PM	21.127					
07/03/18	01:40:39 PM	6.382					
07/03/18	02:40:39 PM	6.382					
07/03/18	03:40:39 PM	6.000					
07/03/18	04:40:39 PM	6.281					
07/03/18	05:40:39 PM	6.306					
07/03/18	06:40:39 PM	6.458					
07/03/18	07:40:39 PM	6.179					
07/03/18	08:40:39 PM	6.535					
07/03/18	09:40:39 PM	7.242					
07/03/18	10:40:39 PM	7.343					
07/03/18	11:40:39 PM	7.116					
07/04/18	12:40:39 AM	6.357					
07/04/18	01:40:39 AM	6.051					
07/04/18	02:40:39 AM	6.026					
07/04/18	03:40:39 AM	5.872					
07/04/18	04:40:39 AM	5.949					
07/04/18	05:40:39 AM	6.306					
07/04/18	06:40:39 AM	6.306					
07/04/18	07:40:39 AM	6.331					
07/04/18	08:40:39 AM	14.697					
07/04/18	09:40:39 AM	14.529					
07/04/18	10:40:39 AM	14.673					
07/04/18	11:40:39 AM	14.936					
07/04/18	12:40:39 PM	16.272					
07/04/18	01:40:39 PM	16.725					
07/04/18	02:40:39 PM	16.296					
07/04/18	03:40:39 PM	24.605					
07/04/18	04:40:39 PM	5.719					
07/04/18	05:40:39 PM	5.719					
07/04/18	06:40:39 PM	5.949					
07/04/18	07:40:39 PM	6.128					
07/04/18	08:40:39 PM	6.128					
07/04/18	09:40:39 PM	5.796					
07/04/18	10:40:39 PM	5.796					
07/04/18	11:40:39 PM	5.821					
07/05/18	12:40:39 AM	5.668					
07/05/18	01:40:39 AM	5.616					
07/05/18	02:40:39 AM	5.591					
07/05/18	03:40:39 AM	5.514					
07/05/18	04:40:39 AM	5.514					
07/05/18	05:40:39 AM	5.591					
07/05/18	06:40:39 AM	5.898					
07/05/18	07:40:39 AM	6.179					
07/05/18	08:40:39 AM	6.204					
07/05/18	09:40:39 AM	5.796					
07/05/18	10:40:39 AM	5.693					
07/05/18	11:40:39 AM	5.668					
07/05/18	12:40:39 PM	19.460					
07/05/18	01:40:39 PM	5.154					
07/05/18	02:40:39 PM	5.154					
07/05/18	03:40:39 PM	5.179					
07/05/18	04:40:39 PM	5.128					
07/05/18	05:40:39 PM	5.128					
07/05/18	06:40:39 PM	5.154					
07/05/18	07:40:39 PM	5.154					
07/05/18	08:40:39 PM	5.154					
07/05/18	09:40:39 PM	5.154					
07/05/18	10:40:39 PM	5.154					
07/05/18	11:40:39 PM	5.179					
07/06/18	12:40:39 AM	5.179					
07/06/18	01:40:39 AM	5.154					
07/06/18	02:40:39 AM	5.154					
07/06/18	03:40:39 AM	5.154					
07/06/18	04:40:39 AM	5.154					
07/06/18	05:40:39 AM	5.154					
07/06/18	06:40:39 AM	5.128					
07/06/18	07:40:39 AM	5.154					
07/06/18	08:40:39 AM	14.601					
07/06/18	09:40:39 AM	14.601					
07/06/18	10:40:39 AM	15.031					
07/06/18	11:40:39 AM	15.485					
07/06/18	12:40:39 PM	15.557					
07/06/18	01:40:39 PM	16.344					
07/06/18	02:40:39 PM	16.558					
07/06/18	03:40:39 PM	21.891					
07/06/18	04:40:39 PM	4.688					
07/06/18	05:40:39 PM	4.688					
07/06/18	06:40:39 PM	4.740					
07/06/18	07:40:39 PM	4.740					
07/06/18	08:40:39 PM	4.792					
07/06/18	09:40:39 PM	4.766					
07/06/18	10:40:39 PM	4.766					
07/06/18	11:40:39 PM	4.714					
07/07/18	12:40:39 AM	4.714					
07/07/18	01:40:39 AM	4.740					
07/07/18	02:40:39 AM	4.714					
07/07/18	03:40:39 AM	4.714					
07/07/18	04:40:39 AM	4.662					
07/07/18	05:40:39 AM	4.662					
07/07/18	06:40:39 AM	4.688					
07/07/18	07:40:39 AM	4.714					
07/07/18	08:40:39 AM	4.740					
07/07/18	09:40:39 AM	4.766					
07/07/18	10:40:39 AM	4.818					
07/07/18	11:40:39 AM	15.676					
07/07/18	12:40:39 PM	17.082					
07/07/18	01:40:39 PM	19.341					
07/07/18	02:40:39 PM	5.745					
07/07/18	03:40:39 PM	5.668					
07/07/18	04:40:39 PM	5.719					
07/07/18	05:40:39 PM	5.719					
07/07/18	06:40:39 PM	5.668					
07/07/18	07:40:39 PM	5.693					
07/07/18	08:40:39 PM	5.565					
07/07/18	09:40:39 PM	5.668					
