Date Time	Temperature  (*C)
06/21/11 	10:09:59.0	20.05
06/21/11 	11:09:59.0	37.19
06/21/11 	12:09:59.0	24.77
06/21/11 	13:09:59.0	17.77
06/21/11 	14:09:59.0	19.40
06/21/11 	15:09:59.0	19.72
06/21/11 	16:09:59.0	19.07
06/21/11 	17:09:59.0	21.87
06/21/11 	18:09:59.0	23.38
06/21/11 	19:09:59.0	24.24
06/21/11 	20:09:59.0	24.24
06/21/11 	21:09:59.0	24.07
06/21/11 	22:09:59.0	23.55
06/21/11 	23:09:59.0	23.04
06/22/11 	00:09:59.0	22.54
06/22/11 	01:09:59.0	21.87
06/22/11 	02:09:59.0	21.19
06/22/11 	03:09:59.0	20.37
06/22/11 	04:09:59.0	19.72
06/22/11 	05:09:59.0	19.40
06/22/11 	06:09:59.0	19.23
06/22/11 	07:09:59.0	19.23
06/22/11 	08:09:59.0	19.89
06/22/11 	09:09:59.0	20.53
06/22/11 	10:09:59.0	22.87
06/22/11 	11:09:59.0	23.55
06/22/11 	12:09:59.0	20.53
06/22/11 	13:09:59.0	18.58
06/22/11 	14:09:59.0	18.58
06/22/11 	15:09:59.0	19.07
06/22/11 	16:09:59.0	24.24
06/22/11 	17:09:59.0	30.54
06/22/11 	18:09:59.0	27.95
06/22/11 	19:09:59.0	27.05
06/22/11 	20:09:59.0	27.05
06/22/11 	21:09:59.0	26.87
06/22/11 	22:09:59.0	25.47
06/22/11 	23:09:59.0	23.72
06/23/11 	00:09:59.0	22.03
06/23/11 	01:09:59.0	20.05
06/23/11 	02:09:59.0	19.07
06/23/11 	03:09:59.0	18.09
06/23/11 	04:09:59.0	17.45
06/23/11 	05:09:59.0	17.13
06/23/11 	06:09:59.0	16.97
06/23/11 	07:09:59.0	17.29
06/23/11 	08:09:59.0	18.26
06/23/11 	09:09:59.0	19.40
06/23/11 	10:09:59.0	20.37
06/23/11 	11:09:59.0	21.37
06/23/11 	12:09:59.0	22.20
06/23/11 	13:09:59.0	22.37
06/23/11 	14:09:59.0	23.38
06/23/11 	15:09:59.0	23.89
06/23/11 	16:09:59.0	25.12
06/23/11 	17:09:59.0	25.29
06/23/11 	18:09:59.0	25.29
06/23/11 	19:09:59.0	24.59
06/23/11 	20:09:59.0	24.07
06/23/11 	21:09:59.0	23.38
06/23/11 	22:09:59.0	22.87
06/23/11 	23:09:59.0	22.37
06/24/11 	00:09:59.0	22.03
06/24/11 	01:09:59.0	21.70
06/24/11 	02:09:59.0	21.37
06/24/11 	03:09:59.0	21.03
06/24/11 	04:09:59.0	20.70
06/24/11 	05:09:59.0	20.53
06/24/11 	06:09:59.0	20.37
06/24/11 	07:09:59.0	20.53
06/24/11 	08:09:59.0	21.03
06/24/11 	09:09:59.0	21.03
06/24/11 	10:09:59.0	21.03
06/24/11 	11:09:59.0	22.03
06/24/11 	12:09:59.0	22.71
06/24/11 	13:09:59.0	23.04
06/24/11 	14:09:59.0	23.89
06/24/11 	15:09:59.0	24.07
06/24/11 	16:09:59.0	24.07
06/24/11 	17:09:59.0	24.42
06/24/11 	18:09:59.0	24.42
06/24/11 	19:09:59.0	24.24
06/24/11 	20:09:59.0	24.07
06/24/11 	21:09:59.0	23.72
06/24/11	22:09:59.0	23.21
06/24/11 	23:09:59.0	22.37
06/25/11	00:09:59.0	21.03
06/25/11 	01:09:59.0	20.05
06/25/11 	02:09:59.0	20.05
06/25/11 	03:09:59.0	20.21
06/25/11 	04:09:59.0	20.21
06/25/11 	05:09:59.0	20.05
06/25/11 	06:09:59.0	20.05
06/25/11 	07:09:59.0	19.89
06/25/11 	08:09:59.0	20.05
06/25/11 	09:09:59.0	20.87
06/25/11 	10:09:59.0	20.87
06/25/11 	11:09:59.0	21.19
06/25/11 	12:09:59.0	21.70
06/25/11 	13:09:59.0	22.20
06/25/11 	14:09:59.0	22.87
06/25/11 	15:09:59.0	23.04
06/25/11 	16:09:59.0	23.38
06/25/11 	17:09:59.0	23.72
06/25/11 	18:09:59.0	23.38
06/25/11 	19:09:59.0	23.38
06/25/11 	20:09:59.0	22.87
06/25/11 	21:09:59.0	22.20
06/25/11 	22:09:59.0	21.87
06/25/11 	23:09:59.0	21.70
06/26/11 	00:09:59.0	21.53
06/26/11 	01:09:59.0	21.03
06/26/11 	02:09:59.0	20.70
06/26/11 	03:09:59.0	20.53
06/26/11 	04:09:59.0	20.37
06/26/11 	05:09:59.0	20.05
06/26/11 	06:09:59.0	20.05
06/26/11 	07:09:59.0	20.21
06/26/11 	08:09:59.0	21.03
06/26/11 	09:09:59.0	20.70
06/26/11 	10:09:59.0	20.87
06/26/11 	11:09:59.0	21.37
06/26/11 	12:09:59.0	21.87
06/26/11 	13:09:59.0	22.03
06/26/11 	14:09:59.0	22.03
06/26/11 	15:09:59.0	22.20
