Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	15.57240	0.0124173	-0.0697	-0.0694	6.957740	0.07365
2	15.57325	0.0121259	-0.0699	-0.0695	6.957684	0.07198
3	15.57410	0.0117910	-0.0668	-0.0664	6.957638	0.07007
4	15.57580	0.0114129	-0.0699	-0.0695	6.957476	0.06791
5	15.57776	0.0107961	-0.0668	-0.0665	6.957332	0.06441
6	15.57998	0.0105204	-0.0729	-0.0725	6.957067	0.06284
7	15.58109	0.0110131	-0.0698	-0.0694	6.956783	0.06563
8	15.58239	0.0114872	-0.0668	-0.0665	6.956473	0.06833
9	15.58331	0.0130128	-0.0638	-0.0635	6.955967	0.07704
10	15.58442	0.0151045	-0.0638	-0.0634	6.955291	0.08907
11	15.58553	0.0163872	-0.0638	-0.0634	6.954811	0.09649
12	15.58664	0.0164120	-0.0638	-0.0635	6.954639	0.09663
13	15.58742	0.0165922	-0.0669	-0.0665	6.954478	0.09768
14	15.58853	0.0160330	-0.0638	-0.0635	6.954450	0.09443
15	15.58971	0.0153405	-0.0699	-0.0695	6.954444	0.09042
16	15.59049	0.0149772	-0.0698	-0.0695	6.954416	0.08832
17	15.59141	0.0146140	-0.0699	-0.0696	6.954368	0.08623
18	15.59213	0.0144029	-0.0608	-0.0605	6.954313	0.08501
19	15.59304	0.0142074	-0.0669	-0.0666	6.954224	0.08388
20	15.59402	0.0153560	-0.0638	-0.0635	6.953797	0.09050
21	15.59474	0.0157566	-0.0699	-0.0696	6.953592	0.09282
22	15.59553	0.0155734	-0.0668	-0.0665	6.953520	0.09176
23	15.59611	0.0152318	-0.0639	-0.0635	6.953516	0.08978
24	15.59723	0.0149989	-0.0639	-0.0635	6.953407	0.08844
25	15.59801	0.0153125	-0.0608	-0.0605	6.953213	0.09025
26	15.59879	0.0149927	-0.0578	-0.0575	6.953175	0.08840
27	15.59938	0.0144867	-0.0669	-0.0666	6.953211	0.08548
28	15.60010	0.0146978	-0.0608	-0.0605	6.953052	0.08670
29	15.60023	0.0145084	-0.0608	-0.0605	6.953079	0.08560
30	15.60108	0.0140615	-0.0699	-0.0696	6.953061	0.08303
31	15.60154	0.4409463	-0.0212	-0.0210	6.833904	2.91660
32	15.57802	2.5895025	0.1037	0.1032	6.171604	19.71552
33	15.53682	2.7586715	0.2927	0.2911	6.122781	21.15667
34	15.48317	2.8074766	0.4602	0.4577	6.113055	21.59786
35	15.41465	2.8192220	0.6156	0.6123	6.116550	21.73490
36	15.35962	2.8086325	0.7193	0.7153	6.125706	21.67526
37	15.32245	2.8075610	0.7345	0.7305	6.129971	21.68659
38	15.30598	2.8075315	0.7254	0.7214	6.131720	21.69539
39	15.30132	2.7983652	0.7314	0.7273	6.135133	21.62005
40	15.29542	2.8038081	0.7619	0.7577	6.134023	21.66954
41	15.27547	2.8184406	0.8047	0.8003	6.131467	21.80500
42	15.25074	2.8231979	0.8350	0.8304	6.132560	21.85920
43	15.22946	2.8214064	0.8472	0.8425	6.135380	21.85574
44	15.21724	2.8227532	0.8351	0.8305	6.136241	21.87401
45	15.20632	2.8254117	0.7984	0.7940	6.136544	21.90276
46	15.19372	2.8342602	0.7467	0.7426	6.135042	21.98530
47	15.17809	2.8350210	0.7162	0.7123	6.136448	22.00054
48	15.16395	2.8356926	0.7375	0.7335	6.137726	22.01418
49	15.15833	2.8349915	0.7558	0.7517	6.138544	22.01132
50	15.15788	2.8331614	0.7681	0.7638	6.139179	21.99594
51	15.15801	2.8351044	0.7711	0.7669	6.138542	22.01247
52	15.15646	2.8345696	0.7528	0.7487	6.138877	22.00877
53	15.15407	2.8375531	0.7406	0.7365	6.138172	22.03560
54	15.15278	2.8398065	0.7436	0.7395	6.137585	22.05558
55	15.15356	2.8403178	0.7710	0.7668	6.137340	22.05951
56	15.15401	2.8397232	0.8015	0.7971	6.137483	22.05417
57	15.15446	2.8283032	0.8198	0.8153	6.141100	21.95634
58	15.15588	2.8214071	0.8168	0.8123	6.143162	21.89665
59	15.15853	2.8218876	0.7955	0.7911	6.142728	21.89929
60	15.16517	2.8323177	0.7680	0.7638	6.138679	21.98466
61	15.16840	2.8359184	0.7467	0.7426	6.137183	22.01361
62	15.16311	2.8378622	0.7650	0.7607	6.137119	22.03317
63	15.15285	2.8384271	0.7772	0.7729	6.138022	22.04375
64	15.14730	2.8354432	0.7925	0.7882	6.139566	22.02135
