Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	14.55570	0.0037583	0.0870	0.0865	7.114654	0.02565
2	14.55925	0.0043203	0.0900	0.0895	7.113967	0.02873
3	14.55062	0.0045056	0.0900	0.0895	7.115262	0.02976
4	14.55747	0.0040578	0.0869	0.0864	7.114306	0.02729
5	14.55709	0.0034989	0.0900	0.0895	7.114499	0.02423
6	14.56401	0.0032242	0.0899	0.0894	7.113490	0.02274
7	14.57207	0.0029618	0.0899	0.0894	7.112300	0.02133
8	14.57099	0.0026748	0.0869	0.0864	7.112535	0.01980
9	14.51119	0.0025298	0.0899	0.0894	7.121862	0.01903
10	14.44207	0.0024496	0.0869	0.0864	7.132651	0.01860
11	14.41507	0.0023570	0.0899	0.0894	7.136886	0.01811
12	14.38242	0.1657818	0.1112	0.1106	7.095963	1.06913
13	11.74056	2.6877540	0.6104	0.6070	6.572770	22.69549
14	10.27425	2.7544061	0.9756	0.9703	6.722631	24.26228
15	10.13812	2.7759923	0.9513	0.9461	6.730281	24.56345
16	10.11417	2.7961021	0.9848	0.9794	6.724830	24.77573
17	10.16473	2.7991883	0.9636	0.9583	6.717407	24.77131
18	10.14802	2.7925199	0.9879	0.9825	6.722206	24.71772
19	10.33729	2.8000502	0.9605	0.9552	6.696168	24.66241
20	10.23758	2.7969405	0.9697	0.9644	6.709509	24.69985
21	10.21074	2.8067739	0.9727	0.9673	6.708688	24.81378
22	10.17413	2.7994721	0.9879	0.9825	6.716149	24.76766
23	10.17954	2.8030926	0.9636	0.9583	6.713992	24.79924
24	10.13711	2.8076034	0.9879	0.9825	6.717261	24.87222
25	10.18286	2.8007970	0.9606	0.9553	6.714541	24.77462
26	10.16530	2.8131768	0.9850	0.9796	6.711533	24.90725
27	10.32208	2.8030736	0.9576	0.9523	6.696760	24.70204
28	10.22810	2.8173666	0.9880	0.9826	6.702206	24.90500
29	10.26730	2.8147640	0.9820	0.9766	6.698551	24.85287
30	10.27848	2.8245014	0.9637	0.9584	6.693186	24.93990
31	10.24880	2.8206159	0.9790	0.9736	6.698366	24.92245
32	10.23250	2.8322616	0.9637	0.9584	6.695516	25.04702
33	10.27780	2.8312217	0.9699	0.9646	6.690496	25.00572
34	10.30722	2.8375316	0.9730	0.9677	6.684361	25.04684
35	10.41018	2.8356644	0.9578	0.9525	6.672786	24.95806
36	10.47412	2.8368049	0.9761	0.9707	6.664670	24.92537
37	10.52159	2.8394379	0.9458	0.9406	6.657929	24.91844
38	10.62251	2.8300427	0.9702	0.9648	6.649710	24.75920
39	10.51909	2.8338867	0.9672	0.9619	6.660488	24.86649
40	10.55029	2.8213545	0.9733	0.9680	6.661859	24.72430
41	10.45410	2.8309350	0.9582	0.9530	6.669462	24.88223
42	10.51375	2.8270395	0.9644	0.9591	6.663915	24.80396
43	10.51818	2.8341244	0.9614	0.9561	6.660499	24.86941
44	10.56297	2.8359482	0.9675	0.9622	6.654412	24.85654
45	10.67021	2.8321150	0.9464	0.9412	6.643190	24.74689
46	10.61903	2.8315690	0.9830	0.9776	6.649506	24.77625
47	10.68961	2.8329999	0.9465	0.9413	6.640525	24.74230
48	10.60462	2.8269199	0.9862	0.9808	6.653108	24.74120
49	10.56712	2.8334882	0.9529	0.9476	6.654916	24.82998
50	10.59210	2.8263087	0.9743	0.9689	6.654851	24.74379
51	10.53199	2.8337856	0.9774	0.9721	6.658989	24.85673
52	10.63065	2.8332500	0.9654	0.9601	6.647441	24.78458
53	10.60952	2.8336185	0.9838	0.9784	6.649809	24.80245
54	10.68927	2.8340396	0.9626	0.9573	6.640146	24.75252
55	10.76444	2.8339082	0.9628	0.9575	6.631270	24.70054
56	10.75946	2.8316865	0.9689	0.9636	6.632754	24.68256
57	10.70919	2.8334334	0.9570	0.9517	6.638023	24.73324
58	10.65510	2.8299474	0.9754	0.9700	6.645865	24.73623
59	10.58658	2.8337257	0.9664	0.9611	6.652500	24.81905
60	10.54586	2.8343499	0.9574	0.9522	6.657104	24.85275
61	10.53153	2.8352176	0.9667	0.9614	6.658460	24.87088
62	10.53642	2.8358237	0.9699	0.9645	6.657630	24.87340
63	10.61425	2.8351752	0.9761	0.9708	6.648615	24.81425
64	10.71621	2.8348950	0.9490	0.9438	6.636599	24.74255
65	10.73592	2.8309562	0.9765	0.9711	6.635845	24.69140
66	10.66166	2.8343607	0.9492	0.9440	6.643300	24.77429
67	10.70576	2.8306655	0.9586	0.9533	6.639546	24.70894
68	10.64268	2.8326796	0.9861	0.9807	6.646240	24.77094
69	10.72655	2.8289254	0.9559	0.9506	6.637776	24.67822
70	10.52227	2.8288738	0.9956	0.9902	6.662149	24.81588
71	10.54750	2.8287489	0.9349	0.9298	6.659184	24.79756
72	10.34339	2.8225547	0.9868	0.9814	6.686178	24.87656
73	10.20798	2.8249353	0.9536	0.9484	6.701501	24.99253
74	10.10097	2.8179013	0.9842	0.9788	6.717355	24.99758
75	10.04661	2.8243077	0.9540	0.9487	6.721266	25.09777
76	10.00680	2.8173389	0.9633	0.9580	6.729008	25.05711
77	9.98455	2.8244745	0.9757	0.9703	6.728720	25.14244
78	10.19548	2.8260037	0.9363	0.9311	6.702567	25.01156
79	10.05537	2.8283913	0.9974	0.9919	6.718502	25.13165
80	10.23008	2.8312222	0.9276	0.9225	6.696237	25.03858
81	10.12367	2.8349480	1.0038	0.9983	6.707517	25.14841
