DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
07/12/17	09:30:40 AM	20.555					
07/12/17	10:30:40 AM	17.510					
07/12/17	11:30:40 AM	15.867					
07/12/17	12:30:40 PM	16.272					
07/12/17	01:30:40 PM	18.985					
07/12/17	02:30:40 PM	6.306					
07/12/17	03:30:40 PM	6.306					
07/12/17	04:30:40 PM	6.357					
07/12/17	05:30:40 PM	6.382					
07/12/17	06:30:40 PM	6.331					
07/12/17	07:30:40 PM	6.331					
07/12/17	08:30:40 PM	6.331					
07/12/17	09:30:40 PM	6.306					
07/12/17	10:30:40 PM	6.306					
07/12/17	11:30:40 PM	6.331					
07/13/17	12:30:40 AM	6.357					
07/13/17	01:30:40 AM	6.281					
07/13/17	02:30:40 AM	6.255					
07/13/17	03:30:40 AM	6.281					
07/13/17	04:30:40 AM	6.306					
07/13/17	05:30:40 AM	6.331					
07/13/17	06:30:40 AM	6.331					
07/13/17	07:30:40 AM	6.357					
07/13/17	08:30:40 AM	6.357					
07/13/17	09:30:40 AM	6.357					
07/13/17	10:30:40 AM	6.357					
07/13/17	11:30:40 AM	13.906					
07/13/17	12:30:40 PM	13.930					
07/13/17	01:30:40 PM	13.738					
07/13/17	02:30:40 PM	6.179					
07/13/17	03:30:40 PM	6.179					
07/13/17	04:30:40 PM	6.153					
07/13/17	05:30:40 PM	6.077					
07/13/17	06:30:40 PM	6.051					
07/13/17	07:30:40 PM	6.102					
07/13/17	08:30:40 PM	6.128					
07/13/17	09:30:40 PM	6.128					
07/13/17	10:30:40 PM	6.128					
07/13/17	11:30:40 PM	6.128					
07/14/17	12:30:40 AM	6.102					
07/14/17	01:30:40 AM	6.077					
07/14/17	02:30:40 AM	6.077					
07/14/17	03:30:40 AM	6.077					
07/14/17	04:30:40 AM	6.051					
07/14/17	05:30:40 AM	5.949					
07/14/17	06:30:40 AM	5.949					
07/14/17	07:30:40 AM	5.975					
07/14/17	08:30:40 AM	6.000					
07/14/17	09:30:40 AM	14.002					
07/14/17	10:30:40 AM	15.031					
07/14/17	11:30:40 AM	16.368					
07/14/17	12:30:40 PM	15.199					
07/14/17	01:30:40 PM	16.773					
07/14/17	02:30:40 PM	20.365					
07/14/17	03:30:40 PM	19.936					
07/14/17	04:30:40 PM	16.654					
07/14/17	05:30:40 PM	14.840					
07/14/17	06:30:40 PM	14.361					
07/14/17	07:30:40 PM	13.305					
07/14/17	08:30:40 PM	12.678					
07/14/17	09:30:40 PM	12.171					
07/14/17	10:30:40 PM	11.929					
07/14/17	11:30:40 PM	11.565					
07/15/17	12:30:40 AM	11.175					
07/15/17	01:30:40 AM	11.005					
07/15/17	02:30:40 AM	11.175					
07/15/17	03:30:40 AM	10.541					
07/15/17	04:30:40 AM	10.736					
07/15/17	05:30:40 AM	10.980					
07/15/17	06:30:40 AM	11.175					
07/15/17	07:30:40 AM	13.016					
07/15/17	08:30:40 AM	13.209					
07/15/17	09:30:40 AM	14.601					
07/15/17	10:30:40 AM	13.473					
07/15/17	11:30:40 AM	13.064					
07/15/17	12:30:40 PM	13.185					
07/15/17	01:30:40 PM	14.194					
07/15/17	02:30:40 PM	5.949					
07/15/17	03:30:40 PM	5.924					
07/15/17	04:30:40 PM	5.975					
07/15/17	05:30:40 PM	5.975					
07/15/17	06:30:40 PM	5.898					
07/15/17	07:30:40 PM	5.898					
07/15/17	08:30:40 PM	5.847					
07/15/17	09:30:40 PM	5.821					
07/15/17	10:30:40 PM	5.821					
07/15/17	11:30:40 PM	5.796					
07/16/17	12:30:40 AM	5.796					
07/16/17	01:30:40 AM	5.821					
07/16/17	02:30:40 AM	5.847					
07/16/17	03:30:40 AM	5.898					
07/16/17	04:30:40 AM	5.949					
07/16/17	05:30:40 AM	6.000					
07/16/17	06:30:40 AM	6.000					
07/16/17	07:30:40 AM	5.924					
07/16/17	08:30:40 AM	5.770					
07/16/17	09:30:40 AM	5.796					
07/16/17	10:30:40 AM	11.686					
07/16/17	11:30:40 AM	11.783					
07/16/17	12:30:40 PM	11.904					
07/16/17	01:30:40 PM	12.219					
07/16/17	02:30:40 PM	5.693					
07/16/17	03:30:40 PM	5.693					
07/16/17	04:30:40 PM	5.796					
07/16/17	05:30:40 PM	5.796					
07/16/17	06:30:40 PM	5.693					
07/16/17	07:30:40 PM	5.693					
07/16/17	08:30:40 PM	5.745					
07/16/17	09:30:40 PM	5.770					
07/16/17	10:30:40 PM	5.796					
07/16/17	11:30:40 PM	5.770					
07/17/17	12:30:40 AM	5.745					
07/17/17	01:30:40 AM	5.770					
07/17/17	02:30:40 AM	5.693					
07/17/17	03:30:40 AM	5.745					
07/17/17	04:30:40 AM	5.719					
07/17/17	05:30:40 AM	5.693					
07/17/17	06:30:40 AM	5.745					
07/17/17	07:30:40 AM	5.745					
07/17/17	08:30:40 AM	5.693					
07/17/17	09:30:40 AM	5.770					
07/17/17	10:30:40 AM	13.834					
07/17/17	11:30:40 AM	13.449					
07/17/17	12:30:40 PM	15.652					
07/17/17	01:30:40 PM	16.368					
07/17/17	02:30:40 PM	19.984					
07/17/17	03:30:40 PM	14.912					
07/17/17	04:30:40 PM	16.082					
