Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
29.47598	14.68441	0.8178
29.47656	14.68403	0.8209
29.47763	14.68301	0.8149
29.47843	14.68078	0.8179
29.48055	14.67760	0.8240
29.48389	14.67473	0.8240
29.48757	14.67352	0.8240
29.48792	14.67422	0.8301
29.48396	14.67588	0.8332
29.47877	14.67715	0.8362
29.47401	14.67785	0.8332
29.46878	14.67957	0.8333
29.46347	14.68256	0.8272
29.45995	14.68441	0.8332
29.45559	14.68536	0.8303
29.45185	14.68473	0.8273
29.45039	14.68263	0.8243
29.44955	14.68142	0.8243
29.44933	14.68008	0.8243
29.44999	14.67842	0.8274
29.45053	14.67530	0.8274
29.45130	14.67104	0.8214
29.45114	14.66652	0.8244
29.45030	14.66321	0.8184
29.45016	14.66022	0.8154
29.45222	14.65532	0.8215
29.45714	14.64781	0.8185
29.46126	14.64114	0.8185
29.46403	14.63592	0.8276
29.46505	14.63179	0.8367
29.46573	14.62810	0.8276
29.46725	14.62562	0.8307
29.46807	14.62454	0.8276
29.46776	14.62340	0.8398
29.46750	14.61971	0.8368
29.46712	14.61425	0.8368
29.46823	14.60923	0.8278
29.46853	14.60719	0.8278
29.46928	14.60745	0.8278
29.46921	14.60668	0.8248
29.46806	14.60503	0.8279
29.46689	14.60224	0.8278
29.46621	14.60027	0.8219
29.46582	14.60039	0.8189
29.46413	14.60224	0.8189
29.46201	14.60186	0.8281
29.46159	14.59760	0.8189
29.46352	14.59226	0.8160
29.46785	14.58934	0.8190
29.47254	14.58998	0.8190
29.47373	14.59322	0.8221
29.47076	14.59588	0.8252
29.46534	14.59582	0.8313
29.46337	14.59246	0.8313
29.46234	14.58909	0.8282
29.46233	14.58693	0.8313
29.46178	14.58579	0.8404
29.45949	14.58363	0.8344
29.45805	14.57995	0.8344
29.45983	14.57442	0.8314
29.46379	14.56757	0.8314
29.46730	14.56256	0.8285
29.46913	14.56052	0.8285
29.46946	14.55970	0.8284
29.47038	14.55849	0.8346
29.47065	14.55697	0.8316
29.47062	14.55539	0.8256
29.47080	14.55399	0.8225
29.47019	14.55278	0.8166
29.47016	14.55126	0.8196
29.47134	14.54847	0.8257
29.47403	14.54454	0.8227
29.47599	14.54080	0.8258
29.47750	14.53756	0.8288
29.47869	14.53484	0.8258
29.47935	14.53319	0.8258
29.47864	14.53249	0.8318
29.47667	14.53230	0.8319
29.47418	14.53186	0.8380
29.47194	14.53179	0.8350
29.47029	14.53072	0.8350
29.46936	14.52837	0.8351
29.47185	14.52431	0.8260
29.47533	14.52051	0.8351
29.47771	14.51861	0.8291
29.47676	14.52026	0.8291
29.47463	14.52266	0.8291
29.47297	14.52400	0.8352
29.46945	14.52507	0.8322
29.46633	14.52640	0.8261
29.46561	14.52736	0.8232
29.46602	14.52805	0.8262
29.46456	14.52951	0.8323
29.46256	14.53059	0.8323
29.46190	14.52907	0.8293
29.46368	14.52469	0.8294
29.46613	14.52070	0.8264
29.46761	14.51836	0.8294
29.46769	14.51747	0.8385
29.46594	14.51715	0.8355
29.46410	14.51740	0.8326
29.46305	14.51677	0.8416
29.46141	14.51576	0.8417
29.45961	14.51417	0.8326
29.46044	14.51107	0.8326
29.46322	14.50701	0.8296
29.46615	14.50315	0.8326
29.46658	14.50220	0.8388
29.46644	14.50239	0.8388
29.46417	14.50220	0.8328
29.46234	14.50144	0.8328
29.46138	14.50030	0.8328
