Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
0.00748	13.49268	-0.0065
0.00750	13.49243	-0.0095
0.00745	13.49268	-0.0125
0.00747	13.49219	-0.0034
0.00743	13.49176	-0.0065
0.00742	13.49132	-0.0095
0.00740	13.49102	-0.0126
0.00742	13.48966	-0.0095
0.00743	13.48732	-0.0095
0.00743	13.48621	-0.0097
0.00742	13.48548	-0.0035
0.00740	13.48369	-0.0065
0.00742	13.48135	-0.0035
0.00740	13.48024	-0.0035
0.00743	13.47932	-0.0036
0.00742	13.47803	-0.0127
0.00743	13.47741	-0.0035
0.00743	13.47587	-0.0035
0.00742	13.47446	-0.0036
0.00746	13.47378	-0.0066
0.00741	13.47360	-0.0096
0.00739	13.47372	-0.0037
0.00739	13.47390	-0.0036
0.00741	13.47409	-0.0036
0.00743	13.47440	-0.0066
0.00741	13.47427	-0.0066
0.00739	13.47470	-0.0036
0.00743	13.47501	-0.0005
0.00742	13.47600	-0.0036
0.00743	13.47698	-0.0036
0.00742	13.47809	-0.0036
0.00740	13.47926	-0.0072
0.00750	13.48080	-0.0036
0.00747	13.48166	-0.0065
0.00750	13.48221	-0.0096
0.00747	13.48283	-0.0037
0.00753	13.48277	-0.0037
0.00756	13.48258	-0.0038
0.00768	13.48227	-0.0069
0.00773	13.48141	-0.0067
0.00774	13.48123	-0.0036
0.00773	13.48080	-0.0067
0.00773	13.48037	-0.0066
0.00777	13.48043	-0.0067
0.00777	13.48000	-0.0066
0.00780	13.47969	-0.0066
0.00777	13.47987	-0.0006
0.00780	13.47950	-0.0036
0.00776	13.47870	-0.0037
0.00773	13.47772	-0.0036
0.00776	13.47717	0.0025
0.00774	13.47704	-0.0037
0.00773	13.47686	-0.0065
0.00776	13.47643	-0.0097
0.00776	13.47636	-0.0036
0.00776	13.47612	-0.0066
0.00780	13.47655	-0.0005
0.00776	13.47729	-0.0006
0.00776	13.47797	-0.0097
0.00780	13.47846	-0.0037
0.00776	13.47920	-0.0038
0.00774	13.47981	-0.0066
0.00773	13.47987	-0.0036
0.00774	13.47993	-0.0037
0.00777	13.47957	-0.0067
2.50553	13.47760	0.0205
9.72173	13.00231	0.1145
25.26657	11.89767	0.2478
26.17029	11.08000	0.3780
26.94775	10.47640	0.4871
27.41274	10.07311	0.5810
27.70219	9.82987	0.6931
27.87794	9.69720	0.7870
27.86711	9.61233	0.8598
28.05450	9.55523	0.8719
28.12761	9.57707	0.8628
28.11898	9.64397	0.8538
28.02721	9.69181	0.8567
27.97045	9.71906	0.8627
28.00767	9.71928	0.8750
28.08396	9.68580	0.8779
28.16844	9.63509	0.8779
28.22304	9.59270	0.8718
28.28642	9.54299	0.8688
28.36910	9.48909	0.8658
28.42619	9.44184	0.8537
28.45947	9.41070	0.8537
28.48276	9.39994	0.8568
28.50760	9.40148	0.8628
28.53089	9.40115	0.8688
28.53684	9.39751	0.8718
28.51423	9.39166	0.8719
28.51529	9.38454	0.8688
28.53263	9.37980	0.8779
28.55042	9.38272	0.8779
28.56891	9.39111	0.8687
28.57263	9.40120	0.8598
28.53931	9.40981	0.8567
28.48744	9.41329	0.8598
28.48112	9.41202	0.8568
28.49635	9.40396	0.8748
28.53203	9.39260	0.8870
28.58679	9.38719	0.8840
28.61874	9.40347	0.8809
28.60132	9.42731	0.8750
28.55603	9.42499	0.8598
28.52475	9.39971	0.8505
28.51997	9.37313	0.8477
28.52274	9.34970	0.8567
28.54697	9.33439	0.8688
28.58394	9.33736	0.8688
28.63072	9.35891	0.8688
28.62407	9.38377	0.8688
28.58766	9.38752	0.8537
28.53255	9.37241	0.8598
28.51862	9.35902	0.8688
28.52991	9.34750	0.8810
28.56775	9.35053	0.8901
28.65470	9.37291	0.8901
28.70687	9.40418	0.8840
28.69347	9.41141	0.8689
28.57430	9.40661	0.8568
28.50712	9.39795	0.8477
28.48790	9.39238	0.8597
28.51772	9.39618	0.8658
28.60027	9.41997	0.8658
28.64374	9.45222	0.8689
28.61425	9.46084	0.8658
28.50952	9.45935	0.8689
28.47771	9.45526	0.8719
28.48751	9.45200	0.8749
28.53926	9.45581	0.8780
28.58082	9.47261	0.8749
28.53859	9.49058	0.8660
28.48198	9.49700	0.8658
28.45106	9.49401	0.8659
28.47465	9.48815	0.8750
28.56806	9.48677	0.8719
28.64329	9.49600	0.8718
28.66036	9.50497	0.8690
28.64260	9.50873	0.8659
28.62154	9.51094	0.8719
28.66124	9.51260	0.8718
28.72013	9.51664	0.8751
28.75217	9.52157	0.8750
28.75362	9.52467	0.8629
28.72099	9.52804	0.8658
28.69081	9.53142	0.8598
28.71651	9.53363	0.8628
28.77742	9.53801	0.8628
28.80754	9.54510	0.8658
28.81441	9.55163	0.8658
28.79468	9.55795	0.8600
28.74915	9.56426	0.8628
28.73276	9.56848	0.8721
28.76527	9.57169	0.8780
28.82206	9.57762	0.8871
28.85144	9.58627	0.8812
28.85538	9.59325	0.8690
28.81517	9.59952	0.8569
28.74377	9.60729	0.8539
28.70557	9.61045	0.8660
28.71445	9.60790	0.8721
28.79365	9.60629	0.8812
28.84549	9.61544	0.8751
28.85123	9.63020	0.8781
28.79732	9.68613	0.8661
28.66231	9.76554	0.8661
28.57097	9.80588	0.8631
28.52564	9.83422	0.8692
28.57094	9.85749	0.8660
28.60956	9.88553	0.8690
28.61315	9.90459	0.8691
28.59280	9.91387	0.8722
28.55066	9.92572	0.8782
28.52810	9.93333	0.8752
28.55503	9.93272	0.8754
28.59229	9.93663	0.8723
28.59985	9.94872	0.8751
28.57347	9.95958	0.8632
28.52867	9.96422	0.8632
28.51241	9.96199	0.8724
28.53673	9.95745	0.8753
28.57989	9.95723	0.8785
28.60983	9.96344	0.8814
28.61627	9.97218	0.8814
28.60578	9.98013	0.8754
28.58084	9.98573	0.8694
28.55306	9.98932	0.8664
28.53974	9.99094	0.8633
28.54639	9.99206	0.8694
28.56172	9.99413	0.8725
28.58007	9.99850	0.8725
28.59574	10.00501	0.8815
28.60318	10.01162	0.8694
28.59795	10.01706	0.8663
28.57435	10.02216	0.8603
28.54491	10.02670	0.8573
28.53352	10.02855	0.8605
28.54617	10.02816	0.8634
28.57100	10.02906	0.8664
28.58676	10.03310	0.8666
28.58741	10.03876	0.8666
28.57905	10.04426	0.8726
28.57181	10.04936	0.8817
28.57458	10.05391	0.8817
28.58106	10.05829	0.8756
28.58039	10.06289	0.8788
28.56932	10.06738	0.8698
28.55289	10.07148	0.8728
28.54941	10.07417	0.8727
28.56378	10.07597	0.8698
28.57858	10.07855	0.8727
28.57881	10.08209	0.8669
28.56395	10.08569	0.8638
28.54193	10.08883	0.8576
28.53472	10.09001	0.8608
28.54892	10.08951	0.8667
28.56823	10.09057	0.8670
28.57786	10.09361	0.8699
28.57892	10.09726	0.8851
28.57819	10.10046	0.8790
28.57527	10.10378	0.8762
28.56649	10.10732	0.8760
28.55237	10.11108	0.8761
28.54774	10.11462	0.8700
28.55806	10.11754	0.8730
28.56839	10.12086	0.8671
28.56089	10.12390	0.8640
28.52093	10.12654	0.8641
28.47240	10.12688	0.8732
28.47476	10.11957	0.8793
28.53419	10.11007	0.8885
28.57421	10.10855	0.8914
28.57554	10.11108	0.8854
28.51732	10.14943	0.8794
28.40593	10.20280	0.8704
28.33926	10.22540	0.8673
28.30824	10.23955	0.8643
28.34345	10.25670	0.8643
28.36790	10.27515	0.8674
28.37783	10.28119	0.8734
28.36395	10.27950	0.8675
28.31387	10.28356	0.8614
28.27821	10.28463	0.8644
28.28867	10.27961	0.8706
28.32463	10.27667	0.8615
28.34320	10.28537	0.8706
28.33116	10.29610	0.8737
28.28343	10.29932	0.8737
28.26292	10.29548	0.8828
28.28947	10.28966	0.8888
28.34325	10.28757	0.8859
28.36217	10.29017	0.8858
28.33190	10.29553	0.8738
28.26175	10.30807	0.8739
28.21422	10.31915	0.8737
28.21189	10.31790	0.8739
28.27311	10.30762	0.8860
28.31020	10.30547	0.8738
28.32600	10.30310	0.8800
28.25952	10.31937	0.8680
28.18732	10.33503	0.8649
28.14774	10.33831	0.8588
28.16397	10.33152	0.8740
28.23914	10.30971	0.8832
28.29153	10.29542	0.8892
28.32702	10.27933	0.8893
28.29434	10.28797	0.8833
28.22626	10.30474	0.8743
28.19273	10.30615	0.8682
28.18347	10.30062	0.8529
28.21386	10.29435	0.8682
28.26338	10.29638	0.8744
28.28484	10.30135	0.8804
28.29420	10.29694	0.8774
28.26613	10.29316	0.8775
28.22824	10.29683	0.8805
28.20267	10.29994	0.8806
28.21092	10.30191	0.8775
28.24294	10.30434	0.8867
28.26523	10.31208	0.8867
28.26207	10.31915	0.8805
28.22776	10.31965	0.8808
28.19880	10.31722	0.8747
28.19059	10.31474	0.8718
28.20992	10.31225	0.8748
28.24302	10.31039	0.8868
28.26590	10.30926	0.8808
28.25718	10.31011	0.8778
28.22749	10.31316	0.8688
28.19938	10.31491	0.8627
28.18580	10.31383	0.8659
28.19309	10.31112	0.8719
28.21423	10.30875	0.8810
28.23692	10.30903	0.8841
28.25126	10.31118	0.8872
28.25450	10.31299	0.8902
28.23881	10.31542	0.8750
28.20960	10.31819	0.8722
28.18588	10.31852	0.8751
28.18280	10.31564	0.8782
28.19993	10.31135	0.8722
28.22124	10.30971	0.8782
28.23132	10.31090	0.8784
28.22233	10.31208	0.8783
28.20217	10.31208	0.8814
28.19408	10.31039	0.8844
28.20662	10.30745	0.8845
28.23288	10.30542	0.8815
28.24834	10.30581	0.8876
28.23668	10.30705	0.8846
28.20423	10.30903	0.8755
28.17730	10.30864	0.8726
28.17511	10.30485	0.8726
28.19013	10.29926	0.8787
28.21094	10.29621	0.8756
28.22754	10.29694	0.8878
28.24198	10.29757	0.8789
28.24500	10.29706	0.8818
28.21796	10.29898	0.8699
28.17878	10.30169	0.8728
28.15787	10.29999	0.8759
28.16790	10.29169	0.8790
28.20989	10.28221	0.8912
28.24405	10.27876	0.8881
28.26255	10.27526	0.8881
28.21389	10.28548	0.8821
28.15401	10.30073	0.8761
28.12412	10.30954	0.8822
28.12697	10.31429	0.8821
28.17046	10.31321	0.8883
28.19875	10.31570	0.8945
28.20776	10.31338	0.8914
28.17018	10.31429	0.8823
28.13031	10.31762	0.8763
28.11349	10.31943	0.8703
28.11862	10.32305	0.8764
28.13408	10.32615	0.8795
28.13860	10.33175	0.8766
28.13400	10.33689	0.8825
28.13027	10.33904	0.8856
28.13537	10.33938	0.8888
28.14596	10.33949	0.8828
28.14775	10.34017	0.8918
28.13177	10.34017	0.8920
28.11283	10.33944	0.8857
28.10572	10.33689	0.8798
28.11700	10.33254	0.8860
28.14021	10.32887	0.8859
28.15552	10.32745	0.8799
28.15002	10.32621	0.8799
28.13524	10.32497	0.8770
28.12599	10.32321	0.8709
28.12496	10.32107	0.8800
28.12477	10.31903	0.8709
28.11637	10.31728	0.8682
28.10720	10.31525	0.8832
28.11429	10.31112	0.8922
28.14349	10.30626	0.8983
28.18324	10.30474	0.9075
28.20198	10.30429	0.8955
28.18858	10.30739	0.8864
28.12876	10.32112	0.8773
28.08073	10.33051	0.8652
28.04885	10.33282	0.8622
28.05856	10.31643	0.8744
28.11449	10.27758	0.8805
28.17901	10.25585	0.8806
28.21986	10.24953	0.8927
28.20645	10.24767	0.8867
28.14105	10.25653	0.8775
28.10141	10.26319	0.8716
28.09205	10.26234	0.8747
28.12500	10.26251	0.8837
28.16532	10.26595	0.8838
28.18676	10.26155	0.8777
28.17921	10.25331	0.8840
28.13765	10.25303	0.8719
28.11087	10.25094	0.8809
28.11320	10.24818	0.8810
28.14103	10.24598	0.8871
28.16843	10.24925	0.8841
28.17812	10.25433	0.8841
