Date	Time	Temperature	(*C)
6/4/2007	15:04	4.2	
6/4/2007	16:04	4.2	
6/4/2007	17:04	4.2	
6/4/2007	18:04	4.2	
6/4/2007	19:04	4.36	
6/4/2007	20:04	4.2	
6/4/2007	21:04	4.04	
6/4/2007	22:04	4.04	
6/4/2007	23:04	4.04	
6/5/2007	0:04	4.04	
6/5/2007	1:04	3.89	
6/5/2007	2:04	3.73	
6/5/2007	3:04	3.73	
6/5/2007	4:04	3.73	
6/5/2007	5:04	3.73	
6/5/2007	6:04	4.04
6/5/2007	7:04	4.04
6/8/2007	17:04	4.2
6/8/2007	18:04	4.2
6/8/2007	19:04	4.2
6/8/2007	20:04	4.2
6/8/2007	21:04	4.2
6/8/2007	22:04	4.2
6/8/2007	23:04	4.2
6/9/2007	0:04	4.2
6/9/2007	1:04	4.2
6/9/2007	2:04	4.2
6/9/2007	3:04	4.2
6/9/2007	4:04	4.2
6/9/2007	5:04	4.2
6/9/2007	6:04	4.2
6/9/2007	7:04	4.2
6/9/2007	8:04	4.2
6/9/2007	9:04	4.2
6/9/2007	10:04	4.2
6/9/2007	11:04	4.2
6/9/2007	14:04	4.2
6/9/2007	15:04	4.2
6/9/2007	16:04	4.2
6/9/2007	17:04	4.2
6/9/2007	18:04	4.2
6/9/2007	19:04	4.2
6/9/2007	20:04	4.2
6/9/2007	21:04	4.2
6/9/2007	22:04	4.2
6/9/2007	23:04	4.2
6/10/2007	0:04	4.2
6/10/2007	1:04	4.2
6/10/2007	2:04	4.2
6/10/2007	3:04	4.2
6/10/2007	4:04	4.2
6/10/2007	5:04	4.2
6/10/2007	6:04	4.2
6/10/2007	7:04	4.2
6/10/2007	8:04	4.2
6/10/2007	18:04	4.83
6/10/2007	19:04	4.67
6/10/2007	20:04	4.52
6/10/2007	21:04	4.52
6/10/2007	22:04	4.52
6/10/2007	23:04	4.52
6/11/2007	0:04	4.67
6/11/2007	1:04	4.67
6/11/2007	2:04	4.67
6/11/2007	3:04	4.67
6/11/2007	4:04	4.67
6/11/2007	5:04	4.67
6/11/2007	6:04	4.67
6/11/2007	7:04	4.67
6/11/2007	8:04	4.67
6/11/2007	9:04	4.52
6/11/2007	10:04	4.52
6/11/2007	11:04	4.52
6/11/2007	12:04	4.67
6/11/2007	15:04	4.98
6/11/2007	16:04	5.14
6/11/2007	17:04	5.14
6/11/2007	18:04	5.14
6/11/2007	19:04	5.14
6/11/2007	20:04	5.3
6/11/2007	21:04	5.14
6/11/2007	22:04	4.98
6/11/2007	23:04	5.14
6/12/2007	0:04	4.98
6/12/2007	1:04	4.98
6/12/2007	2:04	4.83
6/12/2007	3:04	4.98
6/12/2007	4:04	4.98
6/12/2007	5:04	4.98
6/12/2007	6:04	4.98
6/12/2007	7:04	5.14
