Date Time	Temperature  (*C)
06/04/07 	14:21:52.0	23.88
06/04/07 	15:21:52.0	18.34
06/04/07 	16:21:52.0	21.06
06/04/07 	17:21:52.0	25.82
06/04/07 	18:21:52.0	17.45
06/04/07 	19:21:52.0	15.38
06/04/07 	20:21:52.0	13.36
06/04/07 	21:21:52.0	10.47
06/04/07 	22:21:52.0	10.18
06/04/07 	23:21:52.0	9.32
06/05/07 	00:21:52.0	9.32
06/05/07 	01:21:52.0	8.74
06/05/07 	02:21:52.0	8.74
06/05/07 	03:21:52.0	7.88
06/05/07 	04:21:52.0	7.59
06/05/07 	05:21:52.0	7.88
06/05/07 	06:21:52.0	8.46
06/05/07 	07:21:52.0	9.03
06/05/07 	08:21:52.0	9.89
06/05/07 	09:21:52.0	11.05
06/05/07 	10:21:52.0	14.22
06/05/07 	11:21:52.0	16.26
06/05/07 	12:21:52.0	18.34
06/05/07 	13:21:52.0	18.64
06/05/07 	14:21:52.0	18.34
06/05/07 	15:21:52.0	18.94
06/05/07 	16:21:52.0	21.37
06/05/07 	17:21:52.0	21.06
06/05/07 	18:21:52.0	21.68
06/05/07 	19:21:52.0	18.94
06/05/07 	20:21:52.0	17.75
06/05/07 	21:21:52.0	15.09
06/05/07 	22:21:52.0	13.64
06/05/07 	23:21:52.0	12.49
06/06/07 	00:21:52.0	11.63
06/06/07 	01:21:52.0	11.34
06/06/07 	02:21:52.0	11.63
06/06/07 	03:21:52.0	11.34
06/06/07 	04:21:52.0	11.05
06/06/07 	05:21:52.0	11.05
06/06/07 	06:21:52.0	11.34
06/06/07 	07:21:52.0	11.63
06/06/07 	08:21:52.0	11.91
06/06/07 	09:21:52.0	11.63
06/06/07 	10:21:52.0	12.78
06/06/07 	11:21:52.0	13.93
06/06/07 	12:21:52.0	14.51
06/06/07 	13:21:52.0	13.64
06/06/07 	14:21:52.0	12.78
06/06/07 	15:21:52.0	12.49
06/06/07 	16:21:52.0	12.20
06/06/07 	17:21:52.0	11.91
06/06/07 	18:21:52.0	11.05
06/06/07 	19:21:52.0	11.05
06/06/07 	20:21:52.0	10.47
06/06/07 	21:21:52.0	9.89
06/06/07 	22:21:52.0	9.32
06/06/07 	23:21:52.0	9.03
06/07/07 	00:21:52.0	9.03
