Date Time	Temperature  (*C)
06/04/07 	13:11:14.0	22.23
06/04/07 	14:11:14.0	18.32
06/04/07 	15:11:14.0	18.32
06/04/07 	16:11:14.0	4.04
06/04/07 	17:11:14.0	4.04
06/04/07 	18:11:14.0	4.04
06/04/07 	19:11:14.0	4.04
06/04/07 	20:11:14.0	4.04
06/04/07 	21:11:14.0	3.57
06/04/07 	22:11:14.0	3.57
06/04/07 	23:11:14.0	4.19
06/05/07 	00:11:14.0	4.19
06/05/07 	01:11:14.0	4.19
06/05/07 	02:11:14.0	4.04
06/05/07 	03:11:14.0	4.04
06/05/07 	04:11:14.0	3.88
06/05/07	05:11:14.0	3.88
06/05/07 	06:11:14.0	3.88
06/05/07 	07:11:14.0	4.04
06/05/07 	08:11:14.0	4.04
06/05/07 	09:11:14.0	3.88
06/05/07 	10:11:14.0	3.88
06/05/07 	11:11:14.0	13.90
06/05/07 	12:11:14.0	12.36
06/05/07 	13:11:14.0	10.82
06/05/07 	14:11:14.0	11.59
06/05/07 	15:11:14.0	16.72
06/05/07 	16:11:14.0	3.73
06/05/07 	17:11:14.0	3.73
06/05/07 	18:11:14.0	3.73
06/05/07 	19:11:14.0	3.73
06/05/07 	20:11:14.0	3.73
06/05/07 	21:11:14.0	3.73
06/05/07 	22:11:14.0	3.73
06/05/07 	23:11:14.0	3.73
06/06/07 	00:11:14.0	3.73
06/06/07 	01:11:14.0	3.73
06/06/07 	02:11:14.0	3.73
06/06/07 	03:11:14.0	3.73
06/06/07 	04:11:14.0	3.73
06/06/07 	05:11:14.0	3.73
06/06/07 	06:11:14.0	3.73
06/06/07 	07:11:14.0	3.73
06/06/07 	08:11:14.0	3.73
06/06/07 	09:11:14.0	3.73
06/06/07 	10:11:14.0	8.82
06/06/07 	11:11:14.0	10.98
06/06/07 	12:11:14.0	11.43
06/06/07 	13:11:14.0	10.98
06/06/07 	14:11:14.0	11.28
06/06/07 	15:11:14.0	11.13
06/06/07 	16:11:14.0	4.04
06/06/07 	17:11:14.0	4.04
06/06/07 	18:11:14.0	4.04
06/06/07 	19:11:14.0	4.04
06/06/07 	20:11:14.0	4.04
06/06/07 	21:11:14.0	4.04
06/06/07 	22:11:14.0	4.04
06/06/07 	23:11:14.0	4.04
06/07/07 	00:11:14.0	4.04
06/07/07 	01:11:14.0	4.04
06/07/07 	02:11:14.0	4.04
06/07/07 	03:11:14.0	4.04
06/07/07 	04:11:14.0	4.04
06/07/07 	05:11:14.0	4.04
06/07/07 	06:11:14.0	4.04
06/07/07 	07:11:14.0	4.04
06/07/07 	08:11:14.0	4.04
06/07/07 	09:11:14.0	4.04
06/07/07 	10:11:14.0	4.04
06/07/07 	11:11:14.0	9.89
06/07/07 	12:11:14.0	8.21
06/07/07 	13:11:14.0	8.51
06/07/07 	14:11:14.0	8.97
06/07/07 	15:11:14.0	4.04
06/07/07 	16:11:14.0	4.04
06/07/07 	17:11:14.0	4.04
06/07/07 	18:11:14.0	4.04
06/07/07 	19:11:14.0	4.04
06/07/07 	20:11:14.0	4.04
06/07/07 	21:11:14.0	4.04
06/07/07 	22:11:14.0	4.04
06/07/07 	23:11:14.0	4.04
06/08/07 	00:11:14.0	4.04
06/08/07 	01:11:14.0	4.04
06/08/07 	02:11:14.0	4.04
06/08/07 	03:11:14.0	4.04
06/08/07 	04:11:14.0	4.04
06/08/07 	05:11:14.0	4.04
06/08/07 	06:11:14.0	4.04
06/08/07 	07:11:14.0	4.04
06/08/07 	08:11:14.0	4.04
06/08/07 	09:11:14.0	4.04
