Date	Time	Temperature	(*C)
6/4/2007	16:12	3.46	
6/4/2007	17:12	3.46	
6/4/2007	18:12	3.46	
6/4/2007	19:12	3.29	
6/4/2007	20:12	3.29	
6/4/2007	21:12	3.14	
6/4/2007	22:12	3.29	
6/4/2007	23:12	3.29	
6/5/2007	0:12	3.29	
6/5/2007	1:12	3.29	
6/5/2007	2:12	3.29	
6/5/2007	3:12	3.29	
6/5/2007	4:12	3.29	
6/5/2007	5:12	3.46	
6/5/2007	6:12	3.46	
6/5/2007	7:12	3.46
6/5/2007	8:12	3.46
6/5/2007	9:12	3.46
6/5/2007	10:12	3.46
6/5/2007	16:12	3.77
6/5/2007	17:12	3.77
6/5/2007	18:12	3.77
6/5/2007	19:12	3.77
6/5/2007	20:12	3.77
6/5/2007	21:12	3.77
6/5/2007	22:12	3.77
6/5/2007	23:12	3.77
6/6/2007	0:12	3.77
6/6/2007	1:12	3.77
6/6/2007	2:12	3.77
6/6/2007	3:12	3.77
6/6/2007	4:12	3.77
6/6/2007	5:12	3.77
6/6/2007	6:12	3.77
6/6/2007	7:12	3.77
6/6/2007	8:12	3.77
6/6/2007	9:12	3.77
6/6/2007	10:12	3.77
6/6/2007	16:12	3.93
6/6/2007	17:12	3.93
6/6/2007	18:12	3.93
6/6/2007	19:12	3.93
6/6/2007	20:12	3.93
6/6/2007	21:12	3.93
6/6/2007	22:12	3.93
6/6/2007	23:12	3.93
6/7/2007	0:12	3.93
6/7/2007	1:12	3.93
6/7/2007	2:12	3.93
6/7/2007	3:12	3.93
6/7/2007	4:12	3.93
6/7/2007	5:12	3.93
6/7/2007	6:12	3.93
6/7/2007	7:12	3.93
6/7/2007	8:12	3.93
6/7/2007	9:12	3.93
6/7/2007	16:12	3.93
6/7/2007	17:12	4.08
6/7/2007	18:12	3.93
6/7/2007	19:12	3.93
6/7/2007	20:12	3.93
6/7/2007	21:12	3.93
6/7/2007	22:12	3.93
6/7/2007	23:12	3.93
6/8/2007	0:12	3.93
6/8/2007	1:12	4.08
6/8/2007	2:12	4.08
6/8/2007	3:12	3.93
6/8/2007	4:12	3.93
6/8/2007	5:12	3.93
6/8/2007	6:12	3.93
6/8/2007	7:12	3.93
6/8/2007	8:12	3.93
6/8/2007	9:12	3.93
6/8/2007	15:12	4.24
6/8/2007	16:12	4.08
6/8/2007	17:12	4.08
6/8/2007	18:12	4.24
6/8/2007	19:12	4.08
6/8/2007	20:12	4.24
6/8/2007	21:12	4.08
6/8/2007	22:12	4.08
6/8/2007	23:12	4.08
6/9/2007	0:12	4.24
6/9/2007	1:12	4.39
6/9/2007	2:12	4.39
6/9/2007	3:12	4.08
6/9/2007	4:12	4.08
6/9/2007	5:12	4.24
6/9/2007	6:12	4.24
6/9/2007	7:12	4.24
6/9/2007	8:12	4.24
6/9/2007	9:12	4.08
6/9/2007	16:12	4.08
6/9/2007	17:12	4.08
6/9/2007	18:12	4.08
6/9/2007	19:12	4.24
6/9/2007	20:12	4.24
6/9/2007	21:12	4.08
6/9/2007	22:12	4.08
6/9/2007	23:12	4.24
6/10/2007	0:12	4.24
6/10/2007	1:12	4.24
6/10/2007	2:12	4.24
6/10/2007	3:12	4.24
6/10/2007	4:12	4.24
6/10/2007	5:12	4.24
6/10/2007	6:12	4.24
6/10/2007	7:12	4.24
6/10/2007	8:12	4.24
6/10/2007	9:12	4.24
6/10/2007	10:12	4.24
6/10/2007	16:12	4.08
6/10/2007	17:12	4.08
6/10/2007	18:12	4.08
6/10/2007	19:12	4.24
6/10/2007	20:12	4.24
6/10/2007	21:12	4.08
6/10/2007	22:12	4.08
6/10/2007	23:12	4.08
6/11/2007	0:12	4.08
6/11/2007	1:12	4.08
6/11/2007	2:12	4.24
6/11/2007	3:12	4.08
6/11/2007	4:12	4.08
6/11/2007	5:12	4.24
6/11/2007	6:12	4.24
6/11/2007	7:12	4.24
6/11/2007	8:12	4.24
6/11/2007	9:12	4.24
6/11/2007	16:12	4.39
6/11/2007	17:12	4.39
6/11/2007	18:12	4.39
6/11/2007	19:12	4.39
6/11/2007	20:12	4.39
6/11/2007	21:12	4.56
6/11/2007	22:12	4.56
6/11/2007	23:12	4.39
6/12/2007	0:12	4.24
6/12/2007	1:12	4.24
6/12/2007	2:12	4.24
6/12/2007	3:12	4.24
6/12/2007	4:12	4.24
6/12/2007	5:12	4.24
6/12/2007	6:12	4.39
6/12/2007	7:12	4.39
6/12/2007	8:12	4.56
6/12/2007	9:12	4.71
