Date Time	Temperature  (*C)
07/12/07 	16:21:12.0	26.53
07/12/07 	17:21:35.0	5.43
07/12/07 	18:21:58.0	5.43
07/12/07 	19:22:21.0	5.59
07/12/07 	20:22:44.0	5.59
07/12/07 	21:23:07.0	5.59
07/12/07 	22:23:30.0	5.43
07/12/07 	23:23:53.0	5.59
07/13/07 	00:24:16.0	5.74
07/13/07 	01:24:39.0	5.59
07/13/07 	02:25:02.0	5.74
07/13/07 	03:25:25.0	5.74
07/13/07 	04:25:48.0	5.74
07/13/07 	05:26:11.0	5.59
07/13/07 	06:26:34.0	5.59
07/13/07 	07:26:57.0	5.74
07/13/07 	08:27:20.0	5.89
07/13/07 	09:27:43.0	5.89
07/13/07 	10:28:06.0	5.59
07/13/07 	11:28:29.0	26.01
07/13/07 	12:28:52.0	24.44
07/13/07 	13:29:15.0	20.91
07/13/07 	14:29:38.0	8.36
07/13/07 	15:30:01.0	5.59
07/13/07 	16:30:24.0	5.59
07/13/07 	17:30:47.0	5.59
07/13/07 	18:31:10.0	5.59
07/13/07 	19:31:33.0	5.59
07/13/07 	20:31:56.0	5.59
07/13/07 	21:32:19.0	5.59
07/13/07 	22:32:42.0	5.59
07/13/07 	23:33:05.0	5.59
07/14/07 	00:33:28.0	5.59
07/14/07 	01:33:51.0	5.59
07/14/07 	02:34:14.0	5.59
07/14/07 	03:34:37.0	5.59
07/14/07 	04:35:00.0	5.59
07/14/07 	05:35:23.0	5.59
07/14/07 	06:35:46.0	5.74
07/14/07 	07:36:09.0	5.89
07/14/07 	08:36:32.0	12.98
07/14/07 	09:36:55.0	13.59
07/14/07 	10:37:18.0	13.90
07/14/07 	11:37:41.0	13.75
07/14/07 	12:38:04.0	13.29
07/14/07 	13:38:27.0	12.67
07/14/07 	14:38:50.0	12.05
07/14/07 	15:39:13.0	12.67
07/14/07 	16:39:36.0	12.83
07/14/07 	17:39:59.0	12.83
07/14/07 	18:40:22.0	12.36
07/14/07 	19:40:45.0	13.13
07/14/07 	20:41:08.0	13.29
07/14/07 	21:41:31.0	13.13
07/14/07 	22:41:54.0	12.98
07/14/07 	23:42:17.0	12.98
07/15/07 	00:42:40.0	13.13
07/15/07 	01:43:03.0	12.98
07/15/07 	02:43:26.0	12.83
07/15/07 	03:43:49.0	12.67
07/15/07 	04:44:12.0	12.52
07/15/07 	05:44:35.0	12.36
07/15/07 	06:44:58.0	12.52
07/15/07 	07:45:21.0	12.52
07/15/07 	08:45:44.0	12.52
07/15/07 	09:46:07.0	13.29
07/15/07 	10:46:30.0	14.21
07/15/07 	11:46:53.0	14.52
07/15/07 	12:47:16.0	15.47
07/15/07 	13:47:39.0	15.93
07/15/07 	14:48:02.0	17.04
07/15/07 	15:48:25.0	25.13
07/15/07 	16:48:48.0	7.44
07/15/07 	17:49:11.0	7.44
07/15/07 	18:49:34.0	7.44
07/15/07 	19:49:57.0	7.59
07/15/07 	20:50:20.0	7.59
07/15/07 	21:50:43.0	7.74
07/15/07 	22:51:06.0	7.74
07/15/07 	23:51:29.0	7.90
07/16/07 	00:51:52.0	7.90
07/16/07 	01:52:15.0	7.74
07/16/07 	02:52:38.0	7.44
07/16/07 	03:53:01.0	7.44
07/16/07 	04:53:24.0	7.44
07/16/07 	05:53:47.0	7.44
07/16/07 	06:54:10.0	7.44
07/16/07 	07:54:33.0	7.59
07/16/07 	08:54:56.0	7.59
07/16/07 	09:55:19.0	7.74
07/16/07 	10:55:42.0	7.74
07/16/07 	11:56:05.0	7.90
07/16/07 	12:56:28.0	14.68
07/16/07 	13:56:51.0	14.52
07/16/07 	14:57:14.0	14.68
07/16/07 	15:57:37.0	5.12
07/16/07 	16:58:00.0	5.12
07/16/07 	17:58:23.0	5.28
07/16/07 	18:58:46.0	5.28
07/16/07 	19:59:09.0	5.28
07/16/07 	20:59:32.0	5.12
07/16/07 	21:59:55.0	5.28
07/16/07 	23:00:18.0	5.43
07/17/07 	00:00:41.0	5.43
07/17/07 	01:01:04.0	5.12
07/17/07 	02:01:27.0	5.12
07/17/07 	03:01:50.0	4.97
07/17/07 	04:02:13.0	5.12
07/17/07 	05:02:36.0	5.12
07/17/07 	06:02:59.0	5.28
07/17/07 	07:03:22.0	5.28
07/17/07 	08:03:45.0	5.28
07/17/07 	09:04:08.0	13.13
07/17/07 	10:04:31.0	13.13
07/17/07 	11:04:54.0	12.98
07/17/07 	12:05:17.0	13.13
07/17/07 	13:05:40.0	13.44
07/17/07 	14:06:03.0	13.90
07/17/07 	15:06:26.0	14.06
07/17/07 	16:06:49.0	14.52
07/17/07 	17:07:12.0	4.97
07/17/07 	18:07:35.0	4.97
07/17/07 	19:07:58.0	4.97
07/17/07 	20:08:21.0	4.97
07/17/07 	21:08:44.0	4.97
07/17/07 	22:09:07.0	4.97
07/17/07 	23:09:30.0	4.97
07/18/07 	00:09:53.0	4.97
07/18/07 	01:10:16.0	4.97
07/18/07 	02:10:39.0	4.97
07/18/07 	03:11:02.0	4.97
07/18/07 	04:11:25.0	4.97
07/18/07 	05:11:48.0	4.97
07/18/07 	06:12:11.0	4.97
07/18/07 	07:12:34.0	4.97
07/18/07 	08:12:57.0	4.97
07/18/07 	09:13:20.0	4.97
07/18/07 	10:13:43.0	4.97
07/18/07 	11:14:06.0	4.97
07/18/07 	12:14:29.0	22.07
07/18/07 	13:14:52.0	24.61
07/18/07 	14:15:15.0	26.18
07/18/07 	15:15:38.0	27.23
07/18/07 	16:16:01.0	27.59
07/18/07 	17:16:24.0	5.12
07/18/07 	18:16:47.0	5.12
07/18/07 	19:17:10.0	5.12
07/18/07 	20:17:33.0	4.97
07/18/07 	21:17:56.0	5.12
07/18/07 	22:18:19.0	5.12
07/18/07 	23:18:42.0	5.12
07/19/07 	00:19:05.0	5.12
07/19/07 	01:19:28.0	5.12
07/19/07 	02:19:51.0	5.12
07/19/07 	03:20:14.0	5.28
07/19/07 	04:20:37.0	5.28
07/19/07 	05:21:00.0	5.28
07/19/07 	06:21:23.0	5.28
07/19/07 	07:21:46.0	5.12
07/19/07 	08:22:09.0	5.12
07/19/07 	09:22:32.0	15.31
07/19/07 	10:22:55.0	18.48
07/19/07 	11:23:18.0	21.57
