DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/25/16 09:30:12 AM	17.605					
10/25/16 10:30:12 AM	17.796					
10/25/16 11:30:12 AM	17.677					
10/25/16 12:30:12 PM	17.558					
10/25/16 01:30:12 PM	13.449					
10/25/16 02:30:12 PM	6.914					
10/25/16 03:30:12 PM	6.585					
10/25/16 04:30:12 PM	6.611					
10/25/16 05:30:12 PM	6.661					
10/25/16 06:30:12 PM	6.687					
10/25/16 07:30:12 PM	6.712					
10/25/16 08:30:12 PM	6.788					
10/25/16 09:30:12 PM	6.965					
10/25/16 10:30:12 PM	7.015					
10/25/16 11:30:12 PM	7.015					
10/26/16 12:30:12 AM	7.015					
10/26/16 01:30:12 AM	7.015					
10/26/16 02:30:12 AM	7.015					
10/26/16 03:30:12 AM	7.066					
10/26/16 04:30:12 AM	7.142					
10/26/16 05:30:12 AM	7.167					
10/26/16 06:30:12 AM	6.990					
10/26/16 07:30:12 AM	6.712					
10/26/16 08:30:12 AM	3.327					
10/26/16 09:30:12 AM	4.220					
10/26/16 10:30:12 AM	4.063					
10/26/16 11:30:12 AM	4.662					
10/26/16 12:30:12 PM	4.610					
10/26/16 01:30:12 PM	5.385					
10/26/16 02:30:12 PM	4.999					
10/26/16 03:30:12 PM	6.484					
10/26/16 04:30:12 PM	6.535					
10/26/16 05:30:12 PM	6.535					
10/26/16 06:30:12 PM	6.585					
10/26/16 07:30:12 PM	6.661					
10/26/16 08:30:12 PM	6.813					
10/26/16 09:30:12 PM	6.864					
10/26/16 10:30:12 PM	6.914					
10/26/16 11:30:12 PM	6.965					
10/27/16 12:30:12 AM	6.585					
10/27/16 01:30:12 AM	6.687					
10/27/16 02:30:12 AM	6.864					
10/27/16 03:30:12 AM	6.914					
10/27/16 04:30:12 AM	6.408					
10/27/16 05:30:12 AM	6.433					
10/27/16 06:30:12 AM	6.636					
10/27/16 07:30:12 AM	6.712					
10/27/16 08:30:12 AM	6.788					
10/27/16 09:30:12 AM	6.788					
10/27/16 10:30:12 AM	6.864					
10/27/16 11:30:12 AM	5.821					
10/27/16 12:30:12 PM	5.488					
10/27/16 01:30:12 PM	5.488					
10/27/16 02:30:12 PM	6.813					
10/27/16 03:30:12 PM	7.544					
10/27/16 04:30:12 PM	7.544					
10/27/16 05:30:12 PM	7.519					
10/27/16 06:30:12 PM	7.494					
10/27/16 07:30:12 PM	7.494					
10/27/16 08:30:12 PM	7.494					
10/27/16 09:30:12 PM	7.494					
10/27/16 10:30:12 PM	7.519					
10/27/16 11:30:12 PM	7.544					
10/28/16 12:30:12 AM	7.544					
10/28/16 01:30:12 AM	7.544					
10/28/16 02:30:12 AM	7.544					
10/28/16 03:30:12 AM	7.519					
10/28/16 04:30:12 AM	7.519					
10/28/16 05:30:12 AM	7.519					
10/28/16 06:30:12 AM	7.519					
10/28/16 07:30:12 AM	7.519					
10/28/16 08:30:12 AM	6.839					
10/28/16 09:30:12 AM	6.102					
10/28/16 10:30:12 AM	6.331					
10/28/16 11:30:12 AM	6.560					
10/28/16 12:30:12 PM	6.763					
10/28/16 01:30:12 PM	6.661					
10/28/16 02:30:12 PM	6.560					
10/28/16 03:30:12 PM	6.611					
10/28/16 04:30:12 PM	7.066					
10/28/16 05:30:12 PM	7.645					
10/28/16 06:30:12 PM	7.645					
10/28/16 07:30:12 PM	7.645					
10/28/16 08:30:12 PM	7.645					
10/28/16 09:30:12 PM	7.619					
10/28/16 10:30:12 PM	7.619					
10/28/16 11:30:12 PM	7.619					
10/29/16 12:30:12 AM	7.569					
10/29/16 01:30:12 AM	7.594					
10/29/16 02:30:12 AM	7.569					
10/29/16 03:30:12 AM	7.569					
10/29/16 04:30:12 AM	7.569					
10/29/16 05:30:12 AM	7.569					
10/29/16 06:30:12 AM	7.569					
10/29/16 07:30:12 AM	7.544					
10/29/16 08:30:12 AM	7.569					
10/29/16 09:30:12 AM	7.544					
10/29/16 10:30:12 AM	7.544					
10/29/16 11:30:12 AM	7.569					
10/29/16 12:30:12 PM	7.544					
