DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/25/16 09:23:41 AM	16.820					
10/25/16 10:23:41 AM	17.772					
10/25/16 11:23:41 AM	17.296					
10/25/16 12:23:41 PM	17.177					
10/25/16 01:23:41 PM	10.761					
10/25/16 02:23:41 PM	6.611					
10/25/16 03:23:41 PM	6.636					
10/25/16 04:23:41 PM	6.788					
10/25/16 05:23:41 PM	6.813					
10/25/16 06:23:41 PM	6.763					
10/25/16 07:23:41 PM	6.889					
10/25/16 08:23:41 PM	6.813					
10/25/16 09:23:41 PM	6.788					
10/25/16 10:23:41 PM	6.813					
10/25/16 11:23:41 PM	6.813					
10/26/16 12:23:41 AM	6.864					
10/26/16 01:23:41 AM	6.687					
10/26/16 02:23:41 AM	6.509					
10/26/16 03:23:41 AM	6.560					
10/26/16 04:23:41 AM	6.611					
10/26/16 05:23:41 AM	6.687					
10/26/16 06:23:41 AM	6.788					
10/26/16 07:23:41 AM	7.041					
10/26/16 08:23:41 AM	6.788					
10/26/16 09:23:41 AM	4.480					
10/26/16 10:23:41 AM	4.792					
10/26/16 11:23:41 AM	5.179					
10/26/16 12:23:41 PM	5.128					
10/26/16 01:23:41 PM	6.026					
10/26/16 02:23:41 PM	5.975					
10/26/16 03:23:41 PM	6.535					
10/26/16 04:23:41 PM	6.585					
10/26/16 05:23:41 PM	6.687					
10/26/16 06:23:41 PM	6.813					
10/26/16 07:23:41 PM	6.813					
10/26/16 08:23:41 PM	6.889					
10/26/16 09:23:41 PM	6.965					
10/26/16 10:23:41 PM	7.015					
10/26/16 11:23:41 PM	7.015					
10/27/16 12:23:41 AM	6.813					
10/27/16 01:23:41 AM	6.864					
10/27/16 02:23:41 AM	6.965					
10/27/16 03:23:41 AM	6.484					
10/27/16 04:23:41 AM	6.433					
10/27/16 05:23:41 AM	6.509					
10/27/16 06:23:41 AM	6.509					
10/27/16 07:23:41 AM	6.687					
10/27/16 08:23:41 AM	6.788					
10/27/16 09:23:41 AM	6.889					
10/27/16 10:23:41 AM	6.914					
10/27/16 11:23:41 AM	5.437					
10/27/16 12:23:41 PM	5.205					
10/27/16 01:23:41 PM	5.231					
10/27/16 02:23:41 PM	5.154					
10/27/16 03:23:41 PM	7.544					
10/27/16 04:23:41 PM	7.544					
10/27/16 05:23:41 PM	7.594					
10/27/16 06:23:41 PM	7.619					
10/27/16 07:23:41 PM	7.594					
10/27/16 08:23:41 PM	7.594					
10/27/16 09:23:41 PM	7.569					
10/27/16 10:23:41 PM	7.569					
10/27/16 11:23:41 PM	7.569					
10/28/16 12:23:41 AM	7.594					
10/28/16 01:23:41 AM	7.594					
10/28/16 02:23:41 AM	7.619					
10/28/16 03:23:41 AM	7.594					
10/28/16 04:23:41 AM	7.519					
10/28/16 05:23:41 AM	7.619					
10/28/16 06:23:41 AM	7.619					
10/28/16 07:23:41 AM	7.619					
10/28/16 08:23:41 AM	7.594					
10/28/16 09:23:41 AM	6.382					
10/28/16 10:23:41 AM	6.458					
10/28/16 11:23:41 AM	6.661					
10/28/16 12:23:41 PM	6.864					
10/28/16 01:23:41 PM	6.864					
10/28/16 02:23:41 PM	6.737					
10/28/16 03:23:41 PM	6.788					
10/28/16 04:23:41 PM	7.670					
10/28/16 05:23:41 PM	7.670					
10/28/16 06:23:41 PM	7.670					
10/28/16 07:23:41 PM	7.645					
10/28/16 08:23:41 PM	7.670					
10/28/16 09:23:41 PM	7.670					
10/28/16 10:23:41 PM	7.695					
10/28/16 11:23:41 PM	7.695					
10/29/16 12:23:41 AM	7.695					
10/29/16 01:23:41 AM	7.695					
10/29/16 02:23:41 AM	7.695					
10/29/16 03:23:41 AM	7.670					
10/29/16 04:23:41 AM	7.619					
10/29/16 05:23:41 AM	7.619					
10/29/16 06:23:41 AM	7.594					
10/29/16 07:23:41 AM	7.594					
10/29/16 08:23:41 AM	7.645					
10/29/16 09:23:41 AM	7.670					
10/29/16 10:23:41 AM	7.695					
10/29/16 11:23:41 AM	7.670					
