Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
277	5.66312	3.2434460	171.6008	170.5872	7.066164	33.06804
278	5.66050	3.2445092	172.7976	171.7764	7.065958	33.08204
279	5.65894	3.2448659	173.9910	172.9623	7.065991	33.08701
280	5.65708	3.2458293	175.1787	174.1425	7.065744	33.09914
281	5.65587	3.2461236	176.3693	175.3255	7.065766	33.10306
282	5.65567	3.2463678	177.5783	176.5268	7.065691	33.10542
283	5.65522	3.2465808	178.7689	177.7099	7.065662	33.10769
284	5.65486	3.2469752	179.9596	178.8930	7.065527	33.11190
285	5.65376	3.2480388	181.1625	180.0883	7.065134	33.12442
286	5.64767	3.2515051	182.3591	181.2773	7.064097	33.16902
287	5.63927	3.2526070	183.5620	182.4724	7.064583	33.18915
288	5.63333	3.2532833	184.7311	183.6341	7.064987	33.20207
289	5.62921	3.2536655	185.9158	184.8112	7.065322	33.20987
290	5.62690	3.2539475	187.1004	185.9882	7.065487	33.21475
291	5.62509	3.2541858	188.2847	187.1650	7.065613	33.21864
292	5.62418	3.2542425	189.4633	188.3361	7.065722	33.21959
293	5.62408	3.2543055	190.6629	189.5280	7.065729	33.21981
294	5.62383	3.2544874	191.8598	190.7171	7.065692	33.22152
295	5.62227	3.2547006	193.0503	191.9001	7.065799	33.22488
296	5.62137	3.2548136	194.1679	193.0104	7.065878	33.22650
297	5.62096	3.2548889	194.6009	193.4406	7.065898	33.22753
298	5.62247	3.2550767	194.6471	193.4866	7.065614	33.22815
299	5.62448	3.2551893	194.7118	193.5509	7.065309	33.22741
300	5.62544	3.2551831	194.7429	193.5817	7.065195	33.22638
301	5.62665	3.2554084	194.6433	193.4828	7.064926	33.22779
302	5.62901	3.2554021	194.5435	193.3837	7.064635	33.22544
303	5.62795	3.2552705	194.2549	193.0969	7.064828	33.22513
304	5.62760	3.2552140	193.5526	192.3991	7.064885	33.22519
305	5.62644	3.2549258	192.7957	191.6470	7.065161	33.22344
306	5.62624	3.2547127	192.0384	190.8946	7.065280	33.22160
307	5.62614	3.2546374	191.2479	190.1092	7.065314	33.22124
308	5.62725	3.2545182	190.4816	189.3478	7.065222	33.21918
309	5.62639	3.2544116	189.7185	188.5896	7.065366	33.21920
310	5.62660	3.2543425	188.9551	187.8311	7.065360	33.21860
311	5.62700	3.2542608	188.1617	187.0428	7.065335	33.21767
312	5.62805	3.2540102	187.3039	186.1904	7.065316	33.21422
313	5.62946	3.2537908	186.3793	185.2718	7.065236	33.21081
314	5.63152	3.2534713	185.4426	184.3411	7.065128	33.20563
315	5.63218	3.2534460	184.4755	183.3801	7.065039	33.20517
316	5.63298	3.2531890	183.5143	182.4251	7.065052	33.20195
317	5.63525	3.2527318	182.5443	181.4612	7.064990	33.19503
318	5.63922	3.2517866	181.5649	180.4880	7.064973	33.18091
319	5.64566	3.2493711	180.5825	179.5119	7.065422	33.14774
320	5.65230	3.2474879	179.5879	178.5237	7.065566	33.12041
321	5.65491	3.2469060	178.5963	177.5384	7.065525	33.11175
322	5.65577	3.2466055	177.6017	176.5501	7.065554	33.10800
323	5.65632	3.2463988	176.6072	175.5618	7.065571	33.10561
324	5.65647	3.2462546	175.6186	174.5795	7.065606	33.10432
325	5.65652	3.2460855	174.6239	173.5911	7.065665	33.10286
326	5.65698	3.2455787	173.6232	172.5968	7.065852	33.09718
327	5.65864	3.2448155	172.6011	171.5812	7.066023	33.08742
328	5.66020	3.2444963	171.5730	170.5595	7.065974	33.08279
329	5.66125	3.2437582	170.5478	169.5409	7.066206	33.07392
330	5.66337	3.2428140	169.5502	168.5495	7.066417	33.06167
331	5.66397	3.2419636	168.5524	167.5580	7.066765	33.05196
332	5.66548	3.2404258	167.5487	166.5607	7.067360	33.03359
333	5.66976	3.2393319	166.5297	165.5480	7.067381	33.01755
334	5.67338	3.2377759	165.4923	164.5172	7.067724	32.99693
335	5.67691	3.2354456	164.4611	163.4925	7.068484	32.96767
336	5.68008	3.2343274	163.4541	162.4918	7.068654	32.95244
337	5.68718	3.2314862	162.4382	161.4823	7.069239	32.91392
338	5.69816	3.2304371	161.4405	160.4908	7.068406	32.89187
339	5.71679	3.2296064	160.4153	159.4721	7.066510	32.86484
340	5.72576	3.2291754	159.3627	158.4261	7.065601	32.85176
341	5.72859	3.2283263	158.3314	157.4012	7.065671	32.83995
342	5.73247	3.2276708	157.3307	156.4067	7.065510	32.82928
343	5.73524	3.2272399	156.3328	155.4151	7.065370	32.82221
344	5.73701	3.2267030	155.3078	154.3965	7.065408	32.81495
345	5.73902	3.2258043	154.2551	153.3504	7.065603	32.80338
346	5.74129	3.2242507	153.2115	152.3133	7.066109	32.78418
347	5.74462	3.2223483	152.2016	151.3097	7.066667	32.76000
348	5.74684	3.2211196	151.2009	150.3152	7.067010	32.74450
349	5.74800	3.2203212	150.1937	149.3142	7.067260	32.73487
350	5.75259	3.2193733	149.1685	148.2954	7.067162	32.72025
351	5.75980	3.2180577	148.1221	147.2555	7.066931	32.69896
352	5.76671	3.2167237	147.0846	146.2245	7.066746	32.67776
353	5.76888	3.2160566	146.0473	145.1936	7.066801	32.66866
354	5.76918	3.2154893	145.0372	144.1898	7.067036	32.66247
355	5.76852	3.2139003	144.0209	143.1798	7.067923	32.64572
356	5.76792	3.2129656	142.9776	142.1429	7.068461	32.63629
357	5.76595	3.2122926	141.9095	141.0814	7.069032	32.63114
358	5.76247	3.2118875	140.8629	140.0413	7.069651	32.63046
359	5.76176	3.2118062	139.8346	139.0194	7.069758	32.63073
360	5.76136	3.2111395	138.8216	138.0125	7.070133	32.62411
361	5.76071	3.2107718	137.8084	137.0056	7.070383	32.62109
362	5.76045	3.2104788	136.7528	135.9565	7.070543	32.61856
363	5.75955	3.2087663	135.6848	134.8951	7.071525	32.60068
