Date Time	Temperature  (*C)
06/05/08 14:18:10.0	23.69
06/05/08 15:18:10.0	13.18
06/05/08 16:18:10.0	17.27
06/05/08 17:18:10.0	3.94
06/05/08 18:18:10.0	3.94
06/05/08 19:18:10.0	3.94
06/05/08 20:18:10.0	3.94
06/05/08 21:18:10.0	4.23
06/05/08 22:18:10.0	4.23
06/05/08 23:18:10.0	3.94
06/06/08 00:18:10.0	4.23
06/06/08 01:18:10.0	3.94
06/06/08 02:18:10.0	3.94
06/06/08 03:18:10.0	3.94
06/06/08 04:18:10.0	3.94
06/06/08 05:18:10.0	3.94
06/06/08 06:18:10.0	3.94
06/06/08 07:18:10.0	3.94
06/06/08 08:18:10.0	3.94
06/06/08 09:18:10.0	3.94
06/06/08 10:18:10.0	4.23
06/06/08 11:18:10.0	4.23
06/06/08 12:18:10.0	8.86
06/06/08 13:18:10.0	9.15
06/06/08 14:18:10.0	10.01
06/06/08 15:18:10.0	3.94
06/06/08 16:18:10.0	3.94
06/06/08 17:18:10.0	3.94
06/06/08 18:18:10.0	3.94
06/06/08 19:18:10.0	3.94
06/06/08 20:18:10.0	3.94
06/06/08 21:18:10.0	3.94
06/06/08 22:18:10.0	3.94
06/06/08 23:18:10.0	3.94
06/07/08 00:18:10.0	3.94
06/07/08 01:18:10.0	3.94
06/07/08 02:18:10.0	3.94
06/07/08 03:18:10.0	3.94
06/07/08 04:18:10.0	3.94
06/07/08 05:18:10.0	3.94
06/07/08 06:18:10.0	3.94
06/07/08 07:18:10.0	3.94
06/07/08 08:18:10.0	3.94
06/07/08 09:18:10.0	8.28
06/07/08 10:18:10.0	7.99
06/07/08 11:18:10.0	10.30
06/07/08 12:18:10.0	9.44
06/07/08 13:18:10.0	12.89
06/07/08 14:18:10.0	12.31
06/07/08 15:18:10.0	10.58
06/07/08 16:18:10.0	4.23
06/07/08 17:18:10.0	4.23
06/07/08 18:18:10.0	4.23
06/07/08 19:18:10.0	4.23
06/07/08 20:18:10.0	4.23
06/07/08 21:18:10.0	4.23
06/07/08 22:18:10.0	4.52
06/07/08 23:18:10.0	4.23
06/08/08 00:18:10.0	4.52
06/08/08 01:18:10.0	4.23
06/08/08 02:18:10.0	4.23
06/08/08 03:18:10.0	4.23
06/08/08 04:18:10.0	4.23
06/08/08 05:18:10.0	4.23
06/08/08 06:18:10.0	4.52
06/08/08 07:18:10.0	4.23
06/08/08 08:18:10.0	4.23
06/08/08 09:18:10.0	4.23
06/08/08 10:18:10.0	4.23
06/08/08 11:18:10.0	9.44
06/08/08 12:18:10.0	8.28
06/08/08 13:18:10.0	7.70
06/08/08 14:18:10.0	8.86
06/08/08 15:18:10.0	4.23
06/08/08 16:18:10.0	4.23
06/08/08 17:18:10.0	4.23
06/08/08 18:18:10.0	4.23
06/08/08 19:18:10.0	4.23
06/08/08 20:18:10.0	4.23
06/08/08 21:18:10.0	4.23
06/08/08 22:18:10.0	4.23
06/08/08 23:18:10.0	4.23
06/09/08 00:18:10.0	4.23
06/09/08 01:18:10.0	4.23
06/09/08 02:18:10.0	4.23
06/09/08 03:18:10.0	4.23
06/09/08 04:18:10.0	4.23
06/09/08 05:18:10.0	4.23
06/09/08 06:18:10.0	4.23
06/09/08 07:18:10.0	4.23
06/09/08 08:18:10.0	4.23
06/09/08 09:18:10.0	4.23
06/09/08 10:18:10.0	8.57
06/09/08 11:18:10.0	9.44
06/09/08 12:18:10.0	10.58
06/09/08 13:18:10.0	11.44
06/09/08 14:18:10.0	10.58
06/09/08 15:18:10.0	11.16
06/09/08 16:18:10.0	5.11
06/09/08 17:18:10.0	5.11
06/09/08 18:18:10.0	5.11
06/09/08 19:18:10.0	4.82
06/09/08 20:18:10.0	4.82
06/09/08 21:18:10.0	4.82
06/09/08 22:18:10.0	4.82
06/09/08 23:18:10.0	4.52
06/10/08 00:18:10.0	4.52
06/10/08 01:18:10.0	4.52
06/10/08 02:18:10.0	4.82
06/10/08 03:18:10.0	4.52
06/10/08 04:18:10.0	4.82
06/10/08 05:18:10.0	4.82
06/10/08 06:18:10.0	4.82
06/10/08 07:18:10.0	4.82
06/10/08 08:18:10.0	4.52
06/10/08 09:18:10.0	4.82
06/10/08 10:18:10.0	4.82
06/10/08 11:18:10.0	9.72
06/10/08 12:18:10.0	9.15
06/10/08 13:18:10.0	8.57
06/10/08 14:18:10.0	10.87
06/10/08 15:18:10.0	4.82
06/10/08 16:18:10.0	4.82
06/10/08 17:18:10.0	5.11
06/10/08 18:18:10.0	4.82
06/10/08 19:18:10.0	4.82
06/10/08 20:18:10.0	4.82
06/10/08 21:18:10.0	4.82
06/10/08 22:18:10.0	4.82
06/10/08 23:18:10.0	4.82
06/11/08 00:18:10.0	4.82
06/11/08 01:18:10.0	4.82
06/11/08 02:18:10.0	4.82
06/11/08 03:18:10.0	4.82
06/11/08 04:18:10.0	4.82
06/11/08 05:18:10.0	4.82
06/11/08 06:18:10.0	4.82
06/11/08 07:18:10.0	4.82
06/11/08 08:18:10.0	8.28
06/11/08 09:18:10.0	9.44
