Date	Time	Temperature	(*C)
6/5/2008	13:58.0	24.33	
6/5/2008	13:58.0	13.93	
6/5/2008	13:58.0	18.52	
6/5/2008	13:58.0	4.04	
6/5/2008	13:58.0	4.04	
6/5/2008	13:58.0	4.04	
6/5/2008	13:58.0	4.04	
6/5/2008	13:58.0	4.04	
6/5/2008	13:58.0	4.2	
6/5/2008	13:58.0	4.2	
6/6/2008	13:58.0	4.2	
6/6/2008	13:58.0	4.04	
6/6/2008	13:58.0	4.04	
6/6/2008	13:58.0	4.04	
6/6/2008	13:58.0	4.04	
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	9.61
6/6/2008	13:58.0	9.45
6/6/2008	13:58.0	10.84
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.2
6/6/2008	13:58.0	4.04
6/6/2008	13:58.0	4.2
6/7/2008	13:58.0	4.2
6/7/2008	13:58.0	4.04
6/7/2008	13:58.0	4.04
6/7/2008	13:58.0	4.2
6/7/2008	13:58.0	4.2
6/7/2008	13:58.0	4.2
6/7/2008	13:58.0	4.2
6/7/2008	13:58.0	4.04
6/7/2008	13:58.0	4.04
6/7/2008	13:58.0	7.46
6/7/2008	13:58.0	7.76
6/7/2008	13:58.0	9.29
6/7/2008	13:58.0	8.68
6/7/2008	13:58.0	10.54
6/7/2008	13:58.0	11.31
6/7/2008	13:58.0	10.38
6/7/2008	13:58.0	4.82
6/7/2008	13:58.0	4.82
6/7/2008	13:58.0	4.67
6/7/2008	13:58.0	4.51
6/7/2008	13:58.0	4.67
6/7/2008	13:58.0	4.67
6/7/2008	13:58.0	4.67
6/7/2008	13:58.0	4.67
6/8/2008	13:58.0	4.82
6/8/2008	13:58.0	4.98
6/8/2008	13:58.0	4.82
6/8/2008	13:58.0	4.82
6/8/2008	13:58.0	4.67
6/8/2008	13:58.0	4.67
6/8/2008	13:58.0	4.51
6/8/2008	13:58.0	4.51
6/8/2008	13:58.0	4.51
6/8/2008	13:58.0	4.67
6/8/2008	13:58.0	4.67
6/8/2008	13:58.0	7.76
6/8/2008	13:58.0	8.99
6/8/2008	13:58.0	7.76
6/8/2008	13:58.0	10.07
6/8/2008	13:58.0	5.13
6/8/2008	13:58.0	5.13
6/8/2008	13:58.0	5.13
6/8/2008	13:58.0	5.13
6/8/2008	13:58.0	5.13
6/8/2008	13:58.0	4.98
6/8/2008	13:58.0	5.44
6/8/2008	13:58.0	5.76
6/8/2008	13:58.0	5.44
6/9/2008	13:58.0	5.6
6/9/2008	13:58.0	5.44
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	4.98
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	4.82
6/9/2008	13:58.0	4.82
6/9/2008	13:58.0	8.22
6/9/2008	13:58.0	9.14
6/9/2008	13:58.0	9.92
6/9/2008	13:58.0	11.16
6/9/2008	13:58.0	10.54
6/9/2008	13:58.0	10.84
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	5.13
6/9/2008	13:58.0	4.98
6/9/2008	13:58.0	4.82
6/9/2008	13:58.0	4.82
6/9/2008	13:58.0	4.82
6/9/2008	13:58.0	4.67
6/9/2008	13:58.0	4.67
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.67
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.67
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	10.07
6/10/2008	13:58.0	9.29
6/10/2008	13:58.0	9.92
6/10/2008	13:58.0	4.98
6/10/2008	13:58.0	4.98
6/10/2008	13:58.0	4.98
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/10/2008	13:58.0	4.82
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.98
6/11/2008	13:58.0	4.67
6/11/2008	13:58.0	4.67
6/11/2008	13:58.0	10.23
6/11/2008	13:58.0	10.07
