DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
07/25/17	11:13:35 AM	20.507					
07/25/17	12:13:35 PM	14.314					
07/25/17	01:13:35 PM	15.055					
07/25/17	02:13:35 PM	15.963					
07/25/17	03:13:35 PM	17.891					
07/25/17	04:13:35 PM	19.270					
07/25/17	05:13:35 PM	19.318					
07/25/17	06:13:35 PM	19.103					
07/25/17	07:13:35 PM	19.127					
07/25/17	08:13:35 PM	19.484					
07/25/17	09:13:35 PM	19.199					
07/25/17	10:13:35 PM	18.866					
07/25/17	11:13:35 PM	18.652					
07/26/17	12:13:35 AM	18.438					
07/26/17	01:13:35 AM	18.319					
07/26/17	02:13:35 AM	18.033					
07/26/17	03:13:35 AM	17.748					
07/26/17	04:13:35 AM	17.558					
07/26/17	05:13:35 AM	17.296					
07/26/17	06:13:35 AM	17.130					
07/26/17	07:13:35 AM	17.011					
07/26/17	08:13:35 AM	17.368					
07/26/17	09:13:35 AM	17.225					
07/26/17	10:13:35 AM	17.177					
07/26/17	11:13:35 AM	17.272					
07/26/17	12:13:35 PM	12.823					
07/26/17	01:13:35 PM	13.810					
07/26/17	02:13:35 PM	15.055					
07/26/17	03:13:35 PM	6.585					
07/26/17	04:13:35 PM	6.585					
07/26/17	05:13:35 PM	6.585					
07/26/17	06:13:35 PM	6.585					
07/26/17	07:13:35 PM	6.585					
07/26/17	08:13:35 PM	6.585					
07/26/17	09:13:35 PM	6.611					
07/26/17	10:13:35 PM	6.560					
07/26/17	11:13:35 PM	6.560					
07/27/17	12:13:35 AM	6.560					
07/27/17	01:13:35 AM	6.585					
07/27/17	02:13:35 AM	6.560					
07/27/17	03:13:35 AM	6.560					
07/27/17	04:13:35 AM	6.560					
07/27/17	05:13:35 AM	6.560					
07/27/17	06:13:35 AM	6.560					
07/27/17	07:13:35 AM	6.560					
07/27/17	08:13:35 AM	6.611					
07/27/17	09:13:35 AM	6.611					
07/27/17	10:13:35 AM	10.687					
07/27/17	11:13:35 AM	12.534					
07/27/17	12:13:35 PM	11.977					
07/27/17	01:13:35 PM	12.727					
07/27/17	02:13:35 PM	6.940					
07/27/17	03:13:35 PM	6.712					
07/27/17	04:13:35 PM	6.712					
07/27/17	05:13:35 PM	6.560					
07/27/17	06:13:35 PM	6.535					
