"Date"	"Time"	"Temperature....C."
"07/12/13"	"10:36:55.0"	12.28
"07/12/13"	"11:36:55.0"	12.59
"07/12/13"	"12:36:55.0"	12.74
"07/12/13"	"13:36:55.0"	12.74
"07/12/13"	"14:36:55.0"	12.74
"07/12/13"	"15:36:55.0"	12.28
"07/12/13"	"16:36:55.0"	12.43
"07/12/13"	"17:36:55.0"	12.9
"07/12/13"	"18:36:55.0"	12.9
"07/12/13"	"19:36:55.0"	12.74
"07/12/13"	"20:36:55.0"	12.74
"07/12/13"	"21:36:55.0"	12.9
"07/12/13"	"22:36:55.0"	12.74
"07/12/13"	"23:36:55.0"	12.43
"07/13/13"	"00:36:55.0"	12.28
"07/13/13"	"01:36:55.0"	12.28
"07/13/13"	"02:36:55.0"	12.12
"07/13/13"	"03:36:55.0"	12.12
"07/13/13"	"04:36:55.0"	12.12
"07/13/13"	"05:36:55.0"	11.97
"07/13/13"	"06:36:55.0"	11.97
"07/13/13"	"07:36:55.0"	12.12
"07/13/13"	"08:36:55.0"	12.28
"07/13/13"	"09:36:55.0"	12.43
"07/13/13"	"10:36:55.0"	12.74
"07/13/13"	"11:36:55.0"	13.37
"07/13/13"	"12:36:55.0"	14.13
"07/13/13"	"13:36:55.0"	14.44
"07/13/13"	"14:36:55.0"	14.76
"07/13/13"	"15:36:55.0"	16.18
"07/13/13"	"16:36:55.0"	5.15
"07/13/13"	"17:36:55.0"	5.31
"07/13/13"	"18:36:55.0"	5.31
"07/13/13"	"19:36:55.0"	5.15
"07/13/13"	"20:36:55.0"	5.15
"07/13/13"	"21:36:55.0"	5.15
"07/13/13"	"22:36:55.0"	5.15
"07/13/13"	"23:36:55.0"	5.15
"07/14/13"	"00:36:55.0"	5.15
"07/14/13"	"01:36:55.0"	5.15
"07/14/13"	"02:36:55.0"	5.15
"07/14/13"	"03:36:55.0"	5.15
"07/14/13"	"04:36:55.0"	5.31
"07/14/13"	"05:36:55.0"	5.31
"07/14/13"	"06:36:55.0"	5.31
"07/14/13"	"07:36:55.0"	5.31
"07/14/13"	"08:36:55.0"	5.31
"07/14/13"	"09:36:55.0"	5.15
"07/14/13"	"10:36:55.0"	5.15
"07/14/13"	"11:36:55.0"	5.15
"07/14/13"	"12:36:55.0"	14.76
"07/14/13"	"13:36:55.0"	16.82
"07/14/13"	"14:36:55.0"	6.24
"07/14/13"	"15:36:55.0"	6.08
"07/14/13"	"16:36:55.0"	6.08
"07/14/13"	"17:36:55.0"	6.08
"07/14/13"	"18:36:55.0"	6.08
"07/14/13"	"19:36:55.0"	5.93
"07/14/13"	"20:36:55.0"	6.24
"07/14/13"	"21:36:55.0"	6.08
"07/14/13"	"22:36:55.0"	6.24
"07/14/13"	"23:36:55.0"	6.24
"07/15/13"	"00:36:55.0"	6.55
"07/15/13"	"01:36:55.0"	6.39
"07/15/13"	"02:36:55.0"	6.24
"07/15/13"	"03:36:55.0"	6.24
"07/15/13"	"04:36:55.0"	6.24
"07/15/13"	"05:36:55.0"	5.77
"07/15/13"	"06:36:55.0"	6.08
"07/15/13"	"07:36:55.0"	6.71
"07/15/13"	"08:36:55.0"	10.73
"07/15/13"	"09:36:55.0"	10.58
"07/15/13"	"10:36:55.0"	10.89
"07/15/13"	"11:36:55.0"	11.97
"07/15/13"	"12:36:55.0"	12.28
"07/15/13"	"13:36:55.0"	12.43
"07/15/13"	"14:36:55.0"	13.06
"07/15/13"	"15:36:55.0"	13.37
"07/15/13"	"16:36:55.0"	13.82
"07/15/13"	"17:36:55.0"	4.99
"07/15/13"	"18:36:55.0"	4.99
"07/15/13"	"19:36:55.0"	4.99
"07/15/13"	"20:36:55.0"	4.99
"07/15/13"	"21:36:55.0"	4.99
"07/15/13"	"22:36:55.0"	4.99
"07/15/13"	"23:36:55.0"	4.99
"07/16/13"	"00:36:55.0"	5.15
"07/16/13"	"01:36:55.0"	4.99
"07/16/13"	"02:36:55.0"	4.99
"07/16/13"	"03:36:55.0"	5.15
"07/16/13"	"04:36:55.0"	4.99
"07/16/13"	"05:36:55.0"	4.99
"07/16/13"	"06:36:55.0"	4.99
"07/16/13"	"07:36:55.0"	4.99
"07/16/13"	"08:36:55.0"	4.99
"07/16/13"	"09:36:55.0"	4.99
"07/16/13"	"10:36:55.0"	4.99
"07/16/13"	"11:36:55.0"	5.15
"07/16/13"	"12:36:55.0"	20.21
"07/16/13"	"13:36:55.0"	5.93
"07/16/13"	"14:36:55.0"	5.15
"07/16/13"	"15:36:55.0"	5.15
"07/16/13"	"16:36:55.0"	5.15
"07/16/13"	"17:36:55.0"	5.15
"07/16/13"	"18:36:55.0"	5.15
"07/16/13"	"19:36:55.0"	5.15
"07/16/13"	"20:36:55.0"	5.15
"07/16/13"	"21:36:55.0"	5.15
"07/16/13"	"22:36:55.0"	5.15
"07/16/13"	"23:36:55.0"	5.15
"07/17/13"	"00:36:55.0"	5.15
"07/17/13"	"01:36:55.0"	5.15
"07/17/13"	"02:36:55.0"	5.15
"07/17/13"	"03:36:55.0"	5.15
"07/17/13"	"04:36:55.0"	5.15
"07/17/13"	"05:36:55.0"	5.15
"07/17/13"	"06:36:55.0"	11.66
"07/17/13"	"07:36:55.0"	12.9
"07/17/13"	"08:36:55.0"	12.9
"07/17/13"	"09:36:55.0"	13.21
"07/17/13"	"10:36:55.0"	13.52
"07/17/13"	"11:36:55.0"	15.23
