"Date"	"Time"	"Temperature....C."
"07/10/13"	"10:36:55.0"	22.52
"07/10/13"	"11:36:55.0"	18.91
"07/10/13"	"12:36:55.0"	19.23
"07/10/13"	"13:36:55.0"	15.87
"07/10/13"	"14:36:55.0"	17.77
"07/10/13"	"15:36:55.0"	5.15
"07/10/13"	"16:36:55.0"	5.15
"07/10/13"	"17:36:55.0"	5.15
"07/10/13"	"18:36:55.0"	5.15
"07/10/13"	"19:36:55.0"	5.15
"07/10/13"	"20:36:55.0"	5.15
"07/10/13"	"21:36:55.0"	5.15
"07/10/13"	"22:36:55.0"	5.15
"07/10/13"	"23:36:55.0"	5.31
"07/11/13"	"00:36:55.0"	5.15
"07/11/13"	"01:36:55.0"	5.15
"07/11/13"	"02:36:55.0"	5.15
"07/11/13"	"03:36:55.0"	5.15
"07/11/13"	"04:36:55.0"	5.15
"07/11/13"	"05:36:55.0"	5.15
"07/11/13"	"06:36:55.0"	5.15
"07/11/13"	"07:36:55.0"	5.15
"07/11/13"	"08:36:55.0"	5.15
"07/11/13"	"09:36:55.0"	5.15
"07/11/13"	"10:36:55.0"	5.15
"07/11/13"	"11:36:55.0"	12.12
"07/11/13"	"12:36:55.0"	13.98
"07/11/13"	"13:36:55.0"	5.15
"07/11/13"	"14:36:55.0"	5.15
"07/11/13"	"15:36:55.0"	5.15
"07/11/13"	"16:36:55.0"	5.15
"07/11/13"	"17:36:55.0"	5.15
"07/11/13"	"18:36:55.0"	5.15
"07/11/13"	"19:36:55.0"	5.15
"07/11/13"	"20:36:55.0"	5.15
"07/11/13"	"21:36:55.0"	5.15
"07/11/13"	"22:36:55.0"	5.15
"07/11/13"	"23:36:55.0"	5.15
"07/12/13"	"00:36:55.0"	5.15
"07/12/13"	"01:36:55.0"	5.15
"07/12/13"	"02:36:55.0"	5.15
"07/12/13"	"03:36:55.0"	5.15
"07/12/13"	"04:36:55.0"	5.15
"07/12/13"	"05:36:55.0"	5.15
"07/12/13"	"06:36:55.0"	5.15
"07/12/13"	"07:36:55.0"	11.81
"07/12/13"	"08:36:55.0"	11.97
"07/12/13"	"09:36:55.0"	11.97
