"Date"	"Time"	"Temperature....C."
"07/10/13"	"13:52:59.0"	22.88
"07/10/13"	"14:52:59.0"	5.54
"07/10/13"	"15:52:59.0"	5.54
"07/10/13"	"16:52:59.0"	5.54
"07/10/13"	"17:52:59.0"	5.54
"07/10/13"	"18:52:59.0"	5.71
"07/10/13"	"19:52:59.0"	5.54
"07/10/13"	"20:52:59.0"	5.54
"07/10/13"	"21:52:59.0"	5.54
"07/10/13"	"22:52:59.0"	5.54
"07/10/13"	"23:52:59.0"	5.71
"07/11/13"	"00:52:59.0"	5.71
"07/11/13"	"01:52:59.0"	5.71
"07/11/13"	"02:52:59.0"	5.71
"07/11/13"	"03:52:59.0"	5.54
"07/11/13"	"04:52:59.0"	5.71
"07/11/13"	"05:52:59.0"	5.71
"07/11/13"	"06:52:59.0"	5.71
"07/11/13"	"07:52:59.0"	5.71
"07/11/13"	"08:52:59.0"	5.54
"07/11/13"	"09:52:59.0"	13.49
"07/11/13"	"10:52:59.0"	14.58
"07/11/13"	"11:52:59.0"	14.9
"07/11/13"	"12:52:59.0"	14.9
"07/11/13"	"13:52:59.0"	15.22
"07/11/13"	"14:52:59.0"	5.23
"07/11/13"	"15:52:59.0"	5.23
"07/11/13"	"16:52:59.0"	5.23
"07/11/13"	"17:52:59.0"	5.23
"07/11/13"	"18:52:59.0"	5.23
"07/11/13"	"19:52:59.0"	5.23
"07/11/13"	"20:52:59.0"	5.23
"07/11/13"	"21:52:59.0"	5.23
"07/11/13"	"22:52:59.0"	5.23
"07/11/13"	"23:52:59.0"	5.23
"07/12/13"	"00:52:59.0"	5.23
"07/12/13"	"01:52:59.0"	5.23
"07/12/13"	"02:52:59.0"	5.23
"07/12/13"	"03:52:59.0"	5.23
"07/12/13"	"04:52:59.0"	5.23
"07/12/13"	"05:52:59.0"	5.23
"07/12/13"	"06:52:59.0"	5.23
"07/12/13"	"07:52:59.0"	5.23
"07/12/13"	"08:52:59.0"	5.23
"07/12/13"	"09:52:59.0"	12.24
"07/12/13"	"10:52:59.0"	12.41
"07/12/13"	"11:52:59.0"	12.72
"07/12/13"	"12:52:59.0"	12.72
"07/12/13"	"13:52:59.0"	12.72
"07/12/13"	"14:52:59.0"	12.72
"07/12/13"	"15:52:59.0"	12.09
"07/12/13"	"16:52:59.0"	12.72
"07/12/13"	"17:52:59.0"	12.87
"07/12/13"	"18:52:59.0"	12.87
"07/12/13"	"19:52:59.0"	12.72
"07/12/13"	"20:52:59.0"	13.03
"07/12/13"	"21:52:59.0"	13.03
"07/12/13"	"22:52:59.0"	12.72
"07/12/13"	"23:52:59.0"	12.72
"07/13/13"	"00:52:59.0"	12.41
"07/13/13"	"01:52:59.0"	12.41
"07/13/13"	"02:52:59.0"	12.41
"07/13/13"	"03:52:59.0"	12.24
"07/13/13"	"04:52:59.0"	12.09
"07/13/13"	"05:52:59.0"	12.09
"07/13/13"	"06:52:59.0"	12.09
"07/13/13"	"07:52:59.0"	12.41
"07/13/13"	"08:52:59.0"	12.41
"07/13/13"	"09:52:59.0"	12.56
"07/13/13"	"10:52:59.0"	13.18
"07/13/13"	"11:52:59.0"	13.8
"07/13/13"	"12:52:59.0"	14.11
"07/13/13"	"13:52:59.0"	16.18
"07/13/13"	"14:52:59.0"	6.33
"07/13/13"	"15:52:59.0"	6.33
"07/13/13"	"16:52:59.0"	6.17
"07/13/13"	"17:52:59.0"	6.17
"07/13/13"	"18:52:59.0"	6.02
"07/13/13"	"19:52:59.0"	6.17
"07/13/13"	"20:52:59.0"	6.17
"07/13/13"	"21:52:59.0"	6.33
"07/13/13"	"22:52:59.0"	6.17
"07/13/13"	"23:52:59.0"	6.33
"07/14/13"	"00:52:59.0"	6.49
"07/14/13"	"01:52:59.0"	6.33
"07/14/13"	"02:52:59.0"	6.33
"07/14/13"	"03:52:59.0"	6.33
"07/14/13"	"04:52:59.0"	6.17
"07/14/13"	"05:52:59.0"	6.02
"07/14/13"	"06:52:59.0"	6.02
"07/14/13"	"07:52:59.0"	6.02
"07/14/13"	"08:52:59.0"	6.17
"07/14/13"	"09:52:59.0"	18.09
"07/14/13"	"10:52:59.0"	20.06
"07/14/13"	"11:52:59.0"	21.71
"07/14/13"	"12:52:59.0"	17.93
"07/14/13"	"13:52:59.0"	22.71
"07/14/13"	"14:52:59.0"	21.04
"07/14/13"	"15:52:59.0"	5.39
"07/14/13"	"16:52:59.0"	5.39
"07/14/13"	"17:52:59.0"	5.39
"07/14/13"	"18:52:59.0"	5.39
"07/14/13"	"19:52:59.0"	5.39
"07/14/13"	"20:52:59.0"	5.39
"07/14/13"	"21:52:59.0"	5.39
"07/14/13"	"22:52:59.0"	5.39
"07/14/13"	"23:52:59.0"	5.39
"07/15/13"	"00:52:59.0"	5.39
"07/15/13"	"01:52:59.0"	5.39
"07/15/13"	"02:52:59.0"	5.39
"07/15/13"	"03:52:59.0"	5.39
"07/15/13"	"04:52:59.0"	5.39
"07/15/13"	"05:52:59.0"	5.39
"07/15/13"	"06:52:59.0"	5.39
"07/15/13"	"07:52:59.0"	5.39
"07/15/13"	"08:52:59.0"	5.39
"07/15/13"	"09:52:59.0"	5.39
"07/15/13"	"10:52:59.0"	11.93
"07/15/13"	"11:52:59.0"	12.41
"07/15/13"	"12:52:59.0"	12.72
"07/15/13"	"13:52:59.0"	12.87
"07/15/13"	"14:52:59.0"	13.49
"07/15/13"	"15:52:59.0"	17.13
"07/15/13"	"16:52:59.0"	5.39
"07/15/13"	"17:52:59.0"	5.23
"07/15/13"	"18:52:59.0"	5.23
"07/15/13"	"19:52:59.0"	5.23
"07/15/13"	"20:52:59.0"	5.23
"07/15/13"	"21:52:59.0"	5.23
"07/15/13"	"22:52:59.0"	5.23
"07/15/13"	"23:52:59.0"	5.23
"07/16/13"	"00:52:59.0"	5.23
"07/16/13"	"01:52:59.0"	5.54
"07/16/13"	"02:52:59.0"	5.54
"07/16/13"	"03:52:59.0"	5.39
"07/16/13"	"04:52:59.0"	5.39
"07/16/13"	"05:52:59.0"	5.54
"07/16/13"	"06:52:59.0"	5.39
"07/16/13"	"07:52:59.0"	5.39
"07/16/13"	"08:52:59.0"	5.23
"07/16/13"	"09:52:59.0"	16.81
"07/16/13"	"10:52:59.0"	16.18
"07/16/13"	"11:52:59.0"	18.26
"07/16/13"	"12:52:59.0"	17.61
"07/16/13"	"13:52:59.0"	21.87
"07/16/13"	"14:52:59.0"	18.09
"07/16/13"	"15:52:59.0"	5.39
"07/16/13"	"16:52:59.0"	5.54
"07/16/13"	"17:52:59.0"	5.54
"07/16/13"	"18:52:59.0"	5.54
"07/16/13"	"19:52:59.0"	5.54
"07/16/13"	"20:52:59.0"	5.71
"07/16/13"	"21:52:59.0"	5.54
"07/16/13"	"22:52:59.0"	5.39
"07/16/13"	"23:52:59.0"	5.39
"07/17/13"	"00:52:59.0"	5.23
"07/17/13"	"01:52:59.0"	5.23
"07/17/13"	"02:52:59.0"	5.39
"07/17/13"	"03:52:59.0"	5.39
"07/17/13"	"04:52:59.0"	5.39
"07/17/13"	"05:52:59.0"	5.39
"07/17/13"	"06:52:59.0"	5.54
"07/17/13"	"07:52:59.0"	5.54
"07/17/13"	"08:52:59.0"	13.65
"07/17/13"	"09:52:59.0"	13.34
"07/17/13"	"10:52:59.0"	13.96
