DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
08/07/19	10:08:01 AM	20.722					
08/07/19	11:08:01 AM	21.318					
08/07/19	12:08:01 PM	21.246					
08/07/19	01:08:01 PM	21.413					
08/07/19	02:08:01 PM	18.010					
08/07/19	03:08:01 PM	23.905					
08/07/19	04:08:01 PM	7.318					
08/07/19	05:08:01 PM	7.242					
08/07/19	06:08:01 PM	7.116					
08/07/19	07:08:01 PM	7.167					
08/07/19	08:08:01 PM	7.041					
08/07/19	09:08:01 PM	6.914					
08/07/19	10:08:01 PM	7.041					
08/07/19	11:08:01 PM	6.864					
08/08/19	12:08:01 AM	6.788					
08/08/19	01:08:01 AM	6.990					
08/08/19	02:08:01 AM	7.116					
08/08/19	03:08:01 AM	7.519					
08/08/19	04:08:01 AM	7.242					
08/08/19	05:08:01 AM	7.268					
08/08/19	06:08:01 AM	7.242					
08/08/19	07:08:01 AM	7.217					
08/08/19	08:08:01 AM	7.419					
08/08/19	09:08:01 AM	7.066					
08/08/19	10:08:01 AM	6.864					
08/08/19	11:08:01 AM	15.867					
08/08/19	12:08:01 PM	19.413					
08/08/19	01:08:01 PM	20.412					
08/08/19	02:08:01 PM	7.494					
08/08/19	03:08:01 PM	7.519					
08/08/19	04:08:01 PM	7.519					
08/08/19	05:08:01 PM	7.393					
08/08/19	06:08:01 PM	7.393					
08/08/19	07:08:01 PM	7.569					
08/08/19	08:08:01 PM	7.444					
08/08/19	09:08:01 PM	7.569					
08/08/19	10:08:01 PM	7.594					
08/08/19	11:08:01 PM	7.619					
08/09/19	12:08:01 AM	7.519					
08/09/19	01:08:01 AM	7.645					
08/09/19	02:08:01 AM	7.745					
08/09/19	03:08:01 AM	7.594					
08/09/19	04:08:01 AM	7.544					
08/09/19	05:08:01 AM	7.469					
08/09/19	06:08:01 AM	7.720					
08/09/19	07:08:01 AM	7.795					
08/09/19	08:08:01 AM	13.570					
08/09/19	09:08:01 AM	12.703					
08/09/19	10:08:01 AM	12.944					
08/09/19	11:08:01 AM	13.810					
08/09/19	12:08:01 PM	14.936					
08/09/19	01:08:01 PM	15.008					
08/09/19	02:08:01 PM	15.175					
08/09/19	03:08:01 PM	6.839					
08/09/19	04:08:01 PM	6.914					
08/09/19	05:08:01 PM	6.864					
08/09/19	06:08:01 PM	6.940					
08/09/19	07:08:01 PM	7.015					
08/09/19	08:08:01 PM	7.015					
08/09/19	09:08:01 PM	6.940					
08/09/19	10:08:01 PM	6.889					
08/09/19	11:08:01 PM	6.940					
08/10/19	12:08:01 AM	6.940					
08/10/19	01:08:01 AM	6.839					
08/10/19	02:08:01 AM	6.763					
08/10/19	03:08:01 AM	6.788					
08/10/19	04:08:01 AM	6.864					
08/10/19	05:08:01 AM	6.813					
08/10/19	06:08:01 AM	6.813					
08/10/19	07:08:01 AM	6.813					
08/10/19	08:08:01 AM	6.839					
08/10/19	09:08:01 AM	6.839					
08/10/19	10:08:01 AM	6.788					
08/10/19	11:08:01 AM	15.652					
08/10/19	12:08:01 PM	16.368					
08/10/19	01:08:01 PM	18.081					
08/10/19	02:08:01 PM	6.940					
08/10/19	03:08:01 PM	7.015					
08/10/19	04:08:01 PM	6.940					
08/10/19	05:08:01 PM	6.864					
08/10/19	06:08:01 PM	6.889					
08/10/19	07:08:01 PM	6.889					
08/10/19	08:08:01 PM	6.914					
08/10/19	09:08:01 PM	6.940					
08/10/19	10:08:01 PM	6.839					
08/10/19	11:08:01 PM	6.737					
08/11/19	12:08:01 AM	6.788					
08/11/19	01:08:01 AM	6.864					
08/11/19	02:08:01 AM	6.914					
08/11/19	03:08:01 AM	6.914					
08/11/19	04:08:01 AM	6.914					
08/11/19	05:08:01 AM	6.965					
08/11/19	06:08:01 AM	6.990					
08/11/19	07:08:01 AM	6.914					
08/11/19	08:08:01 AM	14.146					
08/11/19	09:08:01 AM	14.457					
08/11/19	10:08:01 AM	14.505					
08/11/19	11:08:01 AM	14.409					
08/11/19	12:08:01 PM	15.175					
08/11/19	01:08:01 PM	16.058					
08/11/19	02:08:01 PM	15.986					
08/11/19	03:08:01 PM	8.643					
08/11/19	04:08:01 PM	7.167					
08/11/19	05:08:01 PM	7.419					
08/11/19	06:08:01 PM	7.494					
08/11/19	07:08:01 PM	7.544					
08/11/19	08:08:01 PM	7.569					
08/11/19	09:08:01 PM	7.192					
08/11/19	10:08:01 PM	6.965					
08/11/19	11:08:01 PM	6.889					
08/12/19	12:08:01 AM	6.889					
08/12/19	01:08:01 AM	6.965					
08/12/19	02:08:01 AM	7.041					
08/12/19	03:08:01 AM	7.066					
08/12/19	04:08:01 AM	6.965					
08/12/19	05:08:01 AM	7.343					
08/12/19	06:08:01 AM	7.444					
08/12/19	07:08:01 AM	7.519					
08/12/19	08:08:01 AM	7.444					
08/12/19	09:08:01 AM	7.142					
08/12/19	10:08:01 AM	6.889					
08/12/19	11:08:01 AM	17.629					
08/12/19	12:08:01 PM	17.034					
08/12/19	01:08:01 PM	19.318					
08/12/19	02:08:01 PM	6.331					
08/12/19	03:08:01 PM	6.331					
08/12/19	04:08:01 PM	6.408					
08/12/19	05:08:01 PM	6.458					
08/12/19	06:08:01 PM	6.458					
08/12/19	07:08:01 PM	6.585					
08/12/19	08:08:01 PM	6.560					
08/12/19	09:08:01 PM	6.509					
08/12/19	10:08:01 PM	6.484					
08/12/19	11:08:01 PM	6.484					
08/13/19	12:08:01 AM	6.382					
08/13/19	01:08:01 AM	6.408					
08/13/19	02:08:01 AM	6.433					
08/13/19	03:08:01 AM	6.382					
08/13/19	04:08:01 AM	6.408					
08/13/19	05:08:01 AM	6.484					
08/13/19	06:08:01 AM	6.585					
08/13/19	07:08:01 AM	6.585					
08/13/19	08:08:01 AM	8.693					
08/13/19	09:08:01 AM	15.796					
08/13/19	10:08:01 AM	17.344					
08/13/19	11:08:01 AM	18.176					
08/13/19	12:08:01 PM	21.270					
08/13/19	01:08:01 PM	20.722					
