Date Time	Temperature  (*C)
10/10/06 	10:12:07.0	21.75
10/10/06 	11:12:07.0	19.79
10/10/06 	12:12:07.0	18.81
10/10/06 	13:12:07.0	16.89
10/10/06 	14:12:07.0	14.51
10/10/06 	15:12:07.0	17.84
10/10/06 	16:12:07.0	5.68
10/10/06 	17:12:07.0	5.68
10/10/06 	18:12:07.0	5.68
10/10/06 	19:12:07.0	5.68
10/10/06 	20:12:07.0	5.68
10/10/06 	21:12:07.0	5.68
10/10/06 	22:12:07.0	5.52
10/10/06 	23:12:07.0	5.52
10/11/06 	00:12:07.0	5.52
10/11/06 	01:12:07.0	5.68
10/11/06 	02:12:07.0	5.68
10/11/06 	03:12:07.0	5.68
10/11/06 	04:12:07.0	5.68
10/11/06 	05:12:07.0	5.68
10/11/06 	06:12:07.0	5.68
10/11/06 	07:12:07.0	5.68
10/11/06 	08:12:07.0	5.68
10/11/06 	09:12:07.0	5.68
10/11/06 	10:12:07.0	5.68
10/11/06 	11:12:07.0	5.83
10/11/06 	12:12:07.0	9.87
10/11/06 	13:12:07.0	10.33
10/11/06 	14:12:07.0	9.40
10/11/06 	15:12:07.0	9.09
10/11/06 	16:12:07.0	5.99
10/11/06 	17:12:07.0	6.14
10/11/06 	18:12:07.0	6.14
10/11/06 	19:12:07.0	6.14
10/11/06 	20:12:07.0	6.30
10/11/06 	21:12:07.0	5.99
10/11/06 	22:12:07.0	6.14
10/11/06 	23:12:07.0	5.99
10/12/06 	00:12:07.0	6.14
10/12/06 	01:12:07.0	5.99
10/12/06 	02:12:07.0	5.99
10/12/06 	03:12:07.0	5.99
10/12/06 	04:12:07.0	5.99
10/12/06 	05:12:07.0	6.14
10/12/06 	06:12:07.0	6.14
10/12/06 	07:12:07.0	6.14
10/12/06 	08:12:07.0	6.14
10/12/06 	09:12:07.0	6.30
10/12/06 	10:12:07.0	6.92
10/12/06 	11:12:07.0	6.61
10/12/06 	12:12:07.0	6.61
10/12/06 	13:12:07.0	6.77
10/12/06 	14:12:07.0	6.92
10/12/06 	15:12:07.0	7.08
10/12/06 	16:12:07.0	7.54
10/12/06 	17:12:07.0	6.92
10/12/06 	18:12:07.0	6.30
10/12/06 	19:12:07.0	6.30
10/12/06 	20:12:07.0	6.46
10/12/06 	21:12:07.0	6.46
10/12/06 	22:12:07.0	6.61
10/12/06 	23:12:07.0	6.30
10/13/06 	00:12:07.0	6.14
10/13/06 	01:12:07.0	5.83
10/13/06 	02:12:07.0	5.06
10/13/06 	03:12:07.0	4.90
10/13/06 	04:12:07.0	4.74
10/13/06 	05:12:07.0	4.74
10/13/06 	06:12:07.0	4.27
10/13/06 	07:12:07.0	4.59
10/13/06 	08:12:07.0	4.90
10/13/06 	09:12:07.0	5.21
10/13/06 	10:12:07.0	5.37
10/13/06 	11:12:07.0	5.83
10/13/06 	12:12:07.0	6.14
10/13/06 	13:12:07.0	5.68
10/13/06 	14:12:07.0	5.83
10/13/06 	15:12:07.0	6.46
10/13/06 	16:12:07.0	7.23
10/13/06 	17:12:07.0	7.23
10/13/06 	18:12:07.0	7.23
10/13/06 	19:12:07.0	7.23
10/13/06 	20:12:07.0	7.23
10/13/06 	21:12:07.0	7.23
10/13/06 	22:12:07.0	7.23
10/13/06 	23:12:07.0	7.23
10/14/06 	00:12:07.0	7.23
10/14/06 	01:12:07.0	7.23
10/14/06 	02:12:07.0	7.23
10/14/06 	03:12:07.0	7.23
10/14/06 	04:12:07.0	7.23
10/14/06 	05:12:07.0	7.39
10/14/06 	06:12:07.0	7.39
10/14/06 	07:12:07.0	7.23
10/14/06 	08:12:07.0	7.23
10/14/06 	09:12:07.0	7.23
10/14/06 	10:12:07.0	7.23
10/14/06 	11:12:07.0	7.23
10/14/06 	12:12:07.0	7.08
10/14/06 	13:12:07.0	7.08
10/14/06 	14:12:07.0	6.61
10/14/06 	15:12:07.0	7.23
10/14/06 	16:12:07.0	6.77
10/14/06 	17:12:07.0	5.99
10/14/06 	18:12:07.0	5.99
10/14/06 	19:12:07.0	5.99
10/14/06 	20:12:07.0	5.99
10/14/06 	21:12:07.0	6.14
10/14/06 	22:12:07.0	5.99
10/14/06 	23:12:07.0	6.14
10/15/06 	00:12:07.0	5.68
10/15/06 	01:12:07.0	5.68
10/15/06 	02:12:07.0	5.68
10/15/06 	03:12:07.0	5.52
10/15/06 	04:12:07.0	5.68
10/15/06 	05:12:07.0	5.83
10/15/06 	06:12:07.0	5.83
10/15/06 	07:12:07.0	5.99
10/15/06 	08:12:07.0	6.14
10/15/06 	09:12:07.0	6.14
10/15/06 	10:12:07.0	5.99
10/15/06 	11:12:07.0	7.70
10/15/06 	12:12:07.0	7.54
10/15/06 	13:12:07.0	7.39
10/15/06 	14:12:07.0	8.17
10/15/06 	15:12:07.0	9.40
10/15/06 	16:12:07.0	5.83
10/15/06 	17:12:07.0	5.83
10/15/06 	18:12:07.0	5.68
10/15/06 	19:12:07.0	5.83
10/15/06 	20:12:07.0	5.83
10/15/06 	21:12:07.0	5.83
10/15/06 	22:12:07.0	5.68
10/15/06 	23:12:07.0	5.83
10/16/06 	00:12:07.0	5.68
10/16/06 	01:12:07.0	5.68
10/16/06 	02:12:07.0	5.68
10/16/06 	03:12:07.0	5.68
10/16/06 	04:12:07.0	5.68
10/16/06 	05:12:07.0	5.83
10/16/06 	06:12:07.0	5.83
10/16/06 	07:12:07.0	5.99
10/16/06 	08:12:07.0	6.30
10/16/06 	09:12:07.0	6.30
10/16/06 	10:12:07.0	5.83
10/16/06 	11:12:07.0	6.46
10/16/06 	12:12:07.0	7.54
10/16/06 	13:12:07.0	7.39
10/16/06 	14:12:07.0	8.01
10/16/06 	15:12:07.0	9.24
10/16/06 	16:12:07.0	5.83
10/16/06 	17:12:07.0	5.83
10/16/06 	18:12:07.0	5.83
10/16/06 	19:12:07.0	5.99
10/16/06 	20:12:07.0	5.99
10/16/06 	21:12:07.0	5.99
10/16/06 	22:12:07.0	5.68
10/16/06 	23:12:07.0	5.68
10/17/06 	00:12:07.0	5.68
10/17/06 	01:12:07.0	5.68
10/17/06 	02:12:07.0	5.68
10/17/06 	03:12:07.0	5.68
10/17/06 	04:12:07.0	5.83
10/17/06 	05:12:07.0	5.83
10/17/06 	06:12:07.0	5.99
10/17/06 	07:12:07.0	5.83
10/17/06 	08:12:07.0	5.99
10/17/06 	09:12:07.0	6.14
10/17/06 	10:12:07.0	5.68
10/17/06 	11:12:07.0	7.08
10/17/06 	12:12:07.0	18.33
10/17/06 	13:12:07.0	20.11
10/17/06 	14:12:07.0	20.76
10/17/06 	15:12:07.0	18.81
