DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/19/18	09:29:28 AM	17.106					
10/19/18	10:29:28 AM	18.010					
10/19/18	11:29:28 AM	18.390					
10/19/18	12:29:28 PM	13.882					
10/19/18	01:29:28 PM	7.066					
10/19/18	02:29:28 PM	6.965					
10/19/18	03:29:28 PM	6.889					
10/19/18	04:29:28 PM	6.914					
10/19/18	05:29:28 PM	7.167					
10/19/18	06:29:28 PM	7.444					
10/19/18	07:29:28 PM	7.469					
10/19/18	08:29:28 PM	7.519					
10/19/18	09:29:28 PM	7.293					
10/19/18	10:29:28 PM	7.192					
10/19/18	11:29:28 PM	7.368					
10/20/18	12:29:28 AM	7.444					
10/20/18	01:29:28 AM	7.268					
10/20/18	02:29:28 AM	7.192					
10/20/18	03:29:28 AM	7.444					
10/20/18	04:29:28 AM	7.619					
10/20/18	05:29:28 AM	7.594					
10/20/18	06:29:28 AM	7.569					
10/20/18	07:29:28 AM	7.670					
10/20/18	08:29:28 AM	8.070					
10/20/18	09:29:28 AM	8.095					
10/20/18	10:29:28 AM	8.070					
10/20/18	11:29:28 AM	8.469					
10/20/18	12:29:28 PM	8.742					
10/20/18	01:29:28 PM	9.015					
10/20/18	02:29:28 PM	8.170					
10/20/18	03:29:28 PM	7.393					
10/20/18	04:29:28 PM	7.494					
10/20/18	05:29:28 PM	7.167					
10/20/18	06:29:28 PM	7.820					
10/20/18	07:29:28 PM	7.895					
10/20/18	08:29:28 PM	7.343					
10/20/18	09:29:28 PM	7.519					
10/20/18	10:29:28 PM	7.519					
10/20/18	11:29:28 PM	7.393					
10/21/18	12:29:28 AM	6.737					
10/21/18	01:29:28 AM	7.167					
10/21/18	02:29:28 AM	6.763					
10/21/18	03:29:28 AM	6.737					
10/21/18	04:29:28 AM	6.204					
10/21/18	05:29:28 AM	6.204					
10/21/18	06:29:28 AM	6.204					
10/21/18	07:29:28 AM	6.433					
10/21/18	08:29:28 AM	7.066					
10/21/18	09:29:28 AM	7.419					
10/21/18	10:29:28 AM	7.770					
10/21/18	11:29:28 AM	9.015					
10/21/18	12:29:28 PM	8.792					
10/21/18	01:29:28 PM	8.792					
10/21/18	02:29:28 PM	8.469					
10/21/18	03:29:28 PM	6.433					
10/21/18	04:29:28 PM	6.306					
10/21/18	05:29:28 PM	6.306					
10/21/18	06:29:28 PM	6.255					
10/21/18	07:29:28 PM	5.539					
10/21/18	08:29:28 PM	5.565					
10/21/18	09:29:28 PM	5.821					
10/21/18	10:29:28 PM	6.153					
10/21/18	11:29:28 PM	6.102					
10/22/18	12:29:28 AM	6.255					
10/22/18	01:29:28 AM	6.509					
10/22/18	02:29:28 AM	6.433					
10/22/18	03:29:28 AM	6.230					
10/22/18	04:29:28 AM	6.204					
10/22/18	05:29:28 AM	6.306					
10/22/18	06:29:28 AM	5.949					
10/22/18	07:29:28 AM	5.796					
10/22/18	08:29:28 AM	5.642					
10/22/18	09:29:28 AM	6.102					
10/22/18	10:29:28 AM	6.255					
10/22/18	11:29:28 AM	6.204					
10/22/18	12:29:28 PM	6.077					
10/22/18	01:29:28 PM	5.898					
10/22/18	02:29:28 PM	5.488					
10/22/18	03:29:28 PM	7.242					
10/22/18	04:29:28 PM	7.318					
10/22/18	05:29:28 PM	7.318					
10/22/18	06:29:28 PM	7.343					
10/22/18	07:29:28 PM	7.343					
10/22/18	08:29:28 PM	7.318					
10/22/18	09:29:28 PM	7.343					
10/22/18	10:29:28 PM	7.318					
10/22/18	11:29:28 PM	7.318					
10/23/18	12:29:28 AM	7.343					
10/23/18	01:29:28 AM	7.343					
10/23/18	02:29:28 AM	7.318					
10/23/18	03:29:28 AM	7.343					
10/23/18	04:29:28 AM	7.343					
10/23/18	05:29:28 AM	7.318					
10/23/18	06:29:28 AM	7.318					
10/23/18	07:29:28 AM	7.343					
10/23/18	08:29:28 AM	7.343					
10/23/18	09:29:28 AM	7.368					
10/23/18	10:29:28 AM	7.318					
10/23/18	11:29:28 AM	8.095					
10/23/18	12:29:28 PM	9.238					
10/23/18	01:29:28 PM	9.064					
10/23/18	02:29:28 PM	9.015					
