Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
444	14.33182	2.9406920	1.1455	1.1392	6.191500	23.40640
445	14.35137	2.9395412	1.1486	1.1423	6.189809	23.38453
446	14.35125	2.9431141	1.1517	1.1454	6.188630	23.41592
447	14.35150	2.9460495	1.1426	1.1363	6.187623	23.44151
448	14.35080	2.9466947	1.1486	1.1423	6.187481	23.44758
449	14.34229	2.9438495	1.1456	1.1393	6.189334	23.42777
450	14.32691	2.9408909	1.1456	1.1393	6.191956	23.41111
451	14.30718	2.9405778	1.1488	1.1424	6.194156	23.42026
452	14.29282	2.9429700	1.1396	1.1333	6.194882	23.44994
453	14.29912	2.9451398	1.1488	1.1424	6.193486	23.46517
454	14.31254	2.9436147	1.1458	1.1395	6.192571	23.44368
455	14.31204	2.9395235	1.1428	1.1365	6.193993	23.40808
456	14.29685	2.9381082	1.1458	1.1395	6.196081	23.40482
457	14.27576	2.9403913	1.1519	1.1456	6.197559	23.43760
458	14.26551	2.9439406	1.1520	1.1456	6.197461	23.47498
459	14.26563	2.9455500	1.1550	1.1486	6.196908	23.48905
460	14.27098	2.9436151	1.1672	1.1608	6.196988	23.46880
461	14.28130	2.9403913	1.1642	1.1578	6.196970	23.43425
462	14.29093	2.9388671	1.1612	1.1548	6.196456	23.41505
463	14.30145	2.9388008	1.1643	1.1579	6.195360	23.40812
464	14.31115	2.9397163	1.1582	1.1518	6.194023	23.41030
465	14.32281	2.9403909	1.1552	1.1488	6.192558	23.40919
466	14.33699	2.9407100	1.1553	1.1489	6.190945	23.40344
467	14.34967	2.9406075	1.1461	1.1398	6.189634	23.39490
468	14.35919	2.9394508	1.1492	1.1429	6.189009	23.37903
469	14.36254	2.9378727	1.1523	1.1459	6.189180	23.36319
470	14.35654	2.9369634	1.1431	1.1368	6.190120	23.35883
471	14.34330	2.9374995	1.1492	1.1429	6.191348	23.37149
472	14.33151	2.9390414	1.1463	1.1400	6.192085	23.39211
473	14.32968	2.9405655	1.1493	1.1430	6.191770	23.40658
474	14.33485	2.9405655	1.1494	1.1431	6.191221	23.40346
475	14.33939	2.9379452	1.1463	1.1400	6.191614	23.37775
476	14.33353	2.9349767	1.1464	1.1401	6.193229	23.35526
477	14.30826	2.9345073	1.1525	1.1462	6.196073	23.36635
478	14.26739	2.9374641	1.1555	1.1492	6.199431	23.41695
479	14.24783	2.9409398	1.1587	1.1523	6.200348	23.45931
480	14.24380	2.9420907	1.1587	1.1523	6.200390	23.47186
481	14.26091	2.9375244	1.1556	1.1493	6.200101	23.42139
482	14.28168	2.9333097	1.1556	1.1493	6.199302	23.37185
483	14.29849	2.9320156	1.1618	1.1554	6.197946	23.35037
484	14.30082	2.9354707	1.1587	1.1524	6.196542	23.37928
485	14.29887	2.9387827	1.1587	1.1524	6.195641	23.40952
486	14.29175	2.9397767	1.1497	1.1433	6.196065	23.42254
487	14.28691	2.9354226	1.1497	1.1434	6.198038	23.38725
488	14.28867	2.9314681	1.1558	1.1494	6.199175	23.35148
489	14.29402	2.9302165	1.1528	1.1464	6.199024	23.33727
490	14.28244	2.9325815	1.1558	1.1495	6.199466	23.36500
491	14.27199	2.9354228	1.1559	1.1495	6.199626	23.39625
492	14.26645	2.9365849	1.1559	1.1495	6.199826	23.40979
493	14.25481	2.9367596	1.1499	1.1436	6.201007	23.41836
494	14.24645	2.9353869	1.1499	1.1436	6.202359	23.41135
495	14.23934	2.9322930	1.1499	1.1436	6.204154	23.38845
496	14.22488	2.9293387	1.1408	1.1345	6.206688	23.37121
497	14.19466	2.9292548	1.1469	1.1406	6.209942	23.38871
498	14.15305	2.9322336	1.1470	1.1407	6.213383	23.44009
499	14.13318	2.9351472	1.1500	1.1437	6.214524	23.47780
500	14.12603	2.9352977	1.1500	1.1437	6.215237	23.48347
501	14.12371	2.9318247	1.1470	1.1407	6.216657	23.45426
502	14.11801	2.9287562	1.1532	1.1468	6.218304	23.43067
503	14.10567	2.9287263	1.1532	1.1469	6.219635	23.43788
504	14.09452	2.9315181	1.1563	1.1499	6.219884	23.46926
505	14.10272	2.9337508	1.1563	1.1499	6.218251	23.48398
506	14.11387	2.9330224	1.1563	1.1499	6.217305	23.47079
507	14.11438	2.9301881	1.1564	1.1500	6.218209	23.44549
508	14.10654	2.9289188	1.1685	1.1621	6.219476	23.43905
509	14.10022	2.9308621	1.1655	1.1591	6.219496	23.46002
510	14.10623	2.9338110	1.1686	1.1622	6.217856	23.48237
511	14.12716	2.9345091	1.1686	1.1622	6.215383	23.47583
512	14.14446	2.9316018	1.1626	1.1562	6.214514	23.43972
513	14.15211	2.9275048	1.1565	1.1502	6.215078	23.39901
514	14.15425	2.9256705	1.1565	1.1502	6.215469	23.38157
515	14.13957	2.9265426	1.1566	1.1502	6.216744	23.39812
516	14.11757	2.9292856	1.1536	1.1473	6.218172	23.43560
517	14.11550	2.9309643	1.1567	1.1503	6.217826	23.45165
518	14.11839	2.9312952	1.1567	1.1503	6.217406	23.45282
519	14.11901	2.9301580	1.1537	1.1474	6.217723	23.44242
520	14.11312	2.9282931	1.1506	1.1443	6.218983	23.42955
521	14.09796	2.9266573	1.1538	1.1475	6.221159	23.42431
522	14.07743	2.9261042	1.1507	1.1444	6.223546	23.43187
523	14.05647	2.9270666	1.1569	1.1505	6.225467	23.45308
524	14.04609	2.9287569	1.1599	1.1535	6.226007	23.47430
525	14.05159	2.9298397	1.1629	1.1566	6.225050	23.48052
526	14.06335	2.9298035	1.1630	1.1566	6.223802	23.47306
527	14.07355	2.9287025	1.1600	1.1536	6.223082	23.45715
528	14.07687	2.9274454	1.1600	1.1536	6.223153	23.44404
529	14.07180	2.9267477	1.1539	1.1476	6.223932	23.44096
530	14.06279	2.9267959	1.1601	1.1538	6.224881	23.44685
531	14.05565	2.9271569	1.1601	1.1537	6.225524	23.45437
532	14.05315	2.9272712	1.1571	1.1508	6.225753	23.45689
533	14.05440	2.9270967	1.1601	1.1538	6.225678	23.45459
534	14.05603	2.9269584	1.1572	1.1509	6.225550	23.45239
535	14.05722	2.9268922	1.1633	1.1569	6.225446	23.45108
536	14.05809	2.9266877	1.1603	1.1539	6.225421	23.44874
537	14.05853	2.9268080	1.1634	1.1570	6.225333	23.44954
538	14.05922	2.9275357	1.1543	1.1479	6.225013	23.45555
539	14.06266	2.9279808	1.1513	1.1449	6.224493	23.45739
540	14.06911	2.9266576	1.1543	1.1480	6.224251	23.44180
541	14.07342	2.9241261	1.1453	1.1390	6.224645	23.41685
542	14.06416	2.9226414	1.1483	1.1420	6.226141	23.40936
543	14.03496	2.9232788	1.1544	1.1481	6.229059	23.43268
544	14.01015	2.9254133	1.1484	1.1421	6.230997	23.46660
545	14.00596	2.9271573	1.1575	1.1511	6.230854	23.48456
546	14.00715	2.9266882	1.1515	1.1452	6.230886	23.47969
547	14.01202	2.9238922	1.1576	1.1512	6.231313	23.45202
548	14.01002	2.9215540	1.1485	1.1422	6.232321	23.43258
549	13.99484	2.9214460	1.1546	1.1483	6.233989	23.44083
550	13.97587	2.9233395	1.1669	1.1604	6.235385	23.46910
551	13.97793	2.9254918	1.1669	1.1605	6.234431	23.48688
552	13.98729	2.9265742	1.1730	1.1665	6.233057	23.49076
553	13.99678	2.9246138	1.1669	1.1604	6.232704	23.46765
554	14.00977	2.9214218	1.1639	1.1575	6.232393	23.43155
555	14.01971	2.9195288	1.1609	1.1545	6.231969	23.40881
556	14.01889	2.9196730	1.1730	1.1666	6.232007	23.41057
557	14.00690	2.9227020	1.1731	1.1667	6.232267	23.44461
558	14.01333	2.9255817	1.1732	1.1667	6.230598	23.46615
559	14.02745	2.9260746	1.1732	1.1667	6.228915	23.46192
560	14.04759	2.9214214	1.1611	1.1547	6.228333	23.40863
561	14.06554	2.9179603	1.1580	1.1516	6.227579	23.36722
562	14.07555	2.9163504	1.1611	1.1548	6.227049	23.34697
563	14.05772	2.9193842	1.1581	1.1518	6.227936	23.38452
564	14.03739	2.9228760	1.1612	1.1548	6.228934	23.42765
565	14.02270	2.9229303	1.1582	1.1518	6.230492	23.43704
566	14.00521	2.9191504	1.1583	1.1519	6.233655	23.41425
567	13.98435	2.9162132	1.1583	1.1519	6.236896	23.40094
568	13.95428	2.9172646	1.1582	1.1519	6.239775	23.42848
569	13.92666	2.9205752	1.1644	1.1580	6.241621	23.47457
570	13.91800	2.9229914	1.1614	1.1550	6.241729	23.50124
571	13.91644	2.9215368	1.1523	1.1459	6.242393	23.48931
572	13.92198	2.9173970	1.1553	1.1490	6.243208	23.44927
573	13.92977	2.9152048	1.1554	1.1491	6.243117	23.42513
574	13.93520	2.9160755	1.1584	1.1521	6.242235	23.42955
575	13.93414	2.9185142	1.1676	1.1612	6.241518	23.45177
576	13.94274	2.9194154	1.1646	1.1582	6.240284	23.45452
577	13.95216	2.9190728	1.1677	1.1612	6.239388	23.44576
578	13.95403	2.9189466	1.1647	1.1583	6.239229	23.44351
579	13.95178	2.9199921	1.1708	1.1644	6.239115	23.45412
580	13.95322	2.9205750	1.1769	1.1704	6.238762	23.45841
581	13.95715	2.9192650	1.1739	1.1675	6.238785	23.44443
582	13.95671	2.9168741	1.1679	1.1615	6.239646	23.42355
583	13.94835	2.9154628	1.1678	1.1614	6.241027	23.41613
584	13.93414	2.9167422	1.1680	1.1616	6.242122	23.43609
585	13.92448	2.9191512	1.1710	1.1646	6.242341	23.46329
586	13.92466	2.9206954	1.1650	1.1586	6.241794	23.47685
587	13.92977	2.9192653	1.1680	1.1616	6.241732	23.46107
588	13.94062	2.9155530	1.1651	1.1587	6.241829	23.42162
589	13.94879	2.9132292	1.1559	1.1496	6.241741	23.39611
590	13.94573	2.9130851	1.1620	1.1557	6.242120	23.39669
591	13.92753	2.9154930	1.1560	1.1497	6.243260	23.42905
592	13.92155	2.9176193	1.1591	1.1527	6.243179	23.45151
593	13.92130	2.9178475	1.1561	1.1497	6.243128	23.45368
594	13.91775	2.9114646	1.1591	1.1527	6.245689	23.39932
595	13.85617	2.8671270	1.1592	1.1528	6.267518	23.04397
596	13.63604	2.8517587	1.1653	1.1589	6.296862	23.03949
597	13.39488	2.8510283	1.1653	1.1589	6.323659	23.17838
598	13.22726	2.8511966	1.1653	1.1589	6.342149	23.28181
599	13.13039	2.8513405	1.1654	1.1590	6.352855	23.34234
600	13.07874	2.8516506	1.1684	1.1620	6.358492	23.37683
601	13.05069	2.8517641	1.1655	1.1591	6.361576	23.39510
602	13.03475	2.8516272	1.1716	1.1652	6.363400	23.40366
603	13.02545	2.8513414	1.1716	1.1651	6.364539	23.40680
604	13.01968	2.8515380	1.1686	1.1622	6.365113	23.41213
605	13.01664	2.8514249	1.2021	1.1955	6.365492	23.41297
606	13.01500	2.8514547	1.3026	1.2954	6.365666	23.41422
607	13.01385	2.8512284	1.4396	1.4317	6.365877	23.41284
608	13.01233	2.8511153	1.5613	1.5527	6.366088	23.41272
609	13.01008	2.8510618	1.6800	1.6708	6.366360	23.41358
610	13.00844	2.8510023	1.8200	1.8100	6.366566	23.41401
611	13.00686	2.8513120	1.9844	1.9734	6.366633	23.41774
612	13.00285	2.8516814	2.1609	2.1490	6.366950	23.42350
613	12.99769	2.8518423	2.3466	2.3337	6.367471	23.42808
614	12.99265	2.8528431	2.5445	2.5305	6.367677	23.44018
615	12.98633	2.8576402	2.7392	2.7241	6.366667	23.48742
616	12.95841	2.8869575	2.9279	2.9118	6.359272	23.77033
617	12.87551	2.8955552	3.1318	3.1146	6.365395	23.90040
618	12.81539	2.9101973	3.3388	3.3205	6.366796	24.07165
619	12.80246	2.9128925	3.5488	3.5292	6.367261	24.10438
620	12.80119	2.9146037	3.7680	3.7472	6.366786	24.12072
621	12.79836	2.9257564	3.9962	3.9742	6.363075	24.22418
622	12.79201	2.9438953	4.2244	4.2012	6.357226	24.39376
623	12.77306	2.9709312	4.4527	4.4282	6.349547	24.65310
624	12.72848	3.0023697	4.6748	4.6491	6.343066	24.97026
625	12.65025	3.0121458	4.9093	4.8822	6.348093	25.11179
626	12.57393	3.0353539	5.1405	5.1122	6.347997	25.37649
627	12.50837	3.0406117	5.3719	5.3423	6.353251	25.46915
628	12.46076	3.0411979	5.6031	5.5723	6.358253	25.50670
629	12.43205	3.0415887	5.8284	5.7963	6.361260	25.52970
630	12.41501	3.0456414	6.0506	6.0173	6.361640	25.57874
631	12.40473	3.0539357	6.2605	6.2260	6.359717	25.66257
632	12.40067	3.0555553	6.4918	6.4560	6.359569	25.68029
633	12.40061	3.0567168	6.7263	6.6892	6.359151	25.69102
634	12.40324	3.0576705	6.9607	6.9223	6.358515	25.69800
635	12.40724	3.0604527	7.1889	7.1492	6.357056	25.72099
636	12.41304	3.0637681	7.4171	7.3762	6.355205	25.74771
637	12.42087	3.0674031	7.6424	7.6002	6.353016	25.77599
638	12.42356	3.0708255	7.8706	7.8272	6.351467	25.80582
639	12.41824	3.0733183	8.0989	8.0543	6.351134	25.83252
640	12.40951	3.0757200	8.3485	8.3025	6.351206	25.86072
641	12.40055	3.0781040	8.5858	8.5385	6.351309	25.88893
642	12.39039	3.0792319	8.8172	8.7685	6.352005	25.90632
643	12.37893	3.0793854	9.0607	9.0107	6.353202	25.91556
644	12.36406	3.0833343	9.3041	9.2528	6.353371	25.96243
645	12.31759	3.1154364	9.5384	9.4858	6.346582	26.29349
646	12.17278	3.1531874	9.7850	9.7310	6.348289	26.74862
647	11.92317	3.1992188	10.0254	9.9701	6.358052	27.36247
648	11.59215	3.2247806	10.2597	10.2031	6.384161	27.85083
649	11.25292	3.2364711	10.4942	10.4363	6.416516	28.21986
650	10.88048	3.2419245	10.7285	10.6692	6.455125	28.55991
651	10.39311	3.2391420	10.9719	10.9113	6.510097	28.91569
652	9.96142	3.2382781	11.2155	11.1535	6.558682	29.25309
653	9.65869	3.2377877	11.4559	11.3926	6.593002	29.49465
654	9.44168	3.2366154	11.6872	11.6227	6.618106	29.66145
655	9.29558	3.2357549	11.9124	11.8466	6.635114	29.77388
656	9.19326	3.2350752	12.1376	12.0706	6.647097	29.85223
657	9.11979	3.2343952	12.3719	12.3036	6.655805	29.90671
658	9.07101	3.2338400	12.6154	12.5458	6.661642	29.94188
659	9.04060	3.2331596	12.8468	12.7759	6.665433	29.96037
660	9.01044	3.2328228	13.0903	13.0180	6.669048	29.98221
661	8.96502	3.2320491	13.3215	13.2479	6.674612	30.01246
662	8.90341	3.2307886	13.5620	13.4871	6.682262	30.05144
663	8.83847	3.2291850	13.7903	13.7141	6.690460	30.08980
664	8.76599	3.2271200	14.0277	13.9502	6.699753	30.12991
665	8.68697	3.2263471	14.2711	14.1922	6.709247	30.18908
666	8.62531	3.2258549	14.5024	14.4223	6.716621	30.23652
667	8.58341	3.2252128	14.7369	14.6554	6.721777	30.26560
668	8.55143	3.2245956	14.9682	14.8854	6.725774	30.28649
669	8.52326	3.2239783	15.2086	15.1245	6.729333	30.30413
670	8.49694	3.2234298	15.4612	15.3757	6.732648	30.32092
671	8.47306	3.2226255	15.7077	15.6208	6.735796	30.33295
672	8.44618	3.2220146	15.9482	15.8600	6.739209	30.34961
673	8.41802	3.2217967	16.2009	16.1112	6.742596	30.37147
674	8.39699	3.2215413	16.4564	16.3654	6.745171	30.38682
675	8.38182	3.2212173	16.6970	16.6046	6.747093	30.39642
676	8.36806	3.2205689	16.9434	16.8497	6.748998	30.40141
677	8.34389	3.2195841	17.1870	17.0918	6.752276	30.41189
678	8.30840	3.2185434	17.4456	17.3490	6.756905	30.43156
679	8.26860	3.2173782	17.6861	17.5881	6.762101	30.45370
680	8.22440	3.2166059	17.9325	17.8333	6.767641	30.48381
681	8.18463	3.2158398	18.1913	18.0906	6.772664	30.51019
682	8.14832	3.2144008	18.4347	18.3326	6.777594	30.52653
683	8.10179	3.2131739	18.6783	18.5748	6.783636	30.55402
684	8.05084	3.2122276	18.9460	18.8411	6.790079	30.58837
685	8.00608	3.2118855	19.2078	19.1014	6.795521	30.62377
686	7.97408	3.2113378	19.4634	19.3556	6.799557	30.64587
687	7.94701	3.2105721	19.7070	19.5978	6.803115	30.66140
688	7.91766	3.2105725	19.9566	19.8460	6.806589	30.68704
689	7.88786	3.2104171	20.2122	20.1002	6.810193	30.71146
690	7.85245	3.2104799	20.4526	20.3393	6.814360	30.74316
