Scan Count	Temperature [ITS-90, deg C]	Conductivity [S/m]	Pressure, Strain Gauge [db]	Depth [salt water, m]	Oxygen Saturation, Weiss [ml/l]	Salinity, Practical [PSU]
1	23.94688	0.0056083	0.0172	0.0171	5.881899	0.03273
2	23.94705	0.0067398	0.0111	0.0111	5.881712	0.03772
3	23.94747	0.0085247	0.0111	0.0111	5.881395	0.04573
4	23.94857	0.0083793	0.0172	0.0171	5.881296	0.04508
5	23.94924	0.0074387	0.0142	0.0141	5.881364	0.04084
6	23.95033	0.0067305	0.0111	0.0111	5.881350	0.03768
7	23.95168	0.0062543	0.0111	0.0111	5.881272	0.03557
8	23.95227	0.0059421	0.0111	0.0111	5.881253	0.03419
9	23.95277	0.0056547	0.0081	0.0081	5.881240	0.03293
10	23.95319	0.0054414	0.0142	0.0141	5.881225	0.03200
11	23.95412	0.0052560	0.0172	0.0171	5.881150	0.03119
12	23.95437	0.0051015	0.0111	0.0111	5.881145	0.03052
13	23.95496	0.0049872	0.0203	0.0202	5.881096	0.03002
14	23.95504	0.0048945	0.0172	0.0171	5.881100	0.02962
15	23.95429	0.0048265	0.0081	0.0081	5.881194	0.02933
16	23.95252	0.0047617	0.0142	0.0141	5.881399	0.02905
17	23.94991	0.0047153	0.0081	0.0081	5.881695	0.02885
18	23.94730	0.0046690	0.0111	0.0111	5.881990	0.02865
19	23.94436	0.0046288	0.0142	0.0141	5.882322	0.02848
20	23.94251	0.0045887	0.0142	0.0141	5.882532	0.02830
21	23.94200	0.0045640	0.0111	0.0111	5.882592	0.02820
22	23.94293	0.0045300	0.0142	0.0141	5.882494	0.02805
23	23.94369	0.0045114	0.0111	0.0111	5.882413	0.02797
24	23.94503	0.0044929	0.0203	0.0202	5.882267	0.02789
25	23.94663	0.0044929	0.0172	0.0171	5.882090	0.02789
26	23.94789	0.0044929	0.0142	0.0141	5.881950	0.02789
27	23.94932	0.0044929	0.0142	0.0141	5.881792	0.02789
28	23.95016	0.0045176	0.0142	0.0141	5.881695	0.02800
29	23.95075	0.0045640	0.0142	0.0141	5.881623	0.02820
30	23.95033	0.0051232	0.0142	0.0141	5.881588	0.03061
31	23.95016	0.0054414	0.0142	0.0141	5.881560	0.03200
32	23.95016	0.0055990	0.0142	0.0141	5.881537	0.03269
33	23.95058	0.0057536	0.0172	0.0171	5.881468	0.03337
34	23.95159	0.0057999	0.0111	0.0111	5.881349	0.03357
35	23.95260	0.0062605	0.0172	0.0171	5.881169	0.03560
36	23.95345	0.0062018	0.0172	0.0171	5.881084	0.03534
37	23.94882	0.0064584	0.0142	0.0141	5.881558	0.03648
38	23.94158	0.0063997	0.0142	0.0141	5.882368	0.03622
39	23.94091	0.0061245	0.0142	0.0141	5.882483	0.03500
40	23.94242	0.0058339	0.0111	0.0111	5.882359	0.03372
41	23.94394	0.0056207	0.0142	0.0141	5.882223	0.03279
42	23.94461	0.0055434	0.0172	0.0171	5.882160	0.03245
43	23.94512	0.0054754	0.0142	0.0141	5.882114	0.03215
44	23.94554	0.0054785	0.0111	0.0111	5.882067	0.03216
45	23.94570	0.0055125	0.0081	0.0081	5.882043	0.03231
46	23.94486	0.0055218	0.0142	0.0141	5.882135	0.03235
47	23.94259	0.0056145	0.0233	0.0232	5.882373	0.03276
48	23.93813	0.0057010	0.0111	0.0111	5.882853	0.03314
49	23.92796	0.0058061	0.0111	0.0111	5.883964	0.03360
50	23.91686	0.0057196	0.0142	0.0141	5.885206	0.03323
51	23.90316	0.0057010	0.0111	0.0111	5.886727	0.03315
52	23.88141	0.0060750	0.0233	0.0232	5.889083	0.03480
53	23.86403	0.0059050	0.0142	0.0141	5.891036	0.03406
54	23.85967	0.0056794	0.0172	0.0171	5.891553	0.03307
55	23.85766	0.0055125	0.0142	0.0141	5.891802	0.03233
56	23.84885	0.0054569	0.0142	0.0141	5.892788	0.03209
57	23.84038	0.0053704	0.0203	0.0202	5.893741	0.03172
58	23.83811	0.0052715	0.0203	0.0202	5.894007	0.03128
59	23.83778	0.0051942	0.0203	0.0202	5.894056	0.03095
60	23.83836	0.0052344	0.0203	0.0202	5.893985	0.03112
61	23.83979	0.0051139	0.0172	0.0171	5.893844	0.03060
62	23.84323	0.0049934	0.0203	0.0202	5.893480	0.03007
63	23.84566	0.0049223	0.0172	0.0171	5.893220	0.02976
64	23.84214	0.0048420	0.0203	0.0202	5.893623	0.02941
65	23.80719	0.0047524	0.0294	0.0292	5.897520	0.02903
66	22.96020	0.0046845	0.0416	0.0413	5.993070	0.02888
67	21.59888	0.0049038	0.0537	0.0534	6.152522	0.03012
68	20.60186	0.0054168	0.0537	0.0534	6.274128	0.03276
69	20.01595	0.0054137	0.0477	0.0474	6.347664	0.03292
70	19.65614	0.0054415	0.0507	0.0504	6.393585	0.03316
71	19.41484	0.0054477	0.0446	0.0444	6.424717	0.03326
72	19.23721	0.0056640	0.0537	0.0534	6.447767	0.03439
73	19.07522	0.0057011	0.0507	0.0504	6.468947	0.03463
74	18.96413	0.0057104	0.0598	0.0595	6.483548	0.03471
75	18.90091	0.0191669	0.0750	0.0746	6.489166	0.10509
76	18.78501	1.8886042	0.2241	0.2229	6.026979	12.90413
77	18.56348	2.9315475	0.4036	0.4014	5.768369	20.99124
78	18.31005	2.9477660	0.5953	0.5920	5.788139	21.24881
79	18.01193	2.9539521	0.7930	0.7886	5.815053	21.45253
80	17.73464	2.9541600	0.9877	0.9823	5.841806	21.59966
81	17.47597	2.9613896	1.1033	1.0972	5.864924	21.79542
82	17.36177	2.9911837	1.1185	1.1124	5.867519	22.09895
83	17.48287	2.9999668	1.1276	1.1214	5.853226	22.10464
84	17.61965	3.0077508	1.1185	1.1124	5.837768	22.09367
85	17.71190	3.0173979	1.1185	1.1124	5.826142	22.12179
86	17.77208	3.0169897	1.1216	1.1154	5.820470	22.08599
87	17.81292	3.0145627	1.1398	1.1335	5.817232	22.04442
88	17.83886	3.0106169	1.1398	1.1335	5.815850	21.99870
89	17.81849	3.0051914	1.1307	1.1245	5.819331	21.96594
90	17.69599	3.0042512	1.1307	1.1245	5.831392	22.02418
91	17.56935	3.0072713	1.1337	1.1275	5.842765	22.11701
92	17.45837	3.0089068	1.1307	1.1245	5.853046	22.19056
93	17.35827	3.0088106	1.1246	1.1184	5.862793	22.24439
94	17.28316	3.0102030	1.1337	1.1275	5.869700	22.29688
