"Plot Title: 04"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10518879, SEN S/N: 10518879)","Coupler Detached (LGR S/N: 10518879)","Coupler Attached (LGR S/N: 10518879)","Host Connected (LGR S/N: 10518879)","Stopped (LGR S/N: 10518879)","End Of File (LGR S/N: 10518879)"
1,07/20/16 11:28:59 AM,69.557,,,,,
2,07/20/16 11:29:02 AM,,Logged,,,,
3,07/20/16 12:29:04 PM,57.893,,,,,
4,07/20/16 01:29:09 PM,63.304,,,,,
5,07/20/16 02:29:14 PM,59.788,,,,,
6,07/20/16 03:29:19 PM,42.386,,,,,
7,07/20/16 04:29:24 PM,42.939,,,,,
8,07/20/16 05:29:29 PM,42.847,,,,,
9,07/20/16 06:29:34 PM,42.847,,,,,
10,07/20/16 07:29:39 PM,42.984,,,,,
11,07/20/16 08:29:44 PM,43.075,,,,,
12,07/20/16 09:29:49 PM,43.214,,,,,
13,07/20/16 10:29:54 PM,42.984,,,,,
14,07/20/16 11:29:59 PM,43.214,,,,,
15,07/21/16 12:30:04 AM,43.488,,,,,
16,07/21/16 01:30:09 AM,43.351,,,,,
17,07/21/16 02:30:14 AM,43.306,,,,,
18,07/21/16 03:30:19 AM,43.306,,,,,
19,07/21/16 04:30:24 AM,43.122,,,,,
20,07/21/16 05:30:29 AM,43.122,,,,,
21,07/21/16 06:30:34 AM,43.167,,,,,
22,07/21/16 07:30:39 AM,43.167,,,,,
23,07/21/16 08:30:44 AM,43.306,,,,,
24,07/21/16 09:30:49 AM,54.777,,,,,
25,07/21/16 10:30:54 AM,54.343,,,,,
26,07/21/16 11:30:59 AM,56.035,,,,,
27,07/21/16 12:31:04 PM,58.368,,,,,
28,07/21/16 01:31:09 PM,60.174,,,,,
29,07/21/16 02:31:14 PM,44.400,,,,,
30,07/21/16 03:31:19 PM,44.445,,,,,
31,07/21/16 04:31:24 PM,43.624,,,,,
32,07/21/16 05:31:29 PM,43.579,,,,,
33,07/21/16 06:31:34 PM,43.624,,,,,
34,07/21/16 07:31:39 PM,43.763,,,,,
35,07/21/16 08:31:44 PM,43.945,,,,,
36,07/21/16 09:31:49 PM,43.716,,,,,
37,07/21/16 10:31:54 PM,43.900,,,,,
38,07/21/16 11:31:59 PM,44.310,,,,,
39,07/22/16 12:32:04 AM,43.716,,,,,
40,07/22/16 01:32:09 AM,43.900,,,,,
41,07/22/16 02:32:14 AM,43.900,,,,,
42,07/22/16 03:32:19 AM,43.990,,,,,
43,07/22/16 04:32:24 AM,44.082,,,,,
44,07/22/16 05:32:29 AM,43.579,,,,,
45,07/22/16 06:32:34 AM,43.671,,,,,
46,07/22/16 07:32:39 AM,43.808,,,,,
47,07/22/16 08:32:44 AM,43.624,,,,,
48,07/22/16 09:32:49 AM,43.671,,,,,
49,07/22/16 10:32:54 AM,54.212,,,,,
50,07/22/16 11:32:59 AM,53.166,,,,,
51,07/22/16 12:33:04 PM,52.597,,,,,
52,07/22/16 01:33:09 PM,53.121,,,,,
53,07/22/16 02:33:14 PM,55.515,,,,,
54,07/22/16 03:33:19 PM,45.669,,,,,
55,07/22/16 04:33:24 PM,45.579,,,,,
56,07/22/16 05:33:29 PM,45.534,,,,,
57,07/22/16 06:33:34 PM,45.489,,,,,
58,07/22/16 07:33:39 PM,45.489,,,,,
59,07/22/16 08:33:44 PM,45.579,,,,,
60,07/22/16 09:33:49 PM,45.444,,,,,
61,07/22/16 10:33:54 PM,45.444,,,,,
62,07/22/16 11:33:59 PM,45.534,,,,,
63,07/23/16 12:34:04 AM,45.714,,,,,
64,07/23/16 01:34:09 AM,45.714,,,,,
65,07/23/16 02:34:14 AM,45.761,,,,,
66,07/23/16 03:34:19 AM,45.669,,,,,
67,07/23/16 04:34:24 AM,45.579,,,,,
68,07/23/16 05:34:29 AM,45.489,,,,,
69,07/23/16 06:34:34 AM,45.399,,,,,
70,07/23/16 07:34:39 AM,45.534,,,,,
71,07/23/16 08:34:44 AM,45.669,,,,,
72,07/23/16 09:34:49 AM,54.343,,,,,
73,07/23/16 10:34:54 AM,55.256,,,,,
74,07/23/16 11:34:59 AM,55.602,,,,,
75,07/23/16 12:35:04 PM,56.208,,,,,
76,07/23/16 01:35:09 PM,56.165,,,,,
77,07/23/16 02:35:14 PM,44.173,,,,,
78,07/23/16 03:35:19 PM,43.763,,,,,
79,07/23/16 04:35:24 PM,44.037,,,,,
80,07/23/16 05:35:29 PM,44.173,,,,,
81,07/23/16 06:35:34 PM,44.218,,,,,
82,07/23/16 07:35:39 PM,45.534,,,,,
83,07/23/16 08:35:44 PM,45.444,,,,,
84,07/23/16 09:35:49 PM,45.399,,,,,
85,07/23/16 10:35:54 PM,45.806,,,,,
86,07/23/16 11:35:59 PM,44.991,,,,,
87,07/24/16 12:36:04 AM,44.173,,,,,
88,07/24/16 01:36:09 AM,44.537,,,,,
89,07/24/16 02:36:14 AM,44.037,,,,,
90,07/24/16 03:36:19 AM,43.945,,,,,
91,07/24/16 04:36:24 AM,43.808,,,,,
92,07/24/16 05:36:29 AM,44.445,,,,,
93,07/24/16 06:36:34 AM,44.400,,,,,
94,07/24/16 07:36:39 AM,44.537,,,,,
95,07/24/16 08:36:44 AM,45.579,,,,,
96,07/24/16 09:36:49 AM,46.256,,,,,
97,07/24/16 10:36:54 AM,53.209,,,,,
98,07/24/16 11:36:59 AM,52.203,,,,,
99,07/24/16 12:37:04 PM,51.589,,,,,
100,07/24/16 01:37:09 PM,54.082,,,,,
101,07/24/16 02:37:14 PM,55.256,,,,,
102,07/24/16 03:37:19 PM,43.122,,,,,
103,07/24/16 04:37:24 PM,43.075,,,,,
104,07/24/16 05:37:29 PM,43.075,,,,,
105,07/24/16 06:37:34 PM,43.075,,,,,
106,07/24/16 07:37:39 PM,43.122,,,,,
107,07/24/16 08:37:44 PM,43.214,,,,,
108,07/24/16 09:37:49 PM,43.259,,,,,
109,07/24/16 10:37:54 PM,43.167,,,,,
110,07/24/16 11:37:59 PM,43.167,,,,,
111,07/25/16 12:38:04 AM,43.122,,,,,
112,07/25/16 01:38:09 AM,43.122,,,,,
113,07/25/16 02:38:14 AM,43.122,,,,,
114,07/25/16 03:38:19 AM,43.075,,,,,
115,07/25/16 04:38:24 AM,43.122,,,,,
116,07/25/16 05:38:29 AM,43.122,,,,,
117,07/25/16 06:38:34 AM,43.122,,,,,
118,07/25/16 07:38:39 AM,43.122,,,,,
119,07/25/16 08:38:44 AM,43.167,,,,,
120,07/25/16 09:38:49 AM,43.306,,,,,
121,07/25/16 10:38:54 AM,55.386,,,,,
122,07/25/16 11:38:59 AM,55.558,,,,,
123,07/25/16 12:39:04 PM,57.031,,,,,
124,07/25/16 01:39:09 PM,57.160,,,,,
125,07/25/16 02:39:14 PM,57.420,,,,,
126,07/25/16 03:39:19 PM,46.121,,,,,
127,07/25/16 04:39:24 PM,45.714,,,,,
128,07/25/16 05:39:29 PM,45.806,,,,,
129,07/25/16 06:39:34 PM,45.714,,,,,
130,07/25/16 07:39:39 PM,46.346,,,,,
