"Plot Title: 30"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10378087, SEN S/N: 10378087)","Coupler Detached (LGR S/N: 10378087)","Coupler Attached (LGR S/N: 10378087)","Host Connected (LGR S/N: 10378087)","Stopped (LGR S/N: 10378087)","End Of File (LGR S/N: 10378087)"
1,07/20/16 11:39:05 AM,72.567,,,,,
2,07/20/16 11:39:08 AM,,Logged,,,,
3,07/20/16 12:39:10 PM,57.636,,,,,
4,07/20/16 01:39:15 PM,63.732,,,,,
5,07/20/16 02:39:20 PM,61.119,,,,,
6,07/20/16 03:39:25 PM,43.488,,,,,
7,07/20/16 04:39:30 PM,43.351,,,,,
8,07/20/16 05:39:35 PM,43.396,,,,,
9,07/20/16 06:39:40 PM,43.259,,,,,
10,07/20/16 07:39:45 PM,43.030,,,,,
11,07/20/16 08:39:50 PM,43.122,,,,,
12,07/20/16 09:39:55 PM,43.716,,,,,
13,07/20/16 10:40:00 PM,43.624,,,,,
14,07/20/16 11:40:05 PM,43.716,,,,,
15,07/21/16 12:40:10 AM,43.306,,,,,
16,07/21/16 01:40:15 AM,43.259,,,,,
17,07/21/16 02:40:20 AM,43.396,,,,,
18,07/21/16 03:40:25 AM,43.624,,,,,
19,07/21/16 04:40:30 AM,43.396,,,,,
20,07/21/16 05:40:35 AM,43.443,,,,,
21,07/21/16 06:40:40 AM,43.534,,,,,
22,07/21/16 07:40:45 AM,43.443,,,,,
23,07/21/16 08:40:50 AM,43.534,,,,,
24,07/21/16 09:40:55 AM,43.671,,,,,
25,07/21/16 10:41:00 AM,55.429,,,,,
26,07/21/16 11:41:05 AM,55.819,,,,,
27,07/21/16 12:41:10 PM,57.463,,,,,
28,07/21/16 01:41:15 PM,44.582,,,,,
29,07/21/16 02:41:20 PM,44.492,,,,,
30,07/21/16 03:41:25 PM,44.537,,,,,
31,07/21/16 04:41:30 PM,44.582,,,,,
32,07/21/16 05:41:35 PM,44.537,,,,,
33,07/21/16 06:41:40 PM,44.537,,,,,
34,07/21/16 07:41:45 PM,44.445,,,,,
35,07/21/16 08:41:50 PM,44.445,,,,,
36,07/21/16 09:41:55 PM,44.537,,,,,
37,07/21/16 10:42:00 PM,44.492,,,,,
38,07/21/16 11:42:05 PM,44.492,,,,,
39,07/22/16 12:42:10 AM,44.492,,,,,
40,07/22/16 01:42:15 AM,44.492,,,,,
41,07/22/16 02:42:20 AM,44.492,,,,,
42,07/22/16 03:42:25 AM,44.492,,,,,
43,07/22/16 04:42:30 AM,44.582,,,,,
44,07/22/16 05:42:35 AM,44.582,,,,,
45,07/22/16 06:42:40 AM,44.582,,,,,
46,07/22/16 07:42:45 AM,44.627,,,,,
47,07/22/16 08:42:50 AM,54.169,,,,,
48,07/22/16 09:42:55 AM,53.384,,,,,
49,07/22/16 10:43:00 AM,54.037,,,,,
50,07/22/16 11:43:05 AM,53.209,,,,,
51,07/22/16 12:43:10 PM,53.166,,,,,
52,07/22/16 01:43:15 PM,53.427,,,,,
53,07/22/16 02:43:20 PM,55.038,,,,,
54,07/22/16 03:43:25 PM,44.856,,,,,
55,07/22/16 04:43:30 PM,44.492,,,,,
56,07/22/16 05:43:35 PM,44.492,,,,,
57,07/22/16 06:43:40 PM,44.492,,,,,
58,07/22/16 07:43:45 PM,44.492,,,,,
59,07/22/16 08:43:50 PM,44.492,,,,,
60,07/22/16 09:43:55 PM,44.492,,,,,
61,07/22/16 10:44:00 PM,44.492,,,,,
62,07/22/16 11:44:05 PM,44.537,,,,,
63,07/23/16 12:44:10 AM,44.537,,,,,
64,07/23/16 01:44:15 AM,44.492,,,,,
65,07/23/16 02:44:20 AM,44.492,,,,,
66,07/23/16 03:44:25 AM,44.492,,,,,
67,07/23/16 04:44:30 AM,44.492,,,,,
68,07/23/16 05:44:35 AM,44.492,,,,,
69,07/23/16 06:44:40 AM,44.492,,,,,
70,07/23/16 07:44:45 AM,44.492,,,,,
71,07/23/16 08:44:50 AM,44.492,,,,,
72,07/23/16 09:44:55 AM,44.492,,,,,
73,07/23/16 10:45:00 AM,44.537,,,,,
74,07/23/16 11:45:05 AM,55.647,,,,,
75,07/23/16 12:45:10 PM,56.512,,,,,
76,07/23/16 01:45:15 PM,44.627,,,,,
77,07/23/16 02:45:20 PM,44.627,,,,,
78,07/23/16 03:45:25 PM,44.627,,,,,
79,07/23/16 04:45:30 PM,44.627,,,,,
80,07/23/16 05:45:35 PM,44.627,,,,,
81,07/23/16 06:45:40 PM,44.627,,,,,
82,07/23/16 07:45:45 PM,44.627,,,,,
83,07/23/16 08:45:50 PM,44.627,,,,,
84,07/23/16 09:45:55 PM,44.627,,,,,
85,07/23/16 10:46:00 PM,44.674,,,,,
86,07/23/16 11:46:05 PM,44.674,,,,,
87,07/24/16 12:46:10 AM,44.627,,,,,
88,07/24/16 01:46:15 AM,44.627,,,,,
89,07/24/16 02:46:20 AM,44.627,,,,,
90,07/24/16 03:46:25 AM,44.627,,,,,
91,07/24/16 04:46:30 AM,44.627,,,,,
92,07/24/16 05:46:35 AM,44.627,,,,,
93,07/24/16 06:46:40 AM,44.627,,,,,
94,07/24/16 07:46:45 AM,44.627,,,,,
95,07/24/16 08:46:50 AM,54.126,,,,,
96,07/24/16 09:46:55 AM,52.772,,,,,
97,07/24/16 10:47:00 AM,53.166,,,,,
98,07/24/16 11:47:05 AM,52.686,,,,,
99,07/24/16 12:47:10 PM,52.335,,,,,
100,07/24/16 01:47:15 PM,54.212,,,,,
101,07/24/16 02:47:20 PM,56.122,,,,,
102,07/24/16 03:47:25 PM,56.426,,,,,
103,07/24/16 04:47:30 PM,43.122,,,,,
104,07/24/16 05:47:35 PM,43.122,,,,,
105,07/24/16 06:47:40 PM,43.122,,,,,
106,07/24/16 07:47:45 PM,43.122,,,,,
107,07/24/16 08:47:50 PM,43.122,,,,,
108,07/24/16 09:47:55 PM,43.122,,,,,
109,07/24/16 10:48:00 PM,43.122,,,,,
110,07/24/16 11:48:05 PM,43.122,,,,,
111,07/25/16 12:48:10 AM,43.122,,,,,
112,07/25/16 01:48:15 AM,43.122,,,,,
113,07/25/16 02:48:20 AM,43.075,,,,,
114,07/25/16 03:48:25 AM,43.075,,,,,
115,07/25/16 04:48:30 AM,43.122,,,,,
116,07/25/16 05:48:35 AM,43.122,,,,,
117,07/25/16 06:48:40 AM,43.122,,,,,
118,07/25/16 07:48:45 AM,43.122,,,,,
119,07/25/16 08:48:50 AM,43.122,,,,,
120,07/25/16 09:48:55 AM,43.122,,,,,
121,07/25/16 10:49:00 AM,43.122,,,,,
122,07/25/16 11:49:05 AM,54.995,,,,,
123,07/25/16 12:49:10 PM,54.909,,,,,
124,07/25/16 01:49:15 PM,56.728,,,,,
125,07/25/16 02:49:20 PM,44.719,,,,,
126,07/25/16 03:49:25 PM,44.764,,,,,
127,07/25/16 04:49:30 PM,44.627,,,,,
128,07/25/16 05:49:35 PM,44.627,,,,,
129,07/25/16 06:49:40 PM,44.674,,,,,
130,07/25/16 07:49:45 PM,44.764,,,,,
131,07/25/16 08:49:50 PM,44.809,,,,,
132,07/25/16 09:49:55 PM,44.809,,,,,
133,07/25/16 10:50:00 PM,44.582,,,,,
134,07/25/16 11:50:05 PM,44.674,,,,,
135,07/26/16 12:50:10 AM,44.764,,,,,
136,07/26/16 01:50:15 AM,44.582,,,,,
137,07/26/16 02:50:20 AM,44.809,,,,,
138,07/26/16 03:50:25 AM,44.764,,,,,
139,07/26/16 04:50:30 AM,44.764,,,,,
140,07/26/16 05:50:35 AM,44.674,,,,,
141,07/26/16 06:50:40 AM,44.719,,,,,
142,07/26/16 07:50:45 AM,44.764,,,,,
143,07/26/16 08:50:50 AM,54.777,,,,,
144,07/26/16 09:50:55 AM,55.819,,,,,
145,07/26/16 10:51:00 AM,56.035,,,,,
146,07/26/16 11:51:05 AM,55.647,,,,,
147,07/26/16 12:51:10 PM,58.842,,,,,
148,07/26/16 01:37:46 PM,,,Logged,Logged,,
149,07/26/16 01:37:52 PM,,,,,Logged,Logged
