"Plot Title: 13"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 10137838, SEN S/N: 10137838)","Coupler Detached (LGR S/N: 10137838)","Coupler Attached (LGR S/N: 10137838)","Host Connected (LGR S/N: 10137838)","Stopped (LGR S/N: 10137838)","End Of File (LGR S/N: 10137838)"
1,07/20/16 11:30:06 AM,69.814,,,,,
2,07/20/16 11:30:10 AM,,Logged,,,,
3,07/20/16 12:30:11 PM,57.506,,,,,
4,07/20/16 01:30:16 PM,62.406,,,,,
5,07/20/16 02:30:21 PM,61.248,,,,,
6,07/20/16 03:30:26 PM,63.648,,,,,
7,07/20/16 04:30:31 PM,62.577,,,,,
8,07/20/16 05:30:36 PM,62.447,,,,,
9,07/20/16 06:30:41 PM,60.733,,,,,
10,07/20/16 07:30:46 PM,59.702,,,,,
11,07/20/16 08:30:51 PM,58.498,,,,,
12,07/20/16 09:30:56 PM,57.765,,,,,
13,07/20/16 10:31:01 PM,57.376,,,,,
14,07/20/16 11:31:06 PM,57.117,,,,,
15,07/21/16 12:31:11 AM,57.117,,,,,
16,07/21/16 01:31:16 AM,56.772,,,,,
17,07/21/16 02:31:21 AM,56.556,,,,,
18,07/21/16 03:31:26 AM,56.122,,,,,
19,07/21/16 04:31:31 AM,55.386,,,,,
20,07/21/16 05:31:36 AM,55.733,,,,,
21,07/21/16 06:31:41 AM,56.079,,,,,
22,07/21/16 07:31:46 AM,58.411,,,,,
23,07/21/16 08:31:51 AM,56.512,,,,,
24,07/21/16 09:31:56 AM,56.944,,,,,
25,07/21/16 10:32:01 AM,55.733,,,,,
26,07/21/16 11:32:06 AM,57.031,,,,,
27,07/21/16 12:32:11 PM,60.003,,,,,
28,07/21/16 01:32:16 PM,61.506,,,,,
29,07/21/16 02:32:21 PM,67.885,,,,,
30,07/21/16 03:32:26 PM,43.900,,,,,
31,07/21/16 04:32:31 PM,43.945,,,,,
32,07/21/16 05:32:36 PM,43.990,,,,,
33,07/21/16 06:32:41 PM,43.900,,,,,
34,07/21/16 07:32:46 PM,43.900,,,,,
35,07/21/16 08:32:51 PM,43.900,,,,,
36,07/21/16 09:32:56 PM,43.900,,,,,
37,07/21/16 10:33:01 PM,43.853,,,,,
38,07/21/16 11:33:06 PM,43.853,,,,,
39,07/22/16 12:33:11 AM,43.853,,,,,
40,07/22/16 01:33:16 AM,43.900,,,,,
41,07/22/16 02:33:21 AM,43.853,,,,,
42,07/22/16 03:33:26 AM,43.900,,,,,
43,07/22/16 04:33:31 AM,43.853,,,,,
44,07/22/16 05:33:36 AM,43.900,,,,,
45,07/22/16 06:33:41 AM,43.853,,,,,
46,07/22/16 07:33:46 AM,43.853,,,,,
47,07/22/16 08:33:51 AM,43.853,,,,,
48,07/22/16 09:33:56 AM,43.900,,,,,
49,07/22/16 10:34:01 AM,54.473,,,,,
50,07/22/16 11:34:06 AM,53.121,,,,,
51,07/22/16 12:34:11 PM,52.641,,,,,
52,07/22/16 01:34:16 PM,53.253,,,,,
53,07/22/16 02:34:21 PM,44.809,,,,,
54,07/22/16 03:34:26 PM,44.627,,,,,
55,07/22/16 04:34:31 PM,44.719,,,,,
56,07/22/16 05:34:36 PM,44.627,,,,,
57,07/22/16 06:34:41 PM,44.627,,,,,
58,07/22/16 07:34:46 PM,44.627,,,,,
59,07/22/16 08:34:51 PM,44.674,,,,,
60,07/22/16 09:34:56 PM,44.627,,,,,
61,07/22/16 10:35:01 PM,44.809,,,,,
62,07/22/16 11:35:06 PM,44.764,,,,,
63,07/23/16 12:35:11 AM,44.582,,,,,
64,07/23/16 01:35:16 AM,44.582,,,,,
65,07/23/16 02:35:21 AM,44.627,,,,,
66,07/23/16 03:35:26 AM,44.674,,,,,
67,07/23/16 04:35:31 AM,44.674,,,,,
68,07/23/16 05:35:36 AM,44.719,,,,,
69,07/23/16 06:35:41 AM,44.627,,,,,
70,07/23/16 07:35:46 AM,44.627,,,,,
71,07/23/16 08:35:51 AM,44.627,,,,,
72,07/23/16 09:35:56 AM,54.343,,,,,
73,07/23/16 10:36:01 AM,55.256,,,,,
74,07/23/16 11:36:06 AM,55.776,,,,,
75,07/23/16 12:36:11 PM,56.426,,,,,
76,07/23/16 01:36:16 PM,56.035,,,,,
77,07/23/16 02:36:21 PM,54.691,,,,,
78,07/23/16 03:36:26 PM,44.991,,,,,
79,07/23/16 04:36:31 PM,44.991,,,,,
80,07/23/16 05:36:36 PM,44.991,,,,,
81,07/23/16 06:36:41 PM,44.719,,,,,
82,07/23/16 07:36:46 PM,44.492,,,,,
83,07/23/16 08:36:51 PM,44.492,,,,,
84,07/23/16 09:36:56 PM,44.537,,,,,
85,07/23/16 10:37:01 PM,44.582,,,,,
86,07/23/16 11:37:06 PM,44.537,,,,,
87,07/24/16 12:37:11 AM,44.492,,,,,
88,07/24/16 01:37:16 AM,44.492,,,,,
