DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/04/16 07:32:25 AM	16.106					
10/04/16 08:32:25 AM	16.630					
10/04/16 09:32:25 AM	16.392					
10/04/16 10:32:25 AM	15.605					
10/04/16 11:32:25 AM	9.903					
10/04/16 12:32:25 PM	22.705					
10/04/16 01:32:25 PM	12.968					
10/04/16 02:32:25 PM	7.343					
10/04/16 03:32:25 PM	7.318					
10/04/16 04:32:25 PM	7.167					
10/04/16 05:32:25 PM	7.217					
10/04/16 06:32:25 PM	7.091					
10/04/16 07:32:25 PM	7.066					
10/04/16 08:32:25 PM	7.091					
10/04/16 09:32:25 PM	7.116					
10/04/16 10:32:25 PM	7.167					
10/04/16 11:32:25 PM	7.268					
10/05/16 12:32:25 AM	7.242					
10/05/16 01:32:25 AM	7.217					
10/05/16 02:32:25 AM	7.293					
10/05/16 03:32:25 AM	7.268					
10/05/16 04:32:25 AM	7.293					
10/05/16 05:32:25 AM	7.268					
10/05/16 06:32:25 AM	7.268					
10/05/16 07:32:25 AM	7.142					
10/05/16 08:32:25 AM	7.041					
10/05/16 09:32:25 AM	7.015					
10/05/16 10:32:25 AM	7.142					
10/05/16 11:32:25 AM	6.535					
10/05/16 12:32:25 PM	6.077					
10/05/16 01:32:25 PM	7.318					
10/05/16 02:32:25 PM	7.293					
10/05/16 03:32:25 PM	7.419					
10/05/16 04:32:25 PM	7.268					
10/05/16 05:32:25 PM	7.368					
10/05/16 06:32:25 PM	7.368					
10/05/16 07:32:25 PM	7.393					
10/05/16 08:32:25 PM	7.217					
10/05/16 09:32:25 PM	7.066					
10/05/16 10:32:25 PM	7.041					
10/05/16 11:32:25 PM	7.116					
10/06/16 12:32:25 AM	7.242					
10/06/16 01:32:25 AM	7.318					
10/06/16 02:32:25 AM	7.318					
10/06/16 03:32:25 AM	7.419					
10/06/16 04:32:25 AM	7.419					
10/06/16 05:32:25 AM	7.192					
10/06/16 06:32:25 AM	7.343					
10/06/16 07:32:25 AM	7.343					
10/06/16 08:32:25 AM	5.437					
10/06/16 09:32:25 AM	5.050					
10/06/16 10:32:25 AM	4.921					
10/06/16 11:32:25 AM	5.411					
10/06/16 12:32:25 PM	5.591					
10/06/16 01:32:25 PM	5.102					
10/06/16 02:32:25 PM	6.737					
10/06/16 03:32:25 PM	8.245					
10/06/16 04:32:25 PM	8.519					
10/06/16 05:32:25 PM	9.213					
10/06/16 06:32:25 PM	8.319					
10/06/16 07:32:25 PM	7.066					
10/06/16 08:32:25 PM	6.661					
10/06/16 09:32:25 PM	6.408					
10/06/16 10:32:25 PM	6.484					
10/06/16 11:32:25 PM	6.611					
10/07/16 12:32:25 AM	6.458					
10/07/16 01:32:25 AM	6.408					
10/07/16 02:32:25 AM	6.281					
10/07/16 03:32:25 AM	6.255					
10/07/16 04:32:25 AM	6.585					
10/07/16 05:32:25 AM	6.458					
10/07/16 06:32:25 AM	8.295					
10/07/16 07:32:25 AM	9.089					
10/07/16 08:32:25 AM	9.608					
10/07/16 09:32:25 AM	10.345					
10/07/16 10:32:25 AM	11.224					
10/07/16 11:32:25 AM	11.977					
10/07/16 12:32:25 PM	12.074					
10/07/16 01:32:25 PM	12.171					
10/07/16 02:32:25 PM	12.195					
10/07/16 03:32:25 PM	6.712					
10/07/16 04:32:25 PM	6.687					
10/07/16 05:32:25 PM	6.687					
10/07/16 06:32:25 PM	6.687					
10/07/16 07:32:25 PM	6.687					
10/07/16 08:32:25 PM	6.687					
10/07/16 09:32:25 PM	6.687					
10/07/16 10:32:25 PM	6.687					
10/07/16 11:32:25 PM	6.687					
10/08/16 12:32:25 AM	6.687					
10/08/16 01:32:25 AM	6.687					
10/08/16 02:32:25 AM	6.687					
10/08/16 03:32:25 AM	6.687					
10/08/16 04:32:25 AM	6.687					
10/08/16 05:32:25 AM	6.687					
10/08/16 06:32:25 AM	6.687					
10/08/16 07:32:25 AM	6.687					
10/08/16 08:32:25 AM	6.687					
10/08/16 09:32:25 AM	6.687					
10/08/16 10:32:25 AM	6.687					
10/08/16 11:32:25 AM	6.687					
10/08/16 12:32:25 PM	7.494					
10/08/16 01:32:25 PM	7.594					
10/08/16 02:32:25 PM	6.458					
10/08/16 03:32:25 PM	6.458					
10/08/16 04:32:25 PM	6.458					
10/08/16 05:32:25 PM	6.458					
10/08/16 06:32:25 PM	6.458					
10/08/16 07:32:25 PM	6.458					
10/08/16 08:32:25 PM	6.458					
10/08/16 09:32:25 PM	6.458					
10/08/16 10:32:25 PM	6.458					
10/08/16 11:32:25 PM	6.458					
10/09/16 12:32:25 AM	6.458					
10/09/16 01:32:25 AM	6.458					
10/09/16 02:32:25 AM	6.458					
10/09/16 03:32:25 AM	6.458					
10/09/16 04:32:25 AM	6.458					
10/09/16 05:32:25 AM	6.458					
10/09/16 06:32:25 AM	6.458					
10/09/16 07:32:25 AM	6.458					
10/09/16 08:32:25 AM	6.458					
10/09/16 09:32:25 AM	6.458					
10/09/16 10:32:25 AM	6.458					
10/09/16 11:32:25 AM	6.357					
10/09/16 12:32:25 PM	5.975					
10/09/16 01:32:25 PM	6.000					
10/09/16 02:32:25 PM	11.102					
10/09/16 03:32:25 PM	6.535					
10/09/16 04:32:25 PM	6.560					
10/09/16 05:32:25 PM	6.535					
10/09/16 06:32:25 PM	6.560					
10/09/16 07:32:25 PM	6.560					
10/09/16 08:32:25 PM	6.560					
10/09/16 09:32:25 PM	6.560					
10/09/16 10:32:25 PM	6.560					
10/09/16 11:32:25 PM	6.535					
10/10/16 12:32:25 AM	6.535					
