DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/04/16 07:31:33 AM	16.082					
10/04/16 08:31:33 AM	17.415					
10/04/16 09:31:33 AM	17.249					
10/04/16 10:31:33 AM	16.249					
10/04/16 11:31:33 AM	10.149					
10/04/16 12:31:33 PM	24.992					
10/04/16 01:31:33 PM	12.219					
10/04/16 02:31:33 PM	7.041					
10/04/16 03:31:33 PM	7.192					
10/04/16 04:31:33 PM	7.268					
10/04/16 05:31:33 PM	7.066					
10/04/16 06:31:33 PM	7.041					
10/04/16 07:31:33 PM	7.066					
10/04/16 08:31:33 PM	7.116					
10/04/16 09:31:33 PM	7.142					
10/04/16 10:31:33 PM	7.192					
10/04/16 11:31:33 PM	7.142					
10/05/16 12:31:33 AM	7.268					
10/05/16 01:31:33 AM	7.217					
10/05/16 02:31:33 AM	7.091					
10/05/16 03:31:33 AM	7.217					
10/05/16 04:31:33 AM	7.268					
10/05/16 05:31:33 AM	7.268					
10/05/16 06:31:33 AM	7.041					
10/05/16 07:31:33 AM	7.066					
10/05/16 08:31:33 AM	7.167					
10/05/16 09:31:33 AM	6.990					
10/05/16 10:31:33 AM	6.026					
10/05/16 11:31:33 AM	5.898					
10/05/16 12:31:33 PM	5.668					
10/05/16 01:31:33 PM	6.408					
10/05/16 02:31:33 PM	7.393					
10/05/16 03:31:33 PM	7.419					
10/05/16 04:31:33 PM	7.293					
10/05/16 05:31:33 PM	7.268					
10/05/16 06:31:33 PM	7.217					
10/05/16 07:31:33 PM	7.268					
10/05/16 08:31:33 PM	7.293					
10/05/16 09:31:33 PM	7.318					
10/05/16 10:31:33 PM	7.318					
10/05/16 11:31:33 PM	7.318					
10/06/16 12:31:33 AM	7.343					
10/06/16 01:31:33 AM	7.393					
10/06/16 02:31:33 AM	7.444					
10/06/16 03:31:33 AM	7.419					
10/06/16 04:31:33 AM	7.268					
10/06/16 05:31:33 AM	7.318					
10/06/16 06:31:33 AM	7.318					
10/06/16 07:31:33 AM	7.343					
10/06/16 08:31:33 AM	7.393					
10/06/16 09:31:33 AM	5.308					
10/06/16 10:31:33 AM	5.462					
10/06/16 11:31:33 AM	5.872					
10/06/16 12:31:33 PM	6.179					
10/06/16 01:31:33 PM	5.693					
10/06/16 02:31:33 PM	7.419					
10/06/16 03:31:33 PM	9.632					
10/06/16 04:31:33 PM	9.386					
10/06/16 05:31:33 PM	10.026					
10/06/16 06:31:33 PM	8.717					
10/06/16 07:31:33 PM	7.619					
10/06/16 08:31:33 PM	7.594					
10/06/16 09:31:33 PM	6.788					
10/06/16 10:31:33 PM	7.041					
10/06/16 11:31:33 PM	7.293					
10/07/16 12:31:33 AM	7.142					
10/07/16 01:31:33 AM	6.889					
10/07/16 02:31:33 AM	6.611					
10/07/16 03:31:33 AM	6.611					
10/07/16 04:31:33 AM	7.066					
10/07/16 05:31:33 AM	6.687					
10/07/16 06:31:33 AM	9.064					
10/07/16 07:31:33 AM	9.583					
10/07/16 08:31:33 AM	10.956					
10/07/16 09:31:33 AM	12.074					
10/07/16 10:31:33 AM	13.233					
10/07/16 11:31:33 AM	14.577					
10/07/16 12:31:33 PM	15.414					
10/07/16 01:31:33 PM	13.762					
10/07/16 02:31:33 PM	14.026					
10/07/16 03:31:33 PM	6.687					
10/07/16 04:31:33 PM	6.687					
10/07/16 05:31:33 PM	6.687					
10/07/16 06:31:33 PM	6.661					
10/07/16 07:31:33 PM	6.687					
10/07/16 08:31:33 PM	6.687					
10/07/16 09:31:33 PM	6.687					
10/07/16 10:31:33 PM	6.687					
10/07/16 11:31:33 PM	6.687					
10/08/16 12:31:33 AM	6.687					
10/08/16 01:31:33 AM	6.687					
10/08/16 02:31:33 AM	6.687					
10/08/16 03:31:33 AM	6.687					
10/08/16 04:31:33 AM	6.687					
10/08/16 05:31:33 AM	6.687					
10/08/16 06:31:33 AM	6.687					
10/08/16 07:31:33 AM	6.687					
10/08/16 08:31:33 AM	6.687					
10/08/16 09:31:33 AM	6.687					
10/08/16 10:31:33 AM	6.687					
10/08/16 11:31:33 AM	7.015					
10/08/16 12:31:33 PM	6.535					
10/08/16 01:31:33 PM	6.788					
10/08/16 02:31:33 PM	6.636					
10/08/16 03:31:33 PM	6.509					
10/08/16 04:31:33 PM	6.509					
10/08/16 05:31:33 PM	6.509					
10/08/16 06:31:33 PM	6.509					
10/08/16 07:31:33 PM	6.509					
10/08/16 08:31:33 PM	6.509					
10/08/16 09:31:33 PM	6.509					
10/08/16 10:31:33 PM	6.509					
10/08/16 11:31:33 PM	6.509					
10/09/16 12:31:33 AM	6.509					
10/09/16 01:31:33 AM	6.509					
10/09/16 02:31:33 AM	6.509					
10/09/16 03:31:33 AM	6.509					
10/09/16 04:31:33 AM	6.509					
10/09/16 05:31:33 AM	6.509					
10/09/16 06:31:33 AM	6.509					
10/09/16 07:31:33 AM	6.509					
10/09/16 08:31:33 AM	6.509					
10/09/16 09:31:33 AM	6.509					
10/09/16 10:31:33 AM	6.509					
10/09/16 11:31:33 AM	6.509					
10/09/16 12:31:33 PM	6.914					
10/09/16 01:31:33 PM	6.000					
10/09/16 02:31:33 PM	6.509					
10/09/16 03:31:33 PM	6.509					
10/09/16 04:31:33 PM	6.509					
10/09/16 05:31:33 PM	6.509					
10/09/16 06:31:33 PM	6.509					
10/09/16 07:31:33 PM	6.509					
10/09/16 08:31:33 PM	6.509					
10/09/16 09:31:33 PM	6.509					
10/09/16 10:31:33 PM	6.509					
10/09/16 11:31:33 PM	6.509					
10/10/16 12:31:33 AM	6.509					
