Salinity, Practical [PSU]	Temperature [ITS-90, deg C]	Depth [salt water, m]
0.20775	12.08391	-0.2140
0.20679	12.08616	-0.2139
0.20623	12.08829	-0.2139
0.20650	12.09084	-0.2139
0.20620	12.09292	-0.2140
0.20539	12.09446	-0.2079
0.20463	12.09463	-0.2171
0.20394	12.09357	-0.2138
0.20393	12.09558	-0.2170
0.20416	12.09860	-0.2200
0.20412	12.10234	-0.2140
0.20297	12.10560	-0.2080
0.20192	12.10655	-0.2140
0.20129	12.10044	-0.2110
0.20030	12.09286	-0.2140
0.19927	12.08616	-0.2110
0.19780	12.08101	-0.2170
0.19626	12.08071	-0.2109
0.19529	12.08154	-0.2080
0.19495	12.08320	-0.2110
0.19363	12.08610	-0.2050
0.19222	12.08978	-0.2109
0.19105	12.09374	-0.2140
0.18997	12.09700	-0.2079
0.18883	12.09967	-0.2110
0.18790	12.10246	-0.2079
0.18621	12.10435	-0.2140
0.18456	12.10471	-0.2171
0.18251	12.10518	-0.2170
0.18059	12.10649	-0.2171
0.17877	12.10305	-0.2170
0.17689	12.09475	-0.2139
0.17473	12.08450	-0.2170
0.17273	12.06993	-0.2141
0.17090	12.05549	-0.2140
0.16926	12.03939	-0.2140
0.16755	12.02348	-0.2139
0.16607	12.00846	-0.2141
0.16464	11.99292	-0.2109
0.16344	11.97927	-0.2140
0.16211	11.96929	-0.2201
0.16087	11.95925	-0.2170
0.15952	11.95004	-0.2140
0.15819	11.93895	-0.2109
0.15734	11.92656	-0.2078
0.15636	11.91759	-0.2108
0.15530	11.91311	-0.2110
0.15476	11.90869	-0.2171
0.15797	11.90055	-0.2170
0.15870	11.88623	-0.2109
0.15842	11.86903	-0.2110
0.15775	11.85096	-0.2139
0.15699	11.83766	-0.2077
0.15610	11.82371	-0.2078
0.15556	11.80631	-0.2169
0.15493	11.79079	-0.2141
0.15416	11.77874	-0.2169
0.15349	11.77099	-0.2199
0.15300	11.76024	-0.2169
0.15268	11.74727	-0.2169
0.15194	11.73412	-0.2077
0.15107	11.71922	-0.2109
0.15043	11.70561	-0.2139
0.14977	11.69606	-0.2109
0.14900	11.68463	-0.2078
0.14842	11.67045	-0.2169
0.14784	11.65973	-0.2201
0.14731	11.65423	-0.2138
0.14680	11.64913	-0.2108
0.14629	11.64480	-0.2139
0.14587	11.64041	-0.2077
0.14534	11.63579	-0.2138
0.14500	11.62777	-0.2108
0.14461	11.61631	-0.2169
0.14405	11.60882	-0.2107
0.14391	11.60800	-0.2107
0.14370	11.61005	-0.2168
0.14340	11.61285	-0.2138
0.14337	11.61478	-0.2077
0.14376	11.61514	-0.2138
0.14590	11.61566	-0.2107
0.14675	11.61695	-0.2137
0.14649	11.61718	-0.2138
0.14679	11.61771	-0.2107
0.14685	11.61935	-0.2077
0.14647	11.62058	-0.2106
0.14594	11.62215	-0.2108
0.15646	11.62385	-0.2168
0.16771	11.62362	-0.2136
0.17686	11.61911	-0.2137
0.18610	11.61455	-0.2137
0.19519	11.61151	-0.2138
0.20514	11.61046	-0.2137
0.21365	11.60911	-0.2137
0.22120	11.60753	-0.2137
0.22671	11.60461	-0.2137
0.23094	11.60209	-0.2077
0.23522	11.59900	-0.2107
0.23715	11.59537	-0.2137
0.23721	11.59268	-0.2136
0.23811	11.59262	-0.2136
0.23643	11.59560	-0.2167
0.23375	11.59900	-0.2168
0.23065	11.60092	-0.2106
0.22808	11.60619	-0.2165
0.22523	11.61414	-0.2105
0.22200	11.62157	-0.2046
0.17114	11.62994	-0.1955
16.47562	11.42622	-0.0833
23.94679	10.53301	0.1045
24.73874	9.72712	0.3044
25.25849	9.13287	0.4741
25.59181	8.75630	0.5713
25.81194	8.53758	0.6317
25.96556	8.41084	0.6408
26.03191	8.32007	0.6378
26.08905	8.25329	0.6411
26.11123	8.21799	0.6440
26.14734	8.20509	0.6531
26.23134	8.20444	0.6592
26.21745	8.21579	0.6533
26.18979	8.25023	0.6441
26.19641	8.32629	0.6502
26.16183	8.37808	0.6532
26.13067	8.40094	0.6624
26.12181	8.37636	0.6714
26.14587	8.33467	0.6805
26.18091	8.30557	0.6837
26.22459	8.28728	0.6684
26.24072	8.28133	0.6502
26.17495	8.27050	0.6441
26.13572	8.24643	0.6442
26.13454	8.22083	0.6623
26.16062	8.20760	0.6746
26.20710	8.20482	0.6806
26.27304	8.21499	0.6685
26.28147	8.22372	0.6443
26.22616	8.21794	0.6321
26.15644	8.20327	0.6200
26.13653	8.17748	0.6350
26.15390	8.16411	0.6685
26.24354	8.16774	0.6896
26.30415	8.18031	0.7017
26.32915	8.18224	0.6988
26.31037	8.21574	0.6654
26.21855	8.27087	0.6533
26.12516	8.30488	0.6322
26.09426	8.28658	0.6381
26.12572	8.25458	0.6472
26.16597	8.23454	0.6685
26.21910	8.22468	0.6774
26.29119	8.22334	0.6775
26.31646	8.22645	0.6624
26.24989	8.22297	0.6562
26.20414	8.20562	0.6411
26.19639	8.17758	0.6472
26.21895	8.16213	0.6563
26.27609	8.16405	0.6684
26.34274	8.18026	0.6775
26.36547	8.18598	0.6714
26.32556	8.18053	0.6714
26.27781	8.17523	0.6653
26.26342	8.16149	0.6655
26.26828	8.14347	0.6715
26.30195	8.13220	0.6654
26.35955	8.13749	0.6624
26.34860	8.16170	0.6473
26.28515	8.17309	0.6411
26.24256	8.16026	0.6351
26.23144	8.13936	0.6503
26.24580	8.12675	0.6624
26.33859	8.13241	0.6776
26.39140	8.15112	0.6836
26.41100	8.15149	0.6867
26.38900	8.17117	0.6806
26.32033	8.19861	0.6624
26.25765	8.22254	0.6411
26.26320	8.22361	0.6382
26.34479	8.21130	0.6291
26.37942	8.21815	0.6351
26.36645	8.21890	0.6503
26.38306	8.20905	0.6655
26.43075	8.20123	0.6896
26.43451	8.19818	0.6958
26.39785	8.24927	0.6839
26.28790	8.35825	0.6657
26.18507	8.42972	0.6474
26.15624	8.44701	0.6293
26.21078	8.41326	0.6323
26.28619	8.39126	0.6323
26.30466	8.37464	0.6474
26.32525	8.36475	0.6687
26.31534	8.39384	0.6898
26.30403	8.42246	0.6960
26.29408	8.44625	0.6928
26.28271	8.47459	0.6777
26.26003	8.49971	0.6596
26.20528	8.50284	0.6354
26.17050	8.48645	0.6323
26.21650	8.45600	0.6385
26.28860	8.43543	0.6538
26.30650	8.41842	0.6688
26.28349	8.44808	0.6658
26.21359	8.52285	0.6688
26.15044	8.57376	0.6627
26.12321	8.59473	0.6658
26.15553	8.58776	0.6627
26.19597	8.57835	0.6749
26.19546	8.57479	0.6687
26.20161	8.57376	0.6628
26.18931	8.59970	0.6537
26.16564	8.62436	0.6326
26.12096	8.64113	0.6234
26.09041	8.63897	0.6417
26.11170	8.59722	0.6751
26.20834	8.53343	0.7022
26.24375	8.50656	0.7024
26.24705	8.50866	0.6811
26.19104	8.58192	0.6417
26.10392	8.64877	0.6084
26.05268	8.67925	0.6054
26.02876	8.63751	0.6418
26.09780	8.53753	0.6873
26.23264	8.47281	0.7207
26.28276	8.44055	0.7176
26.25683	8.47664	0.6844
26.18143	8.56004	0.6450
26.07812	8.62615	0.6117
26.04849	8.65829	0.6026
26.06709	8.63686	0.6299
26.13718	8.56771	0.6603
26.20448	8.51967	0.6996
26.23141	8.49416	0.7118
26.23126	8.50057	0.7087
26.19324	8.55340	0.6785
26.13446	8.60695	0.6422
26.08772	8.64059	0.6090
26.07147	8.64790	0.6059
26.09147	8.59295	0.6302
26.13473	8.51460	0.6787
26.22927	8.45961	0.7210
26.26321	8.44566	0.7271
26.25420	8.46317	0.7090
26.19806	8.53839	0.6787
26.12283	8.60149	0.6302
26.06939	8.63843	0.5909
26.05131	8.64395	0.6030
26.06047	8.57933	0.6334
26.14715	8.50289	0.6788
26.22959	8.46074	0.7031
26.26492	8.43177	0.7122
26.24342	8.46608	0.7062
26.18668	8.52906	0.6790
26.12621	8.57020	0.6517
26.09142	8.58489	0.6427
26.09102	8.58543	0.6307
26.11685	8.57862	0.6397
26.15168	8.56858	0.6458
26.16413	8.55869	0.6670
26.18064	8.54260	0.6762
26.18339	8.54584	0.6762
26.17447	8.56215	0.6732
26.16390	8.57176	0.6732
26.15598	8.57322	0.6764
26.15813	8.57376	0.6703
26.17293	8.57733	0.6733
26.17336	8.58451	0.6704
26.17106	8.58992	0.6643
26.15890	8.59327	0.6553
26.15460	8.59516	0.6553
26.16728	8.59700	0.6644
26.16398	8.60376	0.6584
26.15968	8.60998	0.6615
26.14243	8.62555	0.6494
26.11955	8.63919	0.6646
26.11151	8.64622	0.6858
26.12895	8.64617	0.6829
26.12577	8.64893	0.6829
26.11966	8.65640	0.6587
26.09957	8.68293	0.6375
26.06753	8.70900	0.6345
26.04505	8.71751	0.6436
26.03788	8.70987	0.6557
26.09348	8.65207	0.6922
26.15021	8.59765	0.6921
26.17350	8.57311	0.6832
26.14844	8.60505	0.6589
26.09505	8.65039	0.6287
26.05948	8.67443	0.6287
26.06528	8.65440	0.6560
26.12669	8.57879	0.6772
26.18557	8.53013	0.6954
26.20864	8.50753	0.6834
26.20027	8.52226	0.6744
26.15608	8.57311	0.6441
26.09650	8.62014	0.6199
26.06625	8.64341	0.6321
26.07317	8.62317	0.6684
26.14119	8.55729	0.6866
26.18727	8.51621	0.7018
26.21230	8.49098	0.7078
26.18945	8.52490	0.6928
26.13681	8.57673	0.6534
26.08978	8.61187	0.6384
26.06996	8.62869	0.6354
26.09256	8.59916	0.6506
26.14606	8.54563	0.6657
26.17560	8.52118	0.6839
26.20151	8.49399	0.6871
26.19797	8.50106	0.6901
26.17040	8.52862	0.6629
26.15493	8.54298	0.6568
26.15336	8.54314	0.6418
26.14571	8.54309	0.6357
26.13907	8.52495	0.6508
26.14071	8.50268	0.6721
26.19608	8.45805	0.6904
26.23898	8.43037	0.6996
26.25684	8.42294	0.7088
26.21413	8.47421	0.6845
26.15203	8.52717	0.6603
26.11584	8.55410	0.6451
26.10994	8.55750	0.6452
26.12722	8.54795	0.6422
26.14194	8.54622	0.6544
26.15363	8.54276	0.6756
26.16990	8.52576	0.6787
26.18013	8.51891	0.6757
26.16470	8.53591	0.6729
26.14986	8.54827	0.6667
26.13684	8.55696	0.6547
26.12644	8.56350	0.6577
26.12456	8.56588	0.6668
26.13240	8.57074	0.6730
26.13529	8.57609	0.6731
26.13418	8.57873	0.6731
26.12639	8.58657	0.6792
26.11173	8.59603	0.6822
26.10574	8.59792	0.6763
26.11270	8.59857	0.6733
26.11380	8.60289	0.6703
26.11258	8.60684	0.6613
26.10477	8.61473	0.6401
26.08819	8.62404	0.6371
26.07404	8.62626	0.6463
26.07276	8.62447	0.6553
26.09081	8.61079	0.6706
26.10657	8.60105	0.6768
26.11705	8.59381	0.6888
26.12095	8.59008	0.6798
26.10282	8.60073	0.6709
26.08925	8.60987	0.6677
26.08887	8.60998	0.6618
26.09755	8.60673	0.6679
26.10197	8.60614	0.6709
26.10269	8.60516	0.6831
26.10652	8.60268	0.6862
26.11045	8.60046	0.6862
26.11353	8.59743	0.6741
26.11276	8.59808	0.6530
26.09919	8.60722	0.6379
26.08230	8.61268	0.6319
26.07093	8.61154	0.6410
26.08471	8.58160	0.6562
26.14847	8.51346	0.6806
26.18756	8.47992	0.6866
26.20936	8.46370	0.6867
26.18008	8.48585	0.6714
26.13401	8.51443	0.6686
26.10774	8.52064	0.6687
26.12747	8.48510	0.6868
26.18713	8.44582	0.6990
26.22324	8.42262	0.6992
26.23941	8.41315	0.6749
26.20137	8.45250	0.6507
26.13771	8.49324	0.6235
26.09664	8.50979	0.6205
26.09293	8.47588	0.6477
26.15705	8.40121	0.6660
26.24070	8.35331	0.6873
26.28829	8.31797	0.6843
26.28312	8.31878	0.6934
26.23006	8.34799	0.6936
26.19888	8.36792	0.6907
26.18728	8.37470	0.6937
26.21611	8.36986	0.6786
26.23282	8.36857	0.6605
26.23264	8.36572	0.6361
26.20326	8.37131	0.6273
26.17022	8.37373	0.6454
26.16859	8.34751	0.6970
26.23467	8.29790	0.7394
26.30608	8.26492	0.7334
26.33501	8.25618	0.7215
26.28505	8.31964	0.6608
26.19126	8.39981	0.6064
26.11680	8.46403	0.5882
26.08014	8.48779	0.6247
26.08819	8.43408	0.6824
26.17064	8.35938	0.7188
26.25047	8.31175	0.7369
26.29240	8.28283	0.7309
26.26880	8.31405	0.6886
26.20636	8.37448	0.6463
26.14209	8.42386	0.6311
26.11171	8.45245	0.6282
26.11462	8.45309	0.6525
26.14119	8.42375	0.6738
26.17820	8.39077	0.6981
26.19299	8.38206	0.7102
26.20607	8.37867	0.7164
26.20045	8.39050	0.7012
26.18270	8.41401	0.6740
26.15246	8.43941	0.6409
26.12764	8.45401	0.6408
26.11947	8.45735	0.6620
26.12893	8.44528	0.6955
