DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/10/18	08:03:54 AM	17.915					
10/10/18	09:03:54 AM	16.749					
10/10/18	10:03:54 AM	17.272					
10/10/18	11:03:54 AM	17.653					
10/10/18	12:03:54 PM	17.724					
10/10/18	01:03:54 PM	7.569					
10/10/18	02:03:54 PM	6.965					
10/10/18	03:03:54 PM	6.636					
10/10/18	04:03:54 PM	6.051					
10/10/18	05:03:54 PM	5.898					
10/10/18	06:03:54 PM	5.949					
10/10/18	07:03:54 PM	6.000					
10/10/18	08:03:54 PM	6.153					
10/10/18	09:03:54 PM	6.204					
10/10/18	10:03:54 PM	6.281					
10/10/18	11:03:54 PM	6.458					
10/11/18	12:03:54 AM	6.712					
10/11/18	01:03:54 AM	6.661					
10/11/18	02:03:54 AM	6.509					
10/11/18	03:03:54 AM	6.357					
10/11/18	04:03:54 AM	6.230					
10/11/18	05:03:54 AM	5.898					
10/11/18	06:03:54 AM	5.975					
10/11/18	07:03:54 AM	6.000					
10/11/18	08:03:54 AM	6.102					
10/11/18	09:03:54 AM	6.281					
10/11/18	10:03:54 AM	5.308					
10/11/18	11:03:54 AM	5.282					
10/11/18	12:03:54 PM	5.360					
10/11/18	01:03:54 PM	5.898					
10/11/18	02:03:54 PM	6.687					
10/11/18	03:03:54 PM	6.712					
10/11/18	04:03:54 PM	6.712					
10/11/18	05:03:54 PM	6.712					
10/11/18	06:03:54 PM	6.484					
10/11/18	07:03:54 PM	6.357					
10/11/18	08:03:54 PM	6.382					
10/11/18	09:03:54 PM	6.382					
10/11/18	10:03:54 PM	6.331					
10/11/18	11:03:54 PM	6.484					
10/12/18	12:03:54 AM	6.560					
10/12/18	01:03:54 AM	6.611					
10/12/18	02:03:54 AM	6.687					
10/12/18	03:03:54 AM	6.661					
10/12/18	04:03:54 AM	6.636					
10/12/18	05:03:54 AM	6.661					
10/12/18	06:03:54 AM	6.661					
10/12/18	07:03:54 AM	6.661					
10/12/18	08:03:54 AM	6.661					
