DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
10/10/18	08:05:31 AM	17.938					
10/10/18	09:05:31 AM	17.915					
10/10/18	10:05:31 AM	18.152					
10/10/18	11:05:31 AM	18.913					
10/10/18	12:05:31 PM	18.985					
10/10/18	01:05:31 PM	7.368					
10/10/18	02:05:31 PM	5.975					
10/10/18	03:05:31 PM	5.821					
10/10/18	04:05:31 PM	5.821					
10/10/18	05:05:31 PM	5.872					
10/10/18	06:05:31 PM	5.898					
10/10/18	07:05:31 PM	6.000					
10/10/18	08:05:31 PM	5.975					
10/10/18	09:05:31 PM	6.077					
10/10/18	10:05:31 PM	6.128					
10/10/18	11:05:31 PM	6.357					
10/11/18	12:05:31 AM	6.484					
10/11/18	01:05:31 AM	6.230					
10/11/18	02:05:31 AM	6.306					
10/11/18	03:05:31 AM	5.847					
10/11/18	04:05:31 AM	5.847					
10/11/18	05:05:31 AM	5.847					
10/11/18	06:05:31 AM	5.847					
10/11/18	07:05:31 AM	5.847					
10/11/18	08:05:31 AM	5.975					
10/11/18	09:05:31 AM	4.869					
10/11/18	10:05:31 AM	4.999					
10/11/18	11:05:31 AM	4.895					
10/11/18	12:05:31 PM	5.257					
10/11/18	01:05:31 PM	5.796					
10/11/18	02:05:31 PM	6.611					
10/11/18	03:05:31 PM	6.737					
10/11/18	04:05:31 PM	6.763					
10/11/18	05:05:31 PM	6.737					
10/11/18	06:05:31 PM	6.737					
10/11/18	07:05:31 PM	6.737					
10/11/18	08:05:31 PM	6.763					
10/11/18	09:05:31 PM	6.737					
10/11/18	10:05:31 PM	6.763					
10/11/18	11:05:31 PM	6.737					
10/12/18	12:05:31 AM	6.737					
10/12/18	01:05:31 AM	6.737					
10/12/18	02:05:31 AM	6.763					
10/12/18	03:05:31 AM	6.839					
10/12/18	04:05:31 AM	6.763					
10/12/18	05:05:31 AM	6.737					
10/12/18	06:05:31 AM	6.712					
10/12/18	07:05:31 AM	6.737					
10/12/18	08:05:31 AM	6.737					
10/12/18	09:05:31 AM	6.737					
10/12/18	10:05:31 AM	6.281					
10/12/18	11:05:31 AM	6.026					
10/12/18	12:05:31 PM	7.142					
10/12/18	01:05:31 PM	7.619					
10/12/18	02:05:31 PM	7.645					
10/12/18	03:05:31 PM	7.870					
10/12/18	04:05:31 PM	7.519					
10/12/18	05:05:31 PM	7.619					
10/12/18	06:05:31 PM	7.318					
