DateTime 	Temp 	Junk 	Junk 	Junk 	Junk 	Junk
07/25/17	11:14:28 AM	20.365					
07/25/17	12:14:28 PM	13.786					
07/25/17	01:14:28 PM	14.146					
07/25/17	02:14:28 PM	14.912					
07/25/17	03:14:28 PM	16.654					
07/25/17	04:14:28 PM	20.055					
07/25/17	05:14:28 PM	19.603					
07/25/17	06:14:28 PM	19.222					
07/25/17	07:14:28 PM	19.460					
07/25/17	08:14:28 PM	19.888					
07/25/17	09:14:28 PM	19.246					
07/25/17	10:14:28 PM	18.842					
07/25/17	11:14:28 PM	18.675					
07/26/17	12:14:28 AM	18.461					
07/26/17	01:14:28 AM	18.390					
07/26/17	02:14:28 AM	18.057					
07/26/17	03:14:28 AM	17.772					
07/26/17	04:14:28 AM	17.629					
07/26/17	05:14:28 AM	17.320					
07/26/17	06:14:28 AM	17.225					
07/26/17	07:14:28 AM	17.201					
07/26/17	08:14:28 AM	17.724					
07/26/17	09:14:28 AM	17.463					
07/26/17	10:14:28 AM	17.391					
07/26/17	11:14:28 AM	17.653					
07/26/17	12:14:28 PM	12.534					
07/26/17	01:14:28 PM	13.762					
07/26/17	02:14:28 PM	15.103					
07/26/17	03:14:28 PM	6.712					
07/26/17	04:14:28 PM	6.611					
07/26/17	05:14:28 PM	6.585					
07/26/17	06:14:28 PM	6.585					
07/26/17	07:14:28 PM	6.636					
07/26/17	08:14:28 PM	6.636					
07/26/17	09:14:28 PM	6.661					
07/26/17	10:14:28 PM	6.687					
07/26/17	11:14:28 PM	6.560					
07/27/17	12:14:28 AM	6.560					
07/27/17	01:14:28 AM	6.560					
07/27/17	02:14:28 AM	6.585					
07/27/17	03:14:28 AM	6.585					
07/27/17	04:14:28 AM	6.535					
07/27/17	05:14:28 AM	6.560					
07/27/17	06:14:28 AM	6.585					
07/27/17	07:14:28 AM	6.661					
07/27/17	08:14:28 AM	6.661					
07/27/17	09:14:28 AM	6.687					
07/27/17	10:14:28 AM	12.147					
07/27/17	11:14:28 AM	12.098					
07/27/17	12:14:28 PM	11.467					
07/27/17	01:14:28 PM	12.582					
