Date Time,Temperature  (*C)
10/08/08 	16:09:00.0	6.15
10/08/08 	17:09:00.0	5.57
10/08/08 	18:09:00.0	5.57
10/08/08 	19:09:00.0	5.57
10/08/08 	20:09:00.0	5.57
10/08/08 	21:09:00.0	5.57
10/08/08 	22:09:00.0	5.57
10/08/08 	23:09:00.0	5.57
10/09/08 	00:09:00.0	5.57
10/09/08 	01:09:00.0	5.57
10/09/08 	02:09:00.0	5.57
10/09/08 	03:09:00.0	5.57
10/09/08 	04:09:00.0	5.57
10/09/08 	05:09:00.0	5.57
10/09/08 	06:09:00.0	5.57
10/09/08 	07:09:00.0	5.57
10/09/08 	08:09:00.0	5.57
10/09/08 	09:09:00.0	5.57
10/09/08 	10:09:00.0	5.57
10/09/08 	11:09:00.0	5.57
10/09/08 	12:09:00.0	7.01
10/09/08 	13:09:00.0	6.73
10/09/08 	14:09:00.0	6.15
10/09/08 	15:09:00.0	5.57
10/09/08 	16:09:00.0	7.30
10/09/08 	17:09:00.0	6.15
10/09/08 	18:09:00.0	6.15
10/09/08 	19:09:00.0	6.15
10/09/08 	20:09:00.0	6.15
10/09/08 	21:09:00.0	6.15
10/09/08 	22:09:00.0	6.15
10/09/08 	23:09:00.0	6.15
10/10/08 	00:09:00.0	6.15
10/10/08 	01:09:00.0	5.86
10/10/08 	02:09:00.0	5.86
10/10/08 	03:09:00.0	5.86
10/10/08 	04:09:00.0	6.15
10/10/08 	05:09:00.0	6.15
10/10/08 	06:09:00.0	6.15
10/10/08 	07:09:00.0	6.15
10/10/08 	08:09:00.0	6.15
10/10/08 	09:09:00.0	6.15
10/10/08 	10:09:00.0	6.44
10/10/08 	11:09:00.0	7.01
10/10/08 	12:09:00.0	18.04
