"Plot Title: 8"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10518882, SEN S/N: 10518882)","Coupler Detached (LGR S/N: 10518882)","Coupler Attached (LGR S/N: 10518882)","Host Connected (LGR S/N: 10518882)","Stopped (LGR S/N: 10518882)","End Of File (LGR S/N: 10518882)"
1,07/08/16 09:37:24 AM,22.393,,,,,
2,07/08/16 09:37:27 AM,,Logged,,,,
3,07/08/16 10:37:29 AM,23.448,,,,,
4,07/08/16 11:37:34 AM,32.458,,,,,
5,07/08/16 12:37:39 PM,43.133,,,,,
6,07/08/16 01:37:44 PM,22.130,,,,,
7,07/08/16 02:37:49 PM,12.001,,,,,
8,07/08/16 03:37:54 PM,6.813,,,,,
9,07/08/16 04:37:59 PM,6.788,,,,,
10,07/08/16 05:38:04 PM,6.737,,,,,
11,07/08/16 06:38:09 PM,6.737,,,,,
12,07/08/16 07:38:14 PM,6.737,,,,,
13,07/08/16 08:38:19 PM,6.763,,,,,
14,07/08/16 09:38:24 PM,6.763,,,,,
15,07/08/16 10:38:29 PM,6.763,,,,,
16,07/08/16 11:38:34 PM,6.763,,,,,
17,07/09/16 12:38:39 AM,6.788,,,,,
18,07/09/16 01:38:44 AM,6.788,,,,,
19,07/09/16 02:38:49 AM,6.839,,,,,
20,07/09/16 03:38:54 AM,6.864,,,,,
21,07/09/16 04:38:59 AM,6.839,,,,,
22,07/09/16 05:39:04 AM,6.788,,,,,
23,07/09/16 06:39:09 AM,6.737,,,,,
24,07/09/16 07:39:14 AM,6.763,,,,,
25,07/09/16 08:39:19 AM,6.788,,,,,
26,07/09/16 09:39:24 AM,6.813,,,,,
27,07/09/16 10:39:29 AM,10.345,,,,,
28,07/09/16 11:39:34 AM,15.175,,,,,
29,07/09/16 12:39:39 PM,15.939,,,,,
30,07/09/16 01:39:44 PM,7.167,,,,,
31,07/09/16 02:39:49 PM,7.167,,,,,
32,07/09/16 03:39:54 PM,7.192,,,,,
33,07/09/16 04:39:59 PM,7.066,,,,,
34,07/09/16 05:40:04 PM,7.091,,,,,
35,07/09/16 06:40:09 PM,7.192,,,,,
36,07/09/16 07:40:14 PM,7.393,,,,,
37,07/09/16 08:40:19 PM,7.419,,,,,
38,07/09/16 09:40:24 PM,7.419,,,,,
39,07/09/16 10:40:29 PM,7.368,,,,,
40,07/09/16 11:40:34 PM,7.318,,,,,
41,07/10/16 12:40:39 AM,7.192,,,,,
42,07/10/16 01:40:44 AM,7.217,,,,,
43,07/10/16 02:40:49 AM,7.268,,,,,
44,07/10/16 03:40:54 AM,7.368,,,,,
45,07/10/16 04:40:59 AM,7.091,,,,,
46,07/10/16 05:41:04 AM,7.116,,,,,
47,07/10/16 06:41:09 AM,7.217,,,,,
48,07/10/16 07:41:14 AM,7.343,,,,,
49,07/10/16 08:41:19 AM,13.377,,,,,
50,07/10/16 09:41:24 AM,13.305,,,,,
51,07/10/16 10:41:29 AM,13.473,,,,,
52,07/10/16 11:41:34 AM,14.002,,,,,
53,07/10/16 12:41:39 PM,13.425,,,,,
54,07/10/16 01:41:44 PM,13.112,,,,,
55,07/10/16 02:41:49 PM,12.823,,,,,
56,07/10/16 03:41:54 PM,13.570,,,,,
57,07/10/16 04:41:59 PM,14.194,,,,,
58,07/10/16 05:42:04 PM,14.194,,,,,
59,07/10/16 06:42:09 PM,14.337,,,,,
60,07/10/16 07:42:14 PM,14.649,,,,,
61,07/10/16 08:42:19 PM,14.673,,,,,
62,07/10/16 09:42:24 PM,14.721,,,,,
63,07/10/16 10:42:29 PM,14.577,,,,,
64,07/10/16 11:42:34 PM,14.290,,,,,
65,07/11/16 12:42:39 AM,13.954,,,,,
66,07/11/16 01:42:44 AM,13.618,,,,,
67,07/11/16 02:42:49 AM,13.425,,,,,
68,07/11/16 03:42:54 AM,13.377,,,,,
69,07/11/16 04:42:59 AM,13.112,,,,,
70,07/11/16 05:43:04 AM,13.088,,,,,
71,07/11/16 06:43:09 AM,13.594,,,,,
72,07/11/16 07:43:14 AM,13.882,,,,,
73,07/11/16 08:43:19 AM,14.074,,,,,
74,07/11/16 09:43:24 AM,13.858,,,,,
75,07/11/16 10:43:29 AM,14.361,,,,,
76,07/11/16 11:43:34 AM,14.266,,,,,
77,07/11/16 12:43:39 PM,14.577,,,,,
78,07/11/16 01:43:44 PM,15.461,,,,,
79,07/11/16 02:43:49 PM,16.677,,,,,
80,07/11/16 03:43:54 PM,6.408,,,,,
81,07/11/16 04:43:59 PM,6.408,,,,,
82,07/11/16 05:44:04 PM,6.382,,,,,
83,07/11/16 06:44:09 PM,6.382,,,,,
84,07/11/16 07:44:14 PM,6.408,,,,,
85,07/11/16 08:44:19 PM,6.408,,,,,
86,07/11/16 09:44:24 PM,6.408,,,,,
87,07/11/16 10:44:29 PM,6.408,,,,,
88,07/11/16 11:44:34 PM,6.408,,,,,
89,07/12/16 12:44:39 AM,6.408,,,,,
90,07/12/16 01:44:44 AM,6.408,,,,,
91,07/12/16 02:44:49 AM,6.408,,,,,
92,07/12/16 03:44:54 AM,6.408,,,,,
93,07/12/16 04:44:59 AM,6.408,,,,,
94,07/12/16 05:45:04 AM,6.408,,,,,
95,07/12/16 06:45:09 AM,6.408,,,,,
96,07/12/16 07:45:14 AM,6.408,,,,,
97,07/12/16 08:45:19 AM,6.408,,,,,
98,07/12/16 09:45:24 AM,6.408,,,,,
99,07/12/16 10:45:29 AM,6.408,,,,,
100,07/12/16 11:45:34 AM,14.505,,,,,
101,07/12/16 12:45:39 PM,15.366,,,,,
102,07/12/16 01:45:44 PM,17.368,,,,,
103,07/12/16 02:45:49 PM,6.255,,,,,
104,07/12/16 03:45:54 PM,6.179,,,,,
105,07/12/16 04:45:59 PM,6.204,,,,,
106,07/12/16 05:46:04 PM,6.281,,,,,
107,07/12/16 06:46:09 PM,6.331,,,,,
108,07/12/16 07:46:14 PM,6.331,,,,,
109,07/12/16 08:46:19 PM,6.382,,,,,
110,07/12/16 09:46:24 PM,6.357,,,,,
111,07/12/16 10:46:29 PM,6.357,,,,,
112,07/12/16 11:46:34 PM,6.357,,,,,
113,07/13/16 12:46:39 AM,6.204,,,,,
114,07/13/16 01:46:44 AM,6.281,,,,,
115,07/13/16 02:46:49 AM,6.230,,,,,
116,07/13/16 03:46:54 AM,6.204,,,,,
117,07/13/16 04:46:59 AM,6.204,,,,,
118,07/13/16 05:47:04 AM,6.281,,,,,
119,07/13/16 06:47:09 AM,6.357,,,,,
120,07/13/16 07:47:14 AM,6.382,,,,,
121,07/13/16 08:47:19 AM,15.581,,,,,
122,07/13/16 09:47:24 AM,15.342,,,,,
123,07/13/16 10:47:29 AM,15.461,,,,,
124,07/13/16 11:47:34 AM,15.652,,,,,
125,07/13/16 12:47:39 PM,15.390,,,,,
126,07/13/16 01:47:44 PM,15.031,,,,,
127,07/13/16 02:47:49 PM,14.745,,,,,
128,07/13/16 03:47:54 PM,15.079,,,,,
129,07/13/16 04:47:59 PM,15.438,,,,,
130,07/13/16 05:48:04 PM,15.342,,,,,
131,07/13/16 06:48:09 PM,15.270,,,,,
132,07/13/16 07:48:14 PM,15.175,,,,,
133,07/13/16 08:48:19 PM,15.127,,,,,
134,07/13/16 09:48:24 PM,15.127,,,,,
135,07/13/16 10:48:29 PM,14.984,,,,,
136,07/13/16 11:48:34 PM,14.936,,,,,
137,07/14/16 12:48:39 AM,14.912,,,,,
138,07/14/16 01:48:44 AM,14.768,,,,,
139,07/14/16 02:48:49 AM,14.649,,,,,
140,07/14/16 03:48:54 AM,14.697,,,,,
141,07/14/16 04:48:59 AM,14.673,,,,,
142,07/14/16 05:49:04 AM,14.625,,,,,
143,07/14/16 06:49:09 AM,14.361,,,,,
144,07/14/16 07:49:14 AM,14.361,,,,,
145,07/14/16 08:49:19 AM,14.816,,,,,
146,07/14/16 09:49:24 AM,15.199,,,,,
147,07/14/16 10:49:29 AM,15.557,,,,,
148,07/14/16 11:49:34 AM,15.318,,,,,
149,07/14/16 12:49:39 PM,7.343,,,,,
150,07/14/16 01:49:44 PM,7.116,,,,,
151,07/14/16 02:49:49 PM,7.041,,,,,
152,07/14/16 03:49:54 PM,7.268,,,,,
153,07/14/16 04:49:59 PM,7.242,,,,,
154,07/14/16 05:50:04 PM,7.167,,,,,
155,07/14/16 06:50:09 PM,7.015,,,,,
156,07/14/16 07:50:14 PM,7.041,,,,,
157,07/14/16 08:50:19 PM,7.116,,,,,
158,07/14/16 09:50:24 PM,7.015,,,,,
159,07/14/16 10:50:29 PM,7.091,,,,,
160,07/14/16 11:50:34 PM,7.167,,,,,
161,07/15/16 12:50:39 AM,6.914,,,,,
162,07/15/16 01:50:44 AM,6.864,,,,,
163,07/15/16 02:50:49 AM,7.116,,,,,
164,07/15/16 03:50:54 AM,7.393,,,,,
165,07/15/16 04:50:59 AM,7.116,,,,,
166,07/15/16 05:51:04 AM,7.268,,,,,
167,07/15/16 06:51:09 AM,6.636,,,,,
168,07/15/16 07:51:14 AM,7.167,,,,,
169,07/15/16 08:51:19 AM,15.438,,,,,
170,07/15/16 09:51:24 AM,15.652,,,,,
171,07/15/16 09:51:58 AM,,,Logged,Logged,,
172,07/15/16 09:52:06 AM,,,,,Logged,Logged
