"Plot Title: 28"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10144776, SEN S/N: 10144776)","Coupler Detached (LGR S/N: 10144776)","Coupler Attached (LGR S/N: 10144776)","Host Connected (LGR S/N: 10144776)","Stopped (LGR S/N: 10144776)","End Of File (LGR S/N: 10144776)"
1,07/08/16 09:32:44 AM,22.513,,,,,
2,07/08/16 09:32:47 AM,,Logged,,,,
3,07/08/16 10:32:49 AM,29.439,,,,,
4,07/08/16 11:32:54 AM,31.230,,,,,
5,07/08/16 12:32:59 PM,44.226,,,,,
6,07/08/16 01:33:04 PM,23.400,,,,,
7,07/08/16 02:33:09 PM,6.889,,,,,
8,07/08/16 03:33:14 PM,6.889,,,,,
9,07/08/16 04:33:19 PM,6.889,,,,,
10,07/08/16 05:33:24 PM,6.889,,,,,
11,07/08/16 06:33:29 PM,6.889,,,,,
12,07/08/16 07:33:34 PM,6.864,,,,,
13,07/08/16 08:33:39 PM,6.889,,,,,
14,07/08/16 09:33:44 PM,6.889,,,,,
15,07/08/16 10:33:49 PM,6.889,,,,,
16,07/08/16 11:33:54 PM,6.889,,,,,
17,07/09/16 12:33:59 AM,6.889,,,,,
18,07/09/16 01:34:04 AM,6.889,,,,,
19,07/09/16 02:34:09 AM,6.889,,,,,
20,07/09/16 03:34:14 AM,6.914,,,,,
21,07/09/16 04:34:19 AM,6.889,,,,,
22,07/09/16 05:34:24 AM,6.914,,,,,
23,07/09/16 06:34:29 AM,6.914,,,,,
24,07/09/16 07:34:34 AM,6.914,,,,,
25,07/09/16 08:34:39 AM,6.914,,,,,
26,07/09/16 09:34:44 AM,15.676,,,,,
27,07/09/16 10:34:49 AM,17.843,,,,,
28,07/09/16 11:34:54 AM,18.794,,,,,
29,07/09/16 12:34:59 PM,20.055,,,,,
30,07/09/16 01:35:04 PM,20.579,,,,,
31,07/09/16 02:35:09 PM,6.737,,,,,
32,07/09/16 03:35:14 PM,6.712,,,,,
33,07/09/16 04:35:19 PM,6.712,,,,,
34,07/09/16 05:35:24 PM,6.712,,,,,
35,07/09/16 06:35:29 PM,6.737,,,,,
36,07/09/16 07:35:34 PM,6.763,,,,,
37,07/09/16 08:35:39 PM,6.737,,,,,
38,07/09/16 09:35:44 PM,6.712,,,,,
39,07/09/16 10:35:49 PM,6.712,,,,,
40,07/09/16 11:35:54 PM,6.712,,,,,
41,07/10/16 12:35:59 AM,6.712,,,,,
42,07/10/16 01:36:04 AM,6.712,,,,,
43,07/10/16 02:36:09 AM,6.712,,,,,
44,07/10/16 03:36:14 AM,6.712,,,,,
45,07/10/16 04:36:19 AM,6.737,,,,,
46,07/10/16 05:36:24 AM,6.737,,,,,
47,07/10/16 06:36:29 AM,6.712,,,,,
48,07/10/16 07:36:34 AM,6.712,,,,,
49,07/10/16 08:36:39 AM,6.636,,,,,
50,07/10/16 09:36:44 AM,11.248,,,,,
51,07/10/16 10:36:49 AM,13.594,,,,,
52,07/10/16 11:36:54 AM,14.074,,,,,
53,07/10/16 12:36:59 PM,13.618,,,,,
54,07/10/16 01:37:04 PM,13.040,,,,,
55,07/10/16 02:37:09 PM,13.064,,,,,
56,07/10/16 03:37:14 PM,13.497,,,,,
57,07/10/16 04:37:19 PM,14.146,,,,,
58,07/10/16 05:37:24 PM,14.098,,,,,
59,07/10/16 06:37:29 PM,14.170,,,,,
60,07/10/16 07:37:34 PM,14.577,,,,,
61,07/10/16 08:37:39 PM,14.673,,,,,
62,07/10/16 09:37:44 PM,14.649,,,,,
63,07/10/16 10:37:49 PM,14.553,,,,,
64,07/10/16 11:37:54 PM,14.266,,,,,
65,07/11/16 12:37:59 AM,14.002,,,,,
66,07/11/16 01:38:04 AM,13.666,,,,,
67,07/11/16 02:38:09 AM,13.546,,,,,
68,07/11/16 03:38:14 AM,13.401,,,,,
69,07/11/16 04:38:19 AM,13.185,,,,,
70,07/11/16 05:38:24 AM,13.161,,,,,
71,07/11/16 06:38:29 AM,13.473,,,,,
72,07/11/16 07:38:34 AM,13.882,,,,,
73,07/11/16 08:38:39 AM,14.050,,,,,
74,07/11/16 09:38:44 AM,13.930,,,,,
75,07/11/16 10:38:49 AM,14.098,,,,,
76,07/11/16 11:38:54 AM,14.218,,,,,
77,07/11/16 12:38:59 PM,14.337,,,,,
78,07/11/16 01:39:04 PM,16.249,,,,,
