Date Time	Temperature  (*C)
09/04/08 	13:04:47.0	19.95
09/04/08 	14:04:47.0	14.91
09/04/08 	15:04:47.0	14.61
09/04/08 	16:04:47.0	6.24
09/04/08 	17:04:47.0	6.24
09/04/08 	18:04:47.0	6.24
09/04/08 	19:04:47.0	5.96
09/04/08 	20:04:47.0	6.24
09/04/08 	21:04:47.0	6.24
09/04/08 	22:04:47.0	6.24
09/04/08 	23:04:47.0	6.24
09/05/08 	00:04:47.0	6.24
09/05/08 	01:04:47.0	6.24
09/05/08 	02:04:47.0	6.24
09/05/08 	03:04:47.0	6.24
09/05/08 	04:04:47.0	6.24
09/05/08 	05:04:47.0	6.24
09/05/08 	06:04:47.0	6.24
09/05/08 	07:04:47.0	5.96
09/05/08 	08:04:47.0	6.24
09/05/08 	09:04:47.0	12.30
09/05/08 	10:04:47.0	11.72
09/05/08 	11:04:47.0	12.59
09/05/08 	12:04:47.0	18.75
09/05/08 	13:04:47.0	21.48
09/05/08 	14:04:47.0	6.24
09/05/08 	15:04:47.0	6.24
09/05/08 	16:04:47.0	6.24
09/05/08 	17:04:47.0	6.24
09/05/08 	18:04:47.0	6.24
09/05/08 	19:04:47.0	6.24
09/05/08 	20:04:47.0	6.24
09/05/08 	21:04:47.0	6.24
09/05/08 	22:04:47.0	6.24
09/05/08 	23:04:47.0	6.24
09/06/08 	00:04:47.0	6.24
09/06/08 	01:04:47.0	6.24
09/06/08 	02:04:47.0	6.24
09/06/08 	03:04:47.0	6.24
09/06/08 	04:04:47.0	6.24
09/06/08 	05:04:47.0	6.24
09/06/08 	06:04:47.0	6.24
09/06/08 	07:04:47.0	6.24
09/06/08 	08:04:47.0	9.99
09/06/08 	09:04:47.0	11.15
09/06/08 	10:04:47.0	12.30
09/06/08 	11:04:47.0	13.17
09/06/08 	12:04:47.0	13.17
09/06/08 	13:04:47.0	6.24
09/06/08 	14:04:47.0	6.24
09/06/08 	15:04:47.0	6.53
09/06/08 	16:04:47.0	6.53
09/06/08 	17:04:47.0	6.24
09/06/08 	18:04:47.0	6.24
09/06/08 	19:04:47.0	6.24
09/06/08 	20:04:47.0	6.24
09/06/08 	21:04:47.0	6.24
09/06/08 	22:04:47.0	6.24
09/06/08 	23:04:47.0	6.24
09/07/08 	00:04:47.0	6.24
09/07/08 	01:04:47.0	6.24
09/07/08 	02:04:47.0	6.24
09/07/08 	03:04:47.0	6.24
09/07/08 	04:04:47.0	6.53
09/07/08 	05:04:47.0	6.53
09/07/08 	06:04:47.0	6.53
09/07/08 	07:04:47.0	6.24
09/07/08 	08:04:47.0	6.53
09/07/08 	09:04:47.0	13.46
09/07/08 	10:04:47.0	14.91
09/07/08 	11:04:47.0	16.07
09/07/08 	12:04:47.0	13.74
09/07/08 	13:04:47.0	13.74
09/07/08 	14:04:47.0	6.53
09/07/08 	15:04:47.0	6.53
09/07/08 	16:04:47.0	6.53
09/07/08 	17:04:47.0	6.53
09/07/08 	18:04:47.0	6.53
09/07/08 	19:04:47.0	6.53
09/07/08 	20:04:47.0	6.53
09/07/08 	21:04:47.0	6.53
09/07/08 	22:04:47.0	6.53
09/07/08 	23:04:47.0	6.53
09/08/08 	00:04:47.0	6.53
09/08/08 	01:04:47.0	6.53
09/08/08 	02:04:47.0	6.53
09/08/08 	03:04:47.0	6.53
09/08/08 	04:04:47.0	6.53
09/08/08 	05:04:47.0	6.53
09/08/08 	06:04:47.0	6.53
09/08/08 	07:04:47.0	6.53
09/08/08 	08:04:47.0	6.53
09/08/08 	09:04:47.0	6.53
09/08/08 	10:04:47.0	12.01
09/08/08 	11:04:47.0	11.72
09/08/08 	12:04:47.0	12.01
09/08/08 	13:04:47.0	12.01
09/08/08 	14:04:47.0	12.30
09/08/08 	15:04:47.0	12.01
09/08/08 	16:04:47.0	12.59
09/08/08 	17:04:47.0	12.01
09/08/08 	18:04:47.0	12.01
09/08/08 	19:04:47.0	11.44
09/08/08 	20:04:47.0	11.15
09/08/08 	21:04:47.0	10.86
09/08/08 	22:04:47.0	10.86
09/08/08 	23:04:47.0	10.57
09/09/08 	00:04:47.0	10.57
09/09/08 	01:04:47.0	10.28
09/09/08 	02:04:47.0	10.28
09/09/08 	03:04:47.0	10.28
09/09/08 	04:04:47.0	10.28
09/09/08 	05:04:47.0	10.28
09/09/08 	06:04:47.0	10.28
09/09/08 	07:04:47.0	9.99
09/09/08 	08:04:47.0	10.28
09/09/08 	09:04:47.0	11.15
09/09/08 	10:04:47.0	11.44
09/09/08 	11:04:47.0	11.44
09/09/08 	12:04:47.0	12.01
09/09/08 	13:04:47.0	12.59
09/09/08 	14:04:47.0	12.88
09/09/08 	15:04:47.0	12.88
09/09/08 	16:04:47.0	12.88
09/09/08 	17:04:47.0	12.59
09/09/08 	18:04:47.0	12.88
09/09/08 	19:04:47.0	12.59
09/09/08 	20:04:47.0	12.59
09/09/08 	21:04:47.0	12.30
09/09/08 	22:04:47.0	11.72
09/09/08 	23:04:47.0	11.44
09/10/08 	00:04:47.0	11.15
09/10/08 	01:04:47.0	11.15
09/10/08 	02:04:47.0	11.15
09/10/08 	03:04:47.0	11.15
09/10/08 	04:04:47.0	10.86
09/10/08 	05:04:47.0	10.86
09/10/08 	06:04:47.0	10.57
09/10/08 	07:04:47.0	10.28
09/10/08 	08:04:47.0	10.28
09/10/08 	09:04:47.0	10.28
09/10/08 	10:04:47.0	10.57
09/10/08 	11:04:47.0	10.86
09/10/08 	12:04:47.0	11.44
09/10/08 	13:04:47.0	12.30
09/10/08 	14:04:47.0	9.13
09/10/08 	15:04:47.0	6.53
09/10/08 	16:04:47.0	6.53
09/10/08 	17:04:47.0	6.53
09/10/08 	18:04:47.0	6.53
09/10/08 	19:04:47.0	6.53
09/10/08 	20:04:47.0	6.53
09/10/08 	21:04:47.0	6.53
09/10/08 	22:04:47.0	6.53
09/10/08 	23:04:47.0	6.53
09/11/08 	00:04:47.0	6.53
09/11/08 	01:04:47.0	6.53
09/11/08 	02:04:47.0	6.53
09/11/08 	03:04:47.0	6.53
09/11/08 	04:04:47.0	6.53
09/11/08 	05:04:47.0	6.53
09/11/08 	06:04:47.0	6.53
09/11/08 	07:04:47.0	6.53
09/11/08 	08:04:47.0	6.53
09/11/08 	09:04:47.0	6.53
09/11/08 	10:04:47.0	6.53
09/11/08 	11:04:47.0	11.72
09/11/08 	12:04:47.0	13.17
09/11/08 	13:04:47.0	13.17
09/11/08 	14:04:47.0	13.17
09/11/08 	15:04:47.0	6.53
09/11/08 	16:04:47.0	6.53
09/11/08 	17:04:47.0	6.53
09/11/08 	18:04:47.0	6.53
09/11/08 	19:04:47.0	6.53
09/11/08 	20:04:47.0	6.53
09/11/08 	21:04:47.0	6.53
09/11/08 	22:04:47.0	6.53
09/11/08 	23:04:47.0	6.53
09/12/08 	00:04:47.0	6.53
09/12/08 	01:04:47.0	6.53
09/12/08 	02:04:47.0	6.53
09/12/08 	03:04:47.0	6.53
09/12/08 	04:04:47.0	6.53
09/12/08 	05:04:47.0	6.53
09/12/08 	06:04:47.0	6.53
09/12/08 	07:04:47.0	6.53
09/12/08 	08:04:47.0	6.53
09/12/08 	09:04:47.0	6.53
09/12/08 	10:04:47.0	11.15
09/12/08 	11:04:47.0	12.59
09/12/08 	12:04:47.0	14.03
09/12/08 	13:04:47.0	17.26
09/12/08 	14:04:47.0	17.86
09/12/08 	15:04:47.0	7.69
09/12/08 	16:04:47.0	7.40
09/12/08 	17:04:47.0	7.69
09/12/08 	18:04:47.0	7.40
09/12/08 	19:04:47.0	7.40
09/12/08 	20:04:47.0	7.40
09/12/08 	21:04:47.0	7.40
09/12/08 	22:04:47.0	7.40
09/12/08 	23:04:47.0	7.40
09/13/08 	00:04:47.0	7.40
09/13/08 	01:04:47.0	7.69
09/13/08 	02:04:47.0	7.40
09/13/08 	03:04:47.0	7.40
09/13/08 	04:04:47.0	7.40
09/13/08 	05:04:47.0	7.40
09/13/08 	06:04:47.0	7.40
09/13/08 	07:04:47.0	7.40
09/13/08 	08:04:47.0	7.11
09/13/08 	09:04:47.0	7.40
09/13/08 	10:04:47.0	12.88
09/13/08 	11:04:47.0	12.30
09/13/08 	12:04:47.0	12.01
09/13/08 	13:04:47.0	12.30
09/13/08 	14:04:47.0	16.37
09/13/08 	15:04:47.0	5.96
09/13/08 	16:04:47.0	5.96
09/13/08 	17:04:47.0	5.96
09/13/08 	18:04:47.0	6.24
09/13/08 	19:04:47.0	5.96
09/13/08 	20:04:47.0	5.96
09/13/08 	21:04:47.0	6.24
09/13/08 	22:04:47.0	5.96
09/13/08 	23:04:47.0	5.96
09/14/08 	00:04:47.0	5.96
09/14/08 	01:04:47.0	5.96
09/14/08 	02:04:47.0	5.96
09/14/08 	03:04:47.0	5.96
09/14/08 	04:04:47.0	5.96
09/14/08 	05:04:47.0	6.24
09/14/08 	06:04:47.0	6.24
09/14/08 	07:04:47.0	6.24
09/14/08 	08:04:47.0	5.96
09/14/08 	09:04:47.0	6.24
09/14/08 	10:04:47.0	14.03
09/14/08 	11:04:47.0	13.74
09/14/08 	12:04:47.0	21.48
09/14/08 	13:04:47.0	22.73
09/14/08 	14:04:47.0	23.36
09/14/08 	15:04:47.0	23.99
09/14/08 	16:04:47.0	24.32
09/14/08 	17:04:47.0	24.63
09/14/08 	18:04:47.0	24.32
09/14/08	19:04:47.0	23.99
09/14/08 	20:04:47.0	23.36
09/14/08	21:04:47.0	22.73
09/14/08 	22:04:47.0	22.73
09/14/08 	23:04:47.0	22.11
09/15/08 	00:04:47.0	21.79
09/15/08 	01:04:47.0	21.79
09/15/08 	02:04:47.0	21.79
09/15/08 	03:04:47.0	21.17
09/15/08 	04:04:47.0	20.56
09/15/08 	05:04:47.0	19.95
09/15/08 	06:04:47.0	19.35
09/15/08 	07:04:47.0	19.35
09/15/08 	08:04:47.0	19.35
